627536960	20170215	201702	2017	2017.1233	CVL	IMMIGRANT						CVL			MEX	MEXICO	MEX								0	042	042	04	1	1.9	2	2	2	-0.20449897750511	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170215	http://www.wbir.com/mb/news/nation-now/us-relationship-with-mexico-more-bitter-than-sweet-under-trump/407982816
627536983	20170215	201702	2017	2017.1233	CVL	IMMIGRANT						CVL			USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	2	2	-0.20449897750511	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170215	http://www.wbir.com/mb/news/nation-now/us-relationship-with-mexico-more-bitter-than-sweet-under-trump/407982816
627536984	20170215	201702	2017	2017.1233	CVL	IMMIGRANT						CVL			USA	UNITED STATES	USA								0	043	043	04	1	2.8	6	2	6	-0.20449897750511	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170215	http://www.wbir.com/mb/news/nation-now/us-relationship-with-mexico-more-bitter-than-sweet-under-trump/407982816
627537013	20170215	201702	2017	2017.1233	DEU	GERMANY	DEU																		1	036	036	03	1	4.0	2	1	2	3.19548872180451	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	0							4	Shi Tong, Hainan, China	CH	CH31	18.6277	109.762	11114322	20170215	http://www.broadcastingcable.com/thewire/rohde-schwarz-hosting-series-repacking-advanced-technology-events/163343
627537045	20170215	201702	2017	2017.1233	DEU	GERMANY	DEU								NMR	NORTH AMERICA	NMR								0	040	040	04	1	1.0	2	1	2	3.19548872180451	4	Shi Tong, Hainan, China	CH	CH31	18.6277	109.762	11114322	2	California, United States	US	USCA	36.17	-119.746	CA	4	Munich, Bayern, Germany	GM	GM02	48.15	11.5833	-1829149	20170215	http://www.broadcastingcable.com/thewire/rohde-schwarz-hosting-series-repacking-advanced-technology-events/163343
627537046	20170215	201702	2017	2017.1233	DEU	GERMANY	DEU								NMR	NORTH AMERICA	NMR								0	040	040	04	1	1.0	2	1	2	3.19548872180451	4	Shi Tong, Hainan, China	CH	CH31	18.6277	109.762	11114322	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	4	Munich, Bayern, Germany	GM	GM02	48.15	11.5833	-1829149	20170215	http://www.broadcastingcable.com/thewire/rohde-schwarz-hosting-series-repacking-advanced-technology-events/163343
627537059	20170215	201702	2017	2017.1233	DEU	GERMANY	DEU								USA	UNITED STATES	USA								1	036	036	03	1	4.0	1	1	1	3.19548872180451	2	California, United States	US	USCA	36.17	-119.746	CA	4	Shi Tong, Hainan, China	CH	CH31	18.6277	109.762	11114322	2	California, United States	US	USCA	36.17	-119.746	CA	20170215	http://www.broadcastingcable.com/thewire/rohde-schwarz-hosting-series-repacking-advanced-technology-events/163343
627537226	20170215	201702	2017	2017.1233	ELI	FIRST LADY						ELI													1	013	013	01	1	0.4	27	8	27	1.3069612838494	3	The White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	China	CH	CH	35	105	CH	20170215	http://www.wvlkam.com/news/melania-trump-announces-white-house-visitor-office-will-reopen/
627537229	20170215	201702	2017	2017.1233	ELI	ACTOR						ELI													1	051	051	05	1	3.4	2	1	2	8.99182561307902	3	Hot Rock, California, United States	US	USCA	40.5352	-121.49	225672	0							1	United Kingdom	UK	UK	54	-2	UK	20170215	http://www.aol.co.uk/news/2017/02/14/actor-george-segal-honoured-with-hollywood-walk-of-fame-star/
627537238	20170215	201702	2017	2017.1233	ELI	ACTOR						ELI			USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	8.99182561307902	3	Hot Rock, California, United States	US	USCA	40.5352	-121.49	225672	1	United Kingdom	UK	UK	54	-2	UK	3	Hot Rock, California, United States	US	USCA	40.5352	-121.49	225672	20170215	http://www.aol.co.uk/news/2017/02/14/actor-george-segal-honoured-with-hollywood-walk-of-fame-star/
627537239	20170215	201702	2017	2017.1233	ELI	ACTOR						ELI			USA	UNITED STATES	USA								1	051	051	05	1	3.4	4	1	4	8.99182561307902	3	Hot Rock, California, United States	US	USCA	40.5352	-121.49	225672	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170215	http://www.aol.co.uk/news/2017/02/14/actor-george-segal-honoured-with-hollywood-walk-of-fame-star/
627537402	20170215	201702	2017	2017.1233	GBR	UNITED KINGDOM	GBR								USA	AMERICAN	USA								1	040	040	04	1	1.0	325	2	325	-0.169544863880948	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	1	United Kingdom	UK	UK	54	-2	UK	20170215	http://english.wafa.ps/page.aspx?id=8Zv3fPa52395906156a8Zv3fP
627537865	20170215	201702	2017	2017.1233	GOV	ADMINISTRATION						GOV			USA	AMERICAN	USA								0	042	042	04	1	1.9	16	2	16	-0.20449897750511	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170215	http://www.wbir.com/mb/news/nation-now/us-relationship-with-mexico-more-bitter-than-sweet-under-trump/407982816
627537925	20170215	201702	2017	2017.1233	GOV	CHIEF EXECUTIVE						GOV			USAMED	REUTERS	USA					MED			1	010	010	01	1	0.0	1	1	1	-2.21606648199446	2	Alaska, United States	US	USAK	61.385	-152.268	AK	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	2	Alaska, United States	US	USAK	61.385	-152.268	AK	20170215	http://www.nasdaq.com/article/northern-dynasty-says-report-calling-it-worthless-inaccurate-20170214-01263
627537927	20170215	201702	2017	2017.1233	GOV	CHIEF EXECUTIVE						GOV			USAMED	REUTERS	USA					MED			1	013	013	01	1	0.4	1	1	1	-2.21606648199446	2	Alaska, United States	US	USAK	61.385	-152.268	AK	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	20170215	http://www.nasdaq.com/article/northern-dynasty-says-report-calling-it-worthless-inaccurate-20170214-01263
627538544	20170215	201702	2017	2017.1233	LAB	WORKER						LAB			CHN	CHINESE	CHN								0	043	043	04	1	2.8	1	1	1	-0.42589437819421	4	Shenzhen, Guangdong, China	CH	CH30	22.2	111.117	-1925267	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	4	Shenzhen, Guangdong, China	CH	CH30	22.2	111.117	-1925267	20170215	http://www.eastasiaforum.org/2017/02/15/weighing-up-chinas-investment-in-the-united-states/
627538653	20170215	201702	2017	2017.1233	LEG	DELEGATE						LEG			CVL	CONSTITUENT						CVL			1	020	020	02	1	3.0	3	1	3	0.4343105320304	3	Capitol Hill, District of Columbia, United States	US	USDC	38.889	-77.0003	529313	1	United Kingdom	UK	UK	54	-2	UK	3	Capitol Hill, District of Columbia, United States	US	USDC	38.889	-77.0003	529313	20170215	https://www.thenews.com.pk/print/186316-Demystifying-political-representation
627538853	20170215	201702	2017	2017.1233	MED	MEDIA						MED			CAN	CANADA	CAN								1	040	040	04	1	1.0	3	2	3	-2.02898550724638	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170215	http://www.couriermail.com.au/business/work/white-house-press-secretary-sean-spicer-had-now-got-all-muddled-up-with-justin-trudeaus-name/news-story/f1b861c2117ebefdcb9f237b0f414b58?nk=ac8e0fd41773045cebfd2a9a82c4d6c9-1487116076
627538891	20170215	201702	2017	2017.1233	MED	WRITER						MED			USA	PHOENIX	USA								1	040	040	04	1	1.0	2	1	2	5.42635658914729	4	Wenzhou, Zhejiang, China	CH	CH02	27.9994	120.667	-1930588	4	Wenzhou, Zhejiang, China	CH	CH02	27.9994	120.667	-1930588	3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784	20170215	http://buffalonews.com/2017/02/14/new-canal-board-member/
627538892	20170215	201702	2017	2017.1233	MED	WRITER						MED			USA	PHOENIX	USA								1	040	040	04	1	1.0	6	1	6	5.42635658914729	3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784	4	Wenzhou, Zhejiang, China	CH	CH02	27.9994	120.667	-1930588	3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784	20170215	http://buffalonews.com/2017/02/14/new-canal-board-member/
627538923	20170215	201702	2017	2017.1233	MEX	MEXICAN	MEX																		0	160	160	16	4	-4.0	2	2	2	-2.95622822299651	2	Florida, United States	US	USFL	27.8333	-81.717	FL	0							4	Emiliano Zapata, Zacatecas, Mexico	MX	MX32	23.7333	-103.533	-3860483	20170215	http://www.huffingtonpost.com/alberto-buitre/the-phony-a-latino-betray_b_14749068.html
627538925	20170215	201702	2017	2017.1233	MEX	MEXICO	MEX								CVL	IMMIGRANT						CVL			0	043	043	04	1	2.8	2	2	2	-0.20449897750511	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170215	http://www.wbir.com/mb/news/nation-now/us-relationship-with-mexico-more-bitter-than-sweet-under-trump/407982816
627538927	20170215	201702	2017	2017.1233	MEX	MEXICO	MEX								CVL	IMMIGRANT						CVL			0	174	174	17	4	-5.0	4	2	4	-0.20449897750511	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170215	http://www.wbir.com/mb/news/nation-now/us-relationship-with-mexico-more-bitter-than-sweet-under-trump/407982816
627538934	20170215	201702	2017	2017.1233	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	010	010	01	1	0.0	1	1	1	-2.77511961722488	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170215	http://ashburndaily.com/2017/02/15/thousands-of-protesters-march-in-mexico-against-president/
627538939	20170215	201702	2017	2017.1233	MEX	MEXICO	MEX								USA	AMERICAN	USA								0	012	012	01	1	-0.4	1	1	1	1.9047619047619	4	Guadalajara, Jalisco, Mexico	MX	MX14	20.6667	-103.333	-1669612	3	Stanford University, California, United States	US	USCA	37.4289	-122.17	235365	3	Stanford University, California, United States	US	USCA	37.4289	-122.17	235365	20170215	http://www.usatoday.com/story/tech/news/2017/02/14/trade-screws-tighten-mexico-recruits-us-tech/97751528/
627538940	20170215	201702	2017	2017.1233	MEX	MEXICAN	MEX								USA	UNITED STATES	USA								0	013	013	01	1	0.4	4	2	4	-0.20449897750511	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170215	http://www.wbir.com/mb/news/nation-now/us-relationship-with-mexico-more-bitter-than-sweet-under-trump/407982816
627538942	20170215	201702	2017	2017.1233	MEX	MEXICAN	MEX								USA	WASHINGTON	USA								1	036	036	03	1	4.0	2	2	2	-0.20449897750511	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170215	http://www.wbir.com/mb/news/nation-now/us-relationship-with-mexico-more-bitter-than-sweet-under-trump/407982816
627538944	20170215	201702	2017	2017.1233	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	-2.28471001757469	4	Carolinas, Chihuahua, Mexico	MX	MX06	28.7333	-106.1	-1655479	3	Riverside High School, California, United States	US	USCA	38.0202	-121.885	1701956	4	Carolinas, Chihuahua, Mexico	MX	MX06	28.7333	-106.1	-1655479	20170215	http://www.charlotteobserver.com/news/local/article132681789.html
627538945	20170215	201702	2017	2017.1233	MEX	MEXICO	MEX								USA	CALIFORNIA	USA								1	040	040	04	1	1.0	6	1	6	1.9047619047619	4	Jalisco, Baja California, Mexico	MX	MX02	32.5175	-115.235	-1661292	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170215	http://www.usatoday.com/story/tech/news/2017/02/14/trade-screws-tighten-mexico-recruits-us-tech/97751528/
627538946	20170215	201702	2017	2017.1233	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	2	2	-0.20449897750511	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170215	http://www.wbir.com/mb/news/nation-now/us-relationship-with-mexico-more-bitter-than-sweet-under-trump/407982816
627538947	20170215	201702	2017	2017.1233	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	2	2	-0.20449897750511	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170215	http://www.wbir.com/mb/news/nation-now/us-relationship-with-mexico-more-bitter-than-sweet-under-trump/407982816
627538949	20170215	201702	2017	2017.1233	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	061	061	06	2	6.4	6	3	6	-2.2926909210095	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	20170215	http://www.canadiancattlemen.ca/daily/despite-trump-talk-of-tweaking-nafta-canada-could-still-be-hurt
627538950	20170215	201702	2017	2017.1233	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	061	061	06	2	6.4	18	3	18	-2.2926909210095	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170215	http://www.canadiancattlemen.ca/daily/despite-trump-talk-of-tweaking-nafta-canada-could-still-be-hurt
627538951	20170215	201702	2017	2017.1233	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	1121	112	11	3	-2.0	12	3	12	-9.2436974789916	1	Mexico	MX	MX	23	-102	MX	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	20170215	http://kval.com/news/local/eugene-man-sentenced-in-conspiracy-to-smuggle-guns-bought-in-oregon-to-mexico
627538954	20170215	201702	2017	2017.1233	MEX	MEXICO	MEX								USA	OREGON	USA								1	173	173	17	4	-5.0	24	3	24	-9.2436974789916	1	Mexico	MX	MX	23	-102	MX	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	1	Mexico	MX	MX	23	-102	MX	20170215	http://kval.com/news/local/eugene-man-sentenced-in-conspiracy-to-smuggle-guns-bought-in-oregon-to-mexico
627538959	20170215	201702	2017	2017.1233	MEXGOV	MEXICAN	MEX					GOV			USA	AMERICAN	USA								0	013	013	01	1	0.4	4	2	4	-0.20449897750511	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170215	http://www.wbir.com/mb/news/nation-now/us-relationship-with-mexico-more-bitter-than-sweet-under-trump/407982816
627538960	20170215	201702	2017	2017.1233	MEXGOV	MEXICO	MEX					GOV			USA	UNITED STATES	USA								0	013	013	01	1	0.4	2	2	2	-0.20449897750511	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170215	http://www.wbir.com/mb/news/nation-now/us-relationship-with-mexico-more-bitter-than-sweet-under-trump/407982816
627538961	20170215	201702	2017	2017.1233	MEXGOV	MEXICAN	MEX					GOV			USA	WASHINGTON	USA								1	036	036	03	1	4.0	6	2	6	-0.20449897750511	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170215	http://www.wbir.com/mb/news/nation-now/us-relationship-with-mexico-more-bitter-than-sweet-under-trump/407982816
627538966	20170215	201702	2017	2017.1233	MIL	NAVAL						MIL													0	042	042	04	1	1.9	10	5	10	-1.89110234989666	4	Annapolis, Nova Scotia, Canada	CA	CA07	44.7333	-65.5167	-560208	0							2	Rhode Island, United States	US	USRI	41.6772	-71.5101	RI	20170215	http://www.margaretrivermail.com.au/story/4468748/ten-unanswered-questions-after-michael-flynns-resignation/
