643931912	20170406	201704	2017	2017.2630	CAN	CANADA	CAN								CANGOV	CANADA	CAN					GOV			1	190	190	19	4	-10.0	1	1	1	-2.41134751773049	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Fort Mcmurray, Alberta, Canada	CA	CA01	56.7333	-111.383	-564818	4	Fort Mcmurray, Alberta, Canada	CA	CA01	56.7333	-111.383	-564818	20170406	http://www.citynews.ca/2017/04/05/six-stories-in-the-news-today-april-5-2/
643931942	20170406	201704	2017	2017.2630	CAN	CANADA	CAN								USA	PENNSYLVANIA	USA								1	010	010	01	1	0.0	10	1	10	-2.94117647058824	1	Canada	CA	CA	60	-95	CA	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	1	Canada	CA	CA	60	-95	CA	20170406	http://wnep.com/2017/04/05/wrong-way-driver-stopped-on-i-81-ramp/
643931943	20170406	201704	2017	2017.2630	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	120	120	12	3	-4.0	34	10	34	-2.5878289641389	4	Goose Bay, Newfoundland, Canada	CA	CA05	53.3333	-60.4167	-565365	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170406	http://www.thenorwester.ca/news/regional/2017/4/5/traffic-still-delayed-on-burin-peninsula-highway-after-storm.html
643931945	20170406	201704	2017	2017.2630	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	120	120	12	3	-4.0	34	10	34	-2.5878289641389	4	Happy Valley, Newfoundland, Canada	CA	CA05	53.3	-60.3	-565879	1	United States	US	US	38	-97	US	4	Goose Bay, Newfoundland, Canada	CA	CA05	53.3333	-60.4167	-565365	20170406	http://www.thenorwester.ca/news/regional/2017/4/5/traffic-still-delayed-on-burin-peninsula-highway-after-storm.html
643931946	20170406	201704	2017	2017.2630	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	120	120	12	3	-4.0	34	10	34	-2.5878289641389	4	Happy Valley, Newfoundland, Canada	CA	CA05	53.3	-60.3	-565879	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170406	http://www.thenorwester.ca/news/regional/2017/4/5/traffic-still-delayed-on-burin-peninsula-highway-after-storm.html
643931993	20170406	201704	2017	2017.2630	CHN	CHINA	CHN																		0	043	043	04	1	2.8	24	6	24	-0.92470277410833	1	China	CH	CH	35	105	CH	0							1	United States	US	US	38	-97	US	20170406	http://www.mercedsunstar.com/news/politics-government/article142983139.html
643932023	20170406	201704	2017	2017.2630	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			0	013	013	01	1	0.4	4	3	4	-3.54535974973931	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170406	http://www.geelongadvertiser.com.au/business/breaking-news/business-wants-action-in-xitrump-summit/news-story/a7ff91cc931f143eeee2b81ef870a5ca?nk=7250c8ef89f1a22fd040e439110f509f-1491436118
643932025	20170406	201704	2017	2017.2630	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			0	020	020	02	1	3.0	4	3	4	-3.54535974973931	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170406	http://www.geelongadvertiser.com.au/business/breaking-news/business-wants-action-in-xitrump-summit/news-story/a7ff91cc931f143eeee2b81ef870a5ca?nk=7250c8ef89f1a22fd040e439110f509f-1491436118
643932036	20170406	201704	2017	2017.2630	CHN	CHINESE	CHN								GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	22	8	22	-1.21417929949166	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170406	http://www.mercedsunstar.com/news/politics-government/article142983139.html
643932071	20170406	201704	2017	2017.2630	CHN	CHINESE	CHN								USA	UNITED STATES	USA								1	020	020	02	1	3.0	38	1	38	-6.29111473569613	1	China	CH	CH	35	105	CH	2	New Hampshire, United States	US	USNH	43.4108	-71.5653	NH	1	China	CH	CH	35	105	CH	20170406	http://datechguyblog.com/tag/reggie-littlejohn/
643932073	20170406	201704	2017	2017.2630	CHN	CHINA	CHN								USA	FLORIDA	USA								1	040	040	04	1	1.0	3	2	3	-1.99350082576736	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170406	https://www.thestreet.com/story/14072628/1/what-trump-s-meeting-with-china-s-xi-jinping-could-mean-for-google-and-other-u-s-tech-giants.html
643932074	20170406	201704	2017	2017.2630	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	043	043	04	1	2.8	24	6	24	-0.92470277410833	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170406	http://www.mercedsunstar.com/news/politics-government/article142983139.html
643932076	20170406	201704	2017	2017.2630	CHN	GUANGZHOU	CHN								USA	NEW YORK	USA								0	060	060	06	2	6.0	6	1	6	2.35988200589971	4	Guangzhou, Guangdong, China	CH	CH30	23.1167	113.25	-1907161	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Guangzhou, Guangdong, China	CH	CH30	23.1167	113.25	-1907161	20170406	http://www.newtimes.co.rw/section/article/2017-04-06/210229/
643932079	20170406	201704	2017	2017.2630	CHN	CHINA	CHN								USA	AMERICAN	USA								0	120	120	12	3	-4.0	7	1	7	-1.97215777262181	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170406	http://www.cnn.com/2017/04/05/opinions/trump-north-korea-problem-opinion-cristol/
643932083	20170406	201704	2017	2017.2630	CHN	CHINA	CHN								USAGOV	THE WHITE HOUSE	USA					GOV			0	036	036	03	1	4.0	1	1	1	-2.34466588511137	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170406	https://www.thestreet.com/story/14072628/1/what-trump-s-meeting-with-china-s-xi-jinping-could-mean-for-google-and-other-u-s-tech-giants.html
643932098	20170406	201704	2017	2017.2630	CHNGOV	CHINA	CHN					GOV			GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	27	9	27	-0.925230646296161	1	China	CH	CH	35	105	CH	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	China	CH	CH	35	105	CH	20170406	http://www.tbo.com/news/editorial-remembering-world-war-i-as-we-look-forward-20170405/
643932103	20170406	201704	2017	2017.2630	CHNGOV	XI JINPING	CHN					GOV			USA	UNITED STATES	USA								1	036	036	03	1	4.0	40	7	40	-0.906238741443504	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	20170406	http://www.mercedsunstar.com/news/politics-government/article142983139.html
643932154	20170406	201704	2017	2017.2630	COP	PRISON						COP													1	015	015	01	1	0.0	4	1	4	-10.9223300970874	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170406	http://wbt.com/former-mexican-cartel-head-gets-life-for-drug-smuggling/
643932189	20170406	201704	2017	2017.2630	COP	PRISON						COP													1	1121	112	11	3	-2.0	6	1	6	-10.9223300970874	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170406	http://wbt.com/former-mexican-cartel-head-gets-life-for-drug-smuggling/
643932395	20170406	201704	2017	2017.2630	CVL	POPULATION						CVL			CAN	CANADA	CAN								1	061	061	06	2	6.4	30	4	30	-1.21223010440668	2	California, United States	US	USCA	36.17	-119.746	CA	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170406	http://hosted2.ap.org/APDEFAULT/b2f0ca3a594644ee9e50a8ec4ce2d6de/Article_2017-04-05-US--Bald%20Eagle%20Comeback/id-07771fe33aea4b2bb867cba6a6695a65
643932396	20170406	201704	2017	2017.2630	CVL	POPULATION						CVL			CAN	CANADA	CAN								1	061	061	06	2	6.4	20	4	20	-1.21223010440668	2	California, United States	US	USCA	36.17	-119.746	CA	1	Canada	CA	CA	60	-95	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170406	http://hosted2.ap.org/APDEFAULT/b2f0ca3a594644ee9e50a8ec4ce2d6de/Article_2017-04-05-US--Bald%20Eagle%20Comeback/id-07771fe33aea4b2bb867cba6a6695a65
643932446	20170406	201704	2017	2017.2630	CVL	POPULATION						CVL			USA	ALASKA	USA								1	061	061	06	2	6.4	48	7	48	-1.32831201026479	2	California, United States	US	USCA	36.17	-119.746	CA	2	Alaska, United States	US	USAK	61.385	-152.268	AK	1	Canada	CA	CA	60	-95	CA	20170406	http://hosted2.ap.org/APDEFAULT/b2f0ca3a594644ee9e50a8ec4ce2d6de/Article_2017-04-05-US--Bald%20Eagle%20Comeback/id-07771fe33aea4b2bb867cba6a6695a65
643932447	20170406	201704	2017	2017.2630	CVL	POPULATION						CVL			USA	ALASKA	USA								1	061	061	06	2	6.4	32	7	32	-1.32831201026479	2	California, United States	US	USCA	36.17	-119.746	CA	1	Canada	CA	CA	60	-95	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170406	http://hosted2.ap.org/APDEFAULT/b2f0ca3a594644ee9e50a8ec4ce2d6de/Article_2017-04-05-US--Bald%20Eagle%20Comeback/id-07771fe33aea4b2bb867cba6a6695a65
643932723	20170406	201704	2017	2017.2630	FRA	FRANCE	FRA								GOV	SECURITY COUNCIL						GOV			0	111	111	11	3	-2.0	4	2	4	-9.13502986338186	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20170406	http://punemirror.indiatimes.com/news/world/syria-blame-game/articleshow/58036273.cms
643932746	20170406	201704	2017	2017.2630	FRA	FRANCE	FRA								SYRGOV	BASHAR AL ASSAD	SYR					GOV			1	1014	101	10	3	-5.0	7	4	7	-6.38395841871737	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170406	http://news.xinhuanet.com/english/2017-04/06/c_136185546.htm
643932757	20170406	201704	2017	2017.2630	FRA	FRANCE	FRA								USA	UNITED STATES	USA								1	1014	101	10	3	-5.0	50	22	50	-7.84235051581703	1	United Kingdom	UK	UK	54	-2	UK	1	France	FR	FR	46	2	FR	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170406	http://www.justiceinfo.net/en/component/k2/32802-us-warns-of-action-after-syria-chemical-massacre.html
643932758	20170406	201704	2017	2017.2630	FRA	FRANCE	FRA								USA	UNITED STATES	USA								1	1014	101	10	3	-5.0	11	8	11	-6.74046110021105	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	20170406	http://www.ndtv.com/world-news/us-warns-of-unilateral-action-if-un-fails-to-act-on-syria-1677881
643932780	20170406	201704	2017	2017.2630	GBR	UNITED KINGDOM	GBR																		0	040	040	04	1	1.0	20	5	20	2.36412052122509	4	Merthyr Tydfil, Merthyr Tydfil, United Kingdom	UK	UKY3	51.75	-3.38333	-2602931	0							3	South Wales, Virginia, United States	US	USVA	38.6637	-77.9256	1497907	20170406	http://www.finanznachrichten.de/nachrichten-2017-04/40378311-general-dynamics-uk-awarded-gbp-330-million-contract-to-develop-next-generation-battlefield-network-for-british-army-008.htm
643932820	20170406	201704	2017	2017.2630	GBR	UNITED KINGDOM	GBR								GBRMIL	UNITED KINGDOM	GBR					MIL			1	031	031	03	1	5.2	2	1	2	2.28494623655914	4	Merthyr Tydfil, Merthyr Tydfil, United Kingdom	UK	UKY3	51.75	-3.38333	-2602931	4	Merthyr Tydfil, Merthyr Tydfil, United Kingdom	UK	UKY3	51.75	-3.38333	-2602931	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170406	http://www.finanznachrichten.de/nachrichten-2017-04/40378311-general-dynamics-uk-awarded-gbp-330-million-contract-to-develop-next-generation-battlefield-network-for-british-army-008.htm
643932822	20170406	201704	2017	2017.2630	GBR	UNITED KINGDOM	GBR								GBRMIL	BRITISH	GBR					MIL			1	031	031	03	1	5.2	4	1	4	2.28494623655914	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	4	Merthyr Tydfil, Merthyr Tydfil, United Kingdom	UK	UKY3	51.75	-3.38333	-2602931	4	Merthyr Tydfil, Merthyr Tydfil, United Kingdom	UK	UKY3	51.75	-3.38333	-2602931	20170406	http://www.finanznachrichten.de/nachrichten-2017-04/40378311-general-dynamics-uk-awarded-gbp-330-million-contract-to-develop-next-generation-battlefield-network-for-british-army-008.htm
643932823	20170406	201704	2017	2017.2630	GBR	UNITED KINGDOM	GBR								GBRMIL	UNITED KINGDOM	GBR					MIL			1	031	031	03	1	5.2	2	1	2	2.28494623655914	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	4	Merthyr Tydfil, Merthyr Tydfil, United Kingdom	UK	UKY3	51.75	-3.38333	-2602931	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170406	http://www.finanznachrichten.de/nachrichten-2017-04/40378311-general-dynamics-uk-awarded-gbp-330-million-contract-to-develop-next-generation-battlefield-network-for-british-army-008.htm
643932868	20170406	201704	2017	2017.2630	GBR	BRITAIN	GBR								SYRGOV	BASHAR AL ASSAD	SYR					GOV			1	1014	101	10	3	-5.0	6	4	6	-6.38395841871737	1	United Kingdom	UK	UK	54	-2	UK	4	Idlib, Idlib, Syria	SY	SY12	35.9306	36.6339	-2542538	1	United States	US	US	38	-97	US	20170406	http://news.xinhuanet.com/english/2017-04/06/c_136185546.htm
643932869	20170406	201704	2017	2017.2630	GBR	BRITAIN	GBR								SYRGOV	BASHAR AL ASSAD	SYR					GOV			1	1014	101	10	3	-5.0	15	4	15	-6.38395841871737	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170406	http://news.xinhuanet.com/english/2017-04/06/c_136185546.htm
643932870	20170406	201704	2017	2017.2630	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	040	040	04	1	1.0	5	5	5	2.36412052122509	4	Merthyr Tydfil, Merthyr Tydfil, United Kingdom	UK	UKY3	51.75	-3.38333	-2602931	4	Merthyr Tydfil, Merthyr Tydfil, United Kingdom	UK	UKY3	51.75	-3.38333	-2602931	3	South Wales, Virginia, United States	US	USVA	38.6637	-77.9256	1497907	20170406	http://www.finanznachrichten.de/nachrichten-2017-04/40378311-general-dynamics-uk-awarded-gbp-330-million-contract-to-develop-next-generation-battlefield-network-for-british-army-008.htm
643932871	20170406	201704	2017	2017.2630	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	040	040	04	1	1.0	25	5	25	2.36412052122509	4	Merthyr Tydfil, Merthyr Tydfil, United Kingdom	UK	UKY3	51.75	-3.38333	-2602931	3	South Wales, Virginia, United States	US	USVA	38.6637	-77.9256	1497907	3	South Wales, Virginia, United States	US	USVA	38.6637	-77.9256	1497907	20170406	http://www.finanznachrichten.de/nachrichten-2017-04/40378311-general-dynamics-uk-awarded-gbp-330-million-contract-to-develop-next-generation-battlefield-network-for-british-army-008.htm
643932875	20170406	201704	2017	2017.2630	GBR	BRITAIN	GBR								USA	UNITED STATES	USA								1	1014	101	10	3	-5.0	145	22	145	-7.84235051581703	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170406	http://www.justiceinfo.net/en/component/k2/32802-us-warns-of-action-after-syria-chemical-massacre.html
643932876	20170406	201704	2017	2017.2630	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	1014	101	10	3	-5.0	48	21	48	-7.8456997088635	1	United Kingdom	UK	UK	54	-2	UK	1	France	FR	FR	46	2	FR	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170406	http://www.justiceinfo.net/en/component/k2/32802-us-warns-of-action-after-syria-chemical-massacre.html
643933079	20170406	201704	2017	2017.2630	GOV	PRESIDENT						GOV			CHN	CHINESE	CHN								1	040	040	04	1	1.0	22	8	22	-1.21417929949166	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	20170406	http://www.mercedsunstar.com/news/politics-government/article142983139.html
643933083	20170406	201704	2017	2017.2630	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								0	120	120	12	3	-4.0	1	1	1	-4.06091370558376	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170406	https://www.washingtonpost.com/opinions/global-opinions/what-trump-should-tell-americas-most-important-rival/2017/04/05/21dc3d2e-1a20-11e7-855e-4824bbb5d748_story.html
643933084	20170406	201704	2017	2017.2630	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								0	120	120	12	3	-4.0	1	1	1	-4.06091370558376	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	South Korea	KS	KS	37	127.5	KS	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170406	https://www.washingtonpost.com/opinions/global-opinions/what-trump-should-tell-americas-most-important-rival/2017/04/05/21dc3d2e-1a20-11e7-855e-4824bbb5d748_story.html
643933087	20170406	201704	2017	2017.2630	GOV	PRESIDENT						GOV			CHNGOV	CHINA	CHN					GOV			1	036	036	03	1	4.0	14	5	14	-2.93949480189749	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170406	http://www.tbo.com/news/editorial-remembering-world-war-i-as-we-look-forward-20170405/
643933141	20170406	201704	2017	2017.2630	GOV	PRESIDENT						GOV			GOVMIL	NATIONAL SECURITY COUNCIL						GOV	MIL		1	020	020	02	1	3.0	2	1	2	-4.91803278688524	1	Syria	SY	SY	35	38	SY	1	United States	US	US	38	-97	US	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	20170406	http://www.reuters.com/article/britain-press-ft-idUSL2N1HD29X
643933142	20170406	201704	2017	2017.2630	GOV	PRESIDENT						GOV			GOVMIL	NATIONAL SECURITY COUNCIL						GOV	MIL		1	020	020	02	1	3.0	4	1	4	-4.91803278688524	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	20170406	http://www.reuters.com/article/britain-press-ft-idUSL2N1HD29X
643933242	20170406	201704	2017	2017.2630	GOV	SECRETARY OF STATE						GOV			PRK	NORTH KOREA	PRK								1	020	020	02	1	3.0	1	1	1	-4.05257393209201	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170406	http://www.breitbart.com/national-security/2017/04/05/north-korea-conducts-provocative-missile-launch-secretary-of-state-tillerson-not-provoked/
643933480	20170406	201704	2017	2017.2630	IGOUNO	UNITED NATIONS		UNO				IGO			USA	UNITED STATES	USA								0	1014	101	10	3	-5.0	18	3	18	-7.68545345395442	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170406	http://www.justiceinfo.net/en/component/k2/32799-us-warns-of-action-after-syria-chemical-massacre.html
643933790	20170406	201704	2017	2017.2630	JUD	JUDGE						JUD			MEX	MEXICO	MEX								1	010	010	01	1	0.0	4	2	4	-10.785840373219	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170406	http://wbt.com/former-mexican-cartel-head-gets-life-for-drug-smuggling/
643933791	20170406	201704	2017	2017.2630	JUD	JUDGE						JUD			MEX	MEXICO	MEX								1	010	010	01	1	0.0	132	33	132	-10.484645503821	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	20170406	http://www.971talk.com/news/national/former-mexican-cartel-head-gets-life-drug-smuggling
643934142	20170406	201704	2017	2017.2630	MEX	MEXICO	MEX																		1	0311	031	03	1	5.2	2	1	2	0.89285714285714	1	Mexico	MX	MX	23	-102	MX	0							1	United States	US	US	38	-97	US	20170406	https://www.state.gov/r/pa/prs/ps/2017/04/269496.htm
643934148	20170406	201704	2017	2017.2630	MEX	MEXICO	MEX																		1	1121	112	11	3	-2.0	2	1	2	-10.9223300970874	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170406	http://wbt.com/former-mexican-cartel-head-gets-life-for-drug-smuggling/
643934149	20170406	201704	2017	2017.2630	MEX	MEXICO	MEX																		1	1121	112	11	3	-2.0	66	32	66	-10.4713823343281	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170406	http://www.971talk.com/news/national/former-mexican-cartel-head-gets-life-drug-smuggling
643934154	20170406	201704	2017	2017.2630	MEX	MEXICO	MEX								BUS	TANKER						BUS			1	061	061	06	2	6.4	2	1	2	-1.12739571589628	4	Costa Azul, Sinaloa, Mexico	MX	MX25	25.1	-108.133	-1659553	4	Costa Azul, Sinaloa, Mexico	MX	MX25	25.1	-108.133	-1659553	3	Sabine Pass, Texas, United States	US	USTX	29.7336	-93.8943	1345804	20170406	http://www.forbes.com/sites/judeclemente/2017/04/05/mexico-is-also-importing-u-s-liquefied-natural-gas/
643934156	20170406	201704	2017	2017.2630	MEX	MEXICO	MEX								COP	PRISON						COP			1	1121	112	11	3	-2.0	4	1	4	-10.9223300970874	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170406	http://wbt.com/former-mexican-cartel-head-gets-life-for-drug-smuggling/
643934169	20170406	201704	2017	2017.2630	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	061	061	06	2	6.4	8	1	8	-1.12739571589628	4	Costa Azul, Sinaloa, Mexico	MX	MX25	25.1	-108.133	-1659553	3	Sabine Pass, Texas, United States	US	USTX	29.7336	-93.8943	1345804	3	Sabine Pass, Texas, United States	US	USTX	29.7336	-93.8943	1345804	20170406	http://www.forbes.com/sites/judeclemente/2017/04/05/mexico-is-also-importing-u-s-liquefied-natural-gas/
643934177	20170406	201704	2017	2017.2630	MEXGOV	MEXICAN	MEX					GOV													1	0311	031	03	1	5.2	6	1	6	0.89285714285714	1	Mexico	MX	MX	23	-102	MX	0							1	United States	US	US	38	-97	US	20170406	https://www.state.gov/r/pa/prs/ps/2017/04/269496.htm
