637259764	20170316	201703	2017	2017.2082	CHN	CHINA	CHN								USAELIGOV	GEORGE BUSH	USA					ELI	GOV		1	030	030	03	1	4.0	1	1	1	-0.595238095238095	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170316	https://timesofislamabad.com/donald-trump-pushes-indian-bid-nsg-membership/2017/03/15/
637260180	20170316	201703	2017	2017.2082	CVL	ENGINEER						CVL			USA	KANSAS CITY	USA								0	172	172	17	4	-5.0	2	1	2	-0.20449897750511	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170316	http://www.asianage.com/india/politics/160317/sushma-swaraj-back-with-a-bang.html
637260238	20170316	201703	2017	2017.2082	DEU	BONN	DEU								USA	UNITED STATES	USA								1	043	043	04	1	2.8	8	3	8	-3.48914962979696	4	South China Sea, Brunei (general), Brunei	BX	BX00	15	115	-1337919	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170316	http://www.vietnamtribune.com/index.php/sid/252422138
637260375	20170316	201703	2017	2017.2082	EDU	UNIVERSITY						EDU			USA	MASSACHUSETTS	USA								1	020	020	02	1	3.0	4	1	4	1.82481751824817	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	20170316	http://www.jpost.com/Israel-News/Hilik-Bar-to-present-two-state-diplomatic-plan-at-Harvard-484303
637260386	20170316	201703	2017	2017.2082	EDU	INTELLECTUAL						EDU			USA	UNITED STATES	USA								0	061	061	06	2	6.4	1	1	1	-3.9908779931585	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	4	Zhang Li, Shaanxi, China	CH	CH26	34.4783	108.76	9209634	20170316	http://www.sfchronicle.com/business/article/Russia-s-hack-against-Yahoo-show-need-for-11005014.php
637260387	20170316	201703	2017	2017.2082	EDU	INTELLECTUAL						EDU			USA	UNITED STATES	USA								0	061	061	06	2	6.4	2	1	2	-3.9908779931585	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	4	Zhang Li, Shaanxi, China	CH	CH26	34.4783	108.76	9209634	4	Zhang Li, Shaanxi, China	CH	CH26	34.4783	108.76	9209634	20170316	http://www.sfchronicle.com/business/article/Russia-s-hack-against-Yahoo-show-need-for-11005014.php
637260388	20170316	201703	2017	2017.2082	EDU	INTELLECTUAL						EDU			USA	UNITED STATES	USA								0	061	061	06	2	6.4	2	1	2	-3.9908779931585	4	Zhang Li, Shaanxi, China	CH	CH26	34.4783	108.76	9209634	4	Zhang Li, Shaanxi, China	CH	CH26	34.4783	108.76	9209634	2	California, United States	US	USCA	36.17	-119.746	CA	20170316	http://www.sfchronicle.com/business/article/Russia-s-hack-against-Yahoo-show-need-for-11005014.php
637260425	20170316	201703	2017	2017.2082	EST	ESTONIA	EST								USA	UNITED STATES	USA								1	044	044	04	1	2.5	1	1	1	-3.9908779931585	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	4	Zhang Li, Shaanxi, China	CH	CH26	34.4783	108.76	9209634	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	20170316	http://www.sfchronicle.com/business/article/Russia-s-hack-against-Yahoo-show-need-for-11005014.php
637260490	20170316	201703	2017	2017.2082	EUR	EUROPE	EUR								USA	SAN FRANCISCO	USA								0	070	070	07	2	7.0	25	3	25	-1.71858138866173	1	China	CH	CH	35	105	CH	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	20170316	http://reviewtimes.com/business-news/2017/03/15/trump-fuel-economy-move-sets-up-fight-with-california/
637260491	20170316	201703	2017	2017.2082	EUR	EUROPE	EUR								USA	UNITED STATES	USA								0	070	070	07	2	7.0	7	3	7	-1.71858138866173	1	China	CH	CH	35	105	CH	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170316	http://reviewtimes.com/business-news/2017/03/15/trump-fuel-economy-move-sets-up-fight-with-california/
637260666	20170316	201703	2017	2017.2082	GBREDU	UNITED KINGDOM	GBR					EDU			USA	UNITED STATES	USA								1	020	020	02	1	3.0	1	1	1	1.82481751824817	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	20170316	http://www.jpost.com/Israel-News/Hilik-Bar-to-present-two-state-diplomatic-plan-at-Harvard-484303
637260779	20170316	201703	2017	2017.2082	GOV	PRESIDENT						GOV													0	040	040	04	1	1.0	42	21	42	-0.71838888847691	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	Canada	CA	CA	60	-95	CA	20170316	http://news-sentinel.com/news/us-and-world/Trump-announces-challenge-to-Obama-era-fuel-standards
637260780	20170316	201703	2017	2017.2082	GOV	PRESIDENT						GOV													0	040	040	04	1	1.0	61	25	61	-0.620911880446569	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	Mexico	MX	MX	23	-102	MX	20170316	http://hosted.ap.org/dynamic/stories/U/US_TRUMP?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-15-18-18-52
637260800	20170316	201703	2017	2017.2082	GOV	PRESIDENT						GOV													1	046	046	04	1	7.0	16	2	16	0.552912630633725	1	Canada	CA	CA	60	-95	CA	0							1	United States	US	US	38	-97	US	20170316	http://www.wallstreet-online.de/nachricht/9404906-ecn-capital-announces-appointment-of-grier-colter-as-chief-financial-officer-and-retirement-of-michel-beland
637260965	20170316	201703	2017	2017.2082	GOV	AUTHORITIES						GOV			CHN	CANTON	CHN								1	010	010	01	1	0.0	18	9	18	-10.0280915336997	4	Liang Zhao, Shaanxi, China	CH	CH26	34.5295	107.984	10673933	3	North Canton, Ohio, United States	US	USOH	40.8759	-81.4023	1065163	3	North Canton, Ohio, United States	US	USOH	40.8759	-81.4023	1065163	20170316	http://hosted.ap.org/dynamic/stories/U/US_MISSING_DAUGHTER_FOUND_DEAD?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-15-18-43-27
637260968	20170316	201703	2017	2017.2082	GOV	PRESIDENT						GOV			CHN	CHINESE	CHN								1	036	036	03	1	4.0	6	1	6	0.665557404326123	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Anbang, Zhejiang, China	CH	CH02	30.5336	120.374	11006456	4	Anbang, Zhejiang, China	CH	CH02	30.5336	120.374	11006456	20170316	https://article.wn.com/view/2017/03/15/Chinese_firm_invests_400_million_in_building_owned_by_Jared_/
637261076	20170316	201703	2017	2017.2082	GOV	MONARCH						GOV			MEX	MEXICO	MEX								1	010	010	01	1	0.0	6	1	6	-3.24963072378139	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	4	Michoacan, Tabasco, Mexico	MX	MX27	17.9167	-93.8833	-1683491	4	Michoacan, Tabasco, Mexico	MX	MX27	17.9167	-93.8833	-1683491	20170316	http://newsroomamerica.com/story/627554.html
637261079	20170316	201703	2017	2017.2082	GOV	DIPLOMAT						GOV			MEX	MEXICO CITY	MEX								1	042	042	04	1	1.9	188	3	188	-4.1222853027806	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	4	Bonn, Nordrhein-Westfalen, Germany	GM	GM07	50.7333	7.1	-1750167	20170316	http://www.vietnamtribune.com/index.php/sid/252422138
637261095	20170316	201703	2017	2017.2082	GOV	PRESIDENT						GOV			NMR	NORTH AMERICA	NMR								1	040	040	04	1	1.0	90	44	90	-1.34559339868376	1	Mexico	MX	MX	23	-102	MX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Mexico	MX	MX	23	-102	MX	20170316	http://www.brandonsun.com/business/breaking-news/excluding-mexico-from-nafta-would-hurt-the-canadian-economy-consul-416272164.html
637261096	20170316	201703	2017	2017.2082	GOV	PRESIDENT						GOV			NMR	NORTH AMERICA	NMR								1	040	040	04	1	1.0	94	44	94	-1.31518149463265	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Mexico	MX	MX	23	-102	MX	20170316	http://www.brandonsun.com/business/breaking-news/excluding-mexico-from-nafta-would-hurt-the-canadian-economy-consul-416272164.html
637261115	20170316	201703	2017	2017.2082	GOV	GOVERNMENT OFFICIAL						GOV			RUS	RUSSIAN	RUS								1	010	010	01	1	0.0	3	1	3	-3.125	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	2	Utah, United States	US	USUT	40.1135	-111.854	UT	20170316	http://610kvnu.com/business/ab5e573d59d3e8de64d28f52707ccb54
637261139	20170316	201703	2017	2017.2082	GOV	AUTHORITIES						GOV			USA	UNITED STATES	USA								1	010	010	01	1	0.0	18	9	18	-10.0280915336997	4	Liang Zhao, Shaanxi, China	CH	CH26	34.5295	107.984	10673933	3	North Canton, Ohio, United States	US	USOH	40.8759	-81.4023	1065163	3	North Canton, Ohio, United States	US	USOH	40.8759	-81.4023	1065163	20170316	http://hosted.ap.org/dynamic/stories/U/US_MISSING_DAUGHTER_FOUND_DEAD?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-15-18-43-27
637261140	20170316	201703	2017	2017.2082	GOV	AUTHORITIES						GOV			USA	UNITED STATES	USA								1	010	010	01	1	0.0	22	10	22	-9.73594227880693	4	Liang Zhao, Shaanxi, China	CH	CH26	34.5295	107.984	10673933	3	North Canton, Ohio, United States	US	USOH	40.8759	-81.4023	1065163	4	Liang Zhao, Shaanxi, China	CH	CH26	34.5295	107.984	10673933	20170316	http://hosted.ap.org/dynamic/stories/U/US_MISSING_DAUGHTER_FOUND_DEAD?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-15-18-43-27
637261164	20170316	201703	2017	2017.2082	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	040	040	04	1	1.0	94	44	94	-1.31518149463265	1	Mexico	MX	MX	23	-102	MX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Mexico	MX	MX	23	-102	MX	20170316	http://www.brandonsun.com/business/breaking-news/excluding-mexico-from-nafta-would-hurt-the-canadian-economy-consul-416272164.html
637261165	20170316	201703	2017	2017.2082	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	040	040	04	1	1.0	94	44	94	-1.31518149463265	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Mexico	MX	MX	23	-102	MX	20170316	http://www.brandonsun.com/business/breaking-news/excluding-mexico-from-nafta-would-hurt-the-canadian-economy-consul-416272164.html
637261640	20170316	201703	2017	2017.2082	JPN	JAPAN	JPN								PRK	NORTH KOREA	PRK								0	043	043	04	1	2.8	8	3	8	-3.48914962979696	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170316	http://www.vietnamtribune.com/index.php/sid/252422138
637261937	20170316	201703	2017	2017.2082	KOR	SOUTH KOREA	KOR								PRK	NORTH KOREA	PRK								0	043	043	04	1	2.8	6	3	6	-3.21127731619422	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170316	http://www.vietnamtribune.com/index.php/sid/252422138
637262048	20170316	201703	2017	2017.2082	LEG	SENATE						LEG													0	015	015	01	1	0.0	64	13	64	-5.33476778229148	3	The White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	Mexico	MX	MX	23	-102	MX	20170316	http://www.wabcradio.com/news/6-reasons-tax-reform-may-not-happen-this-year/
637262259	20170316	201703	2017	2017.2082	MED	INTERNET SITE						MED													1	173	173	17	4	-5.0	10	1	10	-6.21468926553672	1	China	CH	CH	35	105	CH	0							1	United States	US	US	38	-97	US	20170316	https://www.workerscompensation.com/news_read.php?id=25660
637262366	20170316	201703	2017	2017.2082	MEX	MEXICO CITY	MEX								GOV	DIPLOMAT						GOV			1	043	043	04	1	2.8	188	3	188	-4.1222853027806	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Bonn, Nordrhein-Westfalen, Germany	GM	GM07	50.7333	7.1	-1750167	20170316	http://www.vietnamtribune.com/index.php/sid/252422138
637262370	20170316	201703	2017	2017.2082	MEX	MEXICO CITY	MEX								USA	UNITED STATES	USA								1	043	043	04	1	2.8	8	3	8	-3.48914962979696	4	South China Sea, Brunei (general), Brunei	BX	BX00	15	115	-1337919	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170316	http://www.vietnamtribune.com/index.php/sid/252422138
637262371	20170316	201703	2017	2017.2082	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	043	043	04	1	2.8	189	5	189	-3.98467665197059	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Bonn, Nordrhein-Westfalen, Germany	GM	GM07	50.7333	7.1	-1750167	20170316	http://www.vietnamtribune.com/index.php/sid/252422138
637262376	20170316	201703	2017	2017.2082	MEXGOV	MEXICO	MEX					GOV			NMR	NORTH AMERICA	NMR								1	040	040	04	1	1.0	86	43	86	-1.35458967084301	1	Mexico	MX	MX	23	-102	MX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Mexico	MX	MX	23	-102	MX	20170316	http://www.capebretonpost.com/business/2017/3/15/excluding-mexico-from-nafta-would-hurt-the-canadian-economy-consul.html
637262621	20170316	201703	2017	2017.2082	NMR	NORTH AMERICA	NMR								GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	92	44	92	-1.34559339868376	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170316	http://www.brandonsun.com/business/breaking-news/excluding-mexico-from-nafta-would-hurt-the-canadian-economy-consul-416272164.html
637262622	20170316	201703	2017	2017.2082	NMR	NORTH AMERICA	NMR								GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	96	44	96	-1.31518149463265	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Mexico	MX	MX	23	-102	MX	20170316	http://www.brandonsun.com/business/breaking-news/excluding-mexico-from-nafta-would-hurt-the-canadian-economy-consul-416272164.html
637262624	20170316	201703	2017	2017.2082	NMR	NORTH AMERICA	NMR								MEXGOV	MEXICO	MEX					GOV			1	040	040	04	1	1.0	88	43	88	-1.35458967084301	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170316	http://www.capebretonpost.com/business/2017/3/15/excluding-mexico-from-nafta-would-hurt-the-canadian-economy-consul.html
637262772	20170316	201703	2017	2017.2082	PRK	NORTH KOREA	PRK								JPN	JAPAN	JPN								0	042	042	04	1	1.9	8	3	8	-3.48914962979696	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170316	http://www.vietnamtribune.com/index.php/sid/252422138
637262777	20170316	201703	2017	2017.2082	PRK	NORTH KOREA	PRK								KOR	SOUTH KOREA	KOR								0	042	042	04	1	1.9	6	3	6	-3.21127731619422	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170316	http://www.vietnamtribune.com/index.php/sid/252422138
637263469	20170316	201703	2017	2017.2082	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	4	2	4	-1.07047364400306	3	Richland, Texas, United States	US	USTX	31.9268	-96.4294	1345182	0							1	China	CH	CH	35	105	CH	20170316	http://www.wabcradio.com/news/shes-undocumented-and-in-med-school-now-what/
637263477	20170316	201703	2017	2017.2082	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	1	1	1	0.17064846416383	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	0							1	China	CH	CH	35	105	CH	20170316	http://screenrant.com/dwayne-johnson-skyscraper-details-release-date/
637263759	20170316	201703	2017	2017.2082	USA	WASHINGTON	USA																		1	050	050	05	1	3.5	1	1	1	-0.595238095238095	2	Florida, United States	US	USFL	27.8333	-81.717	FL	0							1	China	CH	CH	35	105	CH	20170316	https://timesofislamabad.com/donald-trump-pushes-indian-bid-nsg-membership/2017/03/15/
637263768	20170316	201703	2017	2017.2082	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	7	2	7	-0.297619047619048	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170316	https://timesofislamabad.com/donald-trump-pushes-indian-bid-nsg-membership/2017/03/15/
637263833	20170316	201703	2017	2017.2082	USA	UNITED STATES	USA																		0	073	073	07	2	7.4	32	31	32	-3.78271600649407	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	0							2	North Dakota, United States	US	USND	47.5362	-99.793	ND	20170316	http://wsbtradio.com/refugees-who-once-sought-asylum-in-the-us-now-flee-north-to-canada/
637263844	20170316	201703	2017	2017.2082	USA	WASHINGTON	USA																		1	084	084	08	2	7.0	3	1	3	1.17647058823529	1	China	CH	CH	35	105	CH	0							2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170316	https://sputniknews.com/military/201703161051627004-lockheed-thaad-449-million/
637264064	20170316	201703	2017	2017.2082	USA	WYOMING	USA								BUS	COMPANY						BUS			1	043	043	04	1	2.8	32	4	32	5.08474576271187	2	Wyoming, United States	US	USWY	42.7475	-107.209	WY	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170316	http://theriver1079.com/breath-taking-flight-captures-nw-wyoming-from-above/
637264065	20170316	201703	2017	2017.2082	USA	UNITED STATES	USA								BUS	COMPANY						BUS			1	043	043	04	1	2.8	8	4	8	5.08474576271187	2	Wyoming, United States	US	USWY	42.7475	-107.209	WY	2	Wyoming, United States	US	USWY	42.7475	-107.209	WY	1	United Kingdom	UK	UK	54	-2	UK	20170316	http://theriver1079.com/breath-taking-flight-captures-nw-wyoming-from-above/
637264080	20170316	201703	2017	2017.2082	USA	TEXAS	USA								CAN	CANADA	CAN								0	112	112	11	3	-2.0	8	1	8	-2.78725098255742	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Abbotsford, British Columbia, Canada	CA	CA02	49.05	-122.3	-559845	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170316	http://www.castanet.net/edition/news-story-191762-3-.htm
