636514127	20170314	201703	2017	2017.2027											BUS	INDUSTRY						BUS			0	042	042	04	1	1.9	2	1	2	3.04471931493815	0							3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	1	United Kingdom	UK	UK	54	-2	UK	20170314	http://www.tomsguide.com/us/dell-xps-13-qanda,news-24645.html
636514129	20170314	201703	2017	2017.2027											BUS	INDUSTRY						BUS			0	042	042	04	1	1.9	8	1	8	3.04471931493815	0							1	Mexico	MX	MX	23	-102	MX	3	Round Rock, Texas, United States	US	USTX	30.5083	-97.6789	1366966	20170314	http://www.tomsguide.com/us/dell-xps-13-qanda,news-24645.html
636514557	20170314	201703	2017	2017.2027											USA	LOS ANGELES	USA								1	042	042	04	1	1.9	8	4	8	3.28490601231062	0							4	Rocky Mountains, Canada (general), Canada	CA	CA00	50	-114	-572409	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170314	http://www.wbee.com/blogs/exclusive-qa-midland
636515050	20170314	201703	2017	2017.2027	CAN	CANADIAN	CAN																		0	014	014	01	1	0.0	6	6	6	-2.61218479021735	2	California, United States	US	USCA	36.17	-119.746	CA	0							1	United Kingdom	UK	UK	54	-2	UK	20170314	https://www.washingtonpost.com/world/the_americas/girl-guides-of-canada-cancel-us-trips-over-trump-order/2017/03/13/d04b2a12-0834-11e7-bd19-fd3afa0f7e2a_story.html
636515099	20170314	201703	2017	2017.2027	CAN	CANADIAN	CAN								GBR	UNITED KINGDOM	GBR								0	014	014	01	1	0.0	4	4	4	-2.89506381293564	2	California, United States	US	USCA	36.17	-119.746	CA	4	Sooke, British Columbia, Canada	CA	CA02	48.3833	-123.733	-573850	2	California, United States	US	USCA	36.17	-119.746	CA	20170314	https://www.washingtonpost.com/world/the_americas/girl-guides-of-canada-cancel-us-trips-over-trump-order/2017/03/13/d04b2a12-0834-11e7-bd19-fd3afa0f7e2a_story.html
636515106	20170314	201703	2017	2017.2027	CAN	CANADIAN	CAN								GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	4	4	4	-2.89506381293564	2	California, United States	US	USCA	36.17	-119.746	CA	4	Sooke, British Columbia, Canada	CA	CA02	48.3833	-123.733	-573850	2	California, United States	US	USCA	36.17	-119.746	CA	20170314	https://www.washingtonpost.com/world/the_americas/girl-guides-of-canada-cancel-us-trips-over-trump-order/2017/03/13/d04b2a12-0834-11e7-bd19-fd3afa0f7e2a_story.html
636515109	20170314	201703	2017	2017.2027	CAN	CANADIAN	CAN								GBR	UNITED KINGDOM	GBR								0	161	161	16	4	-4.0	4	4	4	-2.89506381293564	2	California, United States	US	USCA	36.17	-119.746	CA	4	Sooke, British Columbia, Canada	CA	CA02	48.3833	-123.733	-573850	2	California, United States	US	USCA	36.17	-119.746	CA	20170314	https://www.washingtonpost.com/world/the_americas/girl-guides-of-canada-cancel-us-trips-over-trump-order/2017/03/13/d04b2a12-0834-11e7-bd19-fd3afa0f7e2a_story.html
636515124	20170314	201703	2017	2017.2027	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	010	010	01	1	0.0	1	1	1	-1.71730515191545	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	20170314	http://thegardenisland.com/business/national-and-international/enbridge-insists-pipelines-safe-despite-worn-away-covering/article_d24554ef-a5ca-5aa8-86d9-62a8cd42b46f.html
636515125	20170314	201703	2017	2017.2027	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	010	010	01	1	0.0	36	31	36	-2.12834960763261	3	Harbor Springs, Michigan, United States	US	USMI	45.4317	-84.992	627758	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	20170314	http://www.theglobeandmail.com/feeds/canadian-press/business/enbridge-insists-pipelines-safe-despite-worn-away-covering/article34294115/
636515126	20170314	201703	2017	2017.2027	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	010	010	01	1	0.0	30	28	30	-2.15790398039615	3	Harbor Springs, Michigan, United States	US	USMI	45.4317	-84.992	627758	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	3	Harbor Springs, Michigan, United States	US	USMI	45.4317	-84.992	627758	20170314	http://www.theglobeandmail.com/feeds/canadian-press/business/enbridge-insists-pipelines-safe-despite-worn-away-covering/article34294115/
636515129	20170314	201703	2017	2017.2027	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								0	036	036	03	1	4.0	16	1	16	-0.69141706089335	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170314	http://www.castanet.net/edition/news-story-191505-4-.htm
636515130	20170314	201703	2017	2017.2027	CAN	TORONTO	CAN								USA	UNITED STATES	USA								1	036	036	03	1	4.0	170	17	170	1.53804342228598	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170314	http://www.mapleridgenews.com/national/416060704.html
636515132	20170314	201703	2017	2017.2027	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	042	042	04	1	1.9	72	9	72	-2.80368172265301	4	Sooke, British Columbia, Canada	CA	CA02	48.3833	-123.733	-573850	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170314	https://www.washingtonpost.com/world/the_americas/girl-guides-of-canada-cancel-us-trips-over-trump-order/2017/03/13/d04b2a12-0834-11e7-bd19-fd3afa0f7e2a_story.html
