618482255	20160120	201601	2016	2016.0548	USA	UNITED STATES	USA																		0	061	061	06	2	6.4	62	9	62	0.51384766157594	1	United States	US	US	38	-97	US	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170119	http://www.businessinsider.com/r-general-motors-adapts-1-billion-recipe-for-tough-indian-market-sources-2017-1
618482278	20161220	201612	2016	2016.9589	CHN	CHINA	CHN								GOV	ADMINISTRATION						GOV			0	036	036	03	1	4.0	8	1	8	-3.99032648125756	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	http://www.newsherald.com/news/20170118/china-gears-up-for-trade-war-with-us
618482279	20161220	201612	2016	2016.9589	CHN	CHINA	CHN								USA	WASHINGTON	USA								0	036	036	03	1	4.0	9	2	9	-3.94005789216849	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	http://www.newsherald.com/news/20170118/china-gears-up-for-trade-war-with-us
618482280	20161220	201612	2016	2016.9589	GOV	MINIST OF COMMERCE						GOV													1	010	010	01	1	0.0	2	1	2	-3.99032648125756	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	http://www.newsherald.com/news/20170118/china-gears-up-for-trade-war-with-us
618482281	20161220	201612	2016	2016.9589	GOV	ADMINISTRATION						GOV			CHN	CHINA	CHN								0	036	036	03	1	4.0	8	1	8	-3.99032648125756	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	http://www.newsherald.com/news/20170118/china-gears-up-for-trade-war-with-us
618482906	20170119	201701	2017	2017.0521											USA	UNITED STATES	USA								0	042	042	04	1	1.9	2	1	2	-3.99032648125756	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170119	http://www.newsherald.com/news/20170118/china-gears-up-for-trade-war-with-us
618482954	20170119	201701	2017	2017.0521											USA	UNITED STATES	USA								1	043	043	04	1	2.8	7	3	7	0.69978061595015	0							2	Maine, United States	US	USME	44.6074	-69.3977	ME	1	Canada	CA	CA	60	-95	CA	20170119	http://www.centralmaine.com/2017/01/18/more-than-3000-expected-at-womens-rally-in-augusta/
618483485	20170119	201701	2017	2017.0521	BUS	INVESTOR						BUS			JUD	PROSECUTOR						JUD			1	112	112	11	3	-2.0	6	6	6	-6.99149018277144	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20170119	http://wkzo.com/news/articles/2017/jan/18/boston-entrepreneur-gets-20-months-in-prison-for-insider-trading/
618483486	20170119	201701	2017	2017.0521	BUS	INVESTOR						BUS			JUD	PROSECUTOR						JUD			1	112	112	11	3	-2.0	18	6	18	-6.99149018277144	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20170119	http://wkzo.com/news/articles/2017/jan/18/boston-entrepreneur-gets-20-months-in-prison-for-insider-trading/
618483589	20170119	201701	2017	2017.0521	CAN	CANADA	CAN								GOV	GOVERNMENT						GOV			0	051	051	05	1	3.4	4	2	4	-0.574211015476625	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	http://mobilesyrup.com/2017/01/18/edward-snowden-criticizes-blackberry-for-its-stance-on-privacy/
618483608	20170119	201701	2017	2017.0521	CAN	CANADIAN	CAN								USA	AMERICAN	USA								0	051	051	05	1	3.4	8	1	8	-0.672818395355365	1	Canada	CA	CA	60	-95	CA	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170119	http://ottawacitizen.com/news/local-news/footage-photos-provide-last-word-on-1979s-canadian-caper-with-apologies-to-ben-affleck
618483609	20170119	201701	2017	2017.0521	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	051	051	05	1	3.4	4	1	4	-0.672818395355365	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170119	http://ottawacitizen.com/news/local-news/footage-photos-provide-last-word-on-1979s-canadian-caper-with-apologies-to-ben-affleck
618483610	20170119	201701	2017	2017.0521	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	057	057	05	1	8.0	4	2	4	-0.574211015476625	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	http://mobilesyrup.com/2017/01/18/edward-snowden-criticizes-blackberry-for-its-stance-on-privacy/
618483689	20170119	201701	2017	2017.0521	CHN	CHINA	CHN								CHNBUS	CHINA	CHN					BUS			0	046	046	04	1	7.0	8	4	8	-1.0382531526432	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170119	http://www.wafb.com/story/34276882/the-latest-florida-rep-rutherford-still-in-hospital
618483690	20170119	201701	2017	2017.0521	CHN	CHINA	CHN								CHNBUS	CHINA	CHN					BUS			0	046	046	04	1	7.0	28	13	28	-1.22960508922892	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	20170119	http://www.greensboro.com/ap/us_world/the-latest-florida-rep-rutherford-still-in-hospital/article_2822dcf3-043f-5712-9a4a-b4e3c5702627.html
618483712	20170119	201701	2017	2017.0521	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	014	014	01	1	0.0	2	1	2	-3.99032648125756	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	http://www.newsherald.com/news/20170118/china-gears-up-for-trade-war-with-us
618483713	20170119	201701	2017	2017.0521	CHNBUS	CHINA	CHN					BUS			CHN	CHINA	CHN								0	046	046	04	1	7.0	8	4	8	-1.0382531526432	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170119	http://www.wafb.com/story/34276882/the-latest-florida-rep-rutherford-still-in-hospital
618483714	20170119	201701	2017	2017.0521	CHNBUS	CHINA	CHN					BUS			CHN	CHINA	CHN								0	046	046	04	1	7.0	28	13	28	-1.22960508922892	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	20170119	http://www.greensboro.com/ap/us_world/the-latest-florida-rep-rutherford-still-in-hospital/article_2822dcf3-043f-5712-9a4a-b4e3c5702627.html
618484318	20170119	201701	2017	2017.0521	EDU	STUDENT						EDU			MEX	MEXICO CITY	MEX								1	193	193	19	4	-10.0	124	58	124	-5.7578881209586	1	United States	US	US	38	-97	US	4	Nuevo Leon, Chiapas, Mexico	MX	MX05	16.4667	-93.2556	6255279	4	Nuevo Leon, Chiapas, Mexico	MX	MX05	16.4667	-93.2556	6255279	20170119	http://www.ocregister.com/articles/head-741529-old-school.html
618484319	20170119	201701	2017	2017.0521	EDU	STUDENT						EDU			MEX	MEXICO CITY	MEX								1	193	193	19	4	-10.0	123	54	123	-5.79041695916595	1	United States	US	US	38	-97	US	4	Nuevo Leon, Chiapas, Mexico	MX	MX05	16.4667	-93.2556	6255279	1	United States	US	US	38	-97	US	20170119	http://www.ocregister.com/articles/head-741529-old-school.html
618484473	20170119	201701	2017	2017.0521	GBR	UNITED KINGDOM	GBR																		0	040	040	04	1	1.0	28	14	28	-2.39316239316239	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							3	Capitol Hill, District of Columbia, United States	US	USDC	38.889	-77.0003	529313	20170119	http://www.11alive.com/news/nation-now/obama-final-press-conference/387144187
618484506	20170119	201701	2017	2017.0521	GBR	SCOTLAND	GBR								CVL	ENGINEER						CVL			1	020	020	02	1	3.0	4	1	4	5.64516129032258	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	55.95	-3.2	-2595386	1	United States	US	US	38	-97	US	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	55.95	-3.2	-2595386	20170119	http://www.epmag.com/jobs/hardware-engineer-machine-health-near-edinburgh-scotl
618484533	20170119	201701	2017	2017.0521	GBR	UNITED KINGDOM	GBR								LCAGOV	STEPHENSON	LCA					GOV			0	160	160	16	4	-4.0	4	2	4	-2.45398773006135	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170119	http://www.whittierdailynews.com/government-and-politics/20170118/how-britain-tried-to-influence-the-us-election-in-1940
618484556	20170119	201701	2017	2017.0521	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	040	040	04	1	1.0	28	14	28	-2.39316239316239	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Capitol Hill, District of Columbia, United States	US	USDC	38.889	-77.0003	529313	3	Capitol Hill, District of Columbia, United States	US	USDC	38.889	-77.0003	529313	20170119	http://www.11alive.com/news/nation-now/obama-final-press-conference/387144187
618485076	20170119	201701	2017	2017.0521	GOV	ADMINISTRATION						GOV			USA	AMERICAN	USA								1	130	130	13	3	-4.4	2	1	2	-3.99032648125756	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	http://www.newsherald.com/news/20170118/china-gears-up-for-trade-war-with-us
618485089	20170119	201701	2017	2017.0521	GOV	ADMINISTRATION						GOV			USABUS	AMERICAN	USA					BUS			1	130	130	13	3	-4.4	6	1	6	-3.99032648125756	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	http://www.newsherald.com/news/20170118/china-gears-up-for-trade-war-with-us
618485518	20170119	201701	2017	2017.0521	JEWEDU	JEWISH				JEW		EDU			POL	POLAND	POL								1	0231	023	02	1	3.4	13	12	13	-3.71121159832425	2	Montana, United States	US	USMT	46.9048	-110.326	MT	2	Montana, United States	US	USMT	46.9048	-110.326	MT	4	Missoula, Canada (general), Canada	CA	CA00	49.0167	-117.617	-571120	20170119	http://www.winonadailynews.com/news/national/rabbis-plan-response-to-white-supremacist-threats-in-montana/article_85f55a58-9b93-5b78-b8d5-f0da1e21ba4b.html
618485520	20170119	201701	2017	2017.0521	JEWEDU	JEWISH				JEW		EDU			USA	UNITED STATES	USA								1	0231	023	02	1	3.4	13	12	13	-3.71121159832425	2	Montana, United States	US	USMT	46.9048	-110.326	MT	2	Montana, United States	US	USMT	46.9048	-110.326	MT	4	Missoula, Canada (general), Canada	CA	CA00	49.0167	-117.617	-571120	20170119	http://www.winonadailynews.com/news/national/rabbis-plan-response-to-white-supremacist-threats-in-montana/article_85f55a58-9b93-5b78-b8d5-f0da1e21ba4b.html
618485589	20170119	201701	2017	2017.0521	JUD	PROSECUTOR						JUD													1	051	051	05	1	3.4	12	6	12	-6.99149018277144	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	0							1	India	IN	IN	20	77	IN	20170119	http://wkzo.com/news/articles/2017/jan/18/boston-entrepreneur-gets-20-months-in-prison-for-insider-trading/
618485673	20170119	201701	2017	2017.0521	JUD	CIRCUIT COURT OF APPEALS						JUD			MEX	MEXICAN	MEX								1	172	172	17	4	-5.0	30	3	30	-4.62077291490091	3	Denver, Colorado, United States	US	USCO	39.7392	-104.985	201738	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170119	http://www.dailyrepublicannews.com/news/20170118/states-argue-in-court-for-more-say-over-endangered-species
618485683	20170119	201701	2017	2017.0521	JUD	PROSECUTOR						JUD			NGOUSAJEW	AMIT	USA			JEW		NGO			0	080	080	08	2	5.0	18	6	18	-6.99149018277144	1	India	IN	IN	20	77	IN	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	20170119	http://wkzo.com/news/articles/2017/jan/18/boston-entrepreneur-gets-20-months-in-prison-for-insider-trading/
