634957801	20160309	201603	2016	2016.1890	USA	THE US	USA																		0	192	192	19	4	-9.5	20	4	20	0.015024379707956	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170309	http://www.financialexpress.com/world-news/indian-origin-canadian-denied-entry-to-us/580141/
634957990	20170309	201703	2017	2017.1890											CANMED	CANADA	CAN					MED			1	020	020	02	1	3.0	12	3	12	-2.75229357798165	0							2	Nebraska, United States	US	USNE	41.1289	-98.2883	NE	4	Onoway, Alberta, Canada	CA	CA01	53.7	-114.183	-570659	20170309	http://kneb.com/abc_world/disinfecting-agent-turns-canada-citys-water-bright-pink-abcid35875663/
634958287	20170309	201703	2017	2017.1890											MED	WEBSITE						MED			1	020	020	02	1	3.0	3	3	3	-2.75229357798165	0							2	Nebraska, United States	US	USNE	41.1289	-98.2883	NE	4	Onoway, Alberta, Canada	CA	CA01	53.7	-114.183	-570659	20170309	http://kneb.com/abc_world/disinfecting-agent-turns-canada-citys-water-bright-pink-abcid35875663/
634958465	20170309	201703	2017	2017.1890											USA	UNITED STATES	USA								1	043	043	04	1	2.8	56	54	56	0.465506500642257	0							3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	1	India	IN	IN	20	77	IN	20170309	http://www.9news.com.au/sitecore/content/news/news/world/2017/03/09/09/14/statue-of-defiant-girl-erected-opposite-wall-street-charging-bull-to-mark-international-womens-day
634958882	20170309	201703	2017	2017.1890	BUS	COMPANY						BUS			AUS	AUSTRALIA	AUS								1	020	020	02	1	3.0	24	11	24	0.376255582082995	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	United Kingdom	UK	UK	54	-2	UK	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170309	http://www.9news.com.au/sitecore/content/news/news/world/2017/03/09/09/14/statue-of-defiant-girl-erected-opposite-wall-street-charging-bull-to-mark-international-womens-day
634959015	20170309	201703	2017	2017.1890	CAN	CANADA	CAN								CRM	DRUG KINGPIN						CRM			1	120	120	12	3	-4.0	1	1	1	-3.80622837370242	1	Canada	CA	CA	60	-95	CA	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170309	http://exclaim.ca/film/article/parks_canada_rejects_liam_neeson_movie_permits_after_learning_of_indigenous_character_in_story
634959016	20170309	201703	2017	2017.1890	CAN	CANADA	CAN								CRM	DRUG KINGPIN						CRM			1	120	120	12	3	-4.0	1	1	1	-3.80622837370242	1	Canada	CA	CA	60	-95	CA	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	20170309	http://exclaim.ca/film/article/parks_canada_rejects_liam_neeson_movie_permits_after_learning_of_indigenous_character_in_story
634959017	20170309	201703	2017	2017.1890	CAN	CANADA	CAN								CRM	DRUG KINGPIN						CRM			1	190	190	19	4	-10.0	2	1	2	-3.80622837370242	1	Canada	CA	CA	60	-95	CA	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	20170309	http://exclaim.ca/film/article/parks_canada_rejects_liam_neeson_movie_permits_after_learning_of_indigenous_character_in_story
634959019	20170309	201703	2017	2017.1890	CAN	CANADA	CAN								CVL	IMMIGRANT						CVL			1	010	010	01	1	0.0	6	3	6	0.00125908732591666	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170309	http://www.financialexpress.com/world-news/indian-origin-canadian-denied-entry-to-us/580141/
634959030	20170309	201703	2017	2017.1890	CAN	CANADA	CAN								JEWCVL	JEWISH				JEW		CVL			1	010	010	01	1	0.0	2	1	2	-6.33484162895928	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	1	United States	US	US	38	-97	US	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170309	http://www.cranbrooktownsman.com/national/415705224.html
