620749818	20160127	201601	2016	2016.0740	USA	UNITED STATES	USA								MEX	MEXICAN	MEX								0	173	173	17	4	-5.0	20	19	20	-4.03541219886328	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	20170126	http://www.newser.com/article/a7ae88707a1c46349571e80ffad95eb9/a-look-at-border-security-fencing-as-trump-announces-wall.html
620749819	20160127	201601	2016	2016.0740	USA	UNITED STATES	USA								MEX	MEXICAN	MEX								0	173	173	17	4	-5.0	4	4	4	-4.15509502818564	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	20170126	http://www.newschannel6now.com/story/34348173/a-look-at-border-security-fencing-as-trump-announces-wall
620749820	20160127	201601	2016	2016.0740	USA	UNITED STATES	USA								MEX	MEXICAN	MEX								1	173	173	17	4	-5.0	161	141	161	-4.25890958610334	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	20170126	http://www.scnow.com/news/politics/wire/article_da1435b8-8d50-5a7d-a909-65a99ba3b3dd.html
620749821	20160127	201601	2016	2016.0740	USA	UNITED STATES	USA								MEX	MEXICO	MEX								1	173	173	17	4	-5.0	391	137	391	-4.20625395835825	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	20170126	http://www.newschannel6now.com/story/34348173/a-look-at-border-security-fencing-as-trump-announces-wall
620749822	20160127	201601	2016	2016.0740	USA	UNITED STATES	USA								MEX	MEXICO	MEX								1	173	173	17	4	-5.0	578	185	578	-4.24475421363159	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	20170126	http://www.scnow.com/news/politics/wire/article_da1435b8-8d50-5a7d-a909-65a99ba3b3dd.html
620749883	20170119	201701	2017	2017.0521	MEX	MEXICO	MEX																		0	012	012	01	1	-0.4	4	2	4	-2.86493860845839	1	Mexico	MX	MX	23	-102	MX	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170126	http://www.dailytelegraph.com.au/business/work/donald-trump-signs-executive-order-enabling-construction-of-usmexico-border-wall/news-story/b247a3a37b33011ecb769dfccd1d4536?nk=6d40580443809149e3b4f0ae3cd6c0a8-1485388087
620749886	20170119	201701	2017	2017.0521	MEX	MEXICAN	MEX								MEXGOV	MEXICO	MEX					GOV			0	040	040	04	1	1.0	5	5	5	-1.77490932572834	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170126	http://www.mynbc5.com/article/trump-signs-executive-orders-on-border-wall-sanctuary-cities/8638940
620749887	20170119	201701	2017	2017.0521	MEX	MEXICO	MEX								USAGOV	THE WHITE HOUSE	USA					GOV			0	036	036	03	1	4.0	4	4	4	-2.60648724360372	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170126	http://www.dailytelegraph.com.au/business/work/donald-trump-signs-executive-order-enabling-construction-of-usmexico-border-wall/news-story/b247a3a37b33011ecb769dfccd1d4536?nk=6d40580443809149e3b4f0ae3cd6c0a8-1485388087
620749892	20170119	201701	2017	2017.0521	MEXGOV	MEXICO	MEX					GOV			MEX	MEXICAN	MEX								0	040	040	04	1	1.0	5	5	5	-1.77490932572834	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170126	http://www.mynbc5.com/article/trump-signs-executive-orders-on-border-wall-sanctuary-cities/8638940
620749894	20170119	201701	2017	2017.0521	MEXGOV	MEXICO	MEX					GOV			USA	UNITED STATES	USA								1	040	040	04	1	1.0	32	8	32	-2.97754877201415	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170126	http://www.mynbc5.com/article/trump-signs-executive-orders-on-border-wall-sanctuary-cities/8638940
620749895	20170119	201701	2017	2017.0521	MEXGOV	MEXICAN	MEX					GOV			USAGOV	THE WHITE HOUSE	USA					GOV			1	040	040	04	1	1.0	16	8	16	-2.58274066631927	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170126	http://www.mynbc5.com/article/trump-signs-executive-orders-on-border-wall-sanctuary-cities/8638940
620749903	20170119	201701	2017	2017.0521	USAGOV	THE WHITE HOUSE	USA					GOV													0	036	036	03	1	4.0	4	2	4	-2.38927979148104	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	Mexico	MX	MX	23	-102	MX	20170126	http://learningenglish.voanews.com/a/trump-announes-plan-for-border-wall/3692223.html
620749904	20170119	201701	2017	2017.0521	USAGOV	THE WHITE HOUSE	USA					GOV			MEX	MEXICO	MEX								0	036	036	03	1	4.0	5	3	5	-2.72116851183362	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170126	http://www.dailytelegraph.com.au/business/work/donald-trump-signs-executive-order-enabling-construction-of-usmexico-border-wall/news-story/b247a3a37b33011ecb769dfccd1d4536?nk=6d40580443809149e3b4f0ae3cd6c0a8-1485388087
620749906	20170119	201701	2017	2017.0521	USAGOV	THE WHITE HOUSE	USA					GOV			MEXGOV	MEXICAN	MEX					GOV			1	040	040	04	1	1.0	14	8	14	-2.58274066631927	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170126	http://www.mynbc5.com/article/trump-signs-executive-orders-on-border-wall-sanctuary-cities/8638940
620750140	20170126	201701	2017	2017.0712											GOV	PRESIDENT						GOV			1	100	100	10	3	-5.0	2	1	2	-3.64145658263306	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170126	http://www.opposingviews.com/i/society/trump-asks-border-patrol-%E2%80%98-enforce-laws%E2%80%99
620750157	20170126	201701	2017	2017.0712											GOV	ADMINISTRATION						GOV			1	1721	172	17	4	-5.0	8	4	8	-3.00622962382544	0							1	China	CH	CH	35	105	CH	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	20170126	http://www.computerworld.com/article/3161719/internet/controversial-park-service-tweets-arose-from-old-twitter-passwords.html
620750160	20170126	201701	2017	2017.0712											GOVAGR	DEPARTMENT OF AGRICULTURE						GOV	AGR		0	036	036	03	1	4.0	5	1	5	1.44766146993319	0							2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	Canada	CA	CA	60	-95	CA	20170126	http://www.theledger.com/news/20170125/most-fla-ag-groups-unaffected-by-withdrawal-from-tpp
620750359	20170126	201701	2017	2017.0712											USA	UNITED STATES	USA								0	0241	024	02	1	-0.3	8	2	8	-1.29019045668647	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170126	http://www.cnn.com/2017/01/25/politics/republicans-donald-trump/
620750452	20170126	201701	2017	2017.0712											USA	UNITED STATES	USA								1	043	043	04	1	2.8	10	1	10	-1.08267716535433	0							2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	India	IN	IN	20	77	IN	20170126	https://www.theweathernetwork.com/news/articles/five-facts-about-the-keystone-xl-pipeline-project/78640/
620750470	20170126	201701	2017	2017.0712											USA	UNITED STATES	USA								0	050	050	05	1	3.5	1	1	1	-2.26628895184136	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170126	http://www.whio.com/news/world/official-mexico-president-considering-scrapping-trip/AUgdQXMdcZQV7WFpefLLaI/
620750472	20170126	201701	2017	2017.0712											USA	UNITED STATES	USA								0	050	050	05	1	3.5	10	7	10	-4.25301573391319	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170126	http://www.startribune.com/official-mexico-s-president-considering-scrapping-us-trip/411800416/
620750500	20170126	201701	2017	2017.0712											USA	UNITED STATES	USA								1	0874	087	08	2	10.0	3	2	3	1.44338161340714	0							2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	Canada	CA	CA	60	-95	CA	20170126	http://www.theledger.com/news/20170125/most-fla-ag-groups-unaffected-by-withdrawal-from-tpp
620750505	20170126	201701	2017	2017.0712											USA	UNITED STATES	USA								0	091	091	09	2	-2.0	8	2	8	-1.29019045668647	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170126	http://www.cnn.com/2017/01/25/politics/republicans-donald-trump/
620750790	20170126	201701	2017	2017.0712	BUS	INDUSTRY						BUS													1	040	040	04	1	1.0	4	1	4	-2.10355987055016	1	United Kingdom	UK	UK	54	-2	UK	0							2	Nebraska, United States	US	USNE	41.1289	-98.2883	NE	20170126	http://www.cbc.ca/news/canada/british-columbia/trump-s-pipeline-politics-could-prompt-major-backlash-says-expert-1.3951415
620750819	20170126	201701	2017	2017.0712	BUS	INDUSTRY						BUS			CAN	CANADIAN	CAN								0	012	012	01	1	-0.4	3	2	3	1.44338161340714	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	Mexico	MX	MX	23	-102	MX	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170126	http://www.theledger.com/news/20170125/most-fla-ag-groups-unaffected-by-withdrawal-from-tpp
620750881	20170126	201701	2017	2017.0712	BUS	INDUSTRY						BUS			USA	FLORIDA	USA								1	061	061	06	2	6.4	3	2	3	1.44338161340714	1	Canada	CA	CA	60	-95	CA	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	Canada	CA	CA	60	-95	CA	20170126	http://www.theledger.com/news/20170125/most-fla-ag-groups-unaffected-by-withdrawal-from-tpp
620750884	20170126	201701	2017	2017.0712	BUS	INDUSTRY						BUS			USA	FLORIDA	USA								1	061	061	06	2	6.4	6	2	6	1.44338161340714	1	Mexico	MX	MX	23	-102	MX	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	Canada	CA	CA	60	-95	CA	20170126	http://www.theledger.com/news/20170125/most-fla-ag-groups-unaffected-by-withdrawal-from-tpp
620750885	20170126	201701	2017	2017.0712	BUS	INDUSTRY						BUS			USA	FLORIDA	USA								1	061	061	06	2	6.4	6	2	6	1.44338161340714	1	Mexico	MX	MX	23	-102	MX	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170126	http://www.theledger.com/news/20170125/most-fla-ag-groups-unaffected-by-withdrawal-from-tpp
620750903	20170126	201701	2017	2017.0712	CAN	CANADIAN	CAN																		1	020	020	02	1	3.0	1	1	1	0.44642857142857	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	Langley, British Columbia, Canada	CA	CA02	49.1	-122.65	-567692	20170126	http://www.capebretonpost.com/opinion/2017/1/25/federal-reviews-unearth-frustration-lack-of-knowledge-about-canada-pension-plan.html
620750941	20170126	201701	2017	2017.0712	CAN	CANADA	CAN																		1	190	190	19	4	-10.0	2	1	2	0.9433962264151	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	20170126	http://www.capebretonpost.com/opinion/2017/1/25/conservatives-strive-for-focus-unity-in-next-sitting-of-parliament.html
620750967	20170126	201701	2017	2017.0712	CAN	CANADA	CAN								EUR	EUROPE	EUR								0	042	042	04	1	1.9	20	10	20	-0.406004485886785	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	20170126	http://www.capebretonpost.com/news/2017/1/25/recovered-and-renewed-japandroids-return-from-lengthy-break-with-new-album.html
620750972	20170126	201701	2017	2017.0712	CAN	CANADA	CAN								GOV	PRESIDENT						GOV			1	061	061	06	2	6.4	1	1	1	-2.89330922242314	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170126	http://www.stratfordbeaconherald.com/2017/01/24/canada-needs-to-brace-for-us-clash-with-china
620750973	20170126	201701	2017	2017.0712	CAN	CANADA	CAN								GOV	PRESIDENT						GOV			1	061	061	06	2	6.4	4	1	4	-2.89330922242314	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170126	http://www.stratfordbeaconherald.com/2017/01/24/canada-needs-to-brace-for-us-clash-with-china
620751031	20170126	201701	2017	2017.0712	CHN	CHINA	CHN								GOV	ADMINISTRATION						GOV			1	1721	172	17	4	-5.0	8	4	8	-3.00622962382544	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	20170126	http://www.computerworld.com/article/3161719/internet/controversial-park-service-tweets-arose-from-old-twitter-passwords.html
