613414178	20170102	201701	2017	2017.0055											CHR	CHRISTIAN				CHR					1	051	051	05	1	3.4	4	2	4	4.57902511078286	0							3	Victorville, California, United States	US	USCA	34.5361	-117.291	1652806	3	Victorville, California, United States	US	USCA	34.5361	-117.291	1652806	20170102	http://www.redlandsdailyfacts.com/lifestyle/20170101/float-decorators-marry-in-float-barn-on-new-years-eve
613414282	20170102	201701	2017	2017.0055											NGOCHR	YMCA				CHR		NGO			0	020	020	02	1	3.0	24	2	24	-1.47474514327736	0							3	Brooklyn, New York, United States	US	USNY	42.3442	-75.1704	944840	3	Brooklyn, New York, United States	US	USNY	42.3442	-75.1704	944840	20170102	http://raynham.wickedlocal.com/news/20170101/taunton-should-consider-example-of-annual-fall-river-polar-plunge
613414283	20170102	201701	2017	2017.0055											NGOCHR	YMCA				CHR		NGO			0	020	020	02	1	3.0	36	2	36	-1.47474514327736	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170102	http://raynham.wickedlocal.com/news/20170101/taunton-should-consider-example-of-annual-fall-river-polar-plunge
613414284	20170102	201701	2017	2017.0055											NGOCHR	HABITAT FOR HUMANITY				CHR		NGO			1	036	036	03	1	4.0	2	1	2	-0.85470085470085	0							3	Cape Fear, North Carolina, United States	US	USNC	35.4252	-78.8147	982616	3	Cape Fear, North Carolina, United States	US	USNC	35.4252	-78.8147	982616	20170102	http://wnct.com/2017/01/01/thousands-plunge-into-the-new-year-at-the-dolphin-dip-in-surf-city/
613414347	20170102	201701	2017	2017.0055											USACHR	UNITED STATES	USA			CHR					1	051	051	05	1	3.4	8	2	8	4.57902511078286	0							3	Victorville, California, United States	US	USCA	34.5361	-117.291	1652806	3	Victorville, California, United States	US	USCA	34.5361	-117.291	1652806	20170102	http://www.redlandsdailyfacts.com/lifestyle/20170101/float-decorators-marry-in-float-barn-on-new-years-eve
613414429	20170102	201701	2017	2017.0055	BUS	COMPANY						BUS			CHRCTH	CATHOLIC				CHR	CTH				0	041	041	04	1	1.0	1	1	1	0.70521861777151	3	Fairfax County, Virginia, United States	US	USVA	38.8501	-77.3497	1480119	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	3	Fairfax County, Virginia, United States	US	USVA	38.8501	-77.3497	1480119	20170102	https://www.washingtonpost.com/local/education/she-started-college-as-a-single-mother-at-age-18-now-she-has-a-diploma/2017/01/01/fa1f6880-c856-11e6-8bee-54e800ef2a63_story.html
613414430	20170102	201701	2017	2017.0055	BUS	COMPANY						BUS			CHRCTH	CATHOLIC				CHR	CTH				0	041	041	04	1	1.0	4	1	4	0.70521861777151	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170102	https://www.washingtonpost.com/local/education/she-started-college-as-a-single-mother-at-age-18-now-she-has-a-diploma/2017/01/01/fa1f6880-c856-11e6-8bee-54e800ef2a63_story.html
613414483	20170102	201701	2017	2017.0055	CHR	CHRISTIAN				CHR															0	051	051	05	1	3.4	5	1	5	7.64705882352941	3	Times Square, New York, United States	US	USNY	40.757	-73.986	967537	0							3	Times Square, New York, United States	US	USNY	40.757	-73.986	967537	20170102	http://www.techtimes.com/articles/190920/20161231/new-years-eve-fun-facts-beliefs-and-traditions-on-dec-31.htm
613414484	20170102	201701	2017	2017.0055	CHRCTH	CATHOLIC				CHR	CTH				BUS	COMPANY						BUS			0	041	041	04	1	1.0	1	1	1	0.70521861777151	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	3	Fairfax County, Virginia, United States	US	USVA	38.8501	-77.3497	1480119	3	Fairfax County, Virginia, United States	US	USVA	38.8501	-77.3497	1480119	20170102	https://www.washingtonpost.com/local/education/she-started-college-as-a-single-mother-at-age-18-now-she-has-a-diploma/2017/01/01/fa1f6880-c856-11e6-8bee-54e800ef2a63_story.html
613414485	20170102	201701	2017	2017.0055	CHRCTH	CATHOLIC				CHR	CTH				BUS	COMPANY						BUS			0	041	041	04	1	1.0	4	1	4	0.70521861777151	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170102	https://www.washingtonpost.com/local/education/she-started-college-as-a-single-mother-at-age-18-now-she-has-a-diploma/2017/01/01/fa1f6880-c856-11e6-8bee-54e800ef2a63_story.html
613414632	20170102	201701	2017	2017.0055	EDU	SCHOLAR						EDU			CHRCTHEDU	CATHOLIC				CHR	CTH	EDU			0	013	013	01	1	0.4	6	2	6	0.58710644280967	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170102	https://www.washingtonpost.com/local/education/she-started-college-as-a-single-mother-at-age-18-now-she-has-a-diploma/2017/01/01/fa1f6880-c856-11e6-8bee-54e800ef2a63_story.html
613414870	20170102	201701	2017	2017.0055	IMGMOSALQ	OSAMA BIN LADEN		ALQ		MOS		IMG													0	010	010	01	1	0.0	174	72	174	0.464532197139124	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170102	http://www.kltv.com/story/34162842/obama-boosted-white-house-technology-trump-sees-risks
613414905	20170102	201701	2017	2017.0055	ISR	JERUSALEM	ISR								JEW	JEWISH				JEW					1	010	010	01	1	0.0	2	1	2	-3.53535353535354	4	Jerusalem, Israel (general), Israel	IS	IS00	31.7667	35.2333	-797092	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170102	http://www.vdare.com/posts/repression-of-christmas-israel-shows-the-way-again
613414906	20170102	201701	2017	2017.0055	ISR	JERUSALEM	ISR								JEW	JEWISH				JEW					1	010	010	01	1	0.0	8	1	8	-3.53535353535354	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170102	http://www.vdare.com/posts/repression-of-christmas-israel-shows-the-way-again
613415119	20170102	201701	2017	2017.0055	NGOCHR	HABITAT FOR HUMANITY				CHR		NGO													1	036	036	03	1	4.0	10	3	10	-0.647130647130646	3	Cape Fear, North Carolina, United States	US	USNC	35.4252	-78.8147	982616	0							3	Cape Fear, North Carolina, United States	US	USNC	35.4252	-78.8147	982616	20170102	http://wnct.com/2017/01/01/thousands-plunge-into-the-new-year-at-the-dolphin-dip-in-surf-city/
613415120	20170102	201701	2017	2017.0055	NGOCHR	HABITAT FOR HUMANITY				CHR		NGO			USA	UNITED STATES	USA								1	036	036	03	1	4.0	18	3	18	-0.68172568172568	3	Cape Fear, North Carolina, United States	US	USNC	35.4252	-78.8147	982616	3	Cape Fear, North Carolina, United States	US	USNC	35.4252	-78.8147	982616	3	Cape Fear, North Carolina, United States	US	USNC	35.4252	-78.8147	982616	20170102	http://wnct.com/2017/01/01/thousands-plunge-into-the-new-year-at-the-dolphin-dip-in-surf-city/
613415586	20170102	201701	2017	2017.0055	USA	THE US	USA								IMGMOSALQ	AL QAIDA		ALQ		MOS		IMG			0	010	010	01	1	0.0	30	9	30	0.39012195664185	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170102	http://www.thejakartapost.com/news/2017/01/02/obama-boosted-white-house-technology-trump-sees-risks-.html
613415617	20170102	201701	2017	2017.0055	USA	UNITED STATES	USA								NGOCHR	HABITAT FOR HUMANITY				CHR		NGO			1	036	036	03	1	4.0	18	3	18	-0.68172568172568	3	Cape Fear, North Carolina, United States	US	USNC	35.4252	-78.8147	982616	3	Cape Fear, North Carolina, United States	US	USNC	35.4252	-78.8147	982616	3	Cape Fear, North Carolina, United States	US	USNC	35.4252	-78.8147	982616	20170102	http://wnct.com/2017/01/01/thousands-plunge-into-the-new-year-at-the-dolphin-dip-in-surf-city/
613415636	20170102	201701	2017	2017.0055	USA	UNITED STATES	USA								USACHR	UNITED STATES	USA			CHR					1	051	051	05	1	3.4	4	2	4	4.57902511078286	3	Irwindale, California, United States	US	USCA	34.107	-117.935	1652728	3	Irwindale, California, United States	US	USCA	34.107	-117.935	1652728	3	Irwindale, California, United States	US	USCA	34.107	-117.935	1652728	20170102	http://www.redlandsdailyfacts.com/lifestyle/20170101/float-decorators-marry-in-float-barn-on-new-years-eve
613415721	20170102	201701	2017	2017.0055	USAGOV	BARACK OBAMA	USA					GOV			AFRCHRPRO	AFRICA	AFR			CHR	PRO				1	193	193	19	4	-10.0	6	1	6	-2.96495956873316	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	20170102	http://www.foxnews.com/politics/2015/06/28/jeb-bush-says-new-gun-measures-are-not-way-to-prevent-mass-shootings.html
613415722	20170102	201701	2017	2017.0055	USAGOV	BARACK OBAMA	USA					GOV			AFRCHRPRO	AFRICA	AFR			CHR	PRO				1	193	193	19	4	-10.0	4	1	4	-2.96495956873316	2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	20170102	http://www.foxnews.com/politics/2015/06/28/jeb-bush-says-new-gun-measures-are-not-way-to-prevent-mass-shootings.html
613416410	20170102	201701	2017	2017.0055											CHRCTH	CATHOLIC				CHR	CTH				0	036	036	03	1	4.0	6	1	6	2.46659815005139	0							1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170102	http://www.foxnews.com/opinion/2015/06/17/opinion-pope-francis-can-help-catholics-in-us-discover-freedom-for-new-mission.html
613416411	20170102	201701	2017	2017.0055											CHRCTH	CATHOLIC				CHR	CTH				0	041	041	04	1	1.0	1	1	1	0.46899426784783	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170102	http://newspaperpost.com/2017/01/01/she-started-c%D0%BEllege-as-a-single-m%D0%BEther-at-age-18-n%D0%BEw-she-has-a-dipl%D0%BEma/
613416412	20170102	201701	2017	2017.0055											CHRCTH	CATHOLIC				CHR	CTH				0	041	041	04	1	1.0	4	1	4	0.46899426784783	0							2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170102	http://newspaperpost.com/2017/01/01/she-started-c%D0%BEllege-as-a-single-m%D0%BEther-at-age-18-n%D0%BEw-she-has-a-dipl%D0%BEma/
613416788	20170102	201701	2017	2017.0055	CHR	CHRISTIAN				CHR					USA	TEXAS	USA								0	046	046	04	1	7.0	56	7	56	-2.64620976512106	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170102	http://www.newsobserver.com/news/politics-government/article124001514.html
613416789	20170102	201701	2017	2017.0055	CHR	CHRISTIAN				CHR					USA	TEXAS	USA								0	046	046	04	1	7.0	12	6	12	-2.90476297414975	2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170102	http://www.newsobserver.com/news/politics-government/article124001514.html
613416792	20170102	201701	2017	2017.0055	CHRCTH	CATHOLIC				CHR	CTH														0	036	036	03	1	4.0	6	1	6	2.46659815005139	1	United States	US	US	38	-97	US	0							1	United States	US	US	38	-97	US	20170102	http://www.foxnews.com/opinion/2015/06/17/opinion-pope-francis-can-help-catholics-in-us-discover-freedom-for-new-mission.html
613416794	20170102	201701	2017	2017.0055	CHRCTH	CATHOLIC				CHR	CTH														1	0841	084	08	2	7.0	6	1	6	2.46659815005139	1	United States	US	US	38	-97	US	0							1	United States	US	US	38	-97	US	20170102	http://www.foxnews.com/opinion/2015/06/17/opinion-pope-francis-can-help-catholics-in-us-discover-freedom-for-new-mission.html
613416796	20170102	201701	2017	2017.0055	CHRCTH	CATHOLIC				CHR	CTH				USA	UNITED STATES	USA								0	036	036	03	1	4.0	4	1	4	2.46659815005139	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170102	http://www.foxnews.com/opinion/2015/06/17/opinion-pope-francis-can-help-catholics-in-us-discover-freedom-for-new-mission.html
613416797	20170102	201701	2017	2017.0055	CHRCTH	CATHOLIC				CHR	CTH				USA	UNITED STATES	USA								0	0841	084	08	2	7.0	10	1	10	2.46659815005139	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170102	http://www.foxnews.com/opinion/2015/06/17/opinion-pope-francis-can-help-catholics-in-us-discover-freedom-for-new-mission.html
613416799	20170102	201701	2017	2017.0055	CHRPRO	PROTESTANT				CHR	PRO				CHRLDS	MORMON				CHR	LDS				0	020	020	02	1	3.0	5	1	5	0.83720930232558	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170102	http://www.foxnews.com/opinion/2015/06/25/evangelical-call-for-immigration-reform-resounds.html
613416800	20170102	201701	2017	2017.0055	CHRPRO	PROTESTANT				CHR	PRO				JEW	JEWISH				JEW					0	020	020	02	1	3.0	5	1	5	0.83720930232558	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170102	http://www.foxnews.com/opinion/2015/06/25/evangelical-call-for-immigration-reform-resounds.html
