616958353	20170114	201701	2017	2017.0384											MOS	MUSLIM				MOS					0	172	172	17	4	-5.0	6	1	6	-2.95264623955432	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170114	http://kosu.org/post/seriously-what-day-9-things-happened-24-hours
616958630	20170114	201701	2017	2017.0384											dak	SIOUX			dak						1	040	040	04	1	1.0	3	1	3	-1.04166666666666	0							2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	20170114	http://more1049.com/news/170071-winter-storm-outlook/
616958631	20170114	201701	2017	2017.0384											nav	NAVAJO			nav						0	080	080	08	2	5.0	50	5	50	-4.38036517499272	0							2	New Mexico, United States	US	USNM	34.8375	-106.237	NM	2	New Mexico, United States	US	USNM	34.8375	-106.237	NM	20170114	http://news.hjnews.com/ap/state/navajo-nation-making-progress-on-amber-alert-system/article_d9cffb86-f6cf-5a9e-8a75-026bbdd9e802.html
616959006	20170114	201701	2017	2017.0384	CHR	CHRISTIAN				CHR															0	020	020	02	1	3.0	10	1	10	0.63157894736842	1	United States	US	US	38	-97	US	0							1	United States	US	US	38	-97	US	20170114	http://www.thealabamabaptist.org/lifeway-study-asks-where-do-americans-look-today-to-solve-nations-woes/
616959008	20170114	201701	2017	2017.0384	CHR	CHRISTIAN				CHR					EDU	PROFESSOR						EDU			0	020	020	02	1	3.0	10	1	10	0.63157894736842	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170114	http://www.thealabamabaptist.org/lifeway-study-asks-where-do-americans-look-today-to-solve-nations-woes/
616959011	20170114	201701	2017	2017.0384	CHRANG002	EPISCOPALIAN				CHR															1	043	043	04	1	2.8	6	1	6	1.12179487179488	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170114	http://www.gospelherald.com/articles/69335/20170113/melania-trump-getting-to-know-the-future-first-lady.htm
616959014	20170114	201701	2017	2017.0384	CHRCTH	CATHOLIC				CHR	CTH				USA	MINNEAPOLIS	USA								0	043	043	04	1	2.8	2	1	2	1.17724002616089	3	Lake Elmo, Minnesota, United States	US	USMN	44.9958	-92.8794	646344	3	Lake Elmo, Minnesota, United States	US	USMN	44.9958	-92.8794	646344	3	Lake Elmo, Minnesota, United States	US	USMN	44.9958	-92.8794	646344	20170114	http://thecatholicspirit.com/news/local-news/hmong-priests-visit-christmas-gift-local-community/
616959019	20170114	201701	2017	2017.0384	CHRPRO332	CHRISTIAN CHURCH				CHR	PRO				CVL	RESIDENTS						CVL			1	036	036	03	1	4.0	4	1	4	4.0650406504065	3	First Christian Church, Kentucky, United States	US	USKY	37.4776	-82.5063	509659	3	First Christian Church, Kentucky, United States	US	USKY	37.4776	-82.5063	509659	3	First Christian Church, Kentucky, United States	US	USKY	37.4776	-82.5063	509659	20170114	http://www.richmondregister.com/news/blood-drive-jan/article_d80ac1fa-d921-11e6-bc18-db116a703d34.html
616959020	20170114	201701	2017	2017.0384	CHRPRO332	CHRISTIAN CHURCH				CHR	PRO				CVL	RESIDENTS						CVL			1	036	036	03	1	4.0	2	1	2	4.0650406504065	3	First Christian Church, Kentucky, United States	US	USKY	37.4776	-82.5063	509659	2	Kentucky, United States	US	USKY	37.669	-84.6514	KY	3	First Christian Church, Kentucky, United States	US	USKY	37.4776	-82.5063	509659	20170114	http://www.richmondregister.com/news/blood-drive-jan/article_d80ac1fa-d921-11e6-bc18-db116a703d34.html
616959803	20170114	201701	2017	2017.0384	GBR	UNITED KINGDOM	GBR								MOSCVL	MUSLIM				MOS		CVL			1	020	020	02	1	3.0	2	1	2	0.24937655860349	1	United Kingdom	UK	UK	54	-2	UK	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	20170114	http://www.independentsentinel.com/minnesota-legislator-married-brother-oath-quran/
