639552134	20170323	201703	2017	2017.2274											CHR	CHRISTIAN				CHR					1	100	100	10	3	-5.0	3	1	3	3.84615384615385	0							3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	20170323	http://atwonline.com/airframes/atr-ceo-focuses-changing-perceptions-turboprops
639552346	20170323	201703	2017	2017.2274											JEWCVL	JEWISH				JEW		CVL			1	051	051	05	1	3.4	30	1	30	-2.62390670553935	0							2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	20170323	http://patch.com/connecticut/guilford/s/g2iim/ct-doctor-sentenced-dog-poop-solution-sought-parents-raise-145k-for-new-school-piano-ct-news
639552347	20170323	201703	2017	2017.2274											JEWCVL	JEWISH				JEW		CVL			1	1383	138	13	3	-7.0	30	1	30	-2.62390670553935	0							2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	20170323	http://patch.com/connecticut/guilford/s/g2iim/ct-doctor-sentenced-dog-poop-solution-sought-parents-raise-145k-for-new-school-piano-ct-news
639552671	20170323	201703	2017	2017.2274											USACHR	PORTLAND	USA			CHR					0	051	051	05	1	3.4	40	1	40	-0.192719671575872	0							3	Portland, Oregon, United States	US	USOR	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	45.5235	-122.676	1136645	20170323	http://www.catholicsentinel.org/main.asp?SectionID=2&SubSectionID=35&TM=70808.6
639552694	20170323	201703	2017	2017.2274											hawREL	HAWAIIAN			haw						0	057	057	05	1	8.0	6	3	6	-2.58813029897367	0							2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170323	http://www.maryvilledailyforum.com/news/state_news/article_405727af-db3e-59fa-b929-91a9904d3a45.html
639552771	20170323	201703	2017	2017.2274	ATH	ATHEIST				ATH															0	017	017	01	1	0.0	6	1	6	-6.98757763975155	3	San Bernardino, California, United States	US	USCA	34.1083	-117.29	1661375	0							3	San Bernardino, California, United States	US	USCA	34.1083	-117.29	1661375	20170323	http://www.theblaze.com/news/2017/03/22/british-writer-bewildered-by-backlash-after-offering-atheist-prayers-for-attack-victims/
639553275	20170323	201703	2017	2017.2274	CHR	CHRISTIAN				CHR															1	051	051	05	1	3.4	14	2	14	1.10130343316923	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170323	http://elitedaily.com/social-news/babies-romeo-juliet-born-same-hospital/1835251/
639553276	20170323	201703	2017	2017.2274	CHR	CHRISTIAN				CHR															1	051	051	05	1	3.4	10	1	10	0.738916256157641	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	0							2	Oregon, United States	US	USOR	44.5672	-122.127	OR	20170323	http://www.catholicsentinel.org/main.asp?SectionID=3&SubSectionID=38&TM=68862.94
639553277	20170323	201703	2017	2017.2274	CHR	CHRISTIAN				CHR					USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	3.26530612244898	3	Bluffton, South Carolina, United States	US	USSC	32.2371	-80.8604	1220833	3	Bluffton, South Carolina, United States	US	USSC	32.2371	-80.8604	1220833	3	Bluffton, South Carolina, United States	US	USSC	32.2371	-80.8604	1220833	20170323	http://elitedaily.com/social-news/babies-romeo-juliet-born-same-hospital/1835251/
639553278	20170323	201703	2017	2017.2274	CHR	CHRISTIAN				CHR					USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	3.26530612244898	3	Coastal Carolina Hospital, South Carolina, United States	US	USSC	32.3151	-81.0539	2489909	3	Bluffton, South Carolina, United States	US	USSC	32.2371	-80.8604	1220833	3	Bluffton, South Carolina, United States	US	USSC	32.2371	-80.8604	1220833	20170323	http://elitedaily.com/social-news/babies-romeo-juliet-born-same-hospital/1835251/
