637651046	20170317	201703	2017	2017.2110											CHR	CHRISTIAN				CHR					0	040	040	04	1	1.0	2	1	2	-4.10006949270327	0							2	Alabama, United States	US	USAL	32.799	-86.8073	AL	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	20170317	http://foreignpolicy.com/2017/03/16/the-making-of-islamophobia-inc/
637651047	20170317	201703	2017	2017.2110											CHR	CHRISTIAN				CHR					1	051	051	05	1	3.4	14	3	14	-3.96857799571096	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170317	http://foreignpolicy.com/2017/03/16/the-making-of-islamophobia-inc/
637651048	20170317	201703	2017	2017.2110											CHR	CHRISTIAN				CHR					0	051	051	05	1	3.4	16	2	16	-4.1222033780058	0							2	Alabama, United States	US	USAL	32.799	-86.8073	AL	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	20170317	http://foreignpolicy.com/2017/03/16/the-making-of-islamophobia-inc/
637651049	20170317	201703	2017	2017.2110											CHRCTH	CATHOLIC				CHR	CTH				1	040	040	04	1	1.0	5	1	5	0.50314465408805	0							3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	20170317	https://www.ncronline.org/blogs/ncr-today/trump-administrations-proposed-cuts-threaten-americorps-other-programs
637651278	20170317	201703	2017	2017.2110											JEW	JEWISH				JEW					1	110	110	11	3	-2.0	8	1	8	-2.46636771300448	0							3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20170317	http://thedailyvoicenews.com/2017/03/16/antisemitic-fliers-discover-on-uic-campus/
637651279	20170317	201703	2017	2017.2110											JEW	JEWISH				JEW					1	110	110	11	3	-2.0	2	1	2	-2.46636771300448	0							2	Texas, United States	US	USTX	31.106	-97.6475	TX	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20170317	http://thedailyvoicenews.com/2017/03/16/antisemitic-fliers-discover-on-uic-campus/
637651280	20170317	201703	2017	2017.2110											JEW	JEWISH				JEW					1	1383	138	13	3	-7.0	8	1	8	-2.46636771300448	0							3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20170317	http://thedailyvoicenews.com/2017/03/16/antisemitic-fliers-discover-on-uic-campus/
637651281	20170317	201703	2017	2017.2110											JEW	JEWISH				JEW					1	1383	138	13	3	-7.0	2	1	2	-2.46636771300448	0							2	Texas, United States	US	USTX	31.106	-97.6475	TX	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20170317	http://thedailyvoicenews.com/2017/03/16/antisemitic-fliers-discover-on-uic-campus/
637651366	20170317	201703	2017	2017.2110											MOSRAD	ISLAM				MOS		RAD			0	043	043	04	1	2.8	8	2	8	-4.1222033780058	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170317	http://foreignpolicy.com/2017/03/16/the-making-of-islamophobia-inc/
637651367	20170317	201703	2017	2017.2110											MOSRAD	ISLAM				MOS		RAD			0	043	043	04	1	2.8	12	2	12	-4.1222033780058	0							2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170317	http://foreignpolicy.com/2017/03/16/the-making-of-islamophobia-inc/
637651591	20170317	201703	2017	2017.2110											USACHR	UNITED STATES	USA			CHR					0	040	040	04	1	1.0	4	1	4	-4.10006949270327	0							2	Alabama, United States	US	USAL	32.799	-86.8073	AL	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	20170317	http://foreignpolicy.com/2017/03/16/the-making-of-islamophobia-inc/
637651633	20170317	201703	2017	2017.2110	AFG	AFGHANISTAN	AFG								IMGMOSALQUAF	AL QAIDA		ALQ		MOS		IMG	UAF		1	173	173	17	4	-5.0	4	1	4	-7.58620689655173	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170317	http://hosted2.ap.org/APDEFAULT/cae69a7523db45408eeb2b3a98c0c9c5/Article_2017-03-16-US--Soldier%20Attack-US%20Trial/id-d1d5519448874b54b48573cc9a6e6f43
637652331	20170317	201703	2017	2017.2110	CHR	CHRISTIAN				CHR															0	020	020	02	1	3.0	11	3	11	-5.97028985839807	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170317	http://www.pressreleasepoint.com/us-should-favor-most-vulnerable-religious-refugees
637652332	20170317	201703	2017	2017.2110	CHR	CHRISTIAN				CHR															0	040	040	04	1	1.0	6	2	6	-4.12958133977331	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	0							2	Alabama, United States	US	USAL	32.799	-86.8073	AL	20170317	http://foreignpolicy.com/2017/03/16/the-making-of-islamophobia-inc/
637652333	20170317	201703	2017	2017.2110	CHR	CHRISTIAN				CHR					USA	UNITED STATES	USA								0	020	020	02	1	3.0	6	1	6	-7.73006134969325	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170317	http://www.pressreleasepoint.com/us-should-favor-most-vulnerable-religious-refugees
637652334	20170317	201703	2017	2017.2110	CHR	CHRISTIAN				CHR					USA	UNITED STATES	USA								0	040	040	04	1	1.0	4	2	4	-4.1222033780058	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170317	http://foreignpolicy.com/2017/03/16/the-making-of-islamophobia-inc/
637652335	20170317	201703	2017	2017.2110	CHR	CHRISTIAN				CHR					USA	UNITED STATES	USA								0	040	040	04	1	1.0	4	2	4	-4.1222033780058	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	20170317	http://foreignpolicy.com/2017/03/16/the-making-of-islamophobia-inc/
637652336	20170317	201703	2017	2017.2110	CHRCTH	CATHOLIC				CHR	CTH														0	017	017	01	1	0.0	20	1	20	2.4482109227872	3	Mount Angel, Oregon, United States	US	USOR	45.0679	-122.8	1166685	0							3	Portland, Oregon, United States	US	USOR	45.5235	-122.676	1136645	20170317	http://www.catholicsentinel.org/main.asp?SectionID=4&SubSectionID=29&TM=66135.84
637652337	20170317	201703	2017	2017.2110	CHRCTH	CATHOLIC				CHR	CTH														0	017	017	01	1	0.0	80	1	80	2.4482109227872	3	Mount Angel, Oregon, United States	US	USOR	45.0679	-122.8	1166685	0							3	Mount Angel, Oregon, United States	US	USOR	45.0679	-122.8	1166685	20170317	http://www.catholicsentinel.org/main.asp?SectionID=4&SubSectionID=29&TM=66135.84
