615565257	20170103	201701	2017	2017.0082	JEW	JEWISH				JEW					USA	TAMPA	USA								0	1383	138	13	3	-7.0	53	8	53	-5.94693579291465	3	Tampa, Florida, United States	US	USFL	27.9475	-82.4584	292005	3	Tampa, Florida, United States	US	USFL	27.9475	-82.4584	292005	3	Rockville, Maryland, United States	US	USMD	39.084	-77.1528	586901	20170110	https://www.theguardian.com/us-news/2017/jan/09/jewish-community-centers-bomb-threats-florida-new-jersey
615565258	20170103	201701	2017	2017.0082	JEW	JEWISH				JEW					USA	TAMPA	USA								0	1383	138	13	3	-7.0	2	2	2	-5.86041099875091	3	Rockville, Maryland, United States	US	USMD	39.084	-77.1528	586901	3	Rockville, Maryland, United States	US	USMD	39.084	-77.1528	586901	3	Baltimore, Maryland, United States	US	USMD	39.2904	-76.6122	597040	20170110	https://www.theguardian.com/us-news/2017/jan/09/jewish-community-centers-bomb-threats-florida-new-jersey
615565430	20170110	201701	2017	2017.0274											CHR	CHRISTIAN				CHR					1	043	043	04	1	2.8	6	1	6	4.15800415800416	0							3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170110	http://www.gospelherald.com/articles/69281/20170109/ravi-zacharias-visits-friend-of-immense-courage-nabeel-qureshi.htm
615565431	20170110	201701	2017	2017.0274											CHREDU	CHRISTIAN				CHR		EDU			1	042	042	04	1	1.9	10	1	10	0.961538461538458	0							2	Kentucky, United States	US	USKY	37.669	-84.6514	KY	2	Kentucky, United States	US	USKY	37.669	-84.6514	KY	20170110	http://www.wpsdlocal6.com/story/34218880/new-christian-college-hosting-preview-events-to-introduce-itself-to-community
615565655	20170110	201701	2017	2017.0274											JEW	JEWISH				JEW					0	043	043	04	1	2.8	9	3	9	-0.338233664900213	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170110	http://www.jta.org/2017/01/09/news-opinion/politics/for-black-jews-obama-represented-an-america-of-multiple-identities
615565732	20170110	201701	2017	2017.0274											NGOCHR	YMCA				CHR		NGO			1	036	036	03	1	4.0	5	1	5	-2.734375	0							1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170110	http://www.yourerie.com/news/local-news/new-program-launched-to-combat-heart-disease/637731676
615566076	20170110	201701	2017	2017.0274	AUS	AUSTRALIA	AUS								CHRPRO230	METHODIST				CHR	PRO				0	043	043	04	1	2.8	87	83	87	-2.4896265560166	3	Seventh-Day Adventist Church, Michigan, United States	US	USMI	42.7964	-83.2486	1618776	5	Northern Territory, Northern Territory, Australia	AS	AS03	-20	134	-1592100	3	Seventh-Day Adventist Church, Michigan, United States	US	USMI	42.7964	-83.2486	1618776	20170110	http://www.parramattasun.com.au/story/4394361/michael-chamberlain-a-man-of-many-facets/?cs=2452
615566292	20170110	201701	2017	2017.0274	BUS	COMPANY						BUS			CHR	CHRISTIAN				CHR					0	013	013	01	1	0.4	3	1	3	-0.22128344397505	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170110	http://www.abeldanger.net/2017/01/2881-can-trump-qui-tam-stop-serco-8a.html
615566293	20170110	201701	2017	2017.0274	BUS	COMPANY						BUS			CHR	CHRISTIAN				CHR					0	020	020	02	1	3.0	1	1	1	-0.22128344397505	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170110	http://www.abeldanger.net/2017/01/2881-can-trump-qui-tam-stop-serco-8a.html
615566738	20170110	201701	2017	2017.0274	CHR	CHRISTIAN				CHR															1	010	010	01	1	0.0	2	1	2	4.15800415800416	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	0							3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170110	http://www.gospelherald.com/articles/69281/20170109/ravi-zacharias-visits-friend-of-immense-courage-nabeel-qureshi.htm
615566739	20170110	201701	2017	2017.0274	CHR	CHRISTIAN				CHR															1	010	010	01	1	0.0	8	1	8	4.15800415800416	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	0							2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170110	http://www.gospelherald.com/articles/69281/20170109/ravi-zacharias-visits-friend-of-immense-courage-nabeel-qureshi.htm
615566740	20170110	201701	2017	2017.0274	CHR	CHRISTIAN				CHR															1	042	042	04	1	1.9	6	1	6	4.15800415800416	2	Texas, United States	US	USTX	31.106	-97.6475	TX	0							2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170110	http://www.gospelherald.com/articles/69281/20170109/ravi-zacharias-visits-friend-of-immense-courage-nabeel-qureshi.htm
615566746	20170110	201701	2017	2017.0274	CHR	CHRISTIAN				CHR					USA	UNITED STATES	USA								1	042	042	04	1	1.9	4	1	4	4.15800415800416	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170110	http://www.gospelherald.com/articles/69281/20170109/ravi-zacharias-visits-friend-of-immense-courage-nabeel-qureshi.htm
615566762	20170110	201701	2017	2017.0274	CHREDU	CHRISTIAN				CHR		EDU													1	043	043	04	1	2.8	10	1	10	0.961538461538458	2	Kentucky, United States	US	USKY	37.669	-84.6514	KY	0							2	Kentucky, United States	US	USKY	37.669	-84.6514	KY	20170110	http://www.wpsdlocal6.com/story/34218880/new-christian-college-hosting-preview-events-to-introduce-itself-to-community
615566764	20170110	201701	2017	2017.0274	CHRPRO230	METHODIST				CHR	PRO				AUS	AUSTRALIA	AUS								0	042	042	04	1	1.9	87	83	87	-2.4896265560166	5	Northern Territory, Northern Territory, Australia	AS	AS03	-20	134	-1592100	3	Seventh-Day Adventist Church, Michigan, United States	US	USMI	42.7964	-83.2486	1618776	3	Seventh-Day Adventist Church, Michigan, United States	US	USMI	42.7964	-83.2486	1618776	20170110	http://www.parramattasun.com.au/story/4394361/michael-chamberlain-a-man-of-many-facets/?cs=2452
615566765	20170110	201701	2017	2017.0274	CHRPRO230	METHODIST				CHR	PRO				AUS	AUSTRALIA	AUS								0	042	042	04	1	1.9	261	83	261	-2.4896265560166	3	School Of Education, Michigan, United States	US	USMI	42.2736	-83.7364	2646596	3	School Of Education, Michigan, United States	US	USMI	42.2736	-83.7364	2646596	3	School Of Education, Michigan, United States	US	USMI	42.2736	-83.7364	2646596	20170110	http://www.parramattasun.com.au/story/4394361/michael-chamberlain-a-man-of-many-facets/?cs=2452
615568001	20170110	201701	2017	2017.0274	GOV	ATTORNEY GENERAL						GOV			JEW	JEWISH				JEW					0	010	010	01	1	0.0	3	1	3	-3.61681329423264	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170110	https://www.washingtonpost.com/news/acts-of-faith/wp/2017/01/09/hundreds-join-rev-william-barbers-moral-march-in-d-c-to-protest-jeff-sessions-as-attorney-general/
615568002	20170110	201701	2017	2017.0274	GOV	ATTORNEY GENERAL						GOV			JEW	JEWISH				JEW					0	010	010	01	1	0.0	2	1	2	-3.61681329423264	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170110	https://www.washingtonpost.com/news/acts-of-faith/wp/2017/01/09/hundreds-join-rev-william-barbers-moral-march-in-d-c-to-protest-jeff-sessions-as-attorney-general/
615568003	20170110	201701	2017	2017.0274	GOV	ATTORNEY GENERAL						GOV			JEW	JEWISH				JEW					0	020	020	02	1	3.0	7	1	7	-3.61681329423264	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170110	https://www.washingtonpost.com/news/acts-of-faith/wp/2017/01/09/hundreds-join-rev-william-barbers-moral-march-in-d-c-to-protest-jeff-sessions-as-attorney-general/
615568004	20170110	201701	2017	2017.0274	GOV	ATTORNEY GENERAL						GOV			JEW	JEWISH				JEW					0	020	020	02	1	3.0	2	1	2	-3.61681329423264	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	2	California, United States	US	USCA	36.17	-119.746	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170110	https://www.washingtonpost.com/news/acts-of-faith/wp/2017/01/09/hundreds-join-rev-william-barbers-moral-march-in-d-c-to-protest-jeff-sessions-as-attorney-general/
615568159	20170110	201701	2017	2017.0274	GOV	ATTORNEY GENERAL						GOV			USAJEW	UNITED STATES	USA			JEW					0	020	020	02	1	3.0	1	1	1	-3.61681329423264	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170110	https://www.washingtonpost.com/news/acts-of-faith/wp/2017/01/09/hundreds-join-rev-william-barbers-moral-march-in-d-c-to-protest-jeff-sessions-as-attorney-general/
615568566	20170110	201701	2017	2017.0274	JEW	JEWISH				JEW															0	042	042	04	1	1.9	9	3	9	-0.338233664900213	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170110	http://www.jta.org/2017/01/09/news-opinion/politics/for-black-jews-obama-represented-an-america-of-multiple-identities
615568567	20170110	201701	2017	2017.0274	JEW	JEWISH				JEW															1	1383	138	13	3	-7.0	48	8	48	-5.038226406603	3	Rockville, Tennessee, United States	US	USTN	35.6004	-84.3683	1299835	0							3	Nashville, Tennessee, United States	US	USTN	36.1659	-86.7844	1652484	20170110	http://lethbridgeherald.com/news/world-news/2017/01/09/jewish-centres-in-several-states-targeted-with-bomb-threats/
615568568	20170110	201701	2017	2017.0274	JEW	JEWISH				JEW															1	1383	138	13	3	-7.0	26	10	26	-5.19876335167979	3	Nashville, Tennessee, United States	US	USTN	36.1659	-86.7844	1652484	0							3	Nashville, Tennessee, United States	US	USTN	36.1659	-86.7844	1652484	20170110	http://www.tbo.com/ap/national/jewish-centers-in-several-states-targeted-with-bomb-threats-ap_nationalf03d8a72dbe34481a1056ae0ea3c3ef3
615568569	20170110	201701	2017	2017.0274	JEW	JEWISH				JEW															1	1383	138	13	3	-7.0	14	7	14	-5.03280987440633	3	Nashville, Tennessee, United States	US	USTN	36.1659	-86.7844	1652484	0							3	Baltimore, Maryland, United States	US	USMD	39.2904	-76.6122	597040	20170110	http://www.tbo.com/ap/national/jewish-centers-in-several-states-targeted-with-bomb-threats-ap_nationalf03d8a72dbe34481a1056ae0ea3c3ef3
615568570	20170110	201701	2017	2017.0274	JEW	JEWISH				JEW															1	1383	138	13	3	-7.0	8	1	8	-5.0131926121372	3	Tenafly, New Jersey, United States	US	USNJ	40.9254	-73.9629	881127	0							3	Tenafly, New Jersey, United States	US	USNJ	40.9254	-73.9629	881127	20170110	http://wlns.com/ap/jewish-centers-in-several-states-targeted-with-bomb-threats/
615568571	20170110	201701	2017	2017.0274	JEW	JEWISH				JEW															1	1383	138	13	3	-7.0	34	5	34	-4.46117617089644	2	Tennessee, United States	US	USTN	35.7449	-86.7489	TN	0							2	Tennessee, United States	US	USTN	35.7449	-86.7489	TN	20170110	http://wlns.com/ap/jewish-centers-in-several-states-targeted-with-bomb-threats/
615568572	20170110	201701	2017	2017.0274	JEW	JEWISH				JEW					JEWCVL	JEWISH				JEW		CVL			1	134	134	13	3	-5.8	1	1	1	-5.30503978779841	3	Nashville, Tennessee, United States	US	USTN	36.1659	-86.7844	1652484	2	Tennessee, United States	US	USTN	35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN	35.7449	-86.7489	TN	20170110	http://pittsburgh.cbslocal.com/2017/01/09/jewish-centers-in-several-states-targeted-with-bomb-threats/
615568573	20170110	201701	2017	2017.0274	JEW	JEWISH				JEW					JEWCVL	JEWISH				JEW		CVL			1	134	134	13	3	-5.8	1	1	1	-5.30503978779841	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	3	Nashville, Tennessee, United States	US	USTN	36.1659	-86.7844	1652484	3	Nashville, Tennessee, United States	US	USTN	36.1659	-86.7844	1652484	20170110	http://pittsburgh.cbslocal.com/2017/01/09/jewish-centers-in-several-states-targeted-with-bomb-threats/
