617730739	20160118	201601	2016	2016.0493	USA	UNITED STATES	USA								haw	HAWAIIAN			haw						1	051	051	05	1	3.4	1	1	1	2.85714285714286	3	Hawaii County, Hawaii, United States	US	USHI	19.5006	-155.501	365280	3	Hawaii County, Hawaii, United States	US	USHI	19.5006	-155.501	365280	3	Hawaii County, Hawaii, United States	US	USHI	19.5006	-155.501	365280	20170117	http://www.westhawaiitoday.com/news/local-news/medical-marijuana-dispensary-operator-outlines-vision
617730740	20160118	201601	2016	2016.0493	USA	UNITED STATES	USA								haw	HAWAIIAN			haw						1	051	051	05	1	3.4	1	1	1	2.85714285714286	3	Hawaii County, Hawaii, United States	US	USHI	19.5006	-155.501	365280	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	3	Hawaii County, Hawaii, United States	US	USHI	19.5006	-155.501	365280	20170117	http://www.westhawaiitoday.com/news/local-news/medical-marijuana-dispensary-operator-outlines-vision
617731039	20170117	201701	2017	2017.0466											JEW	JEWISH				JEW					0	051	051	05	1	3.4	2	1	2	-1.44312393887946	0							2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170117	http://forward.com/news/359889/the-alt-right-hates-the-jews-but-it-also-loves-them-and-israel/
617731328	20170117	201701	2017	2017.0466											USACHR	UNITED STATES	USA			CHR					0	051	051	05	1	3.4	44	1	44	2.43327531590257	0							3	Portland, Oregon, United States	US	USOR	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	45.5235	-122.676	1136645	20170117	http://www.catholicsentinel.org/main.asp?SectionID=4&SubSectionID=29&TM=67216.72
617731348	20170117	201701	2017	2017.0466											aar	AFAR			aar						1	042	042	04	1	1.9	10	1	10	7.72727272727273	0							3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20170117	http://5newsonline.com/2017/01/15/fort-smith-named-top-city-for-street-art-following-unexpected-project-success/
617731782	20170117	201701	2017	2017.0466	CHRCTH	CATHOLIC				CHR	CTH				GOV	KING						GOV			1	051	051	05	1	3.4	6	1	6	1.2987012987013	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170117	http://www.bnd.com/news/local/community/ofallon-progress/article126856019.html
617731783	20170117	201701	2017	2017.0466	CHRCTH	CATHOLIC				CHR	CTH				MED	NEWSPAPER						MED			0	051	051	05	1	3.4	42	1	42	-0.121334604093221	3	Multnomah County, Oregon, United States	US	USOR	45.5001	-122.418	1135861	3	Multnomah County, Oregon, United States	US	USOR	45.5001	-122.418	1135861	3	Multnomah County, Oregon, United States	US	USOR	45.5001	-122.418	1135861	20170117	http://www.catholicsentinel.org/main.asp?SectionID=3&SubSectionID=39&TM=60019.05
617731784	20170117	201701	2017	2017.0466	CHRCTH	CATHOLIC				CHR	CTH				MED	NEWSPAPER						MED			0	051	051	05	1	3.4	28	1	28	-0.121334604093221	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	20170117	http://www.catholicsentinel.org/main.asp?SectionID=3&SubSectionID=39&TM=60019.05
617731785	20170117	201701	2017	2017.0466	CHRCTH	CATHOLIC				CHR	CTH				USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	1.2987012987013	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170117	http://www.bnd.com/news/local/community/ofallon-progress/article126856019.html
617731786	20170117	201701	2017	2017.0466	CHRCTH	CATHOLIC				CHR	CTH				USAGOV	UNITED STATES	USA					GOV			1	051	051	05	1	3.4	2	1	2	1.2987012987013	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170117	http://www.bnd.com/news/local/community/ofallon-progress/article126856019.html
617732253	20170117	201701	2017	2017.0466	EUR	EUROPE	EUR								JEW	JEWISH				JEW					0	043	043	04	1	2.8	1	1	1	-1.44312393887946	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170117	http://forward.com/news/359889/the-alt-right-hates-the-jews-but-it-also-loves-them-and-israel/
617733116	20170117	201701	2017	2017.0466	ISR	ISRAEL	ISR								JEW	JEWISH				JEW					0	080	080	08	2	5.0	1	1	1	-1.44312393887946	1	Israel	IS	IS	31.5	34.75	IS	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Montana, United States	US	USMT	46.9048	-110.326	MT	20170117	http://forward.com/news/359889/the-alt-right-hates-the-jews-but-it-also-loves-them-and-israel/
617733202	20170117	201701	2017	2017.0466	JEW	JEWISH				JEW															0	010	010	01	1	0.0	1	1	1	-1.44312393887946	2	Montana, United States	US	USMT	46.9048	-110.326	MT	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170117	http://forward.com/news/359889/the-alt-right-hates-the-jews-but-it-also-loves-them-and-israel/
617733203	20170117	201701	2017	2017.0466	JEW	JEWISH				JEW															0	010	010	01	1	0.0	2	1	2	-1.44312393887946	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170117	http://forward.com/news/359889/the-alt-right-hates-the-jews-but-it-also-loves-them-and-israel/
617733206	20170117	201701	2017	2017.0466	JEW	JEWISH				JEW					EUR	EUROPE	EUR								0	042	042	04	1	1.9	1	1	1	-1.44312393887946	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170117	http://forward.com/news/359889/the-alt-right-hates-the-jews-but-it-also-loves-them-and-israel/
617733208	20170117	201701	2017	2017.0466	JEW	JEWISH				JEW					ISR	ISRAEL	ISR								0	010	010	01	1	0.0	1	1	1	-1.44312393887946	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Israel	IS	IS	31.5	34.75	IS	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170117	http://forward.com/news/359889/the-alt-right-hates-the-jews-but-it-also-loves-them-and-israel/
617733210	20170117	201701	2017	2017.0466	JEW	JEWISH				JEW					MED	WEBSITE						MED			0	010	010	01	1	0.0	4	1	4	-1.44312393887946	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170117	http://forward.com/news/359889/the-alt-right-hates-the-jews-but-it-also-loves-them-and-israel/
617733745	20170117	201701	2017	2017.0466	MOS	ISLAMIC				MOS					IRN	IRAN	IRN								1	110	110	11	3	-2.0	4	2	4	-3.20355247225485	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170117	http://finance.yahoo.com/news/trumps-deal-threats-hang-over-220000991.html
617734926	20170117	201701	2017	2017.0466	USA	UNITED STATES	USA								JEW	JEWISH				JEW					0	080	080	08	2	5.0	1	1	1	-1.44312393887946	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Montana, United States	US	USMT	46.9048	-110.326	MT	20170117	http://forward.com/news/359889/the-alt-right-hates-the-jews-but-it-also-loves-them-and-israel/
617734983	20170117	201701	2017	2017.0466	USA	UNITED STATES	USA								MOS	MUSLIM				MOS					1	036	036	03	1	4.0	4	1	4	-1.96463654223968	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170117	http://satprnews.com/2017/01/16/press-releases-u-s-department-of-state-co-hosts-high-level-forum-on-combating-anti-muslim-discrimination-2/
617735371	20170117	201701	2017	2017.0466	aar	AFAR			aar																1	043	043	04	1	2.8	10	1	10	7.72727272727273	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	0							3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20170117	http://5newsonline.com/2017/01/15/fort-smith-named-top-city-for-street-art-following-unexpected-project-success/
617735372	20170117	201701	2017	2017.0466	chm	MARI			chm						USA	UNITED STATES	USA								1	173	173	17	4	-5.0	6	1	6	1.39949109414758	3	Kewaunee, Wisconsin, United States	US	USWI	44.4583	-87.5031	1567445	3	Kewaunee, Wisconsin, United States	US	USWI	44.4583	-87.5031	1567445	3	Kewaunee, Wisconsin, United States	US	USWI	44.4583	-87.5031	1567445	20170117	http://www.doorcountydailynews.com/2017/01/16/dan-janisse/
617737256	20170117	201701	2017	2017.0466											CHR	CHRISTIAN				CHR					1	036	036	03	1	4.0	4	1	4	0.28571428571428	0							3	Good Samaritan Church, Connecticut, United States	US	USCT	41.0487	-73.551	1942134	3	Good Samaritan Church, Connecticut, United States	US	USCT	41.0487	-73.551	1942134	20170117	http://www.timesonline.com/community/obituaries/enrico-a-paliani/article_c26a3212-dc33-11e6-b622-4709948bde7b.html
617737257	20170117	201701	2017	2017.0466											CHREDU	CHRISTIAN				CHR		EDU			0	043	043	04	1	2.8	3	1	3	2.21518987341773	0							2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	20170117	http://www.newspressnow.com/news/local_news/solutions-summit-focuses-on-racial-equality-community-concerns/article_c6f1ad17-24a4-57b5-90cf-715b766a9616.html
617737913	20170117	201701	2017	2017.0466	CHR	CHRISTIAN				CHR															1	036	036	03	1	4.0	4	1	4	0.28571428571428	3	Good Samaritan Church, Connecticut, United States	US	USCT	41.0487	-73.551	1942134	0							3	Good Samaritan Church, Connecticut, United States	US	USCT	41.0487	-73.551	1942134	20170117	http://www.timesonline.com/community/obituaries/enrico-a-paliani/article_c26a3212-dc33-11e6-b622-4709948bde7b.html
