626353284	20170211	201702	2017	2017.1123											CHRCTH	CATHOLIC				CHR	CTH				0	036	036	03	1	4.0	5	1	5	1.38394622380387	0							3	Broadalbin, New York, United States	US	USNY	43.0587	-74.1965	944788	3	Broadalbin, New York, United States	US	USNY	43.0587	-74.1965	944788	20170211	http://www.recordernews.com/news/local-news/77847
626353285	20170211	201702	2017	2017.1123											CHRPRO168	MENNONITE				CHR	PRO				0	036	036	03	1	4.0	5	1	5	3.05084745762712	0							3	Crest View, Pennsylvania, United States	US	USPA	40.1815	-79.8634	1172690	3	Crest View, Pennsylvania, United States	US	USPA	40.1815	-79.8634	1172690	20170211	http://lancasteronline.com/insider/community/community-calendar-feb/article_604e5862-ef00-11e6-b428-3bd39a2e05d6.html
626353826	20170211	201702	2017	2017.1123											chy	CHEYENNE			chy						1	190	190	19	4	-10.0	18	3	18	-1.60582220800737	0							2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	20170211	https://lasvegassun.com/news/2017/feb/10/colleagues-say-judge-in-dakota-pipeline-case-is-ev/
626353827	20170211	201702	2017	2017.1123											myn	MAYAN			myn						1	051	051	05	1	3.4	6	1	6	0.934579439252338	0							2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	20170211	http://halfwheel.com/oscar-valladares-celebrates-five-years-2012-oscar-rebirth-edition/141667
626353889	20170211	201702	2017	2017.1123	AFR	AFRICA	AFR								IMGMOSALQ	AL QAEDA		ALQ		MOS		IMG			0	051	051	05	1	3.4	2	1	2	-2.35849056603774	1	South Africa	SF	SF	-29	24	SF	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170211	https://consortiumnews.com/2017/02/10/the-neocons-back-door-to-trump/
626353891	20170211	201702	2017	2017.1123	AFR	AFRICA	AFR								MOS	ISLAMIC				MOS					0	051	051	05	1	3.4	2	1	2	-2.35849056603774	1	South Africa	SF	SF	-29	24	SF	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170211	https://consortiumnews.com/2017/02/10/the-neocons-back-door-to-trump/
626354243	20170211	201702	2017	2017.1123	CHRCTH	CATHOLIC				CHR	CTH														0	036	036	03	1	4.0	5	1	5	1.38394622380387	3	Broadalbin, New York, United States	US	USNY	43.0587	-74.1965	944788	0							3	Broadalbin, New York, United States	US	USNY	43.0587	-74.1965	944788	20170211	http://www.recordernews.com/news/local-news/77847
626354244	20170211	201702	2017	2017.1123	CHRCTH	CATHOLIC				CHR	CTH				CVL	IMMIGRANT						CVL			0	190	190	19	4	-10.0	9	3	9	-4.75285171102661	2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	3	Irwin County, Georgia, United States	US	USGA	31.6002	-83.2999	352302	3	Irwin County, Georgia, United States	US	USGA	31.6002	-83.2999	352302	20170211	http://www.walb.com/story/34478576/arrests-in-metro-savannah-part-of-region-wide-ice-operation
626354245	20170211	201702	2017	2017.1123	CHRCTH	CATHOLIC				CHR	CTH				USA	UNITED STATES	USA								1	051	051	05	1	3.4	4	1	4	-0.296631182692685	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	3	Richmond County, Georgia, United States	US	USGA	33.3668	-82.0998	358024	3	Richmond County, Georgia, United States	US	USGA	33.3668	-82.0998	358024	20170211	http://chronicle.augusta.com/news/2017-02-10/hundreds-line-roadways-show-respect-sgt-meagher
626354246	20170211	201702	2017	2017.1123	CHRPRO168	MENNONITE				CHR	PRO														0	036	036	03	1	4.0	5	1	5	3.05084745762712	3	Crest View, Pennsylvania, United States	US	USPA	40.1815	-79.8634	1172690	0							3	Crest View, Pennsylvania, United States	US	USPA	40.1815	-79.8634	1172690	20170211	http://lancasteronline.com/insider/community/community-calendar-feb/article_604e5862-ef00-11e6-b428-3bd39a2e05d6.html
626354359	20170211	201702	2017	2017.1123	COP	PRISON						COP			MOS	ISLAMIC				MOS					1	050	050	05	1	3.5	24	4	24	-5.8101667484593	3	Fort Hood, Texas, United States	US	USTX	31.2548	-97.7091	2512199	3	Fort Hood, Texas, United States	US	USTX	31.2548	-97.7091	2512199	3	Fort Hood, Texas, United States	US	USTX	31.2548	-97.7091	2512199	20170211	http://www.cortezjournal.com/article/20170210/AP/302109764/-1/News02/Man-gets11-years-for-trying-to-aid-ISIS
626354360	20170211	201702	2017	2017.1123	COP	PRISON						COP			MOS	ISLAMIC				MOS					1	173	173	17	4	-5.0	18	3	18	-6.88108813214486	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170211	http://www.cortezjournal.com/article/20170210/AP/302109764/-1/News02/Man-gets11-years-for-trying-to-aid-ISIS
626354586	20170211	201702	2017	2017.1123	CVL	COMMUNITY						CVL			nai	NATIVE AMERICAN			nai						1	042	042	04	1	1.9	2	1	2	-1.67597765363129	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170211	http://deadline.com/print-article/1201908512/
626355197	20170211	201702	2017	2017.1123	GOV	PRESIDENT						GOV			JEW	JEWISH				JEW					1	110	110	11	3	-2.0	6	1	6	0.35778175313059	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170211	http://www.freerepublic.com/focus/f-news/3523602/posts
626355273	20170211	201702	2017	2017.1123	GOV	PRESIDENT						GOV			MOS	MUSLIM				MOS					1	100	100	10	3	-5.0	3	1	3	-2.58780036968576	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170211	https://mic.com/articles/168310/these-muslim-themed-valentines-day-cards-are-a-great-punny-responses-to-donald-trump
626355274	20170211	201702	2017	2017.1123	GOV	PRESIDENT						GOV			MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	5	1	5	-4.62215700660308	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	20170211	http://www.truthdig.com/report/item/real_victors_in_judicial_ruling_on_trumps_ban_us_universities_20170210
626355275	20170211	201702	2017	2017.1123	GOV	ADMINISTRATION						GOV			MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	178	64	178	-5.74188979423128	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170211	https://thinkprogress.org/the-unique-legal-problem-presented-by-a-know-nothing-president-8b9f97a321cc?gi=b584ee74023e
626355278	20170211	201702	2017	2017.1123	GOV	PRESIDENT						GOV			MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	3	1	3	-2.58780036968576	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170211	https://mic.com/articles/168310/these-muslim-themed-valentines-day-cards-are-a-great-punny-responses-to-donald-trump
626355669	20170211	201702	2017	2017.1123	IRN	IRAN	IRN								IMGMOSALQ	AL QAEDA		ALQ		MOS		IMG			0	072	072	07	2	8.3	2	1	2	-2.35849056603774	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170211	https://consortiumnews.com/2017/02/10/the-neocons-back-door-to-trump/
626355680	20170211	201702	2017	2017.1123	IRN	IRAN	IRN								MOS	ISLAMIC				MOS					1	017	017	01	1	0.0	3	1	3	15.8273381294964	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170211	http://www.indiaeveryday.in/news-iran-celebrates-its-revolution-and-thanks-some-americans-1008-3212474.htm
626355681	20170211	201702	2017	2017.1123	IRN	IRAN	IRN								MOS	ISLAMIC				MOS					0	072	072	07	2	8.3	2	1	2	-2.35849056603774	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170211	https://consortiumnews.com/2017/02/10/the-neocons-back-door-to-trump/
626355765	20170211	201702	2017	2017.1123	JEWCVL	JEWISH				JEW		CVL			USA	MIAMI	USA								0	042	042	04	1	1.9	50	5	50	-5.79648411151396	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	20170211	http://www.chicagotribune.com/news/sns-bc-fl--five-things-to-know-in-florida-saturday-20170210-story.html
626356029	20170211	201702	2017	2017.1123	JUD	COURT OF APPEALS						JUD			MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	35	2	35	-2.49587829443433	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170211	https://forcechange.com/172900/success-trumps-muslim-ban-officially-rejected/
626356115	20170211	201702	2017	2017.1123	JUD	ATTORNEY						JUD			dak	SIOUX			dak						0	084	084	08	2	7.0	2	1	2	-4.66830466830467	3	Woodbury County, Iowa, United States	US	USIA	42.3833	-96.0336	465285	3	Sioux City, Iowa, United States	US	USIA	42.5	-96.4003	461653	3	Woodbury County, Iowa, United States	US	USIA	42.3833	-96.0336	465285	20170211	http://siouxlandnews.com/news/local/officials-release-findings-of-december-officer-involved-shooting
626356116	20170211	201702	2017	2017.1123	JUD	ATTORNEY						JUD			dak	SIOUX			dak						0	193	193	19	4	-10.0	2	1	2	-4.66830466830467	3	Woodbury County, Iowa, United States	US	USIA	42.3833	-96.0336	465285	3	Sioux City, Iowa, United States	US	USIA	42.5	-96.4003	461653	3	Sioux City, Iowa, United States	US	USIA	42.5	-96.4003	461653	20170211	http://siouxlandnews.com/news/local/officials-release-findings-of-december-officer-involved-shooting
626356517	20170211	201702	2017	2017.1123	MOS	MUSLIM				MOS															1	020	020	02	1	3.0	25	3	25	-4.53195837502769	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170211	http://xboxonezone.com/2017/02/11/u-s-court-rules-against-trumps-travel-ban/
626356518	20170211	201702	2017	2017.1123	MOS	MUSLIM				MOS															0	030	030	03	1	4.0	5	1	5	-2.09653827401268	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170211	https://thinkprogress.org/the-unique-legal-problem-presented-by-a-know-nothing-president-8b9f97a321cc?gi=b584ee74023e
626356519	20170211	201702	2017	2017.1123	MOS	MUSLIM				MOS															1	112	112	11	3	-2.0	350	35	350	-2.47622549868302	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	0							2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170211	http://fox103.com/news-and-closings/national-headlines/5c631272cecb565fb274c0a81c831852
626356520	20170211	201702	2017	2017.1123	MOS	MUSLIM				MOS															1	120	120	12	3	-4.0	32	6	32	-4.10280894112284	1	United States	US	US	38	-97	US	0							1	United States	US	US	38	-97	US	20170211	http://www.huffingtonpost.com/entry/european-countries-trump-muslim-ban_us_589cbeb0e4b0c1284f2b4841?026b6gvi&ncid=inblnkushpmg00000009
626356522	20170211	201702	2017	2017.1123	MOS	MUSLIM				MOS															0	172	172	17	4	-5.0	14	2	14	-4.26547589743835	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	0							3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	20170211	http://www.truthdig.com/report/item/real_victors_in_judicial_ruling_on_trumps_ban_us_universities_20170210
626356523	20170211	201702	2017	2017.1123	MOS	MUSLIM				MOS															1	172	172	17	4	-5.0	1562	221	1556	-4.01891856824227	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170211	https://thinkprogress.org/the-unique-legal-problem-presented-by-a-know-nothing-president-8b9f97a321cc?gi=b584ee74023e
626356524	20170211	201702	2017	2017.1123	MOS	MUSLIM				MOS															1	172	172	17	4	-5.0	63	7	57	-3.83776594609422	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170211	https://thinkprogress.org/the-unique-legal-problem-presented-by-a-know-nothing-president-8b9f97a321cc?gi=b584ee74023e
626356525	20170211	201702	2017	2017.1123	MOS	MUSLIM				MOS															1	172	172	17	4	-5.0	51	9	51	-4.21719293044907	1	United States	US	US	38	-97	US	0							1	United States	US	US	38	-97	US	20170211	https://forcechange.com/172900/success-trumps-muslim-ban-officially-rejected/
626356527	20170211	201702	2017	2017.1123	MOS	MUSLIM				MOS					GOV	PRESIDENT						GOV			1	172	172	17	4	-5.0	348	47	348	-2.05202340840728	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170211	http://syvnews.com/news/national/govt-and-politics/the-latest-trump-has-full-confidence-in-flynn/article_8ce26721-a103-51e2-b45b-a7514191191e.html
626356532	20170211	201702	2017	2017.1123	MOS	MUSLIM				MOS					IGOUNO	THE UN		UNO				IGO			1	172	172	17	4	-5.0	19	3	19	-6.56542749259477	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	20170211	http://news.nationalpost.com/full-comment/eli-lake-why-its-naive-to-argue-that-trumps-travel-ban-is-helping-to-create-islamic-terrorists
626356533	20170211	201702	2017	2017.1123	MOS	ISLAMIC				MOS					IMGMOSALQ	AL QAEDA		ALQ		MOS		IMG			0	051	051	05	1	3.4	6	1	6	-2.35849056603774	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170211	https://consortiumnews.com/2017/02/10/the-neocons-back-door-to-trump/
626356537	20170211	201702	2017	2017.1123	MOS	MUSLIM				MOS					JUD	SUPREME COURT						JUD			1	172	172	17	4	-5.0	32	6	32	-1.63418237880918	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170211	http://www.dailykos.com/stories/2017/2/10/1632390/-White-House-not-planning-to-immediately-appeal-Muslim-ban-ruling-to-Supreme-Court
626356538	20170211	201702	2017	2017.1123	MOS	MUSLIM				MOS					JUD	APPEALS COURT						JUD			1	172	172	17	4	-5.0	775	82	775	-0.855116636526398	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170211	http://thecabin.net/news/2017-02-10/next-steps-legal-fight-over-trumps-travel-ban
