629924758	20170222	201702	2017	2017.1425											MOS	MUSLIM				MOS					1	130	130	13	3	-4.4	5	1	5	-1.63204747774481	0							3	Times Square, New York, United States	US	USNY	40.757	-73.986	967537	3	Times Square, New York, United States	US	USNY	40.757	-73.986	967537	20170222	http://www.newsindiatimes.com/hundreds-protest-at-times-square-to-support-muslims/24590
629924759	20170222	201702	2017	2017.1425											MOS	MUSLIM				MOS					1	141	141	14	3	-6.5	2	1	2	-1.63204747774481	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170222	http://www.newsindiatimes.com/hundreds-protest-at-times-square-to-support-muslims/24590
629925072	20170222	201702	2017	2017.1425	AFR	AFRICA	AFR								JEWCVL	JEWISH				JEW		CVL			0	111	111	11	3	-2.0	20	10	20	-4.78044012283877	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	20170222	http://www.wpsdlocal6.com/story/34561241/dozens-of-headstones-toppled-at-jewish-cemetery-in-missouri
629925620	20170222	201702	2017	2017.1425	CHR	CHRISTIAN				CHR					JEW	JEWISH				JEW					0	0833	083	08	2	5.0	5	1	5	-1.65898617511521	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	20170222	http://newvoices.org/2017/02/21/my-hillel-neglects-queer-jews/
629925990	20170222	201702	2017	2017.1425	CVL	COMMUNITY						CVL			JEW	JEWISH				JEW					1	010	010	01	1	0.0	3	1	3	-5.18783542039356	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	20170222	http://www.teenvogue.com/story/jewish-community-centers-were-targeted-with-bomb-threats
629925991	20170222	201702	2017	2017.1425	CVL	COMMUNITY						CVL			JEW	JEWISH				JEW					1	020	020	02	1	3.0	3	1	3	-5.18783542039356	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	20170222	http://www.teenvogue.com/story/jewish-community-centers-were-targeted-with-bomb-threats
629925998	20170222	201702	2017	2017.1425	CVL	TOURIST						CVL			MOS	MUSLIM				MOS					1	051	051	05	1	3.4	2	1	2	-1.63204747774481	3	Times Square, New York, United States	US	USNY	40.757	-73.986	967537	3	Times Square, New York, United States	US	USNY	40.757	-73.986	967537	3	Times Square, New York, United States	US	USNY	40.757	-73.986	967537	20170222	http://www.newsindiatimes.com/hundreds-protest-at-times-square-to-support-muslims/24590
629926447	20170222	201702	2017	2017.1425	GBR	UNITED KINGDOM	GBR								MOS	ISLAM				MOS					1	040	040	04	1	1.0	32	15	32	-0.0346976277786525	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170222	http://www.wftv.com/news/trending-now/lindsay-lohan-says-she-was-stopped-in-airport-for-wearing-headscarf/496210184
629926736	20170222	201702	2017	2017.1425	GOV	ADMINISTRATION						GOV			JEW	JEWISH				JEW					0	010	010	01	1	0.0	3	1	3	-6.28183361629882	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170222	https://sputniknews.com/us/201702221050924926-bomb-threat-jewish-centers-denounced/
629926737	20170222	201702	2017	2017.1425	GOV	ADMINISTRATION						GOV			JEW	JEWISH				JEW					0	111	111	11	3	-2.0	3	1	3	-6.28183361629882	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170222	https://sputniknews.com/us/201702221050924926-bomb-threat-jewish-centers-denounced/
629926738	20170222	201702	2017	2017.1425	GOV	PRESIDENT						GOV			JEWCVL	JEWISH				JEW		CVL			1	015	015	01	1	0.0	6	2	6	-3.16205533596838	2	California, United States	US	USCA	36.17	-119.746	CA	3	Temple Beth El, Connecticut, United States	US	USCT	41.0934	-73.574	1943044	3	Temple Beth El, Connecticut, United States	US	USCT	41.0934	-73.574	1943044	20170222	http://www.ctpost.com/local/article/Cautious-reaction-to-Trump-s-condemnation-of-10949124.php
629926739	20170222	201702	2017	2017.1425	GOV	PRESIDENT						GOV			JEWCVL	JEWISH				JEW		CVL			1	015	015	01	1	0.0	2	2	2	-3.16205533596838	2	California, United States	US	USCA	36.17	-119.746	CA	3	Temple Beth El, Connecticut, United States	US	USCT	41.0934	-73.574	1943044	2	California, United States	US	USCA	36.17	-119.746	CA	20170222	http://www.ctpost.com/local/article/Cautious-reaction-to-Trump-s-condemnation-of-10949124.php
629926740	20170222	201702	2017	2017.1425	GOV	PRESIDENT						GOV			JEWCVL	JEWISH				JEW		CVL			1	015	015	01	1	0.0	2	2	2	-3.16205533596838	2	California, United States	US	USCA	36.17	-119.746	CA	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	20170222	http://www.ctpost.com/local/article/Cautious-reaction-to-Trump-s-condemnation-of-10949124.php
629926741	20170222	201702	2017	2017.1425	GOV	PRESIDENT						GOV			JEWCVL	JEWISH				JEW		CVL			1	110	110	11	3	-2.0	4	2	4	-0.81934430981818	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170222	http://gantdaily.com/2017/02/21/ivanka-trump-steps-into-role-behind-her-father/
629926773	20170222	201702	2017	2017.1425	GOV	MAYOR						GOV			MOS	MUSLIM				MOS					1	030	030	03	1	4.0	5	1	5	-1.12749349522983	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	20170222	http://www.middleeasteye.net/news/mayor-seattle-delivers-annual-city-speech-mosque-we-remain-open-all-961637838
629926774	20170222	201702	2017	2017.1425	GOV	MAYOR						GOV			MOS	MUSLIM				MOS					1	138	138	13	3	-7.0	1	1	1	-1.12749349522983	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170222	http://www.middleeasteye.net/news/mayor-seattle-delivers-annual-city-speech-mosque-we-remain-open-all-961637838
629927247	20170222	201702	2017	2017.1425	JEW	JEWISH				JEW															0	0833	083	08	2	5.0	5	1	5	-1.65898617511521	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	0							2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	20170222	http://newvoices.org/2017/02/21/my-hillel-neglects-queer-jews/
629927248	20170222	201702	2017	2017.1425	JEW	JEWISH				JEW															1	090	090	09	2	-2.0	165	28	160	-6.18995474376168	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170222	http://www.wlec.com/politics/trump-denounces-anti-semitic-threats-as-horrible/
629927252	20170222	201702	2017	2017.1425	JEW	RABBI				JEW					JEW	JUDAISM				JEW					1	013	013	01	1	0.4	2	1	2	3.76884422110553	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20170222	http://www.chicagotribune.com/suburbs/arlington-heights/community/chi-ugc-article-family-friendly-trivia-night-program-coming-t-2017-02-21-story.html
629927253	20170222	201702	2017	2017.1425	JEW	RABBI				JEW					JEW	JUDAISM				JEW					1	013	013	01	1	0.4	6	1	6	3.76884422110553	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	20170222	http://www.chicagotribune.com/suburbs/arlington-heights/community/chi-ugc-article-family-friendly-trivia-night-program-coming-t-2017-02-21-story.html
629927256	20170222	201702	2017	2017.1425	JEW	JEWISH				JEW					MOS	MUSLIM				MOS					1	040	040	04	1	1.0	198	27	198	-4.09294899299442	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	20170222	http://jewishstandard.timesofisrael.com/jewish-governor-of-missouri-muslim-activists-pitching-in-to-repair-vandalized-jewish-cemetery/
629927257	20170222	201702	2017	2017.1425	JEW	RABBI				JEW					REL	RELIGION									1	051	051	05	1	3.4	8	1	8	3.76884422110553	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20170222	http://www.chicagotribune.com/suburbs/arlington-heights/community/chi-ugc-article-family-friendly-trivia-night-program-coming-t-2017-02-21-story.html
629927258	20170222	201702	2017	2017.1425	JEW	JEWISH				JEW					USA	UNITED STATES	USA								1	084	084	08	2	7.0	6	3	6	-5.36436126575503	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	20170222	http://jewishstandard.timesofisrael.com/jewish-governor-of-missouri-muslim-activists-pitching-in-to-repair-vandalized-jewish-cemetery/
629927259	20170222	201702	2017	2017.1425	JEW	JEWISH				JEW					USA	MISSOURI	USA								1	1712	171	17	4	-9.2	10	3	10	-7.46567482598231	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	20170222	http://www.teenvogue.com/story/jewish-community-centers-were-targeted-with-bomb-threats
629927260	20170222	201702	2017	2017.1425	JEW080	RECONSTRUCTIONIST JUDAISM				JEW					JEW	JEWISH				JEW					0	051	051	05	1	3.4	2	1	2	3.76884422110553	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20170222	http://www.chicagotribune.com/suburbs/arlington-heights/community/chi-ugc-article-family-friendly-trivia-night-program-coming-t-2017-02-21-story.html
629927261	20170222	201702	2017	2017.1425	JEW080	RECONSTRUCTIONIST JUDAISM				JEW					JEW	JEWISH				JEW					0	051	051	05	1	3.4	3	1	3	3.76884422110553	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	20170222	http://www.chicagotribune.com/suburbs/arlington-heights/community/chi-ugc-article-family-friendly-trivia-night-program-coming-t-2017-02-21-story.html
629927262	20170222	201702	2017	2017.1425	JEWCVL	JEWISH				JEW		CVL													1	041	041	04	1	1.0	392	86	392	-5.2291724259634	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170222	http://www.sfgate.com/nation/article/Trump-denounces-horrible-threats-against-10949117.php
629927263	20170222	201702	2017	2017.1425	JEWCVL	JEWISH				JEW		CVL													1	134	134	13	3	-5.8	277	87	277	-5.09745299323857	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170222	http://www.sfgate.com/nation/article/Trump-denounces-horrible-threats-against-10949117.php
629927264	20170222	201702	2017	2017.1425	JEWCVL	JEWISH				JEW		CVL													1	1383	138	13	3	-7.0	487	131	477	-5.70824581668631	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170222	http://www.sfgate.com/nation/article/Trump-denounces-horrible-threats-against-10949117.php
629927265	20170222	201702	2017	2017.1425	JEWCVL	JEWISH				JEW		CVL			AFR	AFRICA	AFR								0	111	111	11	3	-2.0	30	10	30	-4.78044012283877	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	20170222	http://www.wpsdlocal6.com/story/34561241/dozens-of-headstones-toppled-at-jewish-cemetery-in-missouri
629927266	20170222	201702	2017	2017.1425	JEWCVL	JEWISH				JEW		CVL			GOV	PRESIDENT						GOV			1	111	111	11	3	-2.0	10	1	10	-12.9186602870814	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170222	http://www.sify.com/news/trump-labels-recent-threats-against-jewish-community-horrible-news-international-rcwccadhjbfia.html
629927268	20170222	201702	2017	2017.1425	JEWCVL	JEWISH				JEW		CVL			JEW	JEWISH				JEW					0	138	138	13	3	-7.0	5	1	5	-8.64864864864865	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	20170222	http://www.amtvmedia.com/trump-calls-rising-violence-aimed-at-jews-horrible-and-painful/
629927269	20170222	201702	2017	2017.1425	JEWCVL	JEWISH				JEW		CVL			NMR	NORTH AMERICA	NMR								1	134	134	13	3	-5.8	257	45	257	-4.34291218349137	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170222	http://www.hutchnews.com/lifestyle/religion/trump-denounces-horrible-threats-against-jewish-centers/article_d7bab8ed-42b5-5a9a-bd18-9c8b7184feaf.html
629927270	20170222	201702	2017	2017.1425	JEWCVL	JEWISH				JEW		CVL			NMR	NORTH AMERICA	NMR								1	1383	138	13	3	-7.0	288	56	288	-4.21017056845074	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170222	http://www.hutchnews.com/lifestyle/religion/trump-denounces-horrible-threats-against-jewish-centers/article_d7bab8ed-42b5-5a9a-bd18-9c8b7184feaf.html
629927271	20170222	201702	2017	2017.1425	JEWCVL	JEWISH				JEW		CVL			USA	UNITED STATES	USA								1	041	041	04	1	1.0	188	87	188	-5.13368234235578	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170222	http://www.sfgate.com/nation/article/Trump-denounces-horrible-threats-against-10949117.php
629927272	20170222	201702	2017	2017.1425	JEWCVL	JEWISH				JEW		CVL			USA	UNITED STATES	USA								1	134	134	13	3	-5.8	354	128	354	-4.90686389084765	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170222	http://www.sfgate.com/nation/article/Trump-denounces-horrible-threats-against-10949117.php
629927273	20170222	201702	2017	2017.1425	JEWCVL	JEWISH				JEW		CVL			USA	UNITED STATES	USA								1	1383	138	13	3	-7.0	578	171	578	-5.2479318634427	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170222	http://www.sfgate.com/nation/article/Trump-denounces-horrible-threats-against-10949117.php
629927274	20170222	201702	2017	2017.1425	JEWCVL	JEWISH				JEW		CVL			USA	UNITED STATES	USA								1	1383	138	13	3	-7.0	144	34	144	-7.35692806376398	2	Rhode Island, United States	US	USRI	41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI	41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI	41.6772	-71.5101	RI	20170222	http://lancasteronline.com/news/national/evidence-of-rising-anti-semitism-but-data-mostly-elusive/article_f48ee2df-56e1-52dd-95a4-109aebaf77ef.html
629927276	20170222	201702	2017	2017.1425	JEWEDU	JEWISH				JEW		EDU			JEW	JEWISH				JEW					0	070	070	07	2	7.0	10	1	10	-1.65898617511521	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	20170222	http://newvoices.org/2017/02/21/my-hillel-neglects-queer-jews/
629927277	20170222	201702	2017	2017.1425	JEWGOV	JEWISH				JEW		GOV			JEW	JEWISH				JEW					1	033	033	03	1	5.2	12	2	12	-4.99260005973716	3	University City, Missouri, United States	US	USMO	38.6559	-90.3093	756828	3	University City, Missouri, United States	US	USMO	38.6559	-90.3093	756828	3	University City, Missouri, United States	US	USMO	38.6559	-90.3093	756828	20170222	http://jewishstandard.timesofisrael.com/jewish-governor-of-missouri-muslim-activists-pitching-in-to-repair-vandalized-jewish-cemetery/
629927278	20170222	201702	2017	2017.1425	JEWGOV	JEWISH				JEW		GOV			JEW	JEWISH				JEW					1	033	033	03	1	5.2	31	4	31	-4.93177493010974	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	20170222	http://jewishstandard.timesofisrael.com/jewish-governor-of-missouri-muslim-activists-pitching-in-to-repair-vandalized-jewish-cemetery/
629927403	20170222	201702	2017	2017.1425	JUD	JUDGE						JUD			MOS	MUSLIM				MOS					1	1124	112	11	3	-2.0	16	4	16	-1.16285341743101	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170222	http://tucson.com/news/national/judge-orders-government-to-identify-jan---travelers/article_fe978610-5e2d-5d4b-8934-66edb8a9c74d.html
629927779	20170222	201702	2017	2017.1425	MED	MEDIA						MED			MOS	ISLAM				MOS					1	020	020	02	1	3.0	835	110	835	-3.39969570536177	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	20170222	http://www.clickorlando.com/news/national/missouri-man-accused-of-trying-to-aid-isisinspired-attack
629927780	20170222	201702	2017	2017.1425	MED	WRITER						MED			MOS	MUSLIM				MOS					1	051	051	05	1	3.4	1	1	1	-1.63204747774481	3	Times Square, New York, United States	US	USNY	40.757	-73.986	967537	3	Times Square, New York, United States	US	USNY	40.757	-73.986	967537	3	Times Square, New York, United States	US	USNY	40.757	-73.986	967537	20170222	http://www.newsindiatimes.com/hundreds-protest-at-times-square-to-support-muslims/24590
629927781	20170222	201702	2017	2017.1425	MED	WRITER						MED			MOS	MUSLIM				MOS					1	141	141	14	3	-6.5	1	1	1	-1.63204747774481	3	Times Square, New York, United States	US	USNY	40.757	-73.986	967537	3	Times Square, New York, United States	US	USNY	40.757	-73.986	967537	3	Times Square, New York, United States	US	USNY	40.757	-73.986	967537	20170222	http://www.newsindiatimes.com/hundreds-protest-at-times-square-to-support-muslims/24590
629927988	20170222	201702	2017	2017.1425	MOS	ISLAM				MOS															0	010	010	01	1	0.0	564	179	561	-1.3467283950449	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170222	http://hosted.ap.org/dynamic/stories/U/US_TRUMP_NATIONAL_SECURITY
629927989	20170222	201702	2017	2017.1425	MOS	ISLAM				MOS															0	010	010	01	1	0.0	173	166	173	-1.33042811844331	1	Russia	RS	RS	60	100	RS	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170222	http://hosted.ap.org/dynamic/stories/U/US_TRUMP_NATIONAL_SECURITY
629928001	20170222	201702	2017	2017.1425	MOS	ISLAM				MOS					GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	32	15	32	-0.0346976277786525	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170222	http://www.wftv.com/news/trending-now/lindsay-lohan-says-she-was-stopped-in-airport-for-wearing-headscarf/496210184
629928003	20170222	201702	2017	2017.1425	MOS	MUSLIM				MOS					GOV	PRESIDENT						GOV			1	172	172	17	4	-5.0	12	2	12	0.72699740701726	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170222	https://www.timeout.com/newyork/blog/a-giant-protest-banner-was-unfurled-across-the-statue-of-liberty-today-022117
629928010	20170222	201702	2017	2017.1425	MOS	MUSLIM				MOS					MOS	ISLAMIC				MOS					1	190	190	19	4	-10.0	188	66	186	-2.84138521456905	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170222	http://www.news965.com/ap/ap/top-news/the-latest-kremlin-holds-off-commenting-on-mcmaste/ntnNp/
629928022	20170222	201702	2017	2017.1425	MOS	MUSLIM				MOS					USA	AMERICAN	USA								1	110	110	11	3	-2.0	16	8	16	-4.29522304357968	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	20170222	http://www.wpsdlocal6.com/story/34561241/dozens-of-headstones-toppled-at-jewish-cemetery-in-missouri
629928023	20170222	201702	2017	2017.1425	MOS	MUSLIM				MOS					USA	UNITED STATES	USA								1	172	172	17	4	-5.0	711	175	711	-1.46425504612974	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170222	http://hosted.ap.org/dynamic/stories/U/US_TRUMP_NATIONAL_SECURITY
629928024	20170222	201702	2017	2017.1425	MOS	MUSLIM				MOS					USAMOS	AMERICAN	USA			MOS					1	110	110	11	3	-2.0	64	8	64	-4.29522304357968	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	20170222	http://www.wpsdlocal6.com/story/34561241/dozens-of-headstones-toppled-at-jewish-cemetery-in-missouri
