613248946	20170101	201701	2017	2017.0027	CHR	CHRISTIAN				CHR					USA	TEXAS	USA								0	046	046	04	1	7.0	1578	183	1578	-2.21129356560794	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170101	http://www.hawaiinewsnow.com/story/34159492/texas-judge-halts-federal-transgender-health-protections
613248947	20170101	201701	2017	2017.0027	CHR	CHRISTIAN				CHR					USA	TEXAS	USA								0	046	046	04	1	7.0	141	69	141	-1.17534624553993	2	Nebraska, United States	US	USNE	41.1289	-98.2883	NE	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170101	http://www.hawaiinewsnow.com/story/34159492/texas-judge-halts-federal-transgender-health-protections
613248951	20170101	201701	2017	2017.0027	CHRPRO365	UNITED CHURCH OF CHRIST				CHR	PRO				USA	UNITED STATES	USA								1	036	036	03	1	4.0	6	1	6	0	3	Rockford School, Illinois, United States	US	USIL	40.3103	-91.4357	416848	3	Freeport, Illinois, United States	US	USIL	42.2967	-89.6212	408732	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	20170101	http://www.journalstandard.com/news/20161231/audubon-society-to-host-membership-meeting
613248952	20170101	201701	2017	2017.0027	CHRPRO365	UNITED CHURCH OF CHRIST				CHR	PRO				USA	ILLINOIS	USA								1	036	036	03	1	4.0	4	1	4	0	3	Rockford School, Illinois, United States	US	USIL	40.3103	-91.4357	416848	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	20170101	http://www.journalstandard.com/news/20161231/audubon-society-to-host-membership-meeting
613249509	20170101	201701	2017	2017.0027	JEWHSD010	CHABAD				JEW	HSD														1	030	030	03	1	4.0	10	1	10	0.3125	3	Bethesda, Maryland, United States	US	USMD	38.9807	-77.1003	583184	0							3	Bethesda, Maryland, United States	US	USMD	38.9807	-77.1003	583184	20170101	http://www.13wmaz.com/news/giant-bagel-menorah-delights-crowd-in-bethesda/380957118
613250246	20170101	201701	2017	2017.0027	USA	TEXAS	USA								CHR	CHRISTIAN				CHR					1	046	046	04	1	7.0	1588	184	1588	-2.20469760402559	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170101	http://www.hawaiinewsnow.com/story/34159492/texas-judge-halts-federal-transgender-health-protections
613250247	20170101	201701	2017	2017.0027	USA	TEXAS	USA								CHR	CHRISTIAN				CHR					0	046	046	04	1	7.0	142	69	142	-1.17534624553993	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Nebraska, United States	US	USNE	41.1289	-98.2883	NE	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170101	http://www.hawaiinewsnow.com/story/34159492/texas-judge-halts-federal-transgender-health-protections
613250248	20170101	201701	2017	2017.0027	USA	UNITED STATES	USA								CHRPRO365	UNITED CHURCH OF CHRIST				CHR	PRO				1	036	036	03	1	4.0	6	1	6	0	3	Freeport, Illinois, United States	US	USIL	42.2967	-89.6212	408732	3	Rockford School, Illinois, United States	US	USIL	40.3103	-91.4357	416848	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	20170101	http://www.journalstandard.com/news/20161231/audubon-society-to-host-membership-meeting
613250249	20170101	201701	2017	2017.0027	USA	ILLINOIS	USA								CHRPRO365	UNITED CHURCH OF CHRIST				CHR	PRO				1	036	036	03	1	4.0	4	1	4	0	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	3	Rockford School, Illinois, United States	US	USIL	40.3103	-91.4357	416848	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	20170101	http://www.journalstandard.com/news/20161231/audubon-society-to-host-membership-meeting
613250314	20170101	201701	2017	2017.0027	USA	AMERICAN	USA								JEW	JEWISH				JEW					1	010	010	01	1	0.0	5	1	5	-4.14634146341464	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170101	http://www.jwire.com.au/controversy-erupts-over-ex-diplomat-indyks-statements-about-israel-and-jews/
613250886	20160102	201601	2016	2016.0055											CHR	CHRISTIAN				CHR					0	042	042	04	1	1.9	10	1	10	-3.96039603960396	0							3	Lake Erie, Connecticut, United States	US	USCT	41.794	-72.8195	206970	3	Lake Erie, Connecticut, United States	US	USCT	41.794	-72.8195	206970	20170101	http://onemma.net/2017/01/01/meek-mill-questions-report-of-shooting-outside-his/
613250889	20160102	201601	2016	2016.0055	CHR	CHRISTIAN				CHR															0	043	043	04	1	2.8	10	1	10	-3.96039603960396	3	Lake Erie, Connecticut, United States	US	USCT	41.794	-72.8195	206970	0							3	Lake Erie, Connecticut, United States	US	USCT	41.794	-72.8195	206970	20170101	http://onemma.net/2017/01/01/meek-mill-questions-report-of-shooting-outside-his/
613251198	20170101	201701	2017	2017.0027	CHRMAY121	INTERCONTINENTAL CHURCH OF GOD				CHR															1	020	020	02	1	3.0	3	1	3	-5.60515873015873	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170101	http://livingarmstrongism.blogspot.com/2016/12/mark-armstrong-denouncing-arrival-of.html
613251504	20170101	201701	2017	2017.0027	GBR	UNITED KINGDOM	GBR								sco	SCOTTISH			sco						1	051	051	05	1	3.4	4	1	4	1.81347150259067	1	United Kingdom	UK	UK	54	-2	UK	3	Norfolk, Virginia, United States	US	USVA	36.8468	-76.2852	1497051	3	Norfolk, Virginia, United States	US	USVA	36.8468	-76.2852	1497051	20170101	http://pilotonline.com/life/holidays/hundreds-mark-the-new-year-in-portsmouth-s-th-annual/article_24d3532a-71aa-5b9f-b25b-50163991b933.html
613251887	20170101	201701	2017	2017.0027	MOS	MUSLIM				MOS															1	031	031	03	1	5.2	10	1	10	-3.25203252032521	1	United States	US	US	38	-97	US	0							1	United States	US	US	38	-97	US	20170101	http://www.rockdalenewtoncitizen.com/news/local/mosque-controversy-was-top-story-in-newton/article_1bfdaf12-38b3-5fd1-b339-cf55c19be286.html
613252157	20170101	201701	2017	2017.0027	TAO	TAOIST				TAO															0	090	090	09	2	-2.0	8	1	8	-1.98281559814937	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170101	http://www.greanvillepost.com/2016/12/31/national-denial/
613252452	20170101	201701	2017	2017.0027	USA	UNITED STATES	USA								MOS	MUSLIM				MOS					1	084	084	08	2	7.0	2	1	2	-5.60515873015873	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Berlin, Berlin, Germany	GM	GM16	52.5167	13.4	-1746443	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170101	http://livingarmstrongism.blogspot.com/2016/12/mark-armstrong-denouncing-arrival-of.html
613252454	20170101	201701	2017	2017.0027	USA	AMERICAN	USA								MOS	ISLAMIC				MOS					0	203	203	20	4	-10.0	1	1	1	-4.78061558611657	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170101	http://slinkingtowardretirement.com/?p=259710
613252506	20170101	201701	2017	2017.0027	USA	UNITED STATES	USA								nai	NATIVE AMERICAN			nai						0	193	193	19	4	-10.0	4	1	4	-2.60170293282876	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	20170101	http://www.opednews.com/articles/Likudist-Israel-Damned-For-by-John-Grant-History_History_Israel_Israel-And-Palestine-161231-813.html
613252507	20170101	201701	2017	2017.0027	USA	UNITED STATES	USA								sco	SCOTTISH			sco						0	042	042	04	1	1.9	4	1	4	1.81347150259067	3	Norfolk, Virginia, United States	US	USVA	36.8468	-76.2852	1497051	3	Norfolk, Virginia, United States	US	USVA	36.8468	-76.2852	1497051	3	Norfolk, Virginia, United States	US	USVA	36.8468	-76.2852	1497051	20170101	http://pilotonline.com/life/holidays/hundreds-mark-the-new-year-in-portsmouth-s-th-annual/article_24d3532a-71aa-5b9f-b25b-50163991b933.html
613252565	20170101	201701	2017	2017.0027	nepBUS	NEPALI			nep			BUS													1	061	061	06	2	6.4	9	3	9	0.888891815286513	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	0							2	Oregon, United States	US	USOR	44.5672	-122.127	OR	20170101	http://mtstandard.com/business/trade-deal-benefits-nepal-and-montana/article_996ff84d-4635-5e5d-ba00-4bb673e5403b.html
613252570	20170101	201701	2017	2017.0027	sco	SCOTTISH			sco																1	051	051	05	1	3.4	6	1	6	1.81347150259067	3	Norfolk, Virginia, United States	US	USVA	36.8468	-76.2852	1497051	0							3	Norfolk, Virginia, United States	US	USVA	36.8468	-76.2852	1497051	20170101	http://pilotonline.com/life/holidays/hundreds-mark-the-new-year-in-portsmouth-s-th-annual/article_24d3532a-71aa-5b9f-b25b-50163991b933.html
613252572	20170101	201701	2017	2017.0027	sco	SCOTTISH			sco						USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	1	4	1.81347150259067	3	Norfolk, Virginia, United States	US	USVA	36.8468	-76.2852	1497051	3	Norfolk, Virginia, United States	US	USVA	36.8468	-76.2852	1497051	3	Norfolk, Virginia, United States	US	USVA	36.8468	-76.2852	1497051	20170101	http://pilotonline.com/life/holidays/hundreds-mark-the-new-year-in-portsmouth-s-th-annual/article_24d3532a-71aa-5b9f-b25b-50163991b933.html
613252573	20170101	201701	2017	2017.0027	scoCVL	SCOTTISH			sco			CVL			USA	UNITED STATES	USA								1	075	075	07	2	7.0	2	1	2	1.81347150259067	3	Norfolk, Virginia, United States	US	USVA	36.8468	-76.2852	1497051	3	Norfolk, Virginia, United States	US	USVA	36.8468	-76.2852	1497051	3	Norfolk, Virginia, United States	US	USVA	36.8468	-76.2852	1497051	20170101	http://pilotonline.com/life/holidays/hundreds-mark-the-new-year-in-portsmouth-s-th-annual/article_24d3532a-71aa-5b9f-b25b-50163991b933.html
