636170149	20160313	201603	2016	2016.2000	SYR	SYRIAN	SYR								MOS	MUSLIM				MOS					1	075	075	07	2	7.0	1	1	1	-8.36879432624113	4	Aleppo, ?alab, Syria	SY	SY09	36.2028	37.1586	-2541857	4	Aleppo, ?alab, Syria	SY	SY09	36.2028	37.1586	-2541857	2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	20170313	http://mainichi.jp/english/articles/20170313/p2g/00m/0in/015000c
636170159	20160313	201603	2016	2016.2000	chm	MARI			chm																0	013	013	01	1	0.4	3	1	3	0.39682539682539	3	San Antonio, Texas, United States	US	USTX	29.4241	-98.4936	1380951	0							3	San Antonio, Texas, United States	US	USTX	29.4241	-98.4936	1380951	20170313	http://www.expressnews.com/news/local/article/Descendants-of-founding-Canary-Island-families-10996555.php
636170161	20160313	201603	2016	2016.2000	chm	MARI			chm						USA	SAN ANTONIO	USA								0	013	013	01	1	0.4	3	1	3	0.39682539682539	3	San Antonio, Texas, United States	US	USTX	29.4241	-98.4936	1380951	1	Cuba	CU	CU	21.5	-80	CU	3	San Antonio, Texas, United States	US	USTX	29.4241	-98.4936	1380951	20170313	http://www.expressnews.com/news/local/article/Descendants-of-founding-Canary-Island-families-10996555.php
636170231	20170313	201703	2017	2017.2000											CHR	CHRISTIAN				CHR					0	051	051	05	1	3.4	2	1	2	1.49909537348152	0							2	Colorado, United States	US	USCO	39.0646	-105.327	CO	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	20170313	http://www.godlikeproductions.com/forum1/message2800185/pg1
636170642	20170313	201703	2017	2017.2000	CHRCTH	CATHOLIC				CHR	CTH														1	020	020	02	1	3.0	5	1	5	-7.70877944325482	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170313	https://www.washingtonpost.com/opinions/the-vatican-drags-its-feet-on-clergy-sex-abuse/2017/03/12/1efaf566-0443-11e7-b1e9-a05d3c21f7cf_story.html
636170644	20170313	201703	2017	2017.2000	CHRPRO	PROTESTANT				CHR	PRO				NLD	THE HAGUE	NLD								0	141	141	14	3	-6.5	6	1	6	-1.51338766006984	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170313	http://www.stuff.co.nz/world/europe/90360104/the-peroxideblond-crusader-who-could-soon-top-dutch-elections
636170754	20170313	201703	2017	2017.2000	CVL	COMMUNITY						CVL			JEWCVL	JEWISH				JEW		CVL			1	042	042	04	1	1.9	402	67	402	-4.80244504293744	3	Jewish Community Center, New York, United States	US	USNY	42.2508	-73.7881	2402319	3	Jewish Community Center, New York, United States	US	USNY	42.2508	-73.7881	2402319	3	Jewish Community Center, New York, United States	US	USNY	42.2508	-73.7881	2402319	20170313	http://www.mycentx.com/news/national/new-york-jewish-center-reopens-after-second-bomb-threat-in-one-week/670694497
636171232	20170313	201703	2017	2017.2000	IMGMOSALQ	AL QAEDA		ALQ		MOS		IMG													0	120	120	12	3	-4.0	3	1	3	-5.64304461942258	1	United States	US	US	38	-97	US	0							1	United States	US	US	38	-97	US	20170313	http://www.cbsnews.com/news/tortured-at-guantanamo-former-inmate-finds-forgiveness/
636171233	20170313	201703	2017	2017.2000	IMGMOSALQ	AL QAEDA		ALQ		MOS		IMG													0	161	161	16	4	-4.0	3	1	3	-5.64304461942258	1	United States	US	US	38	-97	US	0							1	United States	US	US	38	-97	US	20170313	http://www.cbsnews.com/news/tortured-at-guantanamo-former-inmate-finds-forgiveness/
636171299	20170313	201703	2017	2017.2000	JEW	JEWISH				JEW															1	051	051	05	1	3.4	1092	111	1092	-4.86753923875528	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170313	http://www.mycentx.com/news/national/new-york-jewish-center-reopens-after-second-bomb-threat-in-one-week/670694497
636171301	20170313	201703	2017	2017.2000	JEWCVL	JEWISH				JEW		CVL													0	012	012	01	1	-0.4	10	1	10	-3.08641975308642	3	Indianapolis, Indiana, United States	US	USIN	39.7684	-86.158	452890	0							3	Indianapolis, Indiana, United States	US	USIN	39.7684	-86.158	452890	20170313	https://www.wthr.com/article/fbi-to-investigate-another-bomb-threat-to-jewish-community-center
636171302	20170313	201703	2017	2017.2000	JEWCVL	JEWISH				JEW		CVL													1	1383	138	13	3	-7.0	20	1	10	-3.08641975308642	3	Indianapolis, Indiana, United States	US	USIN	39.7684	-86.158	452890	0							3	Indianapolis, Indiana, United States	US	USIN	39.7684	-86.158	452890	20170313	https://www.wthr.com/article/fbi-to-investigate-another-bomb-threat-to-jewish-community-center
636171303	20170313	201703	2017	2017.2000	JEWCVL	JEWISH				JEW		CVL			CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	366	61	366	-4.79733777515698	3	Jewish Community Center, New York, United States	US	USNY	42.2508	-73.7881	2402319	3	Jewish Community Center, New York, United States	US	USNY	42.2508	-73.7881	2402319	3	Jewish Community Center, New York, United States	US	USNY	42.2508	-73.7881	2402319	20170313	http://www.firstlightradio.com/news/new-york-jewish-center-reopens-after-second-bomb-threat-in-one-week/
636171304	20170313	201703	2017	2017.2000	JEWCVL	JEWISH				JEW		CVL			CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	694	52	674	-4.51101890324875	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170313	http://www.mycentx.com/news/national/new-york-jewish-center-reopens-after-second-bomb-threat-in-one-week/670694497
636171310	20170313	201703	2017	2017.2000	JORELI	HASSAN	JOR					ELI			MOS	ISLAM				MOS					0	010	010	01	1	0.0	1	1	1	-3.3285782215882	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170313	http://www.trentonian.com/20170312/dave-neeses-provocations-we-infidel-suckers-are-our-own-worst-foe
636171559	20170313	201703	2017	2017.2000	MOS	MUSLIM				MOS															0	071	071	07	2	7.4	5	1	5	-3.3285782215882	1	United States	US	US	38	-97	US	0							1	United States	US	US	38	-97	US	20170313	http://www.trentonian.com/20170312/dave-neeses-provocations-we-infidel-suckers-are-our-own-worst-foe
