634207288	20170307	201703	2017	2017.1836											MOS	MUSLIM				MOS					0	036	036	03	1	4.0	11	2	11	-2.95580374188622	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	http://www.mcclatchydc.com/news/politics-government/national-politics/article136683173.html
634207290	20170307	201703	2017	2017.1836											MOS	MUSLIM				MOS					0	036	036	03	1	4.0	5	1	5	-0.37037037037037	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170307	http://www.itnewsonline.com/prnewswire/CAIR-Launches-Register-Me-First-Website-to-Challenge-Trumps-Islamophobic-Policies/478897
634207291	20170307	201703	2017	2017.1836											MOS	MUSLIM				MOS					0	036	036	03	1	4.0	6	1	6	-3.06513409961686	0							2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	20170307	http://www.pbs.org/newshour/rundown/listen-live-sean-spicer-expected-address-new-travel-ban/
634207292	20170307	201703	2017	2017.1836											MOS	MUSLIM				MOS					0	172	172	17	4	-5.0	10	1	10	-0.37037037037037	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	http://www.itnewsonline.com/prnewswire/CAIR-Launches-Register-Me-First-Website-to-Challenge-Trumps-Islamophobic-Policies/478897
634207293	20170307	201703	2017	2017.1836											MOSCVL	MUSLIM				MOS		CVL			0	173	173	17	4	-5.0	2	1	2	-5.93726661687826	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	https://whatdidyousay.org/tag/somalia/
634207294	20170307	201703	2017	2017.1836											MOSCVL	MUSLIM				MOS		CVL			0	173	173	17	4	-5.0	8	1	8	-5.93726661687826	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	20170307	https://whatdidyousay.org/tag/somalia/
634207583	20170307	201703	2017	2017.1836											USAJEW	UNITED STATES	USA			JEW					0	190	190	19	4	-10.0	2	1	2	-6.8259385665529	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170307	http://www.aljazeera.com/news/2017/03/donald-trump-travel-ban-condemned-170306224950608.html
634207595	20170307	201703	2017	2017.1836											hawREL	HAWAIIAN			haw						1	190	190	19	4	-10.0	1	1	1	-3.29670329670329	0							2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170307	http://www.hawaiinewsnow.com/story/34679004/officials-investigating-suspicious-death-of-monk-seal-on-kauai
634207818	20170307	201703	2017	2017.1836	BUS	COMPANIES						BUS			CHRMAY160	CHRISTIAN SCIENCE				CHR					0	051	051	05	1	3.4	10	2	10	-2.22929936305733	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170307	http://krcc.org/post/supreme-court-wont-decide-transgender-teens-challenge-bathroom-policy
634208071	20170307	201703	2017	2017.1836	CHR	CHRISTIAN				CHR															0	051	051	05	1	3.4	20	4	20	-1.79234717043006	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	0							2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170307	http://www.gazettetimes.com/lifestyles/health-med-fit/trump-s-reversal-on-transgender-bathroom-directive-how-we-got/article_b6317a8b-3cfc-5286-ba4e-e37ca9b7c9a4.html
634208072	20170307	201703	2017	2017.1836	CHR	CHRISTIAN				CHR															0	160	160	16	4	-4.0	6	1	6	0.0578703703703809	1	United States	US	US	38	-97	US	0							1	United States	US	US	38	-97	US	20170307	https://medium.com/@michaelmhughes/art-activism-magic-answers-to-questions-about-the-mass-ritual-to-bind-donald-trump-11e52f94c23e
634208073	20170307	201703	2017	2017.1836	CHR	DIOCESE				CHR					CRM	PEDOPHILE						CRM			1	064	064	06	2	7.0	92	45	92	-5.09432820983294	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	20170307	http://www.morganton.com/news/us/ap/feds-bishop-announce-reform-plan-to-address-child-sex-abuse/article_c6935c9e-aca8-532c-837f-cb57e29a18a4.html
634208074	20170307	201703	2017	2017.1836	CHR	DIOCESE				CHR					CRM	PEDOPHILE						CRM			1	064	064	06	2	7.0	376	46	376	-5.09616237030378	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	20170307	http://www.morganton.com/news/us/ap/feds-bishop-announce-reform-plan-to-address-child-sex-abuse/article_c6935c9e-aca8-532c-837f-cb57e29a18a4.html
634208076	20170307	201703	2017	2017.1836	CHR	CHRISTIAN				CHR					GOV	MINIST						GOV			0	010	010	01	1	0.0	10	1	10	-0.19392372333548	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170307	https://sojo.net/articles/when-christianity-co-opts-justice-movements
634208079	20170307	201703	2017	2017.1836	CHRCTH	THE POPE				CHR	CTH				GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	20	1	20	-0.0761614623000799	3	University Of Utah, Utah, United States	US	USUT	40.7649	-111.849	1446845	3	University Of Utah, Utah, United States	US	USUT	40.7649	-111.849	1446845	3	University Of Utah, Utah, United States	US	USUT	40.7649	-111.849	1446845	20170307	https://www.bostonglobe.com/business/2017/03/06/the-world-richest-doctor-gave-away-millions-then-steered-cash-back-his-company/UkF60qF6XV5zmkmM84jkoJ/story.html
634208081	20170307	201703	2017	2017.1836	CHRCTH	CATHOLIC				CHR	CTH				IRL	IRELAND	IRL								0	080	080	08	2	5.0	1	1	1	0	1	Ireland	EI	EI	53	-8	EI	1	Ireland	EI	EI	53	-8	EI	1	United States	US	US	38	-97	US	20170307	http://www.capegazette.com/article/celebrate-irish-heritage-milton-march-12/128045
634208084	20170307	201703	2017	2017.1836	CHRPRO230EDU	METHODIST				CHR	PRO	EDU			EDU	PROFESSOR						EDU			1	046	046	04	1	7.0	6	1	6	1.85185185185185	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170307	http://blog.smu.edu/towercenter/events/the-american-dream-in-the-age-of-president-trump/
634208085	20170307	201703	2017	2017.1836	CHRPRO230EDU	METHODIST				CHR	PRO	EDU			USA	UNITED STATES	USA								1	046	046	04	1	7.0	4	1	4	1.85185185185185	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170307	http://blog.smu.edu/towercenter/events/the-american-dream-in-the-age-of-president-trump/
634208086	20170307	201703	2017	2017.1836	CHRPRO300	PRESBYTERIAN				CHR	PRO				MOSCVL	MUSLIM				MOS		CVL			0	112	112	11	3	-2.0	3	1	3	-7.28155339805826	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	http://www.middleeasteye.net/news/rights-groups-slam-trumps-revised-travel-ban-758488256
634208379	20170307	201703	2017	2017.1836	CVL	IMMIGRANT						CVL			MOS	MUSLIM				MOS					0	020	020	02	1	3.0	200	20	200	-5.76342016538618	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	http://www.local10.com/news/politics/opposition-groups-launch-instant-backlash-to-new-travel-ban
634208380	20170307	201703	2017	2017.1836	CVL	SETTLEMENT						CVL			MOS	MUSLIM				MOS					1	040	040	04	1	1.0	130	13	130	-2.80167585637821	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170307	http://hosted.ap.org/dynamic/stories/U/US_NYPD_INTELLIGENCE_HANDSCHU?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-06-18-42-57
634208381	20170307	201703	2017	2017.1836	CVL	IMMIGRANT						CVL			MOS	MUSLIM				MOS					0	172	172	17	4	-5.0	244	80	244	-6.18186992561522	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	http://www.pressconnects.com/story/news/2017/03/06/donald-trump-travel-ban-six-majority-muslim-countries/98798788/
634208539	20170307	201703	2017	2017.1836	EDU	PROFESSOR						EDU			CHRPRO230EDU	METHODIST				CHR	PRO	EDU			1	046	046	04	1	7.0	6	1	6	1.85185185185185	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170307	http://blog.smu.edu/towercenter/events/the-american-dream-in-the-age-of-president-trump/
634208564	20170307	201703	2017	2017.1836	EDU	STUDENT						EDU			NGOCHR	YMCA				CHR		NGO			1	043	043	04	1	2.8	4	1	4	0.44843049327354	3	Lake County, Ohio, United States	US	USOH	41.6334	-81.3832	1074055	3	Lake County, Ohio, United States	US	USOH	41.6334	-81.3832	1074055	3	Lake County, Ohio, United States	US	USOH	41.6334	-81.3832	1074055	20170307	http://www.news-herald.com/general-news/20170306/painesville-schools-recognized-for-summer-lunch-program
634209023	20170307	201703	2017	2017.1836	GOV	PRESIDENT						GOV			CHRCTH	THE POPE				CHR	CTH				0	040	040	04	1	1.0	20	1	20	-0.0761614623000799	3	University Of Utah, Utah, United States	US	USUT	40.7649	-111.849	1446845	3	University Of Utah, Utah, United States	US	USUT	40.7649	-111.849	1446845	3	University Of Utah, Utah, United States	US	USUT	40.7649	-111.849	1446845	20170307	https://www.bostonglobe.com/business/2017/03/06/the-world-richest-doctor-gave-away-millions-then-steered-cash-back-his-company/UkF60qF6XV5zmkmM84jkoJ/story.html
634209098	20170307	201703	2017	2017.1836	GOV	PRESIDENT						GOV			JEW	RABBI				JEW					0	190	190	19	4	-10.0	4	1	4	-7.28155339805826	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	http://www.middleeasteye.net/news/rights-groups-slam-trumps-revised-travel-ban-758488256
634209147	20170307	201703	2017	2017.1836	GOV	ADMINISTRATION						GOV			MOS	MUSLIM				MOS					1	080	080	08	2	5.0	478	77	478	-4.66417758604622	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	http://wtkr.com/2017/03/06/travel-ban-what-happens-now-in-court/
634209148	20170307	201703	2017	2017.1836	GOV	ADMINISTRATION						GOV			MOS	MUSLIM				MOS					1	080	080	08	2	5.0	50	10	50	-6.99961081094847	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170307	http://www.aljazeera.com/news/2017/03/donald-trump-travel-ban-condemned-170306224950608.html
634209149	20170307	201703	2017	2017.1836	GOV	PRESIDENT						GOV			MOS	MUSLIM				MOS					0	100	100	10	3	-5.0	2	1	2	-5.54123711340207	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	20170307	http://www.mcclatchydc.com/news/politics-government/national-politics/article136683173.html
634209150	20170307	201703	2017	2017.1836	GOV	PRESIDENT						GOV			MOS	MUSLIM				MOS					1	100	100	10	3	-5.0	28	6	28	-9.79553512447142	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	1	Iraq	IZ	IZ	33	44	IZ	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170307	http://www.wvva.com/story/34676874/virginia-ag-says-new-travel-ban-concedes-flaws-in-original
634209151	20170307	201703	2017	2017.1836	GOV	PRESIDENT						GOV			MOS	MUSLIM				MOS					1	100	100	10	3	-5.0	246	36	246	-6.09881900132536	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170307	http://www.mcclatchydc.com/news/politics-government/national-politics/article136683173.html
634209153	20170307	201703	2017	2017.1836	GOV	ADMINISTRATION						GOV			MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	528	106	516	-4.86374060120025	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	http://wtkr.com/2017/03/06/travel-ban-what-happens-now-in-court/
634209154	20170307	201703	2017	2017.1836	GOV	PRESIDENT						GOV			MOS	MUSLIM				MOS					0	172	172	17	4	-5.0	2	1	2	-7.28155339805826	3	Dearborn, Michigan, United States	US	USMI	42.3223	-83.1763	624432	3	Dearborn, Michigan, United States	US	USMI	42.3223	-83.1763	624432	3	Dearborn, Michigan, United States	US	USMI	42.3223	-83.1763	624432	20170307	http://www.middleeasteye.net/news/rights-groups-slam-trumps-revised-travel-ban-758488256
634209155	20170307	201703	2017	2017.1836	GOV	ADMINISTRATION						GOV			MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	8	2	8	-6.69028020764619	1	Iraq	IZ	IZ	33	44	IZ	1	Iraq	IZ	IZ	33	44	IZ	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	http://www.aljazeera.com/news/2017/03/donald-trump-travel-ban-condemned-170306224950608.html
634209157	20170307	201703	2017	2017.1836	GOV	PRESIDENT						GOV			MOS	MUSLIM				MOS					0	172	172	17	4	-5.0	8	1	8	-7.28155339805826	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	20170307	http://www.middleeasteye.net/news/rights-groups-slam-trumps-revised-travel-ban-758488256
634209158	20170307	201703	2017	2017.1836	GOV	ADMINISTRATION						GOV			MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	49	8	49	-6.89252037861916	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170307	http://www.middleeasteye.net/news/rights-groups-slam-trumps-revised-travel-ban-758488256
634209160	20170307	201703	2017	2017.1836	GOV	ADMINISTRATION						GOV			MOS	ISLAMIC				MOS					1	190	190	19	4	-10.0	4	2	4	-4.5244067653098	1	Iraq	IZ	IZ	33	44	IZ	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170307	https://www.theguardian.com/commentisfree/2017/mar/06/who-does-trump-think-hes-helping-travel-ban
634209161	20170307	201703	2017	2017.1836	GOV	PRESIDENT						GOV			MOS	MUSLIM				MOS					1	191	191	19	4	-9.5	1	1	1	-3.67705835331734	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	http://wsbtradio.com/reaction-to-president-trumps-new-travel-ban-is-swift-and-mixed/
634209391	20170307	201703	2017	2017.1836	HIN	HINDUISM				HIN					USA	UNITED STATES	USA								1	111	111	11	3	-2.0	1	1	1	-2.13178294573644	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	20170307	https://www.americanbazaaronline.com/2017/03/06/cnn-show-believer-under-fire-for-its-depiction-of-hinduism423204/
634209392	20170307	201703	2017	2017.1836	HIN	HINDU				HIN					USA	AMERICAN	USA								1	190	190	19	4	-10.0	3	1	3	-2.13178294573644	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	https://www.americanbazaaronline.com/2017/03/06/cnn-show-believer-under-fire-for-its-depiction-of-hinduism423204/
634209530	20170307	201703	2017	2017.1836	IRN	IRAN	IRN								MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	4	1	4	-5.6497175141243	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	https://thinkprogress.org/trump-muslim-travel-ban-2-0-652180fc3562?gi=5184f6d19e07
634209735	20170307	201703	2017	2017.1836	JEW	RABBI				JEW															0	010	010	01	1	0.0	3	1	3	-7.28155339805826	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	http://www.middleeasteye.net/news/rights-groups-slam-trumps-revised-travel-ban-758488256
634209736	20170307	201703	2017	2017.1836	JEW	RABBI				JEW															1	010	010	01	1	0.0	32	9	32	-6.95106351812427	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170307	http://www.aljazeera.com/news/2017/03/donald-trump-travel-ban-condemned-170306224950608.html
634209737	20170307	201703	2017	2017.1836	JEW	RABBI				JEW															0	190	190	19	4	-10.0	15	4	15	-7.21563166215372	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	http://www.middleeasteye.net/news/rights-groups-slam-trumps-revised-travel-ban-758488256
634209738	20170307	201703	2017	2017.1836	JEW	RABBI				JEW															1	190	190	19	4	-10.0	125	9	125	-6.77211846274263	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170307	http://www.aljazeera.com/news/2017/03/donald-trump-travel-ban-condemned-170306224950608.html
634209739	20170307	201703	2017	2017.1836	JEW	RABBI				JEW					GOV	PRESIDENT						GOV			0	010	010	01	1	0.0	7	4	7	-7.22387187914179	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	http://www.middleeasteye.net/news/rights-groups-slam-trumps-revised-travel-ban-758488256
634209740	20170307	201703	2017	2017.1836	JEW	RABBI				JEW					GOV	PRESIDENT						GOV			0	010	010	01	1	0.0	37	9	37	-6.69881837637636	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170307	http://www.aljazeera.com/news/2017/03/donald-trump-travel-ban-condemned-170306224950608.html
634209741	20170307	201703	2017	2017.1836	JEW	RABBI				JEW					GOV	PRESIDENT						GOV			0	190	190	19	4	-10.0	4	1	4	-7.28155339805826	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	http://www.middleeasteye.net/news/rights-groups-slam-trumps-revised-travel-ban-758488256
634209744	20170307	201703	2017	2017.1836	JEW	RABBI				JEW					USA	UNITED STATES	USA								0	010	010	01	1	0.0	4	4	4	-7.22387187914179	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	http://www.middleeasteye.net/news/rights-groups-slam-trumps-revised-travel-ban-758488256
634209745	20170307	201703	2017	2017.1836	JEW	RABBI				JEW					USA	UNITED STATES	USA								0	010	010	01	1	0.0	10	7	10	-6.47018439926962	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170307	http://www.aljazeera.com/news/2017/03/donald-trump-travel-ban-condemned-170306224950608.html
634209746	20170307	201703	2017	2017.1836	JEW	RABBI				JEW					USA	UNITED STATES	USA								0	190	190	19	4	-10.0	1	1	1	-7.28155339805826	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170307	http://www.middleeasteye.net/news/rights-groups-slam-trumps-revised-travel-ban-758488256
634210377	20170307	201703	2017	2017.1836	MED	WEBSITE						MED			MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	5	1	5	-0.37037037037037	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170307	http://www.itnewsonline.com/prnewswire/CAIR-Launches-Register-Me-First-Website-to-Challenge-Trumps-Islamophobic-Policies/478897
634210497	20170307	201703	2017	2017.1836	MIL	ARMY						MIL			chy	CHEYENNE			chy						1	036	036	03	1	4.0	3	1	3	-2.61780104712041	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170307	https://sputniknews.com/politics/201703071051325161-trump-pulled-important-dapl-memo/
634210498	20170307	201703	2017	2017.1836	MIL	ARMY						MIL			chy	CHEYENNE			chy						1	040	040	04	1	1.0	3	1	3	-2.61780104712041	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170307	https://sputniknews.com/politics/201703071051325161-trump-pulled-important-dapl-memo/
634210543	20170307	201703	2017	2017.1836	MOS	MUSLIM				MOS															1	010	010	01	1	0.0	10	1	10	-6.04651162790698	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	0							2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	20170307	http://www.insidesources.com/unions-second-travel-ban-repackaged-discrimination/
