645541139	20170411	201704	2017	2017.2767	MOSSHIUAF	SHIITE				MOS	SHI	UAF			MOS	ISLAMIC				MOS					1	190	190	19	4	-10.0	30	27	30	-5.24847282830059	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://www.thedailytimes.com/news/nation_world/trump-s-military-strikes-in-syria-complicated-by-iran-s/article_6516f8aa-7c2c-5573-afd0-25076ad44bc7.html
645541140	20170411	201704	2017	2017.2767	MOSSHIUAF	SHIITE				MOS	SHI	UAF			MOS	ISLAMIC				MOS					1	190	190	19	4	-10.0	34	28	34	-5.23840830037918	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Iraq	IZ	IZ	33	44	IZ	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://www.thedailytimes.com/news/nation_world/trump-s-military-strikes-in-syria-complicated-by-iran-s/article_6516f8aa-7c2c-5573-afd0-25076ad44bc7.html
645541697	20170411	201704	2017	2017.2767	SWE	STOCKHOLM	SWE								dak	SIOUX			dak						0	042	042	04	1	1.9	2	1	2	0.52264808362369	3	Springfield, South Dakota, United States	US	USSD	42.8542	-97.8973	1258297	3	Springfield, South Dakota, United States	US	USSD	42.8542	-97.8973	1258297	3	Springfield, South Dakota, United States	US	USSD	42.8542	-97.8973	1258297	20170411	http://www.grandforksherald.com/news/4248646-construction-south-dakotans-72-foot-dream-boat-passes-midway-point
645541897	20170411	201704	2017	2017.2767	UAF	MILITANT						UAF			IMGMOSALQ	AL QAEDA		ALQ		MOS		IMG			0	112	112	11	3	-2.0	3	1	3	-7.1097372488408	4	Cairo, Al Qahirah, Egypt	EG	EG11	30.05	31.25	-290692	1	Syria	SY	SY	35	38	SY	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://www.arabnews.com/node/1082536/middle-east
645542429	20170411	201704	2017	2017.2767	USA	UNITED STATES	USA								CHR	CHRISTIAN				CHR					0	020	020	02	1	3.0	52	18	52	-0.334035225156142	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://delmarvapublicradio.net/post/catholics-build-intentional-community-minded-believers
645542430	20170411	201704	2017	2017.2767	USA	UNITED STATES	USA								CHRCTH	CATHOLIC				CHR	CTH				0	051	051	05	1	3.4	16	4	16	0.367452506504548	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170411	http://www.patheos.com/blogs/catholicnews/2017/04/with-united-voice-thousands-of-catholics-visit-texas-capitol/
645542779	20170411	201704	2017	2017.2767	USA	UNITED STATES	USA								MOS	ISLAMIC				MOS					1	1123	112	11	3	-2.0	4	2	4	-7.12031711236344	3	North Park, California, United States	US	USCA	32.7409	-117.131	1661118	3	North Park, California, United States	US	USCA	32.7409	-117.131	1661118	3	North Park, California, United States	US	USCA	32.7409	-117.131	1661118	20170411	http://www.financialexpress.com/world-news/gunman-kills-woman-wounds-two-students-kills-self-in-california-classroom/623336/
645542780	20170411	201704	2017	2017.2767	USA	UNITED STATES	USA								MOS	ISLAMIC				MOS					0	1123	112	11	3	-2.0	1	1	1	-6.86149936467599	3	San Bernardino, California, United States	US	USCA	34.1083	-117.29	1661375	3	North Park, California, United States	US	USCA	32.7409	-117.131	1661118	3	North Park, California, United States	US	USCA	32.7409	-117.131	1661118	20170411	http://www.grandforksherald.com/news/4248485-gunman-kills-woman-wounds-two-students-kills-self-california-classroom
645542781	20170411	201704	2017	2017.2767	USA	UNITED STATES	USA								MOS	ISLAMIC				MOS					0	1123	112	11	3	-2.0	3	2	3	-6.23973844638294	3	San Bernardino, California, United States	US	USCA	34.1083	-117.29	1661375	3	San Bernardino, California, United States	US	USCA	34.1083	-117.29	1661375	3	San Bernardino, California, United States	US	USCA	34.1083	-117.29	1661375	20170411	http://www.grandforksherald.com/news/4248485-gunman-kills-woman-wounds-two-students-kills-self-california-classroom
645542788	20170411	201704	2017	2017.2767	USA	UNITED STATES	USA								NGOCHR	HABITAT FOR HUMANITY				CHR		NGO			1	040	040	04	1	1.0	4	1	4	1.1764705882353	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://www.samaritanmag.com/features/qa-habitat-humanity-ceo-talks-housing-crisis-and-new-home-key-campaign
645543223	20170411	201704	2017	2017.2767	bar	BARI			bar																0	010	010	01	1	0.0	6	1	6	-2.07253886010363	2	California, United States	US	USCA	36.17	-119.746	CA	0							2	California, United States	US	USCA	36.17	-119.746	CA	20170411	https://www.itnonline.com/article/emerging-technologies-prostate-cancer
645543224	20170411	201704	2017	2017.2767	bar	BARI			bar						USA	UNITED STATES	USA								0	010	010	01	1	0.0	2	1	2	-2.07253886010363	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170411	https://www.itnonline.com/article/emerging-technologies-prostate-cancer
645543225	20170411	201704	2017	2017.2767	bho	BHOJPURI			bho						INDGOV	UTTAR PRADESH	IND					GOV			0	051	051	05	1	3.4	8	1	8	0.45071526553008	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	20170411	https://wn.com/Chief_Information_Officer
645543226	20170411	201704	2017	2017.2767	bho	BHOJPURI			bho						INDGOV	UTTAR PRADESH	IND					GOV			0	051	051	05	1	3.4	2	1	2	0.45071526553008	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170411	https://wn.com/Chief_Information_Officer
645543227	20170411	201704	2017	2017.2767	chr	CHEROKEE			chr						USA	IOWA	USA								1	015	015	01	1	0.0	16	2	16	-12.7442249568221	3	Plymouth County, Iowa, United States	US	USIA	42.7333	-96.2336	465263	3	Plymouth County, Iowa, United States	US	USIA	42.7333	-96.2336	465263	3	Plymouth County, Iowa, United States	US	USIA	42.7333	-96.2336	465263	20170411	http://kscj.com/2017/04/10/ebert-agrees-to-new-plea-deal-in-plymouth-county-crash-case/
645543231	20170411	201704	2017	2017.2767	haw	HAWAIIAN			haw																0	084	084	08	2	7.0	2	1	2	-2.12071778140293	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	0							2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170411	https://article.wn.com/view/2017/04/11/Wild_deer_should_be_killed_en_masse_to_help_woodland_birds_s/
645543232	20170411	201704	2017	2017.2767	haw	HAWAIIAN			haw																0	084	084	08	2	7.0	1	1	1	-2.12071778140293	2	Puerto Rico, United States	US	USPR	18.2766	-66.335	PR	0							2	Puerto Rico, United States	US	USPR	18.2766	-66.335	PR	20170411	https://article.wn.com/view/2017/04/11/Wild_deer_should_be_killed_en_masse_to_help_woodland_birds_s/
645543233	20170411	201704	2017	2017.2767	haw	HAWAIIAN			haw																0	192	192	19	4	-9.5	2	1	2	-2.62068965517241	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	0							2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170411	http://www.huffingtonpost.com/entry/change-federal-law-on-bumping-passengers-to-avoid-repeat_us_58ebfa98e4b0ea028d568c13?cgs&ncid=inblnkushpmg00000009
645543234	20170411	201704	2017	2017.2767	haw	HAWAIIAN			haw						USA	UNITED STATES	USA								0	084	084	08	2	7.0	1	1	1	-2.12071778140293	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170411	https://article.wn.com/view/2017/04/11/Wild_deer_should_be_killed_en_masse_to_help_woodland_birds_s/
645543235	20170411	201704	2017	2017.2767	haw	HAWAIIAN			haw						USA	UNITED STATES	USA								0	084	084	08	2	7.0	1	1	1	-2.12071778140293	2	Puerto Rico, United States	US	USPR	18.2766	-66.335	PR	2	Puerto Rico, United States	US	USPR	18.2766	-66.335	PR	2	Puerto Rico, United States	US	USPR	18.2766	-66.335	PR	20170411	https://article.wn.com/view/2017/04/11/Wild_deer_should_be_killed_en_masse_to_help_woodland_birds_s/
645543236	20170411	201704	2017	2017.2767	haw	HAWAIIAN			haw						USA	UNITED STATES	USA								0	190	190	19	4	-10.0	1	1	1	-2.12071778140293	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170411	https://article.wn.com/view/2017/04/11/Wild_deer_should_be_killed_en_masse_to_help_woodland_birds_s/
645543237	20170411	201704	2017	2017.2767	haw	HAWAIIAN			haw						USA	UNITED STATES	USA								0	190	190	19	4	-10.0	1	1	1	-2.12071778140293	2	Puerto Rico, United States	US	USPR	18.2766	-66.335	PR	2	Puerto Rico, United States	US	USPR	18.2766	-66.335	PR	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170411	https://article.wn.com/view/2017/04/11/Wild_deer_should_be_killed_en_masse_to_help_woodland_birds_s/
645543238	20170411	201704	2017	2017.2767	haw	HAWAIIAN			haw						USA	UNITED STATES	USA								0	192	192	19	4	-9.5	12	2	12	-1.31034482758621	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170411	http://www.huffingtonpost.com/entry/change-federal-law-on-bumping-passengers-to-avoid-repeat_us_58ebfa98e4b0ea028d568c13?cgs&ncid=inblnkushpmg00000009
645543239	20170411	201704	2017	2017.2767	idg	INDIGENOUS			idg																1	010	010	01	1	0.0	12	1	12	-4.4950892310399	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://www.huffingtonpost.com/entry/white-supremacist-hate-heidi-beirich-southern-poverty-law-center_us_58eb8bb8e4b00de1410519c9?b4d&ncid=inblnkushpmg00000009
645543242	20170411	201704	2017	2017.2767	idg	INDIGENOUS			idg						USA	UNITED STATES	USA								1	010	010	01	1	0.0	8	1	8	-4.4950892310399	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170411	http://www.huffingtonpost.com/entry/white-supremacist-hate-heidi-beirich-southern-poverty-law-center_us_58eb8bb8e4b00de1410519c9?b4d&ncid=inblnkushpmg00000009
645543243	20170411	201704	2017	2017.2767	sal	SALISH			sal																1	090	090	09	2	-2.0	10	1	10	1.23762376237623	2	Montana, United States	US	USMT	46.9048	-110.326	MT	0							2	Montana, United States	US	USMT	46.9048	-110.326	MT	20170411	http://flatheadbeacon.com/2017/04/10/senate-committee-advances-invasive-species-bill/
645546216	20170411	201704	2017	2017.2767	CHR	CHRISTIAN				CHR															0	020	020	02	1	3.0	6	1	6	-2.04638472032742	1	United States	US	US	38	-97	US	0							1	United States	US	US	38	-97	US	20170411	http://legalinsurrection.com/2017/04/passover-2017-is-no-different-in-every-generation-they-rise-against-us-to-destroy-us/
645546217	20170411	201704	2017	2017.2767	CHR	CHRISTIAN				CHR					USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	-2.04638472032742	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170411	http://legalinsurrection.com/2017/04/passover-2017-is-no-different-in-every-generation-they-rise-against-us-to-destroy-us/
645547067	20170411	201704	2017	2017.2767	GOV	PRESIDENT						GOV			haw	HAWAIIAN			haw						1	020	020	02	1	3.0	4	2	4	-6.00103199174406	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170411	http://www.hawaiifreepress.com/ArticlesMain/tabid/56/ID/19474/Top-Dems-Attack-Gabbard-After-She-Fails-to-Blame-Assad-for-Gas-Attack.aspx
645547191	20170411	201704	2017	2017.2767	ISR	ISRAELI	ISR								JEW	JEWISH				JEW					0	040	040	04	1	1.0	1	1	1	-1.24555160142349	1	United States	US	US	38	-97	US	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	32.0667	34.7667	-781545	1	United States	US	US	38	-97	US	20170411	http://www.echoroukonline.com/ara/articles/519780.html
645547229	20170411	201704	2017	2017.2767	JEW	JEWISH				JEW															0	020	020	02	1	3.0	13	2	13	-2.34336238152789	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	https://azjewishpost.com/2017/analysis-is-mike-pences-marriage-rule-anti-women-or-pro-religion/
645547230	20170411	201704	2017	2017.2767	JEW	JEWISH				JEW															1	051	051	05	1	3.4	6	1	6	0.37593984962406	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	0							3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170411	http://perezhilton.com/2017-04-10-ivanka-trump-white-house-easter-egg-roll-celebs-who-have-converted-to-judaism
645547233	20170411	201704	2017	2017.2767	JEW	JEWISH				JEW					ISR	ISRAELI	ISR								0	040	040	04	1	1.0	1	1	1	-1.24555160142349	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	32.0667	34.7667	-781545	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170411	http://www.echoroukonline.com/ara/articles/519780.html
645547716	20170411	201704	2017	2017.2767	MOS	MUSLIM				MOS															1	010	010	01	1	0.0	4	1	4	-3.29113924050633	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	0							3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	20170411	http://news.wgbh.org/2017/04/10/local-news/theresa-mays-headscarf-comments-cause-controversy
645547728	20170411	201704	2017	2017.2767	MOS	MUSLIM				MOS					USA	UNITED STATES	USA								1	020	020	02	1	3.0	4	1	4	1.5015015015015	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170411	http://www.wowt.com/content/news/City-Council-candidate-drops-out-of-the-general-election-after-anti-Muslim-comments-419086904.html
645547729	20170411	201704	2017	2017.2767	MOS	ISLAMIC				MOS					USA	UNITED STATES	USA								0	190	190	19	4	-10.0	4	1	4	-3.31890331890332	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170411	http://ekosvoice.com/2017/04/11/uk-defense-minister-russia-responsible-by-proxy-for-syria.html
645547733	20170411	201704	2017	2017.2767	MOSSHIUAF	SHIITE				MOS	SHI	UAF			MOS	ISLAMIC				MOS					1	190	190	19	4	-10.0	1	1	1	-3.86965376782077	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170411	http://www.union-bulletin.com/news/national/trump-s-military-strikes-in-syria-complicated-by-iran-s/article_2ff99e27-0b4d-5e6e-8b04-7dd5b7669967.html
645547734	20170411	201704	2017	2017.2767	MOSSHIUAF	SHIITE				MOS	SHI	UAF			MOS	ISLAMIC				MOS					1	190	190	19	4	-10.0	1	1	1	-3.86965376782077	2	Washington, United States	US	USWA	47.3917	-121.571	WA	1	Iraq	IZ	IZ	33	44	IZ	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170411	http://www.union-bulletin.com/news/national/trump-s-military-strikes-in-syria-complicated-by-iran-s/article_2ff99e27-0b4d-5e6e-8b04-7dd5b7669967.html
645547735	20170411	201704	2017	2017.2767	MOSSHIUAF	SHIITE				MOS	SHI	UAF			MOS	ISLAMIC				MOS					1	190	190	19	4	-10.0	1	1	1	-3.86965376782077	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170411	http://www.union-bulletin.com/news/national/trump-s-military-strikes-in-syria-complicated-by-iran-s/article_2ff99e27-0b4d-5e6e-8b04-7dd5b7669967.html
645547760	20170411	201704	2017	2017.2767	NGOUSAJEW	ANTI DEFAMATION LEAGUE	USA			JEW		NGO													0	010	010	01	1	0.0	6	1	6	-0.96308186195826	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	0							3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	20170411	http://www.newsweek.com/passover-2017-trump-pharaoh-seder-581910
645547761	20170411	201704	2017	2017.2767	NGOUSAJEW	ANTI DEFAMATION LEAGUE	USA			JEW		NGO													0	020	020	02	1	3.0	6	1	6	-0.96308186195826	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	0							3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	20170411	http://www.newsweek.com/passover-2017-trump-pharaoh-seder-581910
645547762	20170411	201704	2017	2017.2767	NGOUSAJEW	ANTI DEFAMATION LEAGUE	USA			JEW		NGO			USA	UNITED STATES	USA								0	010	010	01	1	0.0	4	1	4	-0.96308186195826	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	20170411	http://www.newsweek.com/passover-2017-trump-pharaoh-seder-581910
