645538494	20170411	201704	2017	2017.2767											haw	HAWAIIAN			haw						0	190	190	19	4	-10.0	1	1	1	-2.12071778140293	0							2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170411	https://article.wn.com/view/2017/04/11/Wild_deer_should_be_killed_en_masse_to_help_woodland_birds_s/
645538510	20170411	201704	2017	2017.2767	AFR	AFRICA	AFR								CHRPRO230	METHODIST				CHR	PRO				1	173	173	17	4	-5.0	36	6	36	-13.4827312533197	2	Indiana, United States	US	USIN	39.8647	-86.2604	IN	2	Indiana, United States	US	USIN	39.8647	-86.2604	IN	2	Indiana, United States	US	USIN	39.8647	-86.2604	IN	20170411	http://www.prokerala.com/news/articles/a732004.html
645538941	20170411	201704	2017	2017.2767	CHR	CHRISTIANITY				CHR															1	010	010	01	1	0.0	102	17	102	-0.205332440044168	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://delmarvapublicradio.net/post/catholics-build-intentional-community-minded-believers
645538944	20170411	201704	2017	2017.2767	CHR	CHRISTIAN				CHR					IRN	IRAN	IRN								1	173	173	17	4	-5.0	6	1	6	-1.85185185185185	3	Boise, Idaho, United States	US	USID	43.6135	-116.203	400590	3	Boise, Idaho, United States	US	USID	43.6135	-116.203	400590	3	Boise, Idaho, United States	US	USID	43.6135	-116.203	400590	20170411	http://www.christianpost.com/news/pastor-saeed-abedini-claims-franklin-graham-used-him-offered-little-help-180033/
645538946	20170411	201704	2017	2017.2767	CHRCTH	CATHOLIC				CHR	CTH				USA	UNITED STATES	USA								0	020	020	02	1	3.0	16	4	16	0.367452506504548	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170411	http://www.patheos.com/blogs/catholicnews/2017/04/with-united-voice-thousands-of-catholics-visit-texas-capitol/
645539281	20170411	201704	2017	2017.2767	CVL	COMMUNITY						CVL			CHR	CHRISTIAN				CHR					0	020	020	02	1	3.0	100	17	100	-0.205332440044168	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://delmarvapublicradio.net/post/catholics-build-intentional-community-minded-believers
645539555	20170411	201704	2017	2017.2767	EDU	SCHOOL						EDU			NRMRAC020	CREATIVITY				NRM					1	051	051	05	1	3.4	5	1	5	5.45454545454546	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170411	http://www.mlive.com/news/grand-rapids/index.ssf/2017/04/grand_rapids_toy_designer_to_p.html
645539634	20170411	201704	2017	2017.2767	EGY	EGYPT	EGY								IMGMOSALQ	AL QAEDA		ALQ		MOS		IMG			0	112	112	11	3	-2.0	1	1	1	-7.1097372488408	4	Cairo, Al Qahirah, Egypt	EG	EG11	30.05	31.25	-290692	1	Syria	SY	SY	35	38	SY	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://www.arabnews.com/node/1082536/middle-east
645539635	20170411	201704	2017	2017.2767	EGY	ALEXANDRIA	EGY								IMGMOSALQ	AL QAEDA		ALQ		MOS		IMG			0	112	112	11	3	-2.0	3	1	3	-7.1097372488408	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Syria	SY	SY	35	38	SY	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://www.arabnews.com/node/1082536/middle-east
645540087	20170411	201704	2017	2017.2767	GOV	AUTHORITIES						GOV			MOS	ISLAMIC				MOS					1	1123	112	11	3	-2.0	3	2	2	-7.12031711236344	3	San Bernardino, California, United States	US	USCA	34.1083	-117.29	1661375	3	North Park, California, United States	US	USCA	32.7409	-117.131	1661118	3	North Park, California, United States	US	USCA	32.7409	-117.131	1661118	20170411	http://www.financialexpress.com/world-news/gunman-kills-woman-wounds-two-students-kills-self-in-california-classroom/623336/
645540088	20170411	201704	2017	2017.2767	GOV	AUTHORITIES						GOV			MOS	ISLAMIC				MOS					1	1123	112	11	3	-2.0	2	2	2	-7.12031711236344	3	San Bernardino, California, United States	US	USCA	34.1083	-117.29	1661375	3	North Park, California, United States	US	USCA	32.7409	-117.131	1661118	3	San Bernardino, California, United States	US	USCA	34.1083	-117.29	1661375	20170411	http://www.financialexpress.com/world-news/gunman-kills-woman-wounds-two-students-kills-self-in-california-classroom/623336/
645540089	20170411	201704	2017	2017.2767	GOV	AUTHORITIES						GOV			MOS	ISLAMIC				MOS					1	1123	112	11	3	-2.0	16	3	13	-6.61953725093892	3	San Bernardino, California, United States	US	USCA	34.1083	-117.29	1661375	3	San Bernardino, California, United States	US	USCA	34.1083	-117.29	1661375	3	San Bernardino, California, United States	US	USCA	34.1083	-117.29	1661375	20170411	https://www.thequint.com/world/2017/04/10/multiple-gunshot-victims-at-san-bernardino-california-elementary-school-fire-officials
645540102	20170411	201704	2017	2017.2767	GOV	GOVERNMENT						GOV			NGOCHR	HABITAT FOR HUMANITY				CHR		NGO			1	040	040	04	1	1.0	6	1	6	1.1764705882353	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://www.samaritanmag.com/features/qa-habitat-humanity-ceo-talks-housing-crisis-and-new-home-key-campaign
645540365	20170411	201704	2017	2017.2767	IRN	IRAN	IRN								CHR	CHRISTIAN				CHR					1	173	173	17	4	-5.0	2	1	2	-1.85185185185185	1	Iran	IR	IR	32	53	IR	3	Boise, Idaho, United States	US	USID	43.6135	-116.203	400590	3	Boise, Idaho, United States	US	USID	43.6135	-116.203	400590	20170411	http://www.christianpost.com/news/pastor-saeed-abedini-claims-franklin-graham-used-him-offered-little-help-180033/
645540578	20170411	201704	2017	2017.2767	JUD	FEDERAL COURT						JUD			CHRPRO230	METHODIST				CHR	PRO				1	173	173	17	4	-5.0	2	1	2	-11.3590263691684	3	Emanuel African Methodist Episcopal Church, South Carolina, United States	US	USSC	32.7874	-79.9331	1252822	3	Emanuel African Methodist Episcopal Church, South Carolina, United States	US	USSC	32.7874	-79.9331	1252822	3	Emanuel African Methodist Episcopal Church, South Carolina, United States	US	USSC	32.7874	-79.9331	1252822	20170411	http://www.teenvogue.com/story/charleston-church-shooter-dylann-roof-pleads-guilty-to-9-state-murder-counts
645540579	20170411	201704	2017	2017.2767	JUD	FEDERAL COURT						JUD			CHRPRO230	METHODIST				CHR	PRO				1	173	173	17	4	-5.0	2	1	2	-11.3590263691684	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://www.teenvogue.com/story/charleston-church-shooter-dylann-roof-pleads-guilty-to-9-state-murder-counts
645541027	20170411	201704	2017	2017.2767	MIL	MILITARY						MIL			MOS	ISLAMIC				MOS					0	190	190	19	4	-10.0	1	1	1	-7.37564322469983	4	Raqqa, Ar Raqqah, Syria	SY	SY04	35.95	39.0167	-2538949	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170411	https://www.wsj.com/articles/islamic-state-attack-on-rebel-base-in-syria-sparks-rare-close-battle-1491864724
645541029	20170411	201704	2017	2017.2767	MIL	MILITARY						MIL			MOS	ISLAMIC				MOS					0	190	190	19	4	-10.0	7	1	7	-7.37564322469983	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170411	https://www.wsj.com/articles/islamic-state-attack-on-rebel-base-in-syria-sparks-rare-close-battle-1491864724
645541126	20170411	201704	2017	2017.2767	MOS	ISLAMIC				MOS					MIL	MILITARY						MIL			0	190	190	19	4	-10.0	2	1	2	-7.37564322469983	1	United States	US	US	38	-97	US	4	Raqqa, Ar Raqqah, Syria	SY	SY04	35.95	39.0167	-2538949	1	United States	US	US	38	-97	US	20170411	https://www.wsj.com/articles/islamic-state-attack-on-rebel-base-in-syria-sparks-rare-close-battle-1491864724
645541127	20170411	201704	2017	2017.2767	MOS	ISLAMIC				MOS					MIL	MILITARY						MIL			0	190	190	19	4	-10.0	8	1	8	-7.37564322469983	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170411	https://www.wsj.com/articles/islamic-state-attack-on-rebel-base-in-syria-sparks-rare-close-battle-1491864724
645541138	20170411	201704	2017	2017.2767	MOSSHIUAF	SHIITE				MOS	SHI	UAF			MOS	ISLAMIC				MOS					1	190	190	19	4	-10.0	32	28	32	-5.23840830037918	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://www.thedailytimes.com/news/nation_world/trump-s-military-strikes-in-syria-complicated-by-iran-s/article_6516f8aa-7c2c-5573-afd0-25076ad44bc7.html
