621749889	20161230	201612	2016	2016.9863	MOS	ISLAMIC				MOS					CVL	COMMUNITY						CVL			0	051	051	05	1	3.4	2	2	2	-2.2427755861317	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	20170129	http://www.newdelhitimes.com/a-mix-of-despair-and-resolve-for-us-muslims-in-trump-era123/
621749890	20161230	201612	2016	2016.9863	MOS	ISLAMIC				MOS					CVL	COMMUNITY						CVL			0	051	051	05	1	3.4	4	2	4	-2.2427755861317	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	20170129	http://www.newdelhitimes.com/a-mix-of-despair-and-resolve-for-us-muslims-in-trump-era123/
621749891	20161230	201612	2016	2016.9863	MOS	ISLAMIC				MOS					CVL	COMMUNITY						CVL			0	051	051	05	1	3.4	4	2	4	-2.2427755861317	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	20170129	http://www.newdelhitimes.com/a-mix-of-despair-and-resolve-for-us-muslims-in-trump-era123/
621749892	20161230	201612	2016	2016.9863	MOS	ISLAMIC				MOS					CVL	COMMUNITY						CVL			0	051	051	05	1	3.4	4	2	4	-2.2427755861317	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	20170129	http://www.newdelhitimes.com/a-mix-of-despair-and-resolve-for-us-muslims-in-trump-era123/
621750122	20170129	201701	2017	2017.0795											MOS	ISLAMIC				MOS					0	020	020	02	1	3.0	4	4	4	-0.24834437086093	0							4	Mecca, Makkah, Saudi Arabia	SA	SA14	21.4267	39.8261	-3096949	3	Westport, Connecticut, United States	US	USCT	41.1415	-73.3579	212029	20170129	http://www.stamfordadvocate.com/local/article/Stamford-area-Muslims-see-education-as-key-to-10891434.php
621750126	20170129	201701	2017	2017.0795											MOS	MUSLIM				MOS					0	043	043	04	1	2.8	2	1	2	-1.81658365074714	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170129	http://www.heraldsun.com.au/business/work/us-civil-rights-groups-file-a-legal-challenge-over-donald-trumps-sevencountry-muslim-ban/news-story/96b01e72f4471fde57a297e6e1efca9f?nk=af2bc1cb858c161edc294774544fc107-1485647208
621750129	20170129	201701	2017	2017.0795											MOS	MUSLIM				MOS					1	120	120	12	3	-4.0	16	2	16	-5.80357142857143	0							1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170129	http://www.foxnews.com/opinion/2017/01/28/trumps-immigrant-ban-part-long-sad-tradition.html
621750132	20170129	201701	2017	2017.0795											MOS	MUSLIM				MOS					1	130	130	13	3	-4.4	118	13	118	-6.65386541184301	0							1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170129	http://www.nbcnews.com/storyline/syrias-suffering-families/syrian-refugees-see-dream-better-life-crushed-trump-ban-n713621?cid=public-rss_20170128
621750133	20170129	201701	2017	2017.0795											MOS	MUSLIM				MOS					0	173	173	17	4	-5.0	90	9	90	-2.14874358841296	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170129	http://www.iraqsun.com/index.php/sid/251290053
621750333	20170129	201701	2017	2017.0795	AUS	AUSTRALIA	AUS								idg	INDIGENOUS			idg						1	020	020	02	1	3.0	5	4	5	5.10688836104513	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170129	http://www.brisbanetimes.com.au/act-news/canberra-life/craft-acts-mel-george-receives-indigenous-fellowship-for-mfa-at-nida-20170126-gtzcyh.html
