643202075	20170404	201704	2017	2017.2575	CHRCTH	THE POPE				CHR	CTH														1	017	017	01	1	0.0	168	22	168	-5.78931107313024	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	0							3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	20170404	http://www.timescolonist.com/teen-admits-plotting-to-kill-pope-during-philadelphia-trip-1.13930392
643202353	20170404	201704	2017	2017.2575	GOV	GOVERNMENT						GOV			nav	NAVAJO			nav						0	016	016	01	1	-2.0	18	4	18	-5.0600165454832	3	Albuquerque, New Mexico, United States	US	USNM	35.0845	-106.651	928679	2	New Mexico, United States	US	USNM	34.8375	-106.237	NM	3	Albuquerque, New Mexico, United States	US	USNM	35.0845	-106.651	928679	20170404	http://gazette.com/losses-from-colorado-mine-spill-may-be-less-than-feared/article/feed/452728
643202354	20170404	201704	2017	2017.2575	GOV	GOVERNMENT						GOV			nav	NAVAJO			nav						0	016	016	01	1	-2.0	102	27	102	-4.7793920474556	2	New Mexico, United States	US	USNM	34.8375	-106.237	NM	2	New Mexico, United States	US	USNM	34.8375	-106.237	NM	2	New Mexico, United States	US	USNM	34.8375	-106.237	NM	20170404	http://www.hawaiinewsnow.com/story/35053420/losses-from-colorado-mine-spill-may-be-less-than-feared
643202394	20170404	201704	2017	2017.2575	IRQ	IRAQ	IRQ								MOS	ISLAMIC				MOS					0	043	043	04	1	2.8	18	3	18	-0.63986304037651	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	North Korea	KN	KN	40	127	KN	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170404	https://www.washingtonpost.com/world/national-security/ambassador-to-the-un-says-us-leverage-for-mideast-peace-not-harmed-by-support-for-israel/2017/04/03/d3c10f72-9b0f-4e64-a83a-707ed540b5c0_story.html
643202567	20170404	201704	2017	2017.2575	MOS	ISLAMIC				MOS					IRQ	IRAQ	IRQ								0	042	042	04	1	1.9	15	3	15	-0.63986304037651	1	North Korea	KN	KN	40	127	KN	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170404	https://www.washingtonpost.com/world/national-security/ambassador-to-the-un-says-us-leverage-for-mideast-peace-not-harmed-by-support-for-israel/2017/04/03/d3c10f72-9b0f-4e64-a83a-707ed540b5c0_story.html
643202570	20170404	201704	2017	2017.2575	MOS	MUSLIM				MOS					USA	UNITED STATES	USA								1	172	172	17	4	-5.0	64	8	64	-3.6854872421301	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170404	http://www.10news.com/newsy/mexican-tourists-might-choose-canada-over-us-under-trump
643202571	20170404	201704	2017	2017.2575	MOS	MUSLIM				MOS					USAGOV	THE WHITE HOUSE	USA					GOV			1	172	172	17	4	-5.0	16	8	16	-3.6854872421301	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170404	http://www.10news.com/newsy/mexican-tourists-might-choose-canada-over-us-under-trump
643202934	20170404	201704	2017	2017.2575	USA	UNITED STATES	USA								MOS	MUSLIM				MOS					1	020	020	02	1	3.0	32	8	32	-3.6854872421301	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170404	http://www.10news.com/newsy/mexican-tourists-might-choose-canada-over-us-under-trump
643203026	20170404	201704	2017	2017.2575	USAGOV	THE WHITE HOUSE	USA					GOV			MOS	MUSLIM				MOS					1	020	020	02	1	3.0	48	8	48	-3.6854872421301	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170404	http://www.10news.com/newsy/mexican-tourists-might-choose-canada-over-us-under-trump
643204503	20160404	201604	2016	2016.2575	tms	TAMA			tms						USAMED	THE ASSOCIATED PRESS	USA					MED			0	1123	112	11	3	-2.0	20	9	20	-4.10326599817509	3	Des Moines, Iowa, United States	US	USIA	41.6005	-93.6091	465961	3	Des Moines, Iowa, United States	US	USIA	41.6005	-93.6091	465961	3	Des Moines, Iowa, United States	US	USIA	41.6005	-93.6091	465961	20170404	http://www.wokv.com/news/opposition-grows-iowa-bill-making-many-911-calls-secret/BFETDYnAJ1DCJlJmZWUi7J/
