640991949	20170321	201703	2017	2017.2219	ISR	ISRAEL	ISR								JEW	JEWISH				JEW					0	1383	138	13	3	-7.0	4	2	4	-6.54250806041065	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170328	http://www.clevelandjewishnews.com/news/national_news/white-house-trump-was-right-not-to-jump-to-conclusions/article_cf526af5-f49a-572d-94c2-4be7cfb2ac56.html
640991951	20170321	201703	2017	2017.2219	ISR	ISRAEL	ISR								JEW	JEWISH				JEW					0	1383	138	13	3	-7.0	4	2	4	-6.54250806041065	1	Israel	IS	IS	31.5	34.75	IS	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170328	http://www.clevelandjewishnews.com/news/national_news/white-house-trump-was-right-not-to-jump-to-conclusions/article_cf526af5-f49a-572d-94c2-4be7cfb2ac56.html
640992082	20170328	201703	2017	2017.2411											CHRCTH	CATHOLIC				CHR	CTH				0	042	042	04	1	1.9	7	1	7	-0.20554984583762	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170328	http://www.theamericanconservative.com/dreher/today-in-all-things-benedict-option/
640992548	20170328	201703	2017	2017.2411											USAMOS	AMERICAN	USA			MOS					1	1014	101	10	3	-5.0	90	18	90	-5.05303366964933	0							3	Colorado State University, Colorado, United States	US	USCO	40.5672	-105.594	177310	3	Colorado State University, Colorado, United States	US	USCO	40.5672	-105.594	177310	20170328	https://www.dailysabah.com/islamophobia/2017/03/28/islamophobic-attack-targets-colorado-mosque-as-windows-smashed-biblical-text-thrown-in-by-an-extremist
640992725	20170328	201703	2017	2017.2411	BHR	BAHRAINI	BHR								MOSSHI	SHIITE				MOS	SHI				1	080	080	08	2	5.0	8	1	8	-8.17307692307695	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	20170328	http://www.globalsecurity.org/security/library/news/2017/03/sec-170327-rferl01.htm
640992743	20170328	201703	2017	2017.2411	BUD	BUDDHIST				BUD					GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	8	1	8	4.55407969639468	3	Long Island, New York, United States	US	USNY	43.152	-76.061	955858	3	Long Island, New York, United States	US	USNY	43.152	-76.061	955858	3	Long Island, New York, United States	US	USNY	43.152	-76.061	955858	20170328	https://www.longislandexchange.com/press-releases/new-yorks-hicksville-public-schools-to-close-for-hindu-diwali-holiday/
640992744	20170328	201703	2017	2017.2411	BUD	BUDDHIST				BUD					USAGOV	UNITED STATES	USA					GOV			1	051	051	05	1	3.4	2	1	2	4.55407969639468	2	New York, United States	US	USNY	42.1497	-74.9384	NY	3	Long Island, New York, United States	US	USNY	43.152	-76.061	955858	3	Long Island, New York, United States	US	USNY	43.152	-76.061	955858	20170328	https://www.longislandexchange.com/press-releases/new-yorks-hicksville-public-schools-to-close-for-hindu-diwali-holiday/
640993006	20170328	201703	2017	2017.2411	CHR	CHRISTIAN				CHR					LEG	SENATE						LEG			1	020	020	02	1	3.0	4	1	4	3.74331550802139	4	Jerusalem, Israel (general), Israel	IS	IS00	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	31.7667	35.2333	-797092	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170328	http://www.jpost.com/Breaking-News/US-Senate-Democratic-leader-urges-removal-of-House-intel-panel-chair-485373
640993007	20170328	201703	2017	2017.2411	CHR	CHRISTIAN				CHR					LEG	SENATE						LEG			1	020	020	02	1	3.0	4	1	4	3.74331550802139	4	Jerusalem, Israel (general), Israel	IS	IS00	31.7667	35.2333	-797092	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170328	http://www.jpost.com/Breaking-News/US-Senate-Democratic-leader-urges-removal-of-House-intel-panel-chair-485373
640993009	20170328	201703	2017	2017.2411	CHRCTH	CATHOLIC				CHR	CTH														0	043	043	04	1	2.8	7	1	7	-0.20554984583762	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170328	http://www.theamericanconservative.com/dreher/today-in-all-things-benedict-option/
