628980458	20170219	201702	2017	2017.1342	DEU	GERMANY	DEU								MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	2	1	2	-3.87096774193549	4	Munich, Bayern, Germany	GM	GM02	48.15	11.5833	-1829149	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170219	http://www.presstv.ir/Detail/2017/02/18/511133/Trumps-new-Muslim-ban-to-be-tighter-
628981375	20170219	201702	2017	2017.1342	JEW	JEWISH				JEW					USA	UNITED STATES	USA								0	173	173	17	4	-5.0	15	8	15	-7.11988001185987	1	Israel	IS	IS	31.5	34.75	IS	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	20170219	http://www.msn.com/en-nz/news/world/blind-sheikh-convicted-in-93-world-trade-bombing-dies-in-prison/ar-AAn5nSK
628981432	20170219	201702	2017	2017.1342	JUD	JUDGE						JUD			MOS	MUSLIM				MOS					0	172	172	17	4	-5.0	124	11	124	-3.37025311323981	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170219	http://www.msn.com/en-us/news/politics/dhs-secretary-trump-administration-considering-%E2%80%98more-streamlined%E2%80%99-version-of-travel-ban/ar-AAn5Ejl
628981706	20170219	201702	2017	2017.1342	MOS	IMAM				MOS															1	010	010	01	1	0.0	60	19	57	-1.91392478663747	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	0							3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	20170219	http://www.kltv.com/story/34539231/hundreds-rally-in-dallas-in-support-of-immigrants-refugees
628981715	20170219	201702	2017	2017.1342	MOS	MUSLIM				MOS															0	172	172	17	4	-5.0	20	1	20	3.78741741822426	3	Las Vegas, Nevada, United States	US	USNV	36.175	-115.137	847388	0							3	Las Vegas, Nevada, United States	US	USNV	36.175	-115.137	847388	20170219	http://www.reviewjournal.com/business/tourism/how-magic-landed-las-vegas-pretty-good-trick
628981716	20170219	201702	2017	2017.1342	MOS	MUSLIM				MOS															1	172	172	17	4	-5.0	8	2	8	-5.18791105543377	1	United States	US	US	38	-97	US	0							1	United States	US	US	38	-97	US	20170219	http://www.presstv.ir/Detail/2017/02/18/511133/Trumps-new-Muslim-ban-to-be-tighter-
628981717	20170219	201702	2017	2017.1342	MOS	ISLAM				MOS															0	180	180	18	4	-9.0	122	17	122	-7.72578965430295	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170219	http://www.msn.com/en-nz/news/world/blind-sheikh-convicted-in-93-world-trade-bombing-dies-in-prison/ar-AAn5nSK
628981723	20170219	201702	2017	2017.1342	MOS	ISLAMIC				MOS					GOV	AUTHORITIES						GOV			1	027	027	02	1	4.0	306	31	306	0.711202996473642	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170219	http://www.timesofisrael.com/pence-offers-unwavering-nato-pledge-leaves-open-questions/
628981728	20170219	201702	2017	2017.1342	MOS	IMAM				MOS					RAD	EXTREMIST						RAD			1	120	120	12	3	-4.0	23	19	22	-1.92096827333299	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	20170219	http://www.kltv.com/story/34539231/hundreds-rally-in-dallas-in-support-of-immigrants-refugees
628981729	20170219	201702	2017	2017.1342	MOS	IMAM				MOS					RAD	EXTREMIST						RAD			1	120	120	12	3	-4.0	42	19	40	-1.92096827333299	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	20170219	http://www.kltv.com/story/34539231/hundreds-rally-in-dallas-in-support-of-immigrants-refugees
628981730	20170219	201702	2017	2017.1342	MOS	IMAM				MOS					RAD	EXTREMIST						RAD			1	120	120	12	3	-4.0	40	19	38	-1.92096827333299	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170219	http://www.kltv.com/story/34539231/hundreds-rally-in-dallas-in-support-of-immigrants-refugees
628981737	20170219	201702	2017	2017.1342	MOSSHI	SHIA				MOS	SHI														1	012	012	01	1	-0.4	3	1	3	-2.38095238095238	3	Albuquerque, New Mexico, United States	US	USNM	35.0845	-106.651	928679	0							3	Albuquerque, New Mexico, United States	US	USNM	35.0845	-106.651	928679	20170219	http://www.vulture.com/2017/02/shia-labeoufs-anti-trump-art-project-moves-to-new-mexico.html
628981739	20170219	201702	2017	2017.1342	MOSSHI	SHIA				MOS	SHI				USA	UNITED STATES	USA								1	012	012	01	1	-0.4	1	1	1	-2.38095238095238	2	New Mexico, United States	US	USNM	34.8375	-106.237	NM	2	New Mexico, United States	US	USNM	34.8375	-106.237	NM	2	New Mexico, United States	US	USNM	34.8375	-106.237	NM	20170219	http://www.vulture.com/2017/02/shia-labeoufs-anti-trump-art-project-moves-to-new-mexico.html
628981740	20170219	201702	2017	2017.1342	MOSSHI	SHIA				MOS	SHI				USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	-2.38095238095238	2	New Mexico, United States	US	USNM	34.8375	-106.237	NM	2	New Mexico, United States	US	USNM	34.8375	-106.237	NM	2	New Mexico, United States	US	USNM	34.8375	-106.237	NM	20170219	http://www.vulture.com/2017/02/shia-labeoufs-anti-trump-art-project-moves-to-new-mexico.html
628982066	20170219	201702	2017	2017.1342	UAFJEW	MILITANT				JEW		UAF			EGY	EGYPT	EGY								1	186	186	18	4	-10.0	708	171	708	-9.55862166359097	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Egypt	EG	EG	27	30	EG	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170219	http://theworldlink.com/news/national/obituaries/some-involved-in-omar-abdel-rahman-s-case-had-own/article_aa79296f-7e23-5483-93bb-50bc3a5c91ca.html
628982621	20170219	201702	2017	2017.1342	USA	NEW YORK	USA								IMGMOSALQ	AL QAEDA		ALQ		MOS		IMG			1	173	173	17	4	-5.0	3	1	3	-8.60927152317885	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170219	http://www.theblaze.com/news/2017/02/18/the-blind-sheikh-spiritual-leader-to-islamic-radicals-dies-in-prison/
628982637	20170219	201702	2017	2017.1342	USA	AMERICAN	USA								JEW	JEWISH				JEW					0	010	010	01	1	0.0	5	1	5	-0.35523978685613	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170219	http://jpupdates.com/2017/02/18/israel-the-week-in-review-2/
628982682	20170219	201702	2017	2017.1342	USA	UNITED STATES	USA								MOSSHI	SHIA				MOS	SHI				1	042	042	04	1	1.9	6	2	6	-1.70068027210884	2	New Mexico, United States	US	USNM	34.8375	-106.237	NM	2	New Mexico, United States	US	USNM	34.8375	-106.237	NM	2	New Mexico, United States	US	USNM	34.8375	-106.237	NM	20170219	http://www.vulture.com/2017/02/shia-labeoufs-anti-trump-art-project-moves-to-new-mexico.html
628982708	20170219	201702	2017	2017.1342	USA	HOUSTON	USA								USACHR	TEXAS	USA			CHR					1	042	042	04	1	1.9	12	4	12	-1.26366486015608	3	Forest Park, Texas, United States	US	USTX	33.7526	-96.5394	1357567	3	Forest Park, Texas, United States	US	USTX	33.7526	-96.5394	1357567	3	Forest Park, Texas, United States	US	USTX	33.7526	-96.5394	1357567	20170219	http://www.bradenton.com/news/nation-world/national/article133618629.html
628982709	20170219	201702	2017	2017.1342	USA	UNITED STATES	USA								USACHR	UNITED STATES	USA			CHR					1	042	042	04	1	1.9	8	4	8	-1.26366486015608	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170219	http://www.bradenton.com/news/nation-world/national/article133618629.html
628982710	20170219	201702	2017	2017.1342	USA	HOUSTON	USA								USACHR	TEXAS	USA			CHR					1	042	042	04	1	1.9	20	4	20	-1.26366486015608	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170219	http://www.bradenton.com/news/nation-world/national/article133618629.html
