638822394	20160321	201603	2016	2016.2219	JEWCVL	JEWISH				JEW		CVL													0	1383	138	13	3	-7.0	72	9	72	-2.91948722275134	2	Florida, United States	US	USFL	27.8333	-81.717	FL	0							2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170321	http://www.philippinetimes.com/index.php/sid/252477514
638822879	20170321	201703	2017	2017.2219											MOS	MUSLIM				MOS					1	130	130	13	3	-4.4	2	1	2	-2.38095238095238	0							3	Missoula, Montana, United States	US	USMT	46.8721	-113.994	787504	2	Montana, United States	US	USMT	46.9048	-110.326	MT	20170321	http://ypradio.org/post/house-gives-preliminary-approval-bill-banning-montana-courts-enforcing-foreign-laws
638822880	20170321	201703	2017	2017.2219											MOS	MUSLIM				MOS					1	130	130	13	3	-4.4	8	1	8	-2.38095238095238	0							2	Montana, United States	US	USMT	46.9048	-110.326	MT	2	Montana, United States	US	USMT	46.9048	-110.326	MT	20170321	http://ypradio.org/post/house-gives-preliminary-approval-bill-banning-montana-courts-enforcing-foreign-laws
638824651	20170321	201703	2017	2017.2219	GOV	AUTHORITIES						GOV			MOS	ISLAMIC				MOS					1	040	040	04	1	1.0	13	3	13	-5.44573779648583	3	Des Moines, Iowa, United States	US	USIA	41.6005	-93.6091	465961	3	Des Moines, Iowa, United States	US	USIA	41.6005	-93.6091	465961	3	Des Moines, Iowa, United States	US	USIA	41.6005	-93.6091	465961	20170321	http://www.thepublicopinion.com/news/associated_press/politics/iowa-mosque-gets-threatening-note-calling-muslims-vile/article_e80bee52-7318-531b-8f48-65e2b54eb52a.html
638824652	20170321	201703	2017	2017.2219	GOV	AUTHORITIES						GOV			MOS	ISLAMIC				MOS					1	040	040	04	1	1.0	2	1	2	-6.21468926553672	3	Des Moines, Iowa, United States	US	USIA	41.6005	-93.6091	465961	3	Des Moines, Iowa, United States	US	USIA	41.6005	-93.6091	465961	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	20170321	http://www.dnaindia.com/world/report-iowa-mosque-gets-threatening-note-calling-muslims-vile-2361382
638824653	20170321	201703	2017	2017.2219	GOV	AUTHORITIES						GOV			MOS	ISLAMIC				MOS					1	046	046	04	1	7.0	15	3	15	-5.44573779648583	3	Des Moines, Iowa, United States	US	USIA	41.6005	-93.6091	465961	3	Des Moines, Iowa, United States	US	USIA	41.6005	-93.6091	465961	3	Des Moines, Iowa, United States	US	USIA	41.6005	-93.6091	465961	20170321	http://www.thepublicopinion.com/news/associated_press/politics/iowa-mosque-gets-threatening-note-calling-muslims-vile/article_e80bee52-7318-531b-8f48-65e2b54eb52a.html
638825017	20170321	201703	2017	2017.2219	JEW	RABBI				JEW															1	010	010	01	1	0.0	4	1	4	0	3	Blacksburg, Virginia, United States	US	USVA	37.8187	-79.3192	1481840	0							3	Blacksburg, Virginia, United States	US	USVA	37.8187	-79.3192	1481840	20170321	http://www.chabad.org/news/article_cdo/aid/3624797/jewish/Rally-at-Virginia-Tech-to-Counter-Anti-Semitic-Leaflets-Left-at-Chabad.htm
638825018	20170321	201703	2017	2017.2219	JEW	RABBI				JEW															1	010	010	01	1	0.0	7	2	7	0.940438871473355	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	0							2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170321	http://www.chabad.org/news/article_cdo/aid/3624797/jewish/Rally-at-Virginia-Tech-to-Counter-Anti-Semitic-Leaflets-Left-at-Chabad.htm
638825020	20170321	201703	2017	2017.2219	JEW	JEWISH				JEW															0	172	172	17	4	-5.0	18	9	18	-2.91948722275134	3	Jewish Theological Seminary, New York, United States	US	USNY	40.8119	-73.9608	2083646	0							3	Jewish Theological Seminary, New York, United States	US	USNY	40.8119	-73.9608	2083646	20170321	http://www.philippinetimes.com/index.php/sid/252477514
638825023	20170321	201703	2017	2017.2219	JEWCVL	JEWISH				JEW		CVL													0	110	110	11	3	-2.0	1	1	1	-1.86335403726708	3	Berkeley, California, United States	US	USCA	37.8716	-122.273	1658037	0							3	Berkeley, California, United States	US	USCA	37.8716	-122.273	1658037	20170321	http://www.jweekly.com/2017/03/20/why-i-will-keep-protesting-for-animal-rights-at-urban-adamah/
