642107362	20170331	201703	2017	2017.2493	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	040	040	04	1	1.0	81	38	81	-4.91480171187462	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170331	http://wbt.com/trump-predicts-very-difficult-meeting-with-chinas-leader/
642107363	20170331	201703	2017	2017.2493	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	040	040	04	1	1.0	1150	194	1150	-4.79267912407675	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170331	http://wbt.com/trump-predicts-very-difficult-meeting-with-chinas-leader/
642107364	20170331	201703	2017	2017.2493	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	-5.91133004926108	1	China	CH	CH	35	105	CH	2	Washington, United States	US	USWA	47.3917	-121.571	WA	1	China	CH	CH	35	105	CH	20170331	http://magicvalley.com/news/national/govt-and-politics/trump-predicts-very-difficult-meeting-with-china-s-leader/article_06f9643d-f2c2-58d8-a758-138db7619629.html
642107365	20170331	201703	2017	2017.2493	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	-5.91133004926108	1	China	CH	CH	35	105	CH	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170331	http://magicvalley.com/news/national/govt-and-politics/trump-predicts-very-difficult-meeting-with-china-s-leader/article_06f9643d-f2c2-58d8-a758-138db7619629.html
642107366	20170331	201703	2017	2017.2493	CHN	BEIJING	CHN								USA	WASHINGTON	USA								0	041	041	04	1	1.0	42	12	42	-1.84823188862746	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Taiwan	TW	TW	23.5	121	TW	20170331	https://www.yahoo.com/news/trump-predicts-very-difficult-china-summit-231055923.html
642107369	20170331	201703	2017	2017.2493	CHN	CHINESE	CHN								USA	UNITED STATES	USA								0	042	042	04	1	1.9	20	6	20	-1.89820772959844	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170331	https://www.yahoo.com/news/trump-predicts-very-difficult-china-summit-231055923.html
642107372	20170331	201703	2017	2017.2493	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	046	046	04	1	7.0	3	1	3	-5.4177794734834	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	20170331	http://www.blacklistednews.com/New_World_Disorder_%E2%80%93_Disintegration_Stage_Commences/57618/0/38/38/Y/M.html
642107374	20170331	201703	2017	2017.2493	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	046	046	04	1	7.0	1	1	1	-5.4177794734834	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	20170331	http://www.blacklistednews.com/New_World_Disorder_%E2%80%93_Disintegration_Stage_Commences/57618/0/38/38/Y/M.html
642107376	20170331	201703	2017	2017.2493	CHN	CHINA	CHN								USA	THE US	USA								0	050	050	05	1	3.5	1	1	1	-1.0028653295129	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170331	http://www.chinadaily.com.cn/opinion/2017-03/31/content_28748391.htm
642107379	20170331	201703	2017	2017.2493	CHN	CHINA	CHN								USAGOV	UNITED STATES	USA					GOV			0	013	013	01	1	0.4	3	2	3	-2.55358462675536	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170331	http://english.chosun.com/site/data/html_dir/2017/03/31/2017033100552.html
642107380	20170331	201703	2017	2017.2493	CHN	CHINESE	CHN								USAGOV	THE WHITE HOUSE	USA					GOV			1	036	036	03	1	4.0	3	2	3	-1.73476929574491	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170331	http://english.chosun.com/site/data/html_dir/2017/03/31/2017033100552.html
642107381	20170331	201703	2017	2017.2493	CHN	CHINESE	CHN								USAGOV	THE WHITE HOUSE	USA					GOV			1	036	036	03	1	4.0	3	2	3	-1.73476929574491	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170331	http://english.chosun.com/site/data/html_dir/2017/03/31/2017033100552.html
642107382	20170331	201703	2017	2017.2493	CHN	CHINESE	CHN								USAGOV	UNITED STATES	USA					GOV			0	040	040	04	1	1.0	1	1	1	-2.42424242424243	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170331	http://english.chosun.com/site/data/html_dir/2017/03/31/2017033100552.html
642107386	20170331	201703	2017	2017.2493	CHNGOV	CHINA	CHN					GOV			CHN	BEIJING	CHN								1	030	030	03	1	4.0	1	1	1	-1.0028653295129	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170331	http://www.chinadaily.com.cn/opinion/2017-03/31/content_28748391.htm
642107393	20170331	201703	2017	2017.2493	CHNGOV	XI JINPING	CHN					GOV			CHNGOV	CHINA	CHN					GOV			1	050	050	05	1	3.5	1	1	1	-3.6144578313253	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170331	http://www.economist.com/news/leaders/21719794-and-bad-americaand-world-trump-presidency-hole?spc=scode&spv=xm&ah=9d7f7ab945510a56fa6d37c30b6f1709
642107401	20170331	201703	2017	2017.2493	CHNGOV	CHINESE	CHN					GOV			USA	FLORIDA	USA								1	036	036	03	1	4.0	3	1	3	-0.8695652173913	4	Lu Kang, Anhui, China	CH	CH01	31.2728	118.337	-1916844	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	South China Sea, Brunei (general), Brunei	BX	BX00	15	115	-1337919	20170331	http://www.business-standard.com/article/international/donald-trump-to-host-xi-jinping-at-his-florida-residence-next-week-117033000963_1.html
642107402	20170331	201703	2017	2017.2493	CHNGOV	CHINA	CHN					GOV			USA	UNITED STATES	USA								1	036	036	03	1	4.0	4	1	4	-2.42424242424243	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170331	http://english.chosun.com/site/data/html_dir/2017/03/31/2017033100552.html
642107404	20170331	201703	2017	2017.2493	CHNGOV	XI JINPING	CHN					GOV			USA	UNITED STATES	USA								1	050	050	05	1	3.5	1	1	1	-3.6144578313253	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170331	http://www.economist.com/news/leaders/21719794-and-bad-americaand-world-trump-presidency-hole?spc=scode&spv=xm&ah=9d7f7ab945510a56fa6d37c30b6f1709
642107405	20170331	201703	2017	2017.2493	CHNGOV	XI JINPING	CHN					GOV			USA	UNITED STATES	USA								1	050	050	05	1	3.5	1	1	1	-3.6144578313253	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170331	http://www.economist.com/news/leaders/21719794-and-bad-americaand-world-trump-presidency-hole?spc=scode&spv=xm&ah=9d7f7ab945510a56fa6d37c30b6f1709
642107406	20170331	201703	2017	2017.2493	CHNGOV	CHINESE	CHN					GOV			USAGOV	THE WHITE HOUSE	USA					GOV			1	036	036	03	1	4.0	2	1	2	-2.42424242424243	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170331	http://english.chosun.com/site/data/html_dir/2017/03/31/2017033100552.html
642107410	20170331	201703	2017	2017.2493	CHNMED	CHINA	CHN					MED			USAMED	UNITED STATES	USA					MED			1	026	026	02	1	4.0	18	9	18	-8.63806263901251	1	China	CH	CH	35	105	CH	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170331	http://www.news.com.au/world/breaking-news/trump-predicts-difficult-chinese-meeting/news-story/d3e9740bb386dbdc50a45168abe40dc2
642108112	20170331	201703	2017	2017.2493	GBR	UNITED KINGDOM	GBR																		0	111	111	11	3	-2.0	1	1	1	-5.4177794734834	4	Chatham, Medway, United Kingdom	UK	UKI3	51.3833	0.516667	-2592300	0							1	United States	US	US	38	-97	US	20170331	http://www.blacklistednews.com/New_World_Disorder_%E2%80%93_Disintegration_Stage_Commences/57618/0/38/38/Y/M.html
642108122	20170331	201703	2017	2017.2493	GBR	UNITED KINGDOM	GBR								GBRJUD	UNITED KINGDOM	GBR					JUD			1	036	036	03	1	4.0	1	1	1	-2.4	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170331	http://singersroom.com/content/2017-03-30/katherine-jackson-ordered-testify-abuse-case-nephew/
642108129	20170331	201703	2017	2017.2493	GBR	UNITED KINGDOM	GBR								NMR	NORTH AMERICA	NMR								1	042	042	04	1	1.9	1	1	1	3.90243902439024	4	Glastonbury, Somerset, United Kingdom	UK	UKM3	51.1467	-2.71444	-2597059	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170331	http://mymix947.com/katy-perry-ed-sheeran-to-play-uks-glastonbury-festival/
642108136	20170331	201703	2017	2017.2493	GBR	UNITED KINGDOM	GBR								USA	KANSAS CITY	USA								1	036	036	03	1	4.0	5	1	5	3.90243902439024	4	Glastonbury, Somerset, United Kingdom	UK	UKM3	51.1467	-2.71444	-2597059	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170331	http://mymix947.com/katy-perry-ed-sheeran-to-play-uks-glastonbury-festival/
642108139	20170331	201703	2017	2017.2493	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	3.90243902439024	4	Glastonbury, Somerset, United Kingdom	UK	UKM3	51.1467	-2.71444	-2597059	1	United States	US	US	38	-97	US	4	Glastonbury, Somerset, United Kingdom	UK	UKM3	51.1467	-2.71444	-2597059	20170331	http://mymix947.com/katy-perry-ed-sheeran-to-play-uks-glastonbury-festival/
642108140	20170331	201703	2017	2017.2493	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	3.90243902439024	4	Glastonbury, Somerset, United Kingdom	UK	UKM3	51.1467	-2.71444	-2597059	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170331	http://mymix947.com/katy-perry-ed-sheeran-to-play-uks-glastonbury-festival/
642108154	20170331	201703	2017	2017.2493	GBRJUD	UNITED KINGDOM	GBR					JUD			GBR	UNITED KINGDOM	GBR								1	051	051	05	1	3.4	1	1	1	-2.4	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170331	http://singersroom.com/content/2017-03-30/katherine-jackson-ordered-testify-abuse-case-nephew/
642108334	20170331	201703	2017	2017.2493	GOV	PRESIDENT						GOV			CHN	CHINESE	CHN								1	040	040	04	1	1.0	3	2	3	-0.712121212121215	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170331	http://english.chosun.com/site/data/html_dir/2017/03/31/2017033100552.html
642108556	20170331	201703	2017	2017.2493	GOV	AUTHORITIES						GOV			USA	UNITED STATES	USA								1	100	100	10	3	-5.0	2	1	2	-6.45431684828164	4	Puerto Vallarta, Jalisco, Mexico	MX	MX14	20.6167	-105.25	-1690444	3	El Paso, Texas, United States	US	USTX	31.7587	-106.487	1380946	4	Puerto Vallarta, Jalisco, Mexico	MX	MX14	20.6167	-105.25	-1690444	20170331	http://www.latimes.com/world/mexico-americas/la-fg-mexico-nayarit-veytia-20170329-story.html
