624006020	20170204	201702	2017	2017.0932											CAN	CANADA	CAN								0	0211	021	02	1	3.4	1	1	1	-1.01522842639594	0							4	Hudson Bay, Saskatchewan, Canada	CA	CA11	52.85	-102.383	-566434	3	Brookfield, New York, United States	US	USNY	42.8128	-75.3177	944832	20170204	http://www.msn.com/en-us/news/other/macys-receives-takeover-approach-from-hudsons-bay/ar-AAmAuPV
624006363	20170204	201702	2017	2017.0932											USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	-5.63674321503131	0							3	Manhattan, New York, United States	US	USNY	40.7834	-73.9662	971945	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	20170204	http://brobible.com/life/article/joaquin-el-chapo-guzman-prison-cell-restrictive-judge/
624006649	20170204	201702	2017	2017.0932	AUS	QUEENSLAND	AUS								CHN	CHINA	CHN								1	042	042	04	1	1.9	12	3	12	2.48175182481752	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170204	http://www.brisbanetimes.com.au/queensland/queensland-premiers-chinese-language-plea-as-asia-drives-tourism-growth-20170203-gu5blo.html
624006772	20170204	201702	2017	2017.0932	BUS	TRADER						BUS													1	061	061	06	2	6.4	10	1	10	-3.01075268817204	3	Eagle Ford, Texas, United States	US	USTX	32.7849	-96.9008	1334843	0							1	China	CH	CH	35	105	CH	20170204	http://www.reuters.com/article/usa-oil-exports-asia-idUSL1N1FN1N4
624006785	20170204	201702	2017	2017.0932	BUS	BUSINESS						BUS													1	111	111	11	3	-2.0	2	1	2	-1.77514792899409	2	Texas, United States	US	USTX	31.106	-97.6475	TX	0							1	Mexico	MX	MX	23	-102	MX	20170204	http://www.pressherald.com/2017/02/03/mexican-baked-goods-mogul-dies/
624006839	20170204	201702	2017	2017.0932	BUS	INVESTOR						BUS			MED	MEDIA						MED			1	020	020	02	1	3.0	10	1	10	-4.78199718706048	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Blackrock, California, United States	US	USCA	36.9291	-118.233	1667212	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170204	http://fortune.com/2017/02/03/lacking-voting-rights-snap-ipo-to-test-fund-governance-talk/
624006867	20170204	201702	2017	2017.0932	BUS	BANK						BUS			USA	UNITED STATES	USA								0	040	040	04	1	1.0	6	1	6	-2.69821502698215	1	Syria	SY	SY	35	38	SY	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170204	http://www.pambazuka.org/human-security/war-africa-us-imperialism-and-world-economic-crisis
624006872	20170204	201702	2017	2017.0932	BUS	COMPANIES						BUS			USA	UNITED STATES	USA								0	051	051	05	1	3.4	2	1	2	-0.98870056497175	1	India	IN	IN	20	77	IN	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	1	India	IN	IN	20	77	IN	20170204	http://www.cnn.com/2017/02/03/opinions/why-tech-companies-getting-political-boaz/
624006953	20170204	201702	2017	2017.0932	CAN	CANADA	CAN								HLH	HOSPITAL						HLH			1	030	030	03	1	4.0	2	1	2	-0.53191489361702	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	1	United States	US	US	38	-97	US	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170204	http://www.thefader.com/2017/02/03/canada-healthcare-critically-ill-children-trump-muslim-ban
624006954	20170204	201702	2017	2017.0932	CAN	CANADA	CAN								HLH	HOSPITAL						HLH			1	030	030	03	1	4.0	2	1	2	-0.53191489361702	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170204	http://www.thefader.com/2017/02/03/canada-healthcare-critically-ill-children-trump-muslim-ban
624006969	20170204	201702	2017	2017.0932	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	020	020	02	1	3.0	4	1	4	-0.53191489361702	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170204	http://www.thefader.com/2017/02/03/canada-healthcare-critically-ill-children-trump-muslim-ban
624006970	20170204	201702	2017	2017.0932	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	030	030	03	1	4.0	4	1	4	-0.53191489361702	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170204	http://www.thefader.com/2017/02/03/canada-healthcare-critically-ill-children-trump-muslim-ban
624006972	20170204	201702	2017	2017.0932	CAN	CANADA	CAN								USA	AMERICAN	USA								0	100	100	10	3	-5.0	33	23	33	-3.36012786059143	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	1	United States	US	US	38	-97	US	20170204	http://www.trurodaily.com/news/2017/2/3/despair-and-the-status-quo-how-federal-politics-touched-canadians-this-week.html
624006973	20170204	201702	2017	2017.0932	CAN	CANADA	CAN								USA	AMERICAN	USA								0	100	100	10	3	-5.0	33	23	33	-3.36012786059143	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170204	http://www.trurodaily.com/news/2017/2/3/despair-and-the-status-quo-how-federal-politics-touched-canadians-this-week.html
624006975	20170204	201702	2017	2017.0932	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	173	173	17	4	-5.0	10	5	10	-2.99100384266318	4	Creston, British Columbia, Canada	CA	CA02	49.1	-116.517	-563151	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170204	http://www.trurodaily.com/opinion/2017/2/3/a-timeline-of-the-history-of-polygamy-in-canada.html
624007020	20170204	201702	2017	2017.0932	CHN	CHINA	CHN								GOV	ADMINISTRATION						GOV			1	010	010	01	1	0.0	13	13	13	0.539616732660774	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170204	http://www.sfgate.com/news/politics/article/AP-sources-Firm-s-sale-holds-up-financier-s-10907152.php
624007038	20170204	201702	2017	2017.0932	CHN	CHINA	CHN								PRK	NORTH KOREA	PRK								0	163	163	16	4	-8.0	8	1	8	-1.78403755868544	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170204	http://www.atlanticcouncil.org/blogs/new-atlanticist/containing-north-korea-s-nuclear-ambitions
624007045	20170204	201702	2017	2017.0932	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	010	010	01	1	0.0	2	1	2	-3.2556654963294	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170204	http://nymag.com/daily/intelligencer/2017/02/every-terrifying-thing-that-donald-trump-has-done.html
624007046	20170204	201702	2017	2017.0932	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	-3.2556654963294	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	20170204	http://nymag.com/daily/intelligencer/2017/02/every-terrifying-thing-that-donald-trump-has-done.html
624007047	20170204	201702	2017	2017.0932	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	010	010	01	1	0.0	4	1	4	-3.2556654963294	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170204	http://nymag.com/daily/intelligencer/2017/02/every-terrifying-thing-that-donald-trump-has-done.html
624007052	20170204	201702	2017	2017.0932	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	046	046	04	1	7.0	6	1	6	-1.78403755868544	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170204	http://www.atlanticcouncil.org/blogs/new-atlanticist/containing-north-korea-s-nuclear-ambitions
624007054	20170204	201702	2017	2017.0932	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	051	051	05	1	3.4	4	4	4	0.318471337579609	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170204	http://999thepoint.com/lie-witness-jimmy-kimmel-participants-believe-rob-kardashian-is-trumps-supreme-court-justice/
624007055	20170204	201702	2017	2017.0932	CHN	BEIJING	CHN								USA	THE US	USA								0	120	120	12	3	-4.0	5	1	5	-1.40935297885971	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170204	http://www.straitstimes.com/opinion/s-e-asia-doesnt-have-to-take-sides
