624007058	20170204	201702	2017	2017.0932	CHN	CHINA	CHN								USAGOV	BARACK OBAMA	USA					GOV			1	020	020	02	1	3.0	4	1	4	-0.95808383233533	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170204	http://www.atimes.com/pivot-asia-era-donald-trump/
624007061	20170204	201702	2017	2017.0932	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								1	013	013	01	1	0.4	13	13	13	0.539616732660774	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170204	http://www.sfgate.com/news/politics/article/AP-sources-Firm-s-sale-holds-up-financier-s-10907152.php
624007064	20170204	201702	2017	2017.0932	CHNGOV	CHINESE	CHN					GOV			USA	UNITED STATES	USA								1	040	040	04	1	1.0	6	1	6	1.38888888888889	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	20170204	http://perezhilton.com/2017-02-03-arabella-kushner-ivanka-trump-mandarin-lunar-new-year-song/
624007066	20170204	201702	2017	2017.0932	CHNJUD	CHINA	CHN					JUD			CHN	CHINA	CHN								1	061	061	06	2	6.4	1	1	1	-0.95808383233533	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170204	http://www.atimes.com/pivot-asia-era-donald-trump/
624007098	20170204	201702	2017	2017.0932	CHRLDS	MORMONISM				CHR	LDS				JUD	SUPREME COURT						JUD			0	172	172	17	4	-5.0	10	5	10	-2.99100384266318	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Creston, British Columbia, Canada	CA	CA02	49.1	-116.517	-563151	4	Creston, British Columbia, Canada	CA	CA02	49.1	-116.517	-563151	20170204	http://www.trurodaily.com/opinion/2017/2/3/a-timeline-of-the-history-of-polygamy-in-canada.html
624007308	20170204	201702	2017	2017.0932	CRM	CARTEL						CRM			MEXCRM	MEXICO	MEX					CRM			0	040	040	04	1	1.0	8	4	8	-7.35206130857209	3	Brooklyn, New York, United States	US	USNY	42.3442	-75.1704	944840	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	3	Brooklyn, New York, United States	US	USNY	42.3442	-75.1704	944840	20170204	http://www.heraldsun.com.au/news/breaking-news/el-chapo-lawyers-complain-about-conditions/news-story/c46e1e247fff6cd776808b760255d738?nk=10d9b71cd32a54c3d6f7212c8db41ef3-1486165671
624007428	20170204	201702	2017	2017.0932	CVL	COMMUNITY						CVL			USA	UNITED STATES	USA								0	141	141	14	3	-6.5	2	1	2	-0.19212295869356	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	First Baptist Church, Ohio, United States	US	USOH	39.417	-81.4523	1050658	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170204	http://madison-press.com/news/211232/london-lets-it-shine
624007721	20170204	201702	2017	2017.0932	EUR	EUROPEAN	EUR								CHN	CHINA	CHN								0	057	057	05	1	8.0	2	1	2	-0.35612535612536	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170204	http://www.politico.com/magazine/story/2017/02/what-trump-got-right-on-iran-214737
624007798	20170204	201702	2017	2017.0932	FRA	FRANCE	FRA								FRAGOV	FRANCE	FRA					GOV			1	111	111	11	3	-2.0	3	1	3	-3.69318181818182	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170204	http://af.reuters.com/article/worldNews/idAFKBN15I2SV
624007860	20170204	201702	2017	2017.0932	GBR	WELSH	GBR								EDU	STUDENT						EDU			1	012	012	01	1	-0.4	48	8	48	-2.28571428571428	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170204	http://www.edmontonjournal.com/news/national/extends+application+deadline+students+affected+trump/12843312/story.html
624007882	20170204	201702	2017	2017.0932	GBR	BRITISH	GBR								USA	UNITED STATES	USA								0	042	042	04	1	1.9	4	4	4	-3.46806809493588	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	20170204	http://thesouthern.com/news/world/eu-leaders-say-trump-worries-them-as-rhetoric-becomes-policy/article_205e8dc0-d44c-5a99-a891-6ba40c109b40.html
624007883	20170204	201702	2017	2017.0932	GBR	BRITISH	GBR								USA	AMERICAN	USA								0	043	043	04	1	2.8	1	1	1	-3.8554948391014	3	Charlotte, North Carolina, United States	US	USNC	35.2271	-80.8431	1019610	1	United Kingdom	UK	UK	54	-2	UK	3	Charlotte, North Carolina, United States	US	USNC	35.2271	-80.8431	1019610	20170204	http://www.historynet.com/surgery-front-lines.htm
624007884	20170204	201702	2017	2017.0932	GBR	BRITISH	GBR								USA	AMERICAN	USA								0	043	043	04	1	2.8	1	1	1	-3.8554948391014	1	United Kingdom	UK	UK	54	-2	UK	3	Charlotte, North Carolina, United States	US	USNC	35.2271	-80.8431	1019610	1	United Kingdom	UK	UK	54	-2	UK	20170204	http://www.historynet.com/surgery-front-lines.htm
624007887	20170204	201702	2017	2017.0932	GBR	BRITISH	GBR								USAHLH	AMERICAN	USA					HLH			0	043	043	04	1	2.8	6	1	6	-3.8554948391014	1	United Kingdom	UK	UK	54	-2	UK	3	Charlotte, North Carolina, United States	US	USNC	35.2271	-80.8431	1019610	1	United Kingdom	UK	UK	54	-2	UK	20170204	http://www.historynet.com/surgery-front-lines.htm
624008045	20170204	201702	2017	2017.0932	GOV	STATE OFFICIAL						GOV			BUS	COMPANIES						BUS			1	172	172	17	4	-5.0	5	1	5	-4.33925049309665	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170204	http://www.kelownadailycourier.ca/business_news/national_business/article_6f2fbac4-35fb-5b11-b349-78d985acb0db.html
624008052	20170204	201702	2017	2017.0932	GOV	PRESIDENT						GOV			CAN	CANADIAN	CAN								1	051	051	05	1	3.4	3	1	3	-3.62573099415204	1	United States	US	US	38	-97	US	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170204	http://www.edmontonjournal.com/news/national/carolyn+zaikowski+canada+progressive+immigration+policy/12843007/story.html
624008136	20170204	201702	2017	2017.0932	GOV	GOVERNMENT						GOV			MOS	MUSLIM				MOS					0	110	110	11	3	-2.0	5	3	5	-3.09700515569861	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170204	http://af.reuters.com/article/worldNews/idAFKBN15I2SV
624008735	20170204	201702	2017	2017.0932	JPN	JAPAN	JPN								USA	UNITED STATES	USA								0	014	014	01	1	0.0	8	2	8	-0.49138223807098	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Diaoyu, Liaoning, China	CH	CH19	42.8333	124.633	-1903386	20170204	http://www.couriermail.com.au/news/breaking-news/us-reaffirms-commitment-to-security-treaty/news-story/fe57e4b2e693cf6637ac03ad48aa3666?nk=a1e502a140c1af8546de3adcb773c667-1486165666
624008884	20170204	201702	2017	2017.0932	JUD	LAWYER						JUD			USA	UNITED STATES	USA								1	120	120	12	3	-4.0	2	1	2	-7.79569892473118	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	3	Metropolitan Correctional Center, New York, United States	US	USNY	40.7132	-74.0018	2060431	3	Metropolitan Correctional Center, New York, United States	US	USNY	40.7132	-74.0018	2060431	20170204	http://www.efe.com/efe/english/portada/chapo-guzman-s-attorneys-protest-jail-conditions/50000260-3169199
624008914	20170204	201702	2017	2017.0932	JUD	LAWYER						JUD			USAJUD	UNITED STATES	USA					JUD			1	010	010	01	1	0.0	2	1	2	-7.79569892473118	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	3	Metropolitan Correctional Center, New York, United States	US	USNY	40.7132	-74.0018	2060431	3	Metropolitan Correctional Center, New York, United States	US	USNY	40.7132	-74.0018	2060431	20170204	http://www.efe.com/efe/english/portada/chapo-guzman-s-attorneys-protest-jail-conditions/50000260-3169199
624009150	20170204	201702	2017	2017.0932	LTUGOV	LITHUANIAN	LTU					GOV			GBR	BRITAIN	GBR								1	020	020	02	1	3.0	3	1	3	-3.69318181818182	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170204	http://af.reuters.com/article/worldNews/idAFKBN15I2SV
624009321	20170204	201702	2017	2017.0932	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	012	012	01	1	-0.4	3	3	3	-7.15374178891289	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	3	Brooklyn, New York, United States	US	USNY	42.3442	-75.1704	944840	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	20170204	http://www.heraldsun.com.au/news/breaking-news/el-chapo-lawyers-complain-about-conditions/news-story/c46e1e247fff6cd776808b760255d738?nk=10d9b71cd32a54c3d6f7212c8db41ef3-1486165671
624009324	20170204	201702	2017	2017.0932	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	063	063	06	2	7.4	3	3	3	-7.15374178891289	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	3	Brooklyn, New York, United States	US	USNY	42.3442	-75.1704	944840	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	20170204	http://www.heraldsun.com.au/news/breaking-news/el-chapo-lawyers-complain-about-conditions/news-story/c46e1e247fff6cd776808b760255d738?nk=10d9b71cd32a54c3d6f7212c8db41ef3-1486165671
624009326	20170204	201702	2017	2017.0932	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	174	174	17	4	-5.0	1	1	1	-7.79569892473118	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	3	Metropolitan Correctional Center, New York, United States	US	USNY	40.7132	-74.0018	2060431	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	20170204	http://www.efe.com/efe/english/portada/chapo-guzman-s-attorneys-protest-jail-conditions/50000260-3169199
624009327	20170204	201702	2017	2017.0932	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	174	174	17	4	-5.0	1	1	1	-7.79569892473118	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	3	Brooklyn, New York, United States	US	USNY	42.3442	-75.1704	944840	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	20170204	http://www.efe.com/efe/english/portada/chapo-guzman-s-attorneys-protest-jail-conditions/50000260-3169199
624009330	20170204	201702	2017	2017.0932	MEXCRM	MEXICO	MEX					CRM			CRM	CARTEL						CRM			0	040	040	04	1	1.0	8	4	8	-7.35206130857209	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	3	Brooklyn, New York, United States	US	USNY	42.3442	-75.1704	944840	3	Brooklyn, New York, United States	US	USNY	42.3442	-75.1704	944840	20170204	http://www.heraldsun.com.au/news/breaking-news/el-chapo-lawyers-complain-about-conditions/news-story/c46e1e247fff6cd776808b760255d738?nk=10d9b71cd32a54c3d6f7212c8db41ef3-1486165671
624009331	20170204	201702	2017	2017.0932	MEXGOV	MEXICO	MEX					GOV			NMR	NORTH AMERICA	NMR								0	036	036	03	1	4.0	21	21	21	-1.2889641342394	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Mexico	MX	MX	23	-102	MX	20170204	http://www.maryvilledailyforum.com/news/state_news/article_68cfdcdc-f5c7-5eaa-9847-46c24db553fd.html
624009332	20170204	201702	2017	2017.0932	MEXGOV	MEXICO	MEX					GOV			NMR	NORTH AMERICA	NMR								0	040	040	04	1	1.0	21	21	21	-1.2889641342394	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170204	http://www.maryvilledailyforum.com/news/state_news/article_68cfdcdc-f5c7-5eaa-9847-46c24db553fd.html
624009333	20170204	201702	2017	2017.0932	MEXGOV	MEXICO	MEX					GOV			NMR	NORTH AMERICA	NMR								0	046	046	04	1	7.0	21	21	21	-1.2889641342394	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Mexico	MX	MX	23	-102	MX	20170204	http://www.maryvilledailyforum.com/news/state_news/article_68cfdcdc-f5c7-5eaa-9847-46c24db553fd.html
624009335	20170204	201702	2017	2017.0932	MEXGOV	MEXICO	MEX					GOV			USA	UNITED STATES	USA								0	036	036	03	1	4.0	42	21	42	-1.2889641342394	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Mexico	MX	MX	23	-102	MX	20170204	http://www.maryvilledailyforum.com/news/state_news/article_68cfdcdc-f5c7-5eaa-9847-46c24db553fd.html
624009336	20170204	201702	2017	2017.0932	MEXGOV	MEXICO	MEX					GOV			USA	UNITED STATES	USA								0	040	040	04	1	1.0	42	21	42	-1.2889641342394	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170204	http://www.maryvilledailyforum.com/news/state_news/article_68cfdcdc-f5c7-5eaa-9847-46c24db553fd.html
624009337	20170204	201702	2017	2017.0932	MEXGOV	MEXICO	MEX					GOV			USA	UNITED STATES	USA								0	046	046	04	1	7.0	42	21	42	-1.2889641342394	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Mexico	MX	MX	23	-102	MX	20170204	http://www.maryvilledailyforum.com/news/state_news/article_68cfdcdc-f5c7-5eaa-9847-46c24db553fd.html
624009353	20170204	201702	2017	2017.0932	MIL	CARRIER						MIL													0	090	090	09	2	-2.0	6	1	6	-3.2556654963294	1	Mexico	MX	MX	23	-102	MX	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170204	http://nymag.com/daily/intelligencer/2017/02/every-terrifying-thing-that-donald-trump-has-done.html
624009362	20170204	201702	2017	2017.0932	MIL	CARRIER						MIL			CHN	CHINA	CHN								0	072	072	07	2	8.3	5	2	5	-2.87140032134471	3	Eagle Ford, Texas, United States	US	USTX	32.7849	-96.9008	1334843	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170204	http://www.reuters.com/article/usa-oil-exports-asia-idUSL1N1FN1N4
624009392	20170204	201702	2017	2017.0932	MIL	CARRIER						MIL			SGP	SINGAPORE	SGP								0	072	072	07	2	8.3	5	2	5	-2.87140032134471	3	Eagle Ford, Texas, United States	US	USTX	32.7849	-96.9008	1334843	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170204	http://www.reuters.com/article/usa-oil-exports-asia-idUSL1N1FN1N4
624009399	20170204	201702	2017	2017.0932	MIL	CARRIER						MIL			USA	UNITED STATES	USA								0	050	050	05	1	3.5	4	1	4	-3.2556654963294	1	Mexico	MX	MX	23	-102	MX	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	1	Mexico	MX	MX	23	-102	MX	20170204	http://nymag.com/daily/intelligencer/2017/02/every-terrifying-thing-that-donald-trump-has-done.html
624009400	20170204	201702	2017	2017.0932	MIL	COAST GUARD						MIL			USA	UNITED STATES	USA								1	060	060	06	2	6.0	6	3	6	-5.76571765830078	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	Key West, Florida, United States	US	USFL	24.5557	-81.7826	294048	3	Key West, Florida, United States	US	USFL	24.5557	-81.7826	294048	20170204	http://www.tbo.com/news/florida/-things-to-know-in-florida-for-feb--ap_florida70bc0182cbd3414883c3f1b054aefb65
624009401	20170204	201702	2017	2017.0932	MIL	COAST GUARD						MIL			USA	FLORIDA	USA								1	060	060	06	2	6.0	3	3	3	-5.76571765830078	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	2	Florida, United States	US	USFL	27.8333	-81.717	FL	3	Key West, Florida, United States	US	USFL	24.5557	-81.7826	294048	20170204	http://www.tbo.com/news/florida/-things-to-know-in-florida-for-feb--ap_florida70bc0182cbd3414883c3f1b054aefb65
624009406	20170204	201702	2017	2017.0932	MIL	COAST GUARD						MIL			USA	UNITED STATES	USA								1	090	090	09	2	-2.0	6	3	6	-5.76571765830078	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	Key West, Florida, United States	US	USFL	24.5557	-81.7826	294048	3	Key West, Florida, United States	US	USFL	24.5557	-81.7826	294048	20170204	http://www.tbo.com/news/florida/-things-to-know-in-florida-for-feb--ap_florida70bc0182cbd3414883c3f1b054aefb65
624009407	20170204	201702	2017	2017.0932	MIL	COAST GUARD						MIL			USA	FLORIDA	USA								1	090	090	09	2	-2.0	3	3	3	-5.76571765830078	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	2	Florida, United States	US	USFL	27.8333	-81.717	FL	3	Key West, Florida, United States	US	USFL	24.5557	-81.7826	294048	20170204	http://www.tbo.com/news/florida/-things-to-know-in-florida-for-feb--ap_florida70bc0182cbd3414883c3f1b054aefb65
