642872592	20170403	201704	2017	2017.2548											GBR	UNITED KINGDOM	GBR								1	190	190	19	4	-10.0	2	1	2	-5.94989561586639	0							3	Columbus, Ohio, United States	US	USOH	39.9612	-82.9988	1080996	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170403	http://www.dispatch.com/news/20170402/josh-mandel-ramps-up-criticism-of-radical-islamic-terrorism-sanctuary-cities
642873018	20170403	201704	2017	2017.2548	CHN	CHINA	CHN								BUS	BUSINESS						BUS			0	010	010	01	1	0.0	7	7	7	-0.684208888065586	1	China	CH	CH	35	105	CH	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	20170403	https://www.businessinsider.com.au/samumed-wants-to-regenerate-hair-bone-cartilage-2017-3
642873019	20170403	201704	2017	2017.2548	CHN	CHINA	CHN								BUS	BUSINESS						BUS			0	010	010	01	1	0.0	7	7	7	-0.684208888065586	1	China	CH	CH	35	105	CH	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	1	China	CH	CH	35	105	CH	20170403	https://www.businessinsider.com.au/samumed-wants-to-regenerate-hair-bone-cartilage-2017-3
642873024	20170403	201704	2017	2017.2548	CHN	CHINA	CHN								IGOUNO	THE UN		UNO				IGO			0	130	130	13	3	-4.4	40	7	40	-3.03236429447191	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170403	http://www.brisbanetimes.com.au/world/donald-trump-warns-us-will-solve-north-korea-if-china-fails-to-stop-nuclear-threat-20170402-gvc3o0.html
642873029	20170403	201704	2017	2017.2548	CHN	CHINA	CHN								MED	NEWSPAPER						MED			1	012	012	01	1	-0.4	2	1	2	-2.30263157894737	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170403	http://www.malaysiakini.com/news/377820
642873061	20170403	201704	2017	2017.2548	CHN	CHINESE	CHN								USA	UNITED STATES	USA								1	042	042	04	1	1.9	1091	255	1045	-1.5464730585473	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170403	http://www.abc-7.com/story/35051746/trump-says-us-is-ready-to-act-alone-on-north-korea
642873062	20170403	201704	2017	2017.2548	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	130	130	13	3	-4.4	6	5	6	-3.19974210332408	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170403	http://www.brisbanetimes.com.au/world/donald-trump-warns-us-will-solve-north-korea-if-china-fails-to-stop-nuclear-threat-20170402-gvc3o0.html
642873529	20170403	201704	2017	2017.2548	GBR	UNITED KINGDOM	GBR								GBRLEG	UNITED KINGDOM	GBR					LEG			1	182	182	18	4	-9.5	1	1	1	-5.94989561586639	3	Columbus, Ohio, United States	US	USOH	39.9612	-82.9988	1080996	3	Columbus, Ohio, United States	US	USOH	39.9612	-82.9988	1080996	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170403	http://www.dispatch.com/news/20170402/josh-mandel-ramps-up-criticism-of-radical-islamic-terrorism-sanctuary-cities
642873645	20170403	201704	2017	2017.2548	GOV	PRESIDENT						GOV			BUS	BUSINESS						BUS			0	013	013	01	1	0.4	7	7	7	-0.684208888065586	1	China	CH	CH	35	105	CH	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	20170403	https://www.businessinsider.com.au/samumed-wants-to-regenerate-hair-bone-cartilage-2017-3
642873646	20170403	201704	2017	2017.2548	GOV	PRESIDENT						GOV			BUS	BUSINESS						BUS			0	013	013	01	1	0.4	7	7	7	-0.684208888065586	1	China	CH	CH	35	105	CH	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	1	China	CH	CH	35	105	CH	20170403	https://www.businessinsider.com.au/samumed-wants-to-regenerate-hair-bone-cartilage-2017-3
642873754	20170403	201704	2017	2017.2548	GOVLAB	GOVERNMENT						GOV	LAB		USA	MISSISSIPPI	USA								0	010	010	01	1	0.0	20	5	20	1.92620463858174	1	China	CH	CH	35	105	CH	2	Mississippi, United States	US	USMS	32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS	32.7673	-89.6812	MS	20170403	http://www.thenewstribune.com/news/politics-government/national-politics/article142022719.html
642873755	20170403	201704	2017	2017.2548	GOVLAB	GOVERNMENT						GOV	LAB		USA	MISSISSIPPI	USA								0	014	014	01	1	0.0	20	5	20	1.92620463858174	1	China	CH	CH	35	105	CH	2	Mississippi, United States	US	USMS	32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS	32.7673	-89.6812	MS	20170403	http://www.thenewstribune.com/news/politics-government/national-politics/article142022719.html
642873756	20170403	201704	2017	2017.2548	GOVLAB	GOVERNMENT						GOV	LAB		USA	MISSISSIPPI	USA								0	111	111	11	3	-2.0	20	5	20	1.92620463858174	1	China	CH	CH	35	105	CH	2	Mississippi, United States	US	USMS	32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS	32.7673	-89.6812	MS	20170403	http://www.thenewstribune.com/news/politics-government/national-politics/article142022719.html
642874345	20170403	201704	2017	2017.2548	PRK	NORTH KOREA	PRK								COP	DEPUTY						COP			0	010	010	01	1	0.0	2	2	2	-2.08589522872602	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170403	http://www.malaysiakini.com/news/377820
642874353	20170403	201704	2017	2017.2548	PRK	NORTH KOREA	PRK								USAGOVMIL	UNITED STATES	USA					GOV	MIL		0	010	010	01	1	0.0	2	2	2	-2.08589522872602	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170403	http://www.malaysiakini.com/news/377820
642874585	20170403	201704	2017	2017.2548	USA	UNITED STATES	USA																		0	036	036	03	1	4.0	576	249	574	-1.53023435123199	2	Florida, United States	US	USFL	27.8333	-81.717	FL	0							4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170403	http://www.abc-7.com/story/35051746/trump-says-us-is-ready-to-act-alone-on-north-korea
642874729	20170403	201704	2017	2017.2548	USA	UNITED STATES	USA								CAN	CANADA	CAN								1	051	051	05	1	3.4	4	1	4	6.27705627705627	1	United States	US	US	38	-97	US	1	Canada	CA	CA	60	-95	CA	1	United States	US	US	38	-97	US	20170403	http://footwearnews.com/2017/fashion/awards/glaad-awards-best-red-carpet-style-statements-332733/
642874733	20170403	201704	2017	2017.2548	USA	UNITED STATES	USA								CHN	CHINESE	CHN								1	043	043	04	1	2.8	538	158	538	-1.55064377212874	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170403	http://www.abc-7.com/story/35051746/trump-says-us-is-ready-to-act-alone-on-north-korea
642874735	20170403	201704	2017	2017.2548	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	130	130	13	3	-4.4	24	7	24	-3.03236429447191	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170403	http://www.brisbanetimes.com.au/world/donald-trump-warns-us-will-solve-north-korea-if-china-fails-to-stop-nuclear-threat-20170402-gvc3o0.html
642874768	20170403	201704	2017	2017.2548	USA	UNITED STATES	USA								EDU	COLLEGE						EDU			1	042	042	04	1	1.9	2	2	2	-0.5857586046116	1	China	CH	CH	35	105	CH	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	20170403	https://www.businessinsider.com.au/samumed-wants-to-regenerate-hair-bone-cartilage-2017-3
642874788	20170403	201704	2017	2017.2548	USA	UNITED STATES	USA								GOV	ADMINISTRATION						GOV			1	026	026	02	1	4.0	98	47	98	0.364977184257843	2	Maine, United States	US	USME	44.6074	-69.3977	ME	1	Canada	CA	CA	60	-95	CA	2	Maine, United States	US	USME	44.6074	-69.3977	ME	20170403	http://www.abbynews.com/national/417905473.html
642874840	20170403	201704	2017	2017.2548	USA	UNITED STATES	USA								MED	NEWSPAPER						MED			0	013	013	01	1	0.4	592	248	590	-1.52941949322931	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170403	http://www.abc-7.com/story/35051746/trump-says-us-is-ready-to-act-alone-on-north-korea
