646644632	20170414	201704	2017	2017.2849	GOVMIL	NATIONAL SECURITY ADVISER						GOV	MIL		USA	UNITED STATES	USA								1	012	012	01	1	-0.4	50	15	50	0.243082653057997	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	20170414	http://www.clickondetroit.com/news/politics/sources-uk-passed-trump-campaign-intelligence-to-us
646645029	20170414	201704	2017	2017.2849	JUD	JUDGE						JUD			MEX	MEXICO	MEX								1	173	173	17	4	-5.0	8	4	8	-13.9260200691122	3	El Paso, Texas, United States	US	USTX	31.7587	-106.487	1380946	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170414	http://www.wacotrib.com/news/ap_texas/transgender-woman-pleads-guilty-to-immigration-charge/article_c3025612-a59b-5069-9b40-9ed8f655af63.html
646645393	20170414	201704	2017	2017.2849	MEX	MEXICO	MEX																		0	042	042	04	1	1.9	6	3	6	-5.72171651495449	1	Mexico	MX	MX	23	-102	MX	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170414	http://www.sacbee.com/news/nation-world/national/article144469539.html
646645396	20170414	201704	2017	2017.2849	MEX	MEXICO	MEX																		1	043	043	04	1	2.8	2	1	2	1.27591706539075	4	Mimbres, San Luis PotosíX, Mexico	MX	MX24	23.75	-100.55	-1664553	0							2	Indiana, United States	US	USIN	39.8647	-86.2604	IN	20170414	http://www.demingheadlight.com/story/news/2017/04/13/coming-home-old-timers-plan-104th-reunion/100434532/
646645400	20170414	201704	2017	2017.2849	MEX	MEXICO	MEX																		0	190	190	19	4	-10.0	66	32	66	-9.65648302364755	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	0							3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	20170414	http://host.madison.com/news/national/man-suspected-of-shooting-us-border-agent-arrested-in-mexico/article_d9b89ffe-240d-5478-8898-e758dfb336c4.html
646645401	20170414	201704	2017	2017.2849	MEX	MEXICO	MEX																		0	190	190	19	4	-10.0	16	7	16	-9.91381451654021	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	0							3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	20170414	http://www.nydailynews.com/newswires/news/national/man-suspected-shooting-border-agent-arrested-mexico-article-1.3050365
646645407	20170414	201704	2017	2017.2849	MEX	MEXICO	MEX								COP	PRISON						COP			0	173	173	17	4	-5.0	70	34	70	-9.65074223395456	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170414	http://host.madison.com/news/national/man-suspected-of-shooting-us-border-agent-arrested-in-mexico/article_d9b89ffe-240d-5478-8898-e758dfb336c4.html
646645408	20170414	201704	2017	2017.2849	MEX	MEXICO	MEX								COP	PRISON						COP			0	173	173	17	4	-5.0	68	33	68	-9.64496016655064	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	20170414	http://host.madison.com/news/national/man-suspected-of-shooting-us-border-agent-arrested-in-mexico/article_d9b89ffe-240d-5478-8898-e758dfb336c4.html
646645409	20170414	201704	2017	2017.2849	MEX	MEXICO	MEX								COP	PRISON						COP			0	173	173	17	4	-5.0	18	8	18	-9.5515916885479	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	20170414	http://www.nydailynews.com/newswires/news/national/man-suspected-shooting-border-agent-arrested-mexico-article-1.3050365
646645410	20170414	201704	2017	2017.2849	MEX	MEXICO	MEX								COP	PRISON						COP			0	173	173	17	4	-5.0	18	8	18	-9.5515916885479	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	20170414	http://www.nydailynews.com/newswires/news/national/man-suspected-shooting-border-agent-arrested-mexico-article-1.3050365
