639181609	20160322	201603	2016	2016.2247	USA	AMERICAN	USA								IGOEUREEC	THE EU	EUR	EEC				IGO			1	061	061	06	2	6.4	2	2	2	-0.42735042735042	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	2	Maine, United States	US	USME	44.6074	-69.3977	ME	20170322	http://www.centralmaine.com/2017/03/21/lepage-says-u-s-should-challenge-eu-plan-to-lift-tariffs-on-canadian-lobster/
639181610	20160322	201603	2016	2016.2247	USA	AMERICAN	USA								IGOEUREEC	THE EU	EUR	EEC				IGO			1	061	061	06	2	6.4	8	2	8	-0.42735042735042	2	Maine, United States	US	USME	44.6074	-69.3977	ME	1	Canada	CA	CA	60	-95	CA	2	Maine, United States	US	USME	44.6074	-69.3977	ME	20170322	http://www.centralmaine.com/2017/03/21/lepage-says-u-s-should-challenge-eu-plan-to-lift-tariffs-on-canadian-lobster/
639181636	20170220	201702	2017	2017.1370	USA	UNITED STATES	USA								COPGOV	DRUG ENFORCEMENT						COP	GOV		1	042	042	04	1	1.9	8	7	8	-7.29226060671756	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	1	Mexico	MX	MX	23	-102	MX	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	20170322	http://news.mb.com.ph/2017/03/22/32-deaths-in-metro-phoenix-attributed-to-counterfeit-pills/
639181638	20170220	201702	2017	2017.1370	USA	PHOENIX	USA								COPGOV	DRUG ENFORCEMENT						COP	GOV		1	042	042	04	1	1.9	16	7	16	-7.29226060671756	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	20170322	http://news.mb.com.ph/2017/03/22/32-deaths-in-metro-phoenix-attributed-to-counterfeit-pills/
639181639	20170220	201702	2017	2017.1370	USA	UNITED STATES	USA								ELI	FIRST LADY						ELI			0	010	010	01	1	0.0	4	2	4	0.85034013605443	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170322	http://abc30.com/news/ivanka-trump-meets-with-lawmakers-at-white-house-on-child-care/1770029/
639182095	20170322	201703	2017	2017.2247											SPY	INTELLIGENCE OPERATION						SPY			0	040	040	04	1	1.0	40	4	40	-4.06608425554477	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170322	http://www.fox5vegas.com/story/34959700/no-new-threat-led-to-airline-laptop-limits-officials-say
639182096	20170322	201703	2017	2017.2247											SPY	INTELLIGENCE OPERATION						SPY			0	040	040	04	1	1.0	20	2	20	-4.24659665082549	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	20170322	http://wfla.com/2017/03/21/no-new-threat-led-to-airline-laptop-limits-officials-say/
639182097	20170322	201703	2017	2017.2247											SPY	INTELLIGENCE OPERATION						SPY			0	040	040	04	1	1.0	10	1	10	-3.95371263259402	0							2	Washington, United States	US	USWA	47.3917	-121.571	WA	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170322	http://www.newswest9.com/story/34959700/no-new-threat-led-to-airline-laptop-limits-officials-say
639182189	20170322	201703	2017	2017.2247											USA	ARIZONA	USA								1	042	042	04	1	1.9	2	2	2	-7.26351351351351	0							1	China	CH	CH	35	105	CH	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	20170322	http://news.mb.com.ph/2017/03/22/32-deaths-in-metro-phoenix-attributed-to-counterfeit-pills/
639182582	20170322	201703	2017	2017.2247	BUS	BUSINESS						BUS													1	020	020	02	1	3.0	30	14	30	1.0755033815532	1	China	CH	CH	35	105	CH	0							3	University Of Chicago, Illinois, United States	US	USIL	41.7898	-87.5998	420158	20170322	http://www.921theticket.com/news/hank-paulson-fast-facts/
639182732	20170322	201703	2017	2017.2247	BUS	AIRLINE						BUS			USA	UNITED STATES	USA								0	036	036	03	1	4.0	2	2	2	-3.26856783115954	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170322	http://www.swissinfo.ch/eng/u-s---britain-curb-electronics-on-flights-from-middle-east--north-africa/43045012
639182761	20170322	201703	2017	2017.2247	BUSBUS	BUSINESS						BUS	BUS		CANGOV	CANADA	CAN					GOV			0	040	040	04	1	1.0	16	8	16	0.213041000106986	1	Israel	IS	IS	31.5	34.75	IS	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170322	http://www.kxro.com/syndicated-article/?id=329892
639182775	20170322	201703	2017	2017.2247	CAN	CANADA	CAN																		1	012	012	01	1	-0.4	65	8	65	-0.517394580518241	1	Canada	CA	CA	60	-95	CA	0							2	Maine, United States	US	USME	44.6074	-69.3977	ME	20170322	http://www.centralmaine.com/2017/03/21/lepage-says-u-s-should-challenge-eu-plan-to-lift-tariffs-on-canadian-lobster/
639182833	20170322	201703	2017	2017.2247	CAN	ALBERTA	CAN								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	-2.1505376344086	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	3	Lake Havasu, California, United States	US	USCA	34.2964	-114.14	243280	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	20170322	http://www.postregister.com/articles/featured-news-west/2017/03/21/boat-infested-quagga-mussels-impounded
639182834	20170322	201703	2017	2017.2247	CAN	ALBERTA	CAN								USA	UNITED STATES	USA								1	043	043	04	1	2.8	4	1	4	-2.1505376344086	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	3	Lake Havasu, California, United States	US	USCA	34.2964	-114.14	243280	2	California, United States	US	USCA	36.17	-119.746	CA	20170322	http://www.postregister.com/articles/featured-news-west/2017/03/21/boat-infested-quagga-mussels-impounded
639182835	20170322	201703	2017	2017.2247	CAN	ALBERTA	CAN								USA	ARIZONA	USA								1	043	043	04	1	2.8	2	1	2	-2.1505376344086	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	2	California, United States	US	USCA	36.17	-119.746	CA	20170322	http://www.postregister.com/articles/featured-news-west/2017/03/21/boat-infested-quagga-mussels-impounded
639182836	20170322	201703	2017	2017.2247	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	0871	087	08	2	9.0	4	1	4	-2.93255131964809	1	Canada	CA	CA	60	-95	CA	3	Sacramento, California, United States	US	USCA	38.5816	-121.494	1659564	1	Canada	CA	CA	60	-95	CA	20170322	http://sacramento.cbslocal.com/2017/03/21/uber-vows-to-become-more-humane-in-conference-call-ceo-travis-kalanick-absent/
639182838	20170322	201703	2017	2017.2247	CAN	CANADA	CAN								USAGOV	THE WHITE HOUSE	USA					GOV			0	040	040	04	1	1.0	48	24	48	-0.892059841373269	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170322	http://www.theprogress.com/national/416762923.html
639182840	20170322	201703	2017	2017.2247	CAN	CANADA	CAN								USALEG	UNITED STATES	USA					LEG			0	010	010	01	1	0.0	2	1	2	-6.58227848101265	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	2	Idaho, United States	US	USID	44.2394	-114.51	ID	20170322	http://www.ktvb.com/news/local/boat-contaminated-with-quagga-mussels-detained-in-idaho/424329576
639182841	20170322	201703	2017	2017.2247	CAN	CANADA	CAN								USALEG	IDAHO	USA					LEG			0	010	010	01	1	0.0	8	1	8	-6.58227848101265	1	Canada	CA	CA	60	-95	CA	2	Idaho, United States	US	USID	44.2394	-114.51	ID	2	Idaho, United States	US	USID	44.2394	-114.51	ID	20170322	http://www.ktvb.com/news/local/boat-contaminated-with-quagga-mussels-detained-in-idaho/424329576
639182843	20170322	201703	2017	2017.2247	CANGOV	CANADA	CAN					GOV			BUSBUS	BUSINESS						BUS	BUS		0	040	040	04	1	1.0	8	8	8	0.213041000106986	1	Canada	CA	CA	60	-95	CA	1	Israel	IS	IS	31.5	34.75	IS	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170322	http://www.kxro.com/syndicated-article/?id=329892
639183299	20170322	201703	2017	2017.2247	CVL	SETTLEMENT						CVL			CAN	CANADIAN	CAN								0	114	114	11	3	-2.0	46	23	46	-0.892914180880134	2	North Carolina, United States	US	USNC	35.6411	-79.8431	NC	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170322	http://www.theprogress.com/national/416762923.html
639183677	20170322	201703	2017	2017.2247	EUR	EUROPE	EUR								BUS	AIRLINE						BUS			0	036	036	03	1	4.0	50	23	50	-3.20116445076615	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	20170322	http://longisland.news12.com/news/new-security-measure-could-cause-travelers-to-reroute-trips-1.13298320
