616614365	20160114	201601	2016	2016.0384	CHN	CHINA	CHN								GOV	GOVERNMENT						GOV			0	010	010	01	1	0.0	4	1	4	1.12781954887218	1	China	CH	CH	35	105	CH	2	Maine, United States	US	USME	44.6074	-69.3977	ME	2	Maine, United States	US	USME	44.6074	-69.3977	ME	20170113	http://www.financialexpress.com/world-news/us-president-elect-donald-trump-says-buy-ll-bean-despite-many-of-it-products-are-made-in-china/506214/
616614366	20160114	201601	2016	2016.0384	CHN	CHINA	CHN								GOV	GOVERNMENT						GOV			0	070	070	07	2	7.0	4	1	4	1.12781954887218	1	China	CH	CH	35	105	CH	2	Maine, United States	US	USME	44.6074	-69.3977	ME	1	China	CH	CH	35	105	CH	20170113	http://www.financialexpress.com/world-news/us-president-elect-donald-trump-says-buy-ll-bean-despite-many-of-it-products-are-made-in-china/506214/
616614499	20170106	201701	2017	2017.0164	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	070	070	07	2	7.0	4	1	4	0.15174506828528	2	Maine, United States	US	USME	44.6074	-69.3977	ME	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170113	http://www.miamiherald.com/news/business/article126047109.html
616614500	20170106	201701	2017	2017.0164	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	163	163	16	4	-8.0	4	1	4	0.15174506828528	2	Maine, United States	US	USME	44.6074	-69.3977	ME	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170113	http://www.miamiherald.com/news/business/article126047109.html
616615338	20170113	201701	2017	2017.0356	BUS	COMPANY						BUS													0	071	071	07	2	7.4	2	2	2	0.63978230857873	1	China	CH	CH	35	105	CH	0							2	Maine, United States	US	USME	44.6074	-69.3977	ME	20170113	http://www.miamiherald.com/news/business/article126047109.html
616615339	20170113	201701	2017	2017.0356	BUS	COMPANY						BUS													0	071	071	07	2	7.4	1	1	1	1.12781954887218	2	Maine, United States	US	USME	44.6074	-69.3977	ME	0							1	China	CH	CH	35	105	CH	20170113	http://www.financialexpress.com/world-news/us-president-elect-donald-trump-says-buy-ll-bean-despite-many-of-it-products-are-made-in-china/506214/
616615354	20170113	201701	2017	2017.0356	BUS	COMPANY						BUS													0	111	111	11	3	-2.0	1	1	1	1.12781954887218	2	Maine, United States	US	USME	44.6074	-69.3977	ME	0							1	China	CH	CH	35	105	CH	20170113	http://www.financialexpress.com/world-news/us-president-elect-donald-trump-says-buy-ll-bean-despite-many-of-it-products-are-made-in-china/506214/
616615434	20170113	201701	2017	2017.0356	BUS	COMPANY						BUS			USA	UNITED STATES	USA								1	051	051	05	1	3.4	21	20	21	0.809566024031966	2	Maine, United States	US	USME	44.6074	-69.3977	ME	2	Maine, United States	US	USME	44.6074	-69.3977	ME	1	Mexico	MX	MX	23	-102	MX	20170113	http://iowapublicradio.org/post/trump-urges-people-buy-llbean-amid-boycott-threat
616615470	20170113	201701	2017	2017.0356	CAN	CANADIAN	CAN																		1	020	020	02	1	3.0	68	15	68	2.26187404013039	2	Washington, United States	US	USWA	47.3917	-121.571	WA	0							4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170113	http://www.thenownewspaper.com/buzz/410531455.html
616615599	20170113	201701	2017	2017.0356	CHN	CHINA	CHN																		1	010	010	01	1	0.0	2	2	2	-2.07657217334637	1	United States	US	US	38	-97	US	0							1	India	IN	IN	20	77	IN	20170113	http://macaudailytimes.com.mo/clean-energy-spending-drops-record-growth-slows.html
616615618	20170113	201701	2017	2017.0356	CHN	CHINA	CHN								BRN	BRUNEI	BRN								1	130	130	13	3	-4.4	4	2	4	-3.43532965464751	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170113	http://www.couriermail.com.au/news/world/beijing-will-be-barred-from-its-south-china-sea-fortresses-says-incoming-us-secretary-of-state-rex-tillerson/news-story/a43aa2f0bf14303e099d12bf1c9952bd?nk=9f4d35425548cdfb878ba6a237b74ab2-1484264869
616615620	20170113	201701	2017	2017.0356	CHN	CHINA	CHN								BUS	COMPANY						BUS			1	0831	083	08	2	5.0	2	1	2	1.12781954887218	1	China	CH	CH	35	105	CH	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170113	http://www.financialexpress.com/world-news/us-president-elect-donald-trump-says-buy-ll-bean-despite-many-of-it-products-are-made-in-china/506214/
616615622	20170113	201701	2017	2017.0356	CHN	CHINA	CHN								BUS	COMPANY						BUS			1	0831	083	08	2	5.0	2	1	2	0.15174506828528	1	China	CH	CH	35	105	CH	2	Maine, United States	US	USME	44.6074	-69.3977	ME	2	Maine, United States	US	USME	44.6074	-69.3977	ME	20170113	http://www.miamiherald.com/news/business/article126047109.html
616615628	20170113	201701	2017	2017.0356	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	4	1	4	-0.80738177623991	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170113	http://www.latimes.com/la-fg-taiwan-china-tensions-20170112-story.html
616615629	20170113	201701	2017	2017.0356	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	10	1	10	-0.80738177623991	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170113	http://www.latimes.com/la-fg-taiwan-china-tensions-20170112-story.html
616615651	20170113	201701	2017	2017.0356	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	010	010	01	1	0.0	2	1	2	1.12781954887218	1	China	CH	CH	35	105	CH	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170113	http://www.financialexpress.com/world-news/us-president-elect-donald-trump-says-buy-ll-bean-despite-many-of-it-products-are-made-in-china/506214/
