638287068	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	010	010	01	1	0.0	64	32	64	0.725902930529189	3	Fords, Louisiana, United States	US	USLA	32.5482	-92.9954	543212	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170319	http://www.kerngoldenempire.com/news/national/chuck-berry-rock-n-roll-pioneer-dead-at-90/674892358
638287070	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	013	013	01	1	0.4	2	2	2	-1.6812498720731	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.commdiginews.com/politics-2/when-a-crisis-comes-we-need-a-president-we-can-believe-in-85639/
638287071	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	013	013	01	1	0.4	2	2	2	-1.6812498720731	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170319	http://www.commdiginews.com/politics-2/when-a-crisis-comes-we-need-a-president-we-can-believe-in-85639/
638287093	20170319	201703	2017	2017.2164	USA	WASHINGTON	USA								IRL	IRELAND	IRL								0	051	051	05	1	3.4	4	1	4	-0.29052876234748	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Armagh, Quebec, Canada	CA	CA10	46.75	-70.5833	-560287	4	Armagh, Quebec, Canada	CA	CA10	46.75	-70.5833	-560287	20170319	http://www.thebostonpilot.com/article.asp?Source=Trending&ID=178832
638287106	20170319	201703	2017	2017.2164	USA	WASHINGTON	USA								JUD	LAWYER						JUD			0	080	080	08	2	5.0	28	1	28	-0.022665280233815	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Armagh, Quebec, Canada	CA	CA10	46.75	-70.5833	-560287	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.thebostonpilot.com/article.asp?Source=Trending&ID=178832
638287128	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								MEX	MEXICO	MEX								0	071	071	07	2	7.4	4	2	4	-1.15943093399923	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	3	National Institutes Of Health, Maryland, United States	US	USMD	38.9976	-77.1019	595646	20170319	http://www.stardem.com/news/state_news/article_ff706709-380e-54b2-9714-5c3f879cb4ea.html
638287219	20170319	201703	2017	2017.2164	USAGOV	UNITED STATES	USA					GOV													1	051	051	05	1	3.4	2	1	2	-4.89510489510489	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	0							2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	20170319	http://www.newmilfordspectrum.com/news/us/article/Fallen-firefighter-s-body-escorted-to-medical-11011343.php
638287224	20170319	201703	2017	2017.2164	USAGOV	UNITED STATES	USA					GOV			GBR	UNITED KINGDOM	GBR								1	190	190	19	4	-10.0	1	1	1	-4.89510489510489	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	20170319	http://www.newmilfordspectrum.com/news/us/article/Fallen-firefighter-s-body-escorted-to-medical-11011343.php
638287225	20170319	201703	2017	2017.2164	USAGOV	UNITED STATES	USA					GOV			GBR	UNITED KINGDOM	GBR								1	190	190	19	4	-10.0	1	1	1	-4.89510489510489	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	20170319	http://www.newmilfordspectrum.com/news/us/article/Fallen-firefighter-s-body-escorted-to-medical-11011343.php
638288848	20170312	201703	2017	2017.1973	USA	UNITED STATES	USA								GBRGOV	UNITED KINGDOM	GBR					GOV			1	036	036	03	1	4.0	8	1	8	-2.43506493506493	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Cheltenham, Gloucestershire, United Kingdom	UK	UKE6	51.9	-2.08333	-2592344	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.thetimes.co.uk/edition/world/boris-soothes-trump-spy-row-lxskrf75x
638289303	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								GOV	CABINET						GOV			1	036	036	03	1	4.0	6	3	6	0.66697639871837	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.globaltimes.cn/content/1038461.shtml
638289304	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								GOV	CABINET						GOV			1	036	036	03	1	4.0	18	3	18	0.66697639871837	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.globaltimes.cn/content/1038461.shtml
638289305	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								GOV	CABINET						GOV			1	036	036	03	1	4.0	2	1	2	0.76252723311547	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.globaltimes.cn/content/1038461.shtml
638289317	20170319	201703	2017	2017.2164	CHN	BEIJING	CHN								KOR	SOUTH KOREA	KOR								0	043	043	04	1	2.8	1	1	1	0.76252723311547	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.globaltimes.cn/content/1038461.shtml
638289323	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	050	050	05	1	3.5	61	24	61	0.985407386670771	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.globaltimes.cn/content/1038461.shtml
638289326	20170319	201703	2017	2017.2164	CHNGOV	YANG JIECHI	CHN					GOV			USA	WASHINGTON	USA								0	040	040	04	1	1.0	11	3	11	0.66697639871837	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.globaltimes.cn/content/1038461.shtml
638289611	20170319	201703	2017	2017.2164	GBR	BRITISH	GBR																		0	090	090	09	2	-2.0	1	1	1	-2.75689223057644	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	United Kingdom	UK	UK	54	-2	UK	20170319	https://jonathanturley.org/2017/03/17/shaken-not-scripted-spicer-repeats-allegation-that-british-intelligence-spied-on-trump-for-obama-administration-apologizes/comment-page-3/
638289659	20170319	201703	2017	2017.2164	GBR	BRITAIN	GBR								ISR	ISRAEL	ISR								0	020	020	02	1	3.0	12	1	12	-2.23209665356369	1	United Kingdom	UK	UK	54	-2	UK	1	Israel	IS	IS	31.5	34.75	IS	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170319	https://www.thetrumpet.com/15555-rebuilding-the-empire-russia-moves-to-assimilate-breakaway-georgian-region-s-armed-forces
638289665	20170319	201703	2017	2017.2164	GBR	LONDON	GBR								USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	2.98284862043251	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170319	http://www.monroenews.com/news/20170318/monroes-robert-duncansons-legacy-as-painter
638289742	20170319	201703	2017	2017.2164	GOV	CABINET						GOV			CHN	CHINA	CHN								1	036	036	03	1	4.0	6	3	6	0.66697639871837	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.globaltimes.cn/content/1038461.shtml
638289743	20170319	201703	2017	2017.2164	GOV	CABINET						GOV			CHN	CHINA	CHN								1	036	036	03	1	4.0	2	1	2	0.76252723311547	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.globaltimes.cn/content/1038461.shtml
638289744	20170319	201703	2017	2017.2164	GOV	CABINET						GOV			CHN	CHINA	CHN								1	036	036	03	1	4.0	16	3	16	0.66697639871837	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.globaltimes.cn/content/1038461.shtml
638290077	20170319	201703	2017	2017.2164	KOR	SOUTH KOREA	KOR								CHN	BEIJING	CHN								0	042	042	04	1	1.9	1	1	1	0.76252723311547	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.globaltimes.cn/content/1038461.shtml
638290222	20170319	201703	2017	2017.2164	MEX	MEXICO	MEX								USA	AMERICAN	USA								1	020	020	02	1	3.0	32	6	32	0.465462329661145	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Morelos, Méco, Mexico	MX	MX15	19.6011	-99.0525	-1661106	4	Morelos, Méco, Mexico	MX	MX15	19.6011	-99.0525	-1661106	20170319	https://the-journal.com/articles/34471-trump-s-budget-proves-that-us-will-pay-for-border-wall-mexican-governor-says
638290669	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	031	031	03	1	5.2	12	3	12	0.66697639871837	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.globaltimes.cn/content/1038461.shtml
638290674	20170319	201703	2017	2017.2164	USA	WASHINGTON	USA								CHNGOV	YANG JIECHI	CHN					GOV			0	040	040	04	1	1.0	11	3	11	0.66697639871837	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.globaltimes.cn/content/1038461.shtml
638290727	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								GBR	LONDON	GBR								0	042	042	04	1	1.9	2	1	2	2.98284862043251	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170319	http://www.monroenews.com/news/20170318/monroes-robert-duncansons-legacy-as-painter
638290729	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								GBR	LONDON	GBR								0	051	051	05	1	3.4	2	1	2	2.98284862043251	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	20170319	http://www.monroenews.com/news/20170318/monroes-robert-duncansons-legacy-as-painter
638290731	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	111	111	11	3	-2.0	10	5	10	-2.42228551963065	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170319	http://www.thedenverchannel.com/newsy/fox-news-contradicts-its-own-contributor-on-britishspying-claims
638290732	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	111	111	11	3	-2.0	10	5	10	-2.42228551963065	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170319	http://www.thedenverchannel.com/newsy/fox-news-contradicts-its-own-contributor-on-britishspying-claims
638290785	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								MED	TELEVISION						MED			1	010	010	01	1	0.0	1	1	1	-6.85131195335276	1	Mexico	MX	MX	23	-102	MX	2	North Carolina, United States	US	USNC	35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC	35.6411	-79.8431	NC	20170319	http://www.pressofatlanticcity.com/life/american-crime-on-abc-returns-with-tales-of-human-exploitation/article_7944709e-4812-5d09-98c4-cf2cf34b78d6.html
638290786	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								MED	TELEVISION						MED			1	010	010	01	1	0.0	3	1	3	-6.85131195335276	2	North Carolina, United States	US	USNC	35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC	35.6411	-79.8431	NC	1	Mexico	MX	MX	23	-102	MX	20170319	http://www.pressofatlanticcity.com/life/american-crime-on-abc-returns-with-tales-of-human-exploitation/article_7944709e-4812-5d09-98c4-cf2cf34b78d6.html
638290869	20170319	201703	2017	2017.2164	USAGOV	BARACK OBAMA	USA					GOV			GBR	UNITED KINGDOM	GBR								0	090	090	09	2	-2.0	7	5	7	-2.42228551963065	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.thedenverchannel.com/newsy/fox-news-contradicts-its-own-contributor-on-britishspying-claims
638292416	20160319	201603	2016	2016.2164	USA	UNITED STATES	USA								AUS	AUSTRALIA	AUS								1	172	172	17	4	-5.0	1	1	1	3.20121951219512	3	Longmont, Colorado, United States	US	USCO	40.1672	-105.102	202560	1	Mexico	MX	MX	23	-102	MX	3	Longmont, Colorado, United States	US	USCO	40.1672	-105.102	202560	20170319	http://www.timescall.com/top-stories/ci_30861245/longmonts-terry-gold-takes-techstars-australia
638292417	20160319	201603	2016	2016.2164	USA	UNITED STATES	USA								AUS	AUSTRALIA	AUS								1	172	172	17	4	-5.0	1	1	1	3.20121951219512	1	Mexico	MX	MX	23	-102	MX	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	20170319	http://www.timescall.com/top-stories/ci_30861245/longmonts-terry-gold-takes-techstars-australia
638292525	20170319	201703	2017	2017.2164											AUS	ADELAIDE	AUS								1	020	020	02	1	3.0	5	1	5	3.20121951219512	0							1	Mexico	MX	MX	23	-102	MX	3	Longmont, Colorado, United States	US	USCO	40.1672	-105.102	202560	20170319	http://www.timescall.com/top-stories/ci_30861245/longmonts-terry-gold-takes-techstars-australia
638292537	20170319	201703	2017	2017.2164											CAN	CANADA	CAN								1	051	051	05	1	3.4	2	1	2	2.6	0							2	Colorado, United States	US	USCO	39.0646	-105.327	CO	1	Canada	CA	CA	60	-95	CA	20170319	http://www.roundhouseradio.com/news/2017/03/18/survey-says-canadians-split-on-marijuana-legalization
638292562	20170319	201703	2017	2017.2164											EDU	UNIVERSITY						EDU			1	043	043	04	1	2.8	2	1	2	2.88135593220339	0							4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	20170319	https://www.forbes.com/sites/sarahturner/2017/03/18/on-the-rails-the-uks-best-sleeper-trains/
638292700	20170319	201703	2017	2017.2164											USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	-1.65016501650165	0							2	Missouri, United States	US	USMO	38.4623	-92.302	MO	1	United Kingdom	UK	UK	54	-2	UK	20170319	http://consequenceofsound.net/2017/03/r-i-p-chuck-berry-rock-n-roll-pioneer-has-died-at-the-age-of-90/
638292770	20170319	201703	2017	2017.2164	AUS	VICTORIA	AUS								GOV	CONSULATE						GOV			0	042	042	04	1	1.9	6	1	6	-2.62096774193549	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170319	http://indianexpress.com/article/india/visa-delayed-transgender-us-judges-visit-cancelled-4575533/
638292842	20170319	201703	2017	2017.2164	CANGOV	CANADA	CAN					GOV			USA	NEW YORK	USA								1	043	043	04	1	2.8	2	2	2	1.2131766582231	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	20170319	http://www.seattlepi.com/national/article/Inside-White-House-N-Y-moderates-spark-11011815.php
638292872	20170319	201703	2017	2017.2164	CHN	BEIJING	CHN								PHL	PHILIPPINE	PHL								0	051	051	05	1	3.4	1	1	1	-3.53982300884956	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	https://sputniknews.com/world/201703191051733736-us-senators-bill-south-china-sea/
638292873	20170319	201703	2017	2017.2164	CHN	BEIJING	CHN								PHL	PHILIPPINE	PHL								0	051	051	05	1	3.4	7	1	7	-3.53982300884956	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	https://sputniknews.com/world/201703191051733736-us-senators-bill-south-china-sea/
638292880	20170319	201703	2017	2017.2164	CHN	BEIJING	CHN								USA	WASHINGTON	USA								0	014	014	01	1	0.0	2	1	2	-3.53982300884956	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	North Island, Càau, Vietnam, Republic Of	VM	VM77	8.45	104.85	-3712938	20170319	https://sputniknews.com/world/201703191051733736-us-senators-bill-south-china-sea/
638292881	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	014	014	01	1	0.0	3	1	3	-3.53982300884956	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	https://sputniknews.com/world/201703191051733736-us-senators-bill-south-china-sea/
638292884	20170319	201703	2017	2017.2164	CHNGOV	YANG JIECHI	CHN					GOV													0	020	020	02	1	3.0	7	2	7	-1.63744740532959	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.bostonglobe.com/news/world/2017/03/18/beijing-tillerson-urges-china-cooperation-korea/vPjHodsrRuSTjTPxlCeBSM/story.html
638292952	20170319	201703	2017	2017.2164	CVL	HUNTER						CVL													0	010	010	01	1	0.0	2	1	2	0.2495840266223	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	0							4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170319	http://www.dailymail.co.uk/home/you/article-4315646/Faryal-Khan-thought-marriage-fairy-tale.html
638293019	20170319	201703	2017	2017.2164	EDU	UNIVERSITY						EDU													1	042	042	04	1	1.9	2	1	2	2.88135593220339	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	0							2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	20170319	https://www.forbes.com/sites/sarahturner/2017/03/18/on-the-rails-the-uks-best-sleeper-trains/
638293047	20170319	201703	2017	2017.2164	EDU	UNIVERSITY						EDU			USA	UNITED STATES	USA								1	043	043	04	1	2.8	4	1	4	2.88135593220339	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	20170319	https://www.forbes.com/sites/sarahturner/2017/03/18/on-the-rails-the-uks-best-sleeper-trains/
