633626966	20170305	201703	2017	2017.1781	GOV	FOREIGN MINIST						GOV			USA	UNITED STATES	USA								1	020	020	02	1	3.0	32	15	30	-4.08801910968368	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170305	http://wsau.com/news/articles/2017/mar/04/mexico-opens-migrant-defense-centers-at-us-consulates/
633627080	20170305	201703	2017	2017.1781	IGOWSTNAT	NORTH ATLANTIC TREATY ORGANIZATION	WST	NAT				IGO			MIL	MILITARY						MIL			1	120	120	12	3	-4.0	2	1	2	-0.25252525252525	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170305	http://americanfreepress.net/could-more-war-open-the-door-for-global-bank/
633627098	20170305	201703	2017	2017.1781	IND	NEW DELHI	IND								BUS	EXPORTER						BUS			1	115	115	11	3	-2.0	2	1	2	-1.14068441064639	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170305	http://www.hawaiitelegraph.com/index.php/sid/252194453
633627102	20170305	201703	2017	2017.1781	IND	PUNE	IND								USA	PHOENIX	USA								1	051	051	05	1	3.4	5	1	5	10.7023411371238	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784	20170305	http://indianexpress.com/article/cities/pune/pune-17-women-honoured-with-phoenix-leading-lady-awards-2017-4554868/
633627104	20170305	201703	2017	2017.1781	IND	NEW DELHI	IND								USABUS	UNITED STATES	USA					BUS			1	115	115	11	3	-2.0	2	1	2	-1.14068441064639	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20170305	http://www.hawaiitelegraph.com/index.php/sid/252194453
633627515	20170305	201703	2017	2017.1781	MEX	MEXICO	MEX																		0	040	040	04	1	1.0	36	14	36	-3.72751588746462	1	Mexico	MX	MX	23	-102	MX	0							2	Oregon, United States	US	USOR	44.5672	-122.127	OR	20170305	http://www.waow.com/story/34665889/20-year-sentence-for-mistaken-washington-state-honor-killing
633627519	20170305	201703	2017	2017.1781	MEX	MEXICAN	MEX								GOV	FOREIGN MINIST						GOV			1	050	050	05	1	3.5	21	19	20	-3.91228077074231	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170305	http://www.heraldsun.com.au/news/breaking-news/mexico-opens-us-migrant-defence-centres/news-story/9391e04d5036d282144d527277ad6654?nk=680a311e929f64af7015d1fde7080459-1488671214
633627520	20170305	201703	2017	2017.1781	MEX	MEXICAN	MEX								GOV	FOREIGN MINIST						GOV			1	050	050	05	1	3.5	13	13	13	-4.28398351914211	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Mexico	MX	MX	23	-102	MX	20170305	http://www.heraldsun.com.au/news/breaking-news/mexico-opens-us-migrant-defence-centres/news-story/9391e04d5036d282144d527277ad6654?nk=680a311e929f64af7015d1fde7080459-1488671214
633627523	20170305	201703	2017	2017.1781	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	040	040	04	1	1.0	21	16	21	-3.62126346211851	1	Mexico	MX	MX	23	-102	MX	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	20170305	http://www.waow.com/story/34665889/20-year-sentence-for-mistaken-washington-state-honor-killing
633627525	20170305	201703	2017	2017.1781	MEX	MEXICAN	MEX								USA	SAN DIEGO	USA								0	042	042	04	1	1.9	70	35	70	-3.17711521987833	1	Mexico	MX	MX	23	-102	MX	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	20170305	http://www.mysanantonio.com/news/crime/article/AP-Explains-How-immigrants-are-detained-deported-10976861.php
633627527	20170305	201703	2017	2017.1781	MEXCVL	MEXICAN	MEX					CVL			USA	SAN DIEGO	USA								0	042	042	04	1	1.9	210	35	210	-3.17711521987833	1	Mexico	MX	MX	23	-102	MX	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	20170305	http://www.mysanantonio.com/news/crime/article/AP-Explains-How-immigrants-are-detained-deported-10976861.php
633627529	20170305	201703	2017	2017.1781	MEXGOV	MEXICAN	MEX					GOV			GOV	FOREIGN MINIST						GOV			1	050	050	05	1	3.5	63	19	60	-3.91228077074231	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170305	http://www.heraldsun.com.au/news/breaking-news/mexico-opens-us-migrant-defence-centres/news-story/9391e04d5036d282144d527277ad6654?nk=680a311e929f64af7015d1fde7080459-1488671214
633627531	20170305	201703	2017	2017.1781	MEXGOV	MEXICO	MEX					GOV			USA	UNITED STATES	USA								1	020	020	02	1	3.0	20	6	20	-3.65487755822436	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Mexico	MX	MX	23	-102	MX	20170305	http://www.heraldsun.com.au/news/breaking-news/mexico-opens-us-migrant-defence-centres/news-story/9391e04d5036d282144d527277ad6654?nk=680a311e929f64af7015d1fde7080459-1488671214
633627532	20170305	201703	2017	2017.1781	MEXGOV	MEXICO	MEX					GOV			USA	UNITED STATES	USA								1	020	020	02	1	3.0	4	2	4	-3.84615384615385	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170305	http://www.heraldsun.com.au/news/breaking-news/mexico-opens-us-migrant-defence-centres/news-story/9391e04d5036d282144d527277ad6654?nk=680a311e929f64af7015d1fde7080459-1488671214
633627546	20170305	201703	2017	2017.1781	MIL	NAVY						MIL			EDU	UNIVERSITY						EDU			0	015	015	01	1	0.0	2	1	2	-2.09481808158765	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	20170305	http://www.rep-am.com/news/national/2017/03/04/trump-claims-obama-had-phones-wiretapped-obama-denies-it/
633628141	20170305	201703	2017	2017.1781	USA	VIRGINIA	USA																		0	020	020	02	1	3.0	56	7	56	-3.19270239452679	1	Mexico	MX	MX	23	-102	MX	0							2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170305	http://wspa.com/ap/ap-explains-how-immigrants-are-detained-deported/
633628214	20170305	201703	2017	2017.1781	USA	WASHINGTON	USA																		1	051	051	05	1	3.4	9	8	9	-3.22330543138206	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	Mexico	MX	MX	23	-102	MX	20170305	http://www.waow.com/story/34665889/20-year-sentence-for-mistaken-washington-state-honor-killing
633628348	20170305	201703	2017	2017.1781	USA	UNITED STATES	USA								CANBUS	CANADA	CAN					BUS			1	084	084	08	2	7.0	10	1	10	-0.257100752652502	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170305	http://www.torontotelegraph.com/index.php/sid/252194441
633628349	20170305	201703	2017	2017.1781	USA	UNITED STATES	USA								CANBUS	CANADA	CAN					BUS			1	084	084	08	2	7.0	12	1	12	-0.990557828838068	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170305	http://www.torontotelegraph.com/index.php/sid/252194441
633628375	20170305	201703	2017	2017.1781	USA	UNITED STATES	USA								CVL	CONSTITUENT						CVL			1	040	040	04	1	1.0	1	1	1	5.00410172272354	3	Palmdale, California, United States	US	USCA	34.5794	-118.116	1652769	4	Agua Dulce, Sinaloa, Mexico	MX	MX25	22.8333	-106.05	-1649608	4	Agua Dulce, Sinaloa, Mexico	MX	MX25	22.8333	-106.05	-1649608	20170305	https://signalscv.com/2017/03/04/hundreds-show-knight-town-hall/
633628399	20170305	201703	2017	2017.1781	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	3	1	3	-0.126262626262625	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170305	http://americanfreepress.net/could-more-war-open-the-door-for-global-bank/
633628400	20170305	201703	2017	2017.1781	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	2	1	2	-0.25252525252525	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170305	http://americanfreepress.net/could-more-war-open-the-door-for-global-bank/
633628512	20170305	201703	2017	2017.1781	USA	UNITED STATES	USA								MEX	MEXICO	MEX								0	040	040	04	1	1.0	21	16	21	-3.62126346211851	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	1	Mexico	MX	MX	23	-102	MX	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	20170305	http://www.waow.com/story/34665889/20-year-sentence-for-mistaken-washington-state-honor-killing
633628514	20170305	201703	2017	2017.1781	USA	SAN DIEGO	USA								MEX	MEXICAN	MEX								0	043	043	04	1	2.8	70	35	70	-3.17711521987833	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	1	Mexico	MX	MX	23	-102	MX	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	20170305	http://www.mysanantonio.com/news/crime/article/AP-Explains-How-immigrants-are-detained-deported-10976861.php
633628516	20170305	201703	2017	2017.1781	USA	TEXAS	USA								MEX	MEXICO	MEX								1	1044	104	10	3	-5.0	3	1	3	4.96894409937888	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Santa Angela, Durango, Mexico	MX	MX10	24.8833	-105.083	-1700449	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170305	http://www.gosanangelo.com/story/news/local/2017/03/04/texas-independence-day-celebration-big-ol-good-time/98751082/
633628517	20170305	201703	2017	2017.1781	USA	SAN DIEGO	USA								MEXCVL	MEXICAN	MEX					CVL			0	043	043	04	1	2.8	210	35	210	-3.17711521987833	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	1	Mexico	MX	MX	23	-102	MX	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	20170305	http://www.mysanantonio.com/news/crime/article/AP-Explains-How-immigrants-are-detained-deported-10976861.php
633628536	20170305	201703	2017	2017.1781	USA	NASHVILLE	USA								OPP	PROTESTER						OPP			1	175	175	17	4	-9.0	39	39	39	-2.57495356718825	3	Detroit, Michigan, United States	US	USMI	42.3314	-83.0458	1617959	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170305	http://www.dailyprogress.com/news/national/wire/trump-supporters-declare-pride-in-president-slam-opponents/article_d4af5951-06d7-5c86-abec-54281f3431f5.html
633628745	20170305	201703	2017	2017.1781	USAMED	REUTERS	USA					MED			GOV	PRESIDENT						GOV			1	110	110	11	3	-2.0	6	3	6	-4.37710437710438	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170305	http://wsau.com/news/articles/2017/mar/04/mexico-opens-migrant-defense-centers-at-us-consulates/
633628746	20170305	201703	2017	2017.1781	USAMED	REUTERS	USA					MED			GOV	PRESIDENT						GOV			1	110	110	11	3	-2.0	3	3	3	-4.37710437710438	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170305	http://wsau.com/news/articles/2017/mar/04/mexico-opens-migrant-defense-centers-at-us-consulates/
633629849	20170305	201703	2017	2017.1781	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	043	043	04	1	2.8	20	7	20	-0.13753720296213	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170305	http://www.capebretonpost.com/living/2017/3/4/trudeau-to-take-in-canadian-9-11-inspired-musical-come-from-away-on-broadway.html
633630254	20170305	201703	2017	2017.1781	GOV	PRIME MINISTER						GOV			CAN	CANADIAN	CAN								1	043	043	04	1	2.8	30	5	30	0.03620608578766	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170305	http://www.capebretonpost.com/living/2017/3/4/trudeau-to-take-in-canadian-9-11-inspired-musical-come-from-away-on-broadway.html
633630284	20170305	201703	2017	2017.1781	GOV	FOREIGN MINIST						GOV			MEX	MEXICAN	MEX								1	020	020	02	1	3.0	2	1	2	-4.3343653250774	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	20170305	http://www.oann.com/mexico-opens-migrant-defense-centers-at-u-s-consulates/
633630341	20170305	201703	2017	2017.1781	GOV	FOREIGN MINIST						GOV			USA	UNITED STATES	USA								1	020	020	02	1	3.0	6	1	6	-4.3343653250774	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	20170305	http://www.oann.com/mexico-opens-migrant-defense-centers-at-u-s-consulates/
633630342	20170305	201703	2017	2017.1781	GOV	FOREIGN MINIST						GOV			USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	-4.3343653250774	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170305	http://www.oann.com/mexico-opens-migrant-defense-centers-at-u-s-consulates/
633630344	20170305	201703	2017	2017.1781	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	020	020	02	1	3.0	26	11	26	-7.68078977792546	4	Hindustan, India (general), India	IN	IN00	28	76	-3414754	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	4	Hindustan, India (general), India	IN	IN00	28	76	-3414754	20170305	http://www.chicagotribune.com/news/nationworld/ct-sikh-man-shot-suspected-hate-crime-20170304-story.html
633630345	20170305	201703	2017	2017.1781	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	020	020	02	1	3.0	86	12	86	-7.64603655123911	4	Hindustan, India (general), India	IN	IN00	28	76	-3414754	2	Washington, United States	US	USWA	47.3917	-121.571	WA	4	Hindustan, India (general), India	IN	IN00	28	76	-3414754	20170305	http://www.chicagotribune.com/news/nationworld/ct-sikh-man-shot-suspected-hate-crime-20170304-story.html
633630360	20170305	201703	2017	2017.1781	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	051	051	05	1	3.4	1	1	1	-3.38680926916221	1	Mexico	MX	MX	23	-102	MX	3	Lafayette Square, District of Columbia, United States	US	USDC	38.8993	-77.0361	531664	1	Mexico	MX	MX	23	-102	MX	20170305	http://www.newsweek.com/trump-backers-series-small-rallies-support-president-563923
633630361	20170305	201703	2017	2017.1781	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	051	051	05	1	3.4	4	4	4	-2.79193197180428	1	Mexico	MX	MX	23	-102	MX	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	Mexico	MX	MX	23	-102	MX	20170305	http://www.channelnewsasia.com/news/world/trump-fans-stage-series-of-small-rallies-across-u-s/3568900.html
633630365	20170305	201703	2017	2017.1781	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	122	122	12	3	-4.0	26	11	26	-7.68078977792546	4	Hindustan, India (general), India	IN	IN00	28	76	-3414754	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	4	Hindustan, India (general), India	IN	IN00	28	76	-3414754	20170305	http://www.chicagotribune.com/news/nationworld/ct-sikh-man-shot-suspected-hate-crime-20170304-story.html
633630366	20170305	201703	2017	2017.1781	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	122	122	12	3	-4.0	86	12	86	-7.64603655123911	4	Hindustan, India (general), India	IN	IN00	28	76	-3414754	2	Washington, United States	US	USWA	47.3917	-121.571	WA	4	Hindustan, India (general), India	IN	IN00	28	76	-3414754	20170305	http://www.chicagotribune.com/news/nationworld/ct-sikh-man-shot-suspected-hate-crime-20170304-story.html
633630710	20170305	201703	2017	2017.1781	MED	JOURNALIST						MED			USA	UNITED STATES	USA								1	111	111	11	3	-2.0	1	1	1	-1.66453265044814	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	20170305	http://tns.thenews.com.pk/money-maketh-narrative/
633630719	20170305	201703	2017	2017.1781	MEX	MEXICAN	MEX								COP	BORDER PATROL						COP			0	051	051	05	1	3.4	2	1	2	-5.819592628516	1	Mexico	MX	MX	23	-102	MX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170305	http://www.chicagotribune.com/news/history/ct-flash-deportation-migrant-mexican-0305-20170303-story.html
633630720	20170305	201703	2017	2017.1781	MEX	MEXICAN	MEX								GOV	FOREIGN MINIST						GOV			1	050	050	05	1	3.5	1	1	1	-4.3343653250774	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170305	http://www.oann.com/mexico-opens-migrant-defense-centers-at-u-s-consulates/
633630721	20170305	201703	2017	2017.1781	MEX	MEXICAN	MEX								GOV	FOREIGN MINIST						GOV			1	050	050	05	1	3.5	1	1	1	-4.3343653250774	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	20170305	http://www.oann.com/mexico-opens-migrant-defense-centers-at-u-s-consulates/
633630725	20170305	201703	2017	2017.1781	MEX	MEXICAN	MEX								USA	UNITED STATES	USA								0	013	013	01	1	0.4	2	1	2	-5.819592628516	1	Mexico	MX	MX	23	-102	MX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Mexico	MX	MX	23	-102	MX	20170305	http://www.chicagotribune.com/news/history/ct-flash-deportation-migrant-mexican-0305-20170303-story.html
633630726	20170305	201703	2017	2017.1781	MEX	MEXICO	MEX								USA	NEW MEXICO	USA								1	173	173	17	4	-5.0	8	8	8	-1.45985401459854	1	Mexico	MX	MX	23	-102	MX	3	Ruidoso, New Mexico, United States	US	USNM	33.3317	-105.673	923668	3	Albuquerque, New Mexico, United States	US	USNM	35.0845	-106.651	928679	20170305	http://www.sunherald.com/news/politics-government/national-politics/article136488543.html
633630727	20170305	201703	2017	2017.1781	MEX	MEXICO	MEX								USA	NEW MEXICO	USA								1	173	173	17	4	-5.0	8	8	8	-1.45985401459854	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	3	Albuquerque, New Mexico, United States	US	USNM	35.0845	-106.651	928679	20170305	http://www.sunherald.com/news/politics-government/national-politics/article136488543.html
633630729	20170305	201703	2017	2017.1781	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	1821	182	18	4	-9.0	2	1	2	-1.23839009287926	1	Mexico	MX	MX	23	-102	MX	2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	1	Mexico	MX	MX	23	-102	MX	20170305	http://www.modbee.com/news/local/news-columns-blogs/jeff-jardine/article136502788.html
633630731	20170305	201703	2017	2017.1781	MEXGOV	MEXICAN	MEX					GOV			GOV	FOREIGN MINIST						GOV			1	050	050	05	1	3.5	3	1	3	-4.3343653250774	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170305	http://www.oann.com/mexico-opens-migrant-defense-centers-at-u-s-consulates/
633631199	20170305	201703	2017	2017.1781	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	26	11	26	-7.68078977792546	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	0							4	Hindustan, India (general), India	IN	IN00	28	76	-3414754	20170305	http://www.chicagotribune.com/news/nationworld/ct-sikh-man-shot-suspected-hate-crime-20170304-story.html
633631212	20170305	201703	2017	2017.1781	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	1	1	1	-3.26409495548962	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	0							1	Mexico	MX	MX	23	-102	MX	20170305	http://www.eastoregonian.com/eo/local-news/20170304/20-year-sentence-for-mistaken-honor-killing-of-boardman-man
633631245	20170305	201703	2017	2017.1781	USA	UNITED STATES	USA																		1	036	036	03	1	4.0	2	2	2	-0.13227513227513	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170305	http://www.capebretonpost.com/living/2017/3/4/trudeau-to-take-in-canadian-9-11-inspired-musical-come-from-away-on-broadway.html
633631255	20170305	201703	2017	2017.1781	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	5	1	5	-2.79329608938547	3	Olathe, Kansas, United States	US	USKS	38.8814	-94.8191	479198	0							4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	20170305	http://www.deccanchronicle.com/nation/current-affairs/050317/chandrababu-naidu-to-take-up-hate-crime-in-us-with-narendra-modi.html
633631258	20170305	201703	2017	2017.1781	USA	KANSAS	USA																		1	040	040	04	1	1.0	3	1	3	-2.79329608938547	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	0							4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	20170305	http://www.deccanchronicle.com/nation/current-affairs/050317/chandrababu-naidu-to-take-up-hate-crime-in-us-with-narendra-modi.html
