618859799	20170120	201701	2017	2017.0548	CAN	CANADA	CAN								CVL	SMALL TOWN						CVL			1	020	020	02	1	3.0	8	7	8	3.14910215901871	4	Peace River, Alberta, Canada	CA	CA01	56.2333	-117.283	-571025	1	United States	US	US	38	-97	US	4	Fairview, Alberta, Canada	CA	CA01	56.0667	-118.4	-564450	20170120	http://www.thetelegram.com/news/local/2017/1/19/robert-bateman-prints-part-of-735k-art-theft-in-northern-alberta.html
618859813	20170120	201701	2017	2017.0548	CAN	CANADA	CAN								PTY	DEMOCRATIC PARTY									0	042	042	04	1	1.9	11	11	11	0.387279345481933	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170120	http://www.11alive.com/news/reality-tv-star-taking-trump-inspired-politics-north-of-the-border/388409996
618859818	20170120	201701	2017	2017.0548	CAN	CANADA	CAN								USA	ALASKA	USA								1	012	012	01	1	-0.4	48	15	48	-3.44355513874242	1	Canada	CA	CA	60	-95	CA	2	Alaska, United States	US	USAK	61.385	-152.268	AK	2	Alaska, United States	US	USAK	61.385	-152.268	AK	20170120	http://www.13wmaz.com/news/nation-now/its-so-cold-in-alaska-that-even-alaskans-are-complaining/388449382
618859820	20170120	201701	2017	2017.0548	CAN	CANADA	CAN								USAPTY	UNITED STATES	USA								0	042	042	04	1	1.9	22	11	22	0.387279345481933	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170120	http://www.11alive.com/news/reality-tv-star-taking-trump-inspired-politics-north-of-the-border/388409996
618859821	20170120	201701	2017	2017.0548	CAN	CANADA	CAN								USAPTY	UNITED STATES	USA								0	042	042	04	1	1.9	22	11	22	0.387279345481933	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170120	http://www.11alive.com/news/reality-tv-star-taking-trump-inspired-politics-north-of-the-border/388409996
618859868	20170120	201701	2017	2017.0548	CHN	CHINA	CHN								GOV	GOVERNMENT						GOV			0	014	014	01	1	0.0	2	1	2	-1.92982456140351	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170120	http://tbtpics.tampabay.com/opinion/editorials/editorial-time-for-trump-to-talk-like-a-president/2310204
618859872	20170120	201701	2017	2017.0548	CHN	CHINA	CHN								GOV	GOVERNMENT						GOV			0	120	120	12	3	-4.0	2	1	2	-1.92982456140351	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170120	http://tbtpics.tampabay.com/opinion/editorials/editorial-time-for-trump-to-talk-like-a-president/2310204
618859882	20170120	201701	2017	2017.0548	CHN	CHINA	CHN								TWN	TAIWAN	TWN								0	014	014	01	1	0.0	2	1	2	-1.92982456140351	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170120	http://tbtpics.tampabay.com/opinion/editorials/editorial-time-for-trump-to-talk-like-a-president/2310204
618859884	20170120	201701	2017	2017.0548	CHN	CHINA	CHN								TWN	TAIWAN	TWN								0	120	120	12	3	-4.0	2	1	2	-1.92982456140351	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170120	http://tbtpics.tampabay.com/opinion/editorials/editorial-time-for-trump-to-talk-like-a-president/2310204
618859885	20170120	201701	2017	2017.0548	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	051	051	05	1	3.4	1	1	1	2.57731958762886	1	China	CH	CH	35	105	CH	2	Utah, United States	US	USUT	40.1135	-111.854	UT	2	Utah, United States	US	USUT	40.1135	-111.854	UT	20170120	http://kuer.org/post/utahs-first-chinese-american-lawmaker-longtime-community-advocate
618859886	20170120	201701	2017	2017.0548	CHN	CHINESE	CHN								USA	UTAH	USA								0	051	051	05	1	3.4	1	1	1	2.57731958762886	2	Utah, United States	US	USUT	40.1135	-111.854	UT	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170120	http://kuer.org/post/utahs-first-chinese-american-lawmaker-longtime-community-advocate
618859887	20170120	201701	2017	2017.0548	CHN	CHINESE	CHN								USA	UTAH	USA								0	051	051	05	1	3.4	1	1	1	2.57731958762886	2	Utah, United States	US	USUT	40.1135	-111.854	UT	2	Utah, United States	US	USUT	40.1135	-111.854	UT	1	China	CH	CH	35	105	CH	20170120	http://kuer.org/post/utahs-first-chinese-american-lawmaker-longtime-community-advocate
618860043	20170120	201701	2017	2017.0548	COP	PRISON						COP			MEX	MEXICO	MEX								1	173	173	17	4	-5.0	2	1	2	-3.98162327718223	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	20170120	http://www.news.com.au/world/drug-kingpin-joaqun-el-chapo-guzmn-has-been-extradicted-from-mexico-to-the-us/news-story/ebd953a82deb54f7905dc249201d4b56
618860044	20170120	201701	2017	2017.0548	COP	PRISON						COP			MEX	MEXICO	MEX								1	173	173	17	4	-5.0	8	2	8	-3.96551724137931	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170120	http://www.heraldsun.com.au/news/world/drug-kingpin-joaqun-el-chapo-guzmn-has-been-extradicted-from-mexico-to-the-us/news-story/ebd953a82deb54f7905dc249201d4b56?nk=85eb9f72b707cd6ce6c13b326954e4aa-1484869631
618860060	20170120	201701	2017	2017.0548	COP	DEPUTIES						COP			USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	2	2	-8.06916426512968	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	1	China	CH	CH	35	105	CH	20170120	http://www.latimes.com/local/lanow/la-me-arcadia-slayings-20170119-story.html
618860130	20170120	201701	2017	2017.0548	CRM	CRIMINAL						CRM			JPN	SAGA	JPN								1	173	173	17	4	-5.0	3	1	3	-3.79403794037941	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	20170120	https://www.nytimes.com/2017/01/19/world/el-chapo-extradited-mexico.html
618860214	20170120	201701	2017	2017.0548	CVL	MIGRANT						CVL			CRM	DRUG GANG						CRM			1	190	190	19	4	-10.0	127	82	127	-5.4378996554551	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Tamaulipas, Sinaloa, Mexico	MX	MX25	24.9086	-107.594	-1703946	4	Tamaulipas, Sinaloa, Mexico	MX	MX25	24.9086	-107.594	-1703946	20170120	http://www.maysville-online.com/news/world/a-look-at-notable-dates-in-mexico-s-decade-old/article_7ff34f95-ba55-55d5-9c82-9f81a4efe41f.html
618860215	20170120	201701	2017	2017.0548	CVL	MIGRANT						CVL			CRM	DRUG GANG						CRM			1	190	190	19	4	-10.0	32	20	32	-5.56405276203776	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Tamaulipas, Sinaloa, Mexico	MX	MX25	24.9086	-107.594	-1703946	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170120	http://news-sentinel.com/news/us-and-world/A-look-at-notable-dates-in-Mexico-s-decade-old-drug-war
618860265	20170120	201701	2017	2017.0548	CVLJUD	COMMUNITY						CVL	JUD		USA	UNITED STATES	USA								1	040	040	04	1	1.0	4	1	4	2.57731958762886	1	China	CH	CH	35	105	CH	2	Utah, United States	US	USUT	40.1135	-111.854	UT	2	Utah, United States	US	USUT	40.1135	-111.854	UT	20170120	http://kuer.org/post/utahs-first-chinese-american-lawmaker-longtime-community-advocate
618860552	20170120	201701	2017	2017.0548	GBR	UNITED KINGDOM	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			0	036	036	03	1	4.0	2	1	2	-2.89723856948846	4	Chatham, Medway, United Kingdom	UK	UKI3	51.3833	0.516667	-2592300	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Chatham, Medway, United Kingdom	UK	UKI3	51.3833	0.516667	-2592300	20170120	http://files.heraldscotland.com/news/world_news/15024410.The_tainted_heart_of_America_s_Golden_Boy/
618860556	20170120	201701	2017	2017.0548	GBR	UNITED KINGDOM	GBR								GBRPTY	UNITED KINGDOM	GBR								0	017	017	01	1	0.0	2	1	2	0.99009900990099	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	55.95	-3.2	-2595386	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	55.95	-3.2	-2595386	20170120	http://files.heraldscotland.com/news/world_news/15030940.Trump_promises__beautiful__inauguration_amid_ceremony_protest_plans/
618860575	20170120	201701	2017	2017.0548	GBR	UNITED KINGDOM	GBR								MED	JOURNALIST						MED			0	013	013	01	1	0.4	2	1	2	-2.89723856948846	4	Carlton, North Yorkshire, United Kingdom	UK	UKJ7	53.7	-1.01667	-2591834	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170120	http://files.heraldscotland.com/news/world_news/15024410.The_tainted_heart_of_America_s_Golden_Boy/
618860582	20170120	201701	2017	2017.0548	GBR	UNITED KINGDOM	GBR								RUSGOV	RUSSIA	RUS					GOV			0	046	046	04	1	7.0	1	1	1	-2.89723856948846	4	Chatham, Medway, United Kingdom	UK	UKI3	51.3833	0.516667	-2592300	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170120	http://files.heraldscotland.com/news/world_news/15024410.The_tainted_heart_of_America_s_Golden_Boy/
618860593	20170120	201701	2017	2017.0548	GBR	UNITED KINGDOM	GBR								USA	WASHINGTON	USA								0	036	036	03	1	4.0	2	1	2	0.99009900990099	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	55.95	-3.2	-2595386	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170120	http://files.heraldscotland.com/news/world_news/15030940.Trump_promises__beautiful__inauguration_amid_ceremony_protest_plans/
618860594	20170120	201701	2017	2017.0548	GBR	UNITED KINGDOM	GBR								USA	WASHINGTON	USA								0	043	043	04	1	2.8	4	1	4	0.2020202020202	4	Basingstoke, Hampshire, United Kingdom	UK	UKF2	51.2667	-1.08333	-2589399	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Basingstoke, Hampshire, United Kingdom	UK	UKF2	51.2667	-1.08333	-2589399	20170120	http://www.express.co.uk/news/world/756528/Donald-Trump-saviour-west-assassinated-LBC-US
618860595	20170120	201701	2017	2017.0548	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	1	4	-1.2448132780083	5	Pembrokeshire, Pembrokeshire, United Kingdom	UK	UKY7	51.8333	-4.91667	-2605141	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	5	Pembrokeshire, Pembrokeshire, United Kingdom	UK	UKY7	51.8333	-4.91667	-2605141	20170120	http://files.heraldscotland.com/news/world_news/15030386.Julian_Assange__to_face_extradition__after_Chelsea_Manning_clemency_decision/
618860601	20170120	201701	2017	2017.0548	GBR	UNITED KINGDOM	GBR								USAMED	UNITED STATES	USA					MED			0	013	013	01	1	0.4	2	1	2	-2.89723856948846	4	Carlton, North Yorkshire, United Kingdom	UK	UKJ7	53.7	-1.01667	-2591834	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170120	http://files.heraldscotland.com/news/world_news/15024410.The_tainted_heart_of_America_s_Golden_Boy/
618860614	20170120	201701	2017	2017.0548	GBRGOV	UNITED KINGDOM	GBR					GOV			GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	2	1	2	-2.89723856948846	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Chatham, Medway, United Kingdom	UK	UKI3	51.3833	0.516667	-2592300	4	Chatham, Medway, United Kingdom	UK	UKI3	51.3833	0.516667	-2592300	20170120	http://files.heraldscotland.com/news/world_news/15024410.The_tainted_heart_of_America_s_Golden_Boy/
618860635	20170120	201701	2017	2017.0548	GBRPTY	BRITISH	GBR								USA	WASHINGTON	USA								0	017	017	01	1	0.0	6	1	6	0.99009900990099	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	55.95	-3.2	-2595386	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	55.95	-3.2	-2595386	20170120	http://files.heraldscotland.com/news/world_news/15030940.Trump_promises__beautiful__inauguration_amid_ceremony_protest_plans/
618860636	20170120	201701	2017	2017.0548	GBRPTY	BRITISH	GBR								USA	WASHINGTON	USA								0	036	036	03	1	4.0	6	1	6	0.99009900990099	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	55.95	-3.2	-2595386	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170120	http://files.heraldscotland.com/news/world_news/15030940.Trump_promises__beautiful__inauguration_amid_ceremony_protest_plans/
618860746	20170120	201701	2017	2017.0548	GOV	PRESIDENT						GOV													0	036	036	03	1	4.0	8	1	8	1.50283321015028	4	Saskatchewan, Manitoba, Canada	CA	CA03	52.15	-97.7167	-575075	0							2	California, United States	US	USCA	36.17	-119.746	CA	20170120	http://spectrummagazine.org/node/7843
618860989	20170120	201701	2017	2017.0548	GOV	AUTHORITIES						GOV			MEX	MEXICO	MEX								1	112	112	11	3	-2.0	1	1	1	-4.91803278688524	3	Brooklyn, New York, United States	US	USNY	42.3442	-75.1704	944840	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	3	Brooklyn, New York, United States	US	USNY	42.3442	-75.1704	944840	20170120	http://www.wsj.com/articles/mexico-extradites-drug-lord-el-chapo-to-u-s-1484868280
618860991	20170120	201701	2017	2017.0548	GOV	AUTHORITIES						GOV			MEX	MEXICO	MEX								1	174	174	17	4	-5.0	1	1	1	-4.91803278688524	3	Brooklyn, New York, United States	US	USNY	42.3442	-75.1704	944840	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170120	http://www.wsj.com/articles/mexico-extradites-drug-lord-el-chapo-to-u-s-1484868280
618860992	20170120	201701	2017	2017.0548	GOV	AUTHORITIES						GOV			MEXCOP	MEXICO	MEX					COP			1	174	174	17	4	-5.0	1	1	1	-4.91803278688524	2	California, United States	US	USCA	36.17	-119.746	CA	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170120	http://www.wsj.com/articles/mexico-extradites-drug-lord-el-chapo-to-u-s-1484868280
618861064	20170120	201701	2017	2017.0548	GOV	GOVERNMENT OFFICIAL						GOV			USA	UNITED STATES	USA								1	042	042	04	1	1.9	1	1	1	-6.08365019011406	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	20170120	http://pix11.com/2017/01/19/drug-lord-joaquin-el-chapo-guzman-extradited-to-the-us-mexicos-government-says/
618861065	20170120	201701	2017	2017.0548	GOV	GOVERNMENT OFFICIAL						GOV			USA	NEW YORK	USA								1	042	042	04	1	1.9	4	1	4	-6.08365019011406	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170120	http://pix11.com/2017/01/19/drug-lord-joaquin-el-chapo-guzman-extradited-to-the-us-mexicos-government-says/
618861080	20170120	201701	2017	2017.0548	GOV	GOVERNMENT						GOV			USA	UNITED STATES	USA								0	051	051	05	1	3.4	1	1	1	0.14598540145985	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	11	78	-2112557	1	United States	US	US	38	-97	US	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	20170120	http://www.newsnow.in/news/hc-asks-centre-about-policy-regarding-pvt-schools-on-govt-land
618861081	20170120	201701	2017	2017.0548	GOV	GOVERNMENT						GOV			USA	UNITED STATES	USA								0	051	051	05	1	3.4	1	1	1	0.14598540145985	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	11	78	-2112557	1	United States	US	US	38	-97	US	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	11	78	-2112557	20170120	http://www.newsnow.in/news/hc-asks-centre-about-policy-regarding-pvt-schools-on-govt-land
618861085	20170120	201701	2017	2017.0548	GOV	MINIST OF FOREIGN AFFAIRS						GOV			USA	UNITED STATES	USA								1	110	110	11	3	-2.0	4	1	4	-3.12739118077873	4	Ciudad Juarez, Méco, Mexico	MX	MX15	31.7333	-106.483	-1658093	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170120	https://sputniknews.com/latam/201701201049794249-el-chapo-extradited-to-us/
618861099	20170120	201701	2017	2017.0548	GOV	MINIST OF FOREIGN AFFAIRS						GOV			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-2.10970464135021	4	Ciudad Juarez, Méco, Mexico	MX	MX15	31.7333	-106.483	-1658093	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Ciudad Juarez, Méco, Mexico	MX	MX15	31.7333	-106.483	-1658093	20170120	https://sputniknews.com/latam/201701201049793984-mexico-el-chapo-extradition/
618861100	20170120	201701	2017	2017.0548	GOV	MINIST OF FOREIGN AFFAIRS						GOV			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-4.14507772020726	4	Ciudad Juarez, Méco, Mexico	MX	MX15	31.7333	-106.483	-1658093	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170120	https://sputniknews.com/latam/201701201049794249-el-chapo-extradited-to-us/
618861107	20170120	201701	2017	2017.0548	GOV	MINIST OF FOREIGN AFFAIRS						GOV			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	1	4	-3.12739118077873	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Ciudad Juarez, Méco, Mexico	MX	MX15	31.7333	-106.483	-1658093	20170120	https://sputniknews.com/latam/201701201049794249-el-chapo-extradited-to-us/
618861131	20170120	201701	2017	2017.0548	GOV	MINIST OF FOREIGN AFFAIRS						GOV			USAJUD	TEXAS	USA					JUD			1	110	110	11	3	-2.0	4	1	4	-3.12739118077873	4	Ciudad Juarez, Méco, Mexico	MX	MX15	31.7333	-106.483	-1658093	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170120	https://sputniknews.com/latam/201701201049794249-el-chapo-extradited-to-us/
618861138	20170120	201701	2017	2017.0548	GOV	MINIST OF FOREIGN AFFAIRS						GOV			USAJUD	TEXAS	USA					JUD			1	173	173	17	4	-5.0	2	1	2	-2.10970464135021	4	Ciudad Juarez, Méco, Mexico	MX	MX15	31.7333	-106.483	-1658093	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Ciudad Juarez, Méco, Mexico	MX	MX15	31.7333	-106.483	-1658093	20170120	https://sputniknews.com/latam/201701201049793984-mexico-el-chapo-extradition/
618861139	20170120	201701	2017	2017.0548	GOV	MINIST OF FOREIGN AFFAIRS						GOV			USAJUD	TEXAS	USA					JUD			1	173	173	17	4	-5.0	2	1	2	-4.14507772020726	4	Ciudad Juarez, Méco, Mexico	MX	MX15	31.7333	-106.483	-1658093	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170120	https://sputniknews.com/latam/201701201049794249-el-chapo-extradited-to-us/
618861140	20170120	201701	2017	2017.0548	GOV	MINIST OF FOREIGN AFFAIRS						GOV			USAJUD	TEXAS	USA					JUD			1	173	173	17	4	-5.0	4	1	4	-3.12739118077873	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Ciudad Juarez, Méco, Mexico	MX	MX15	31.7333	-106.483	-1658093	20170120	https://sputniknews.com/latam/201701201049794249-el-chapo-extradited-to-us/
618861300	20170120	201701	2017	2017.0548	IGOWSTNAT	NATO	WST	NAT				IGO			USA	UNITED STATES	USA								0	051	051	05	1	3.4	1	1	1	-0.13947001394701	1	Canada	CA	CA	60	-95	CA	1	United States	US	US	38	-97	US	1	Canada	CA	CA	60	-95	CA	20170120	http://www.timesbulletin.com/Content/Entertainment-News/Entertainment-News/Article/Kevin-O-Leary-to-run-for-Conservative-leadership-in-Canada/139/307/207623
618861579	20170120	201701	2017	2017.0548	JUD	LAWYER						JUD			USA	UNITED STATES	USA								1	1213	121	12	3		16	5	16	-4.13225074026618	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170120	http://www.heraldsun.com.au/news/world/drug-kingpin-joaqun-el-chapo-guzmn-has-been-extradicted-from-mexico-to-the-us/news-story/ebd953a82deb54f7905dc249201d4b56?nk=85eb9f72b707cd6ce6c13b326954e4aa-1484869631
618861580	20170120	201701	2017	2017.0548	JUD	LAWYER						JUD			USA	UNITED STATES	USA								1	1213	121	12	3		26	12	26	-5.59707441672507	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170120	http://in.reuters.com/article/mexico-crime-idINKBN1533BC
618861850	20170120	201701	2017	2017.0548	MEX	MEXICO	MEX																		1	033	033	03	1	5.2	261	92	261	-5.4797848789162	2	Texas, United States	US	USTX	31.106	-97.6475	TX	0							4	Iguala, Guerrero, Mexico	MX	MX12	17.85	-100.367	-1671332	20170120	http://www.maysville-online.com/news/world/a-look-at-notable-dates-in-mexico-s-decade-old/article_7ff34f95-ba55-55d5-9c82-9f81a4efe41f.html
