643558656	20170405	201704	2017	2017.2603	CANBUS	CANADIAN	CAN					BUS			PTY	POLITICIAN									0	010	010	01	1	0.0	6	1	6	0	1	Canada	CA	CA	60	-95	CA	3	Maple Leaf, Michigan, United States	US	USMI	42.5781	-82.5696	1624704	3	Maple Leaf, Michigan, United States	US	USMI	42.5781	-82.5696	1624704	20170405	http://windsorstar.com/news/local-news/canadian-auto-parts-makers-warn-u-s-on-nafta-jobs
643558704	20170405	201704	2017	2017.2603	CHN	CHINA	CHN																		0	036	036	03	1	4.0	92	87	92	-1.52582409094361	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170405	http://www.hawaiinewsnow.com/story/35066107/us-ratchets-up-urgency-on-n-korea-ahead-of-china-visit
643558713	20170405	201704	2017	2017.2603	CHN	CHINA	CHN								BUS	MANUFACTURER						BUS			1	112	112	11	3	-2.0	1	1	1	-1.91693290734825	3	Atlanta, Georgia, United States	US	USGA	33.749	-84.388	351615	1	China	CH	CH	35	105	CH	3	Atlanta, Georgia, United States	US	USGA	33.749	-84.388	351615	20170405	http://www.myajc.com/business/gwinnett-suniva-cuts-jobs-says-solar-firms-under-attack/NFiMpzOeEN0ZVsqm14sO4M/
643558721	20170405	201704	2017	2017.2603	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	1	1	1	0.98280098280098	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170405	http://www.cnbc.com/2017/04/04/american-with-personal-ties-to-chinas-xi-has-some-negotiating-tips-for-trump.html
643558750	20170405	201704	2017	2017.2603	CHN	CHINESE	CHN								PRK	NORTH KOREA	PRK								1	044	044	04	1	2.5	2	1	2	-2.38095238095238	1	China	CH	CH	35	105	CH	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170405	http://regator.com/p/275123572/white_house_official_says_north_korea_is_test/
643558759	20170405	201704	2017	2017.2603	CHN	CHINESE	CHN								USA	UNITED STATES	USA								1	036	036	03	1	4.0	19	10	19	-1.11914014801684	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170405	http://pulse.com.gh/bi/politics/politics-north-korea-reportedly-launches-an-unidentified-projectile-ahead-of-trumps-meeting-with-china-id6479995.html
643558761	20170405	201704	2017	2017.2603	CHN	CHINESE	CHN								USA	MIAMI	USA								1	040	040	04	1	1.0	1	1	1	0.31347962382445	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170405	http://www.local10.com/news/-chinese-americans-anticipate-outcome-of-trumps-meeting-with-chinese-president
643558762	20170405	201704	2017	2017.2603	CHN	CHINESE	CHN								USA	MIAMI	USA								1	040	040	04	1	1.0	7	1	7	0.31347962382445	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170405	http://www.local10.com/news/-chinese-americans-anticipate-outcome-of-trumps-meeting-with-chinese-president
643558763	20170405	201704	2017	2017.2603	CHN	CHINESE	CHN								USA	FLORIDA	USA								1	040	040	04	1	1.0	17	3	17	-2.58778829085126	1	China	CH	CH	35	105	CH	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170405	http://regator.com/p/275123572/white_house_official_says_north_korea_is_test/
643558765	20170405	201704	2017	2017.2603	CHN	CHINESE	CHN								USA	WASHINGTON	USA								1	046	046	04	1	7.0	4	2	4	-1.95093246424045	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	20170405	http://regator.com/p/275123572/white_house_official_says_north_korea_is_test/
643558767	20170405	201704	2017	2017.2603	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	070	070	07	2	7.0	1	1	1	-2.25563909774436	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170405	http://colombiareports.com/mocoa-begins-procession-funerals-colombia-mourns/
643558768	20170405	201704	2017	2017.2603	CHN	CHINESE	CHN								USA	CALIFORNIA	USA								1	173	173	17	4	-5.0	3	1	3	-3.32326283987915	2	California, United States	US	USCA	36.17	-119.746	CA	1	China	CH	CH	35	105	CH	2	California, United States	US	USCA	36.17	-119.746	CA	20170405	http://www.androidcentral.com/leeco-said-have-delayed-paying-us-employees-march
643558769	20170405	201704	2017	2017.2603	CHN	CHINESE	CHN								USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-3.32326283987915	1	China	CH	CH	35	105	CH	2	California, United States	US	USCA	36.17	-119.746	CA	1	China	CH	CH	35	105	CH	20170405	http://www.androidcentral.com/leeco-said-have-delayed-paying-us-employees-march
643558778	20170405	201704	2017	2017.2603	CHNGOV	CHINA	CHN					GOV			GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	1	1	1	0.98280098280098	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170405	http://www.cnbc.com/2017/04/04/american-with-personal-ties-to-chinas-xi-has-some-negotiating-tips-for-trump.html
643558780	20170405	201704	2017	2017.2603	CHNGOV	CHINESE	CHN					GOV			GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	16	8	16	-1.09766753547006	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170405	http://pulse.com.gh/bi/politics/politics-north-korea-reportedly-launches-an-unidentified-projectile-ahead-of-trumps-meeting-with-china-id6479995.html
643558784	20170405	201704	2017	2017.2603	CHNGOV	CHINA	CHN					GOV			USA	UNITED STATES	USA								1	036	036	03	1	4.0	32	8	32	-1.09766753547006	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170405	http://pulse.com.gh/bi/politics/politics-north-korea-reportedly-launches-an-unidentified-projectile-ahead-of-trumps-meeting-with-china-id6479995.html
643558785	20170405	201704	2017	2017.2603	CHNGOV	CHINA	CHN					GOV			USA	UNITED STATES	USA								1	040	040	04	1	1.0	8	8	8	-1.09766753547006	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170405	http://pulse.com.gh/bi/politics/politics-north-korea-reportedly-launches-an-unidentified-projectile-ahead-of-trumps-meeting-with-china-id6479995.html
643558787	20170405	201704	2017	2017.2603	CHNGOV	CHINESE	CHN					GOV			USA	WASHINGTON	USA								1	046	046	04	1	7.0	4	1	4	-2.38095238095238	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	20170405	http://regator.com/p/275123572/white_house_official_says_north_korea_is_test/
643558788	20170405	201704	2017	2017.2603	CHNGOV	CHINA	CHN					GOV			USA	UNITED STATES	USA								1	046	046	04	1	7.0	2	1	2	-2.38095238095238	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170405	http://regator.com/p/275123572/white_house_official_says_north_korea_is_test/
643559028	20170405	201704	2017	2017.2603	CRM	ILLEGAL IMMIGRANT						CRM			GOV	PRESIDENT						GOV			1	042	042	04	1	1.9	4	1	4	-4.39024390243903	2	California, United States	US	USCA	36.17	-119.746	CA	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170405	http://constitution.com/illegal-immigration-apprehensions-drop-lowest-number-17-years-california-looks-bring-illegals/
643559030	20170405	201704	2017	2017.2603	CRM	ILLEGAL IMMIGRANT						CRM			GOV	PRESIDENT						GOV			1	112	112	11	3	-2.0	4	1	4	-4.39024390243903	2	California, United States	US	USCA	36.17	-119.746	CA	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170405	http://constitution.com/illegal-immigration-apprehensions-drop-lowest-number-17-years-california-looks-bring-illegals/
643559389	20170405	201704	2017	2017.2603	EUR	EUROPE	EUR								GBR	BRITAIN	GBR								0	043	043	04	1	2.8	2	2	2	-2.71942260013858	1	United States	US	US	38	-97	US	4	Springfield, Fife, United Kingdom	UK	UKV1	56.2833	-3.06667	-2608458	1	United States	US	US	38	-97	US	20170405	http://etvradio.org/post/us-entered-world-war-i-american-soldiers-depended-foreign-weapons-technology
643559390	20170405	201704	2017	2017.2603	EUR	EUROPE	EUR								GBR	BRITAIN	GBR								0	043	043	04	1	2.8	2	2	2	-2.71942260013858	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	4	Springfield, Fife, United Kingdom	UK	UKV1	56.2833	-3.06667	-2608458	20170405	http://etvradio.org/post/us-entered-world-war-i-american-soldiers-depended-foreign-weapons-technology
643559488	20170405	201704	2017	2017.2603	GBR	BRITAIN	GBR								EUR	EUROPE	EUR								0	042	042	04	1	1.9	2	2	2	-2.71942260013858	4	Springfield, Fife, United Kingdom	UK	UKV1	56.2833	-3.06667	-2608458	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170405	http://etvradio.org/post/us-entered-world-war-i-american-soldiers-depended-foreign-weapons-technology
643559489	20170405	201704	2017	2017.2603	GBR	BRITAIN	GBR								EUR	EUROPE	EUR								0	042	042	04	1	1.9	2	2	2	-2.71942260013858	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	4	Springfield, Fife, United Kingdom	UK	UKV1	56.2833	-3.06667	-2608458	20170405	http://etvradio.org/post/us-entered-world-war-i-american-soldiers-depended-foreign-weapons-technology
643559535	20170405	201704	2017	2017.2603	GBR	UNITED KINGDOM	GBR								USA	AMERICAN	USA								1	046	046	04	1	7.0	12	6	12	-2.1505376344086	1	United Kingdom	UK	UK	54	-2	UK	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	United Kingdom	UK	UK	54	-2	UK	20170405	http://www.windsorstar.com/news/world/inside+kremlin+gate+scandal+trump+russia+useful+idiot+been/13269103/story.html
643559536	20170405	201704	2017	2017.2603	GBR	LONDON	GBR								USA	UTAH	USA								1	051	051	05	1	3.4	6	1	6	-1.25673249551167	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	Utah, United States	US	USUT	40.1135	-111.854	UT	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170405	http://www.sltrib.com/home/5139150-155/utahn-widowed-and-injured-in-london
643559537	20170405	201704	2017	2017.2603	GBR	LONDON	GBR								USA	UTAH	USA								1	051	051	05	1	3.4	8	1	8	-1.25673249551167	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	Utah, United States	US	USUT	40.1135	-111.854	UT	3	West Bountiful, Utah, United States	US	USUT	40.8938	-111.902	1447113	20170405	http://www.sltrib.com/home/5139150-155/utahn-widowed-and-injured-in-london
643559538	20170405	201704	2017	2017.2603	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	190	190	19	4	-10.0	1	1	1	-3.84615384615385	1	United Kingdom	UK	UK	54	-2	UK	3	Compton, California, United States	US	USCA	33.8958	-118.22	1652689	3	Compton, California, United States	US	USCA	33.8958	-118.22	1652689	20170405	http://www.palmbeachpost.com/entertainment/suge-knight-claims-wife-record-company-security-chief-are-blame-for-tupac-murder-years-ago/CRMctPDME01NK1HWnd7rbL/
643559747	20170405	201704	2017	2017.2603	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								1	036	036	03	1	4.0	1	1	1	0.98280098280098	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170405	http://www.cnbc.com/2017/04/04/american-with-personal-ties-to-chinas-xi-has-some-negotiating-tips-for-trump.html
643559751	20170405	201704	2017	2017.2603	GOV	PRESIDENT						GOV			CHNGOV	CHINA	CHN					GOV			1	036	036	03	1	4.0	1	1	1	0.98280098280098	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170405	http://www.cnbc.com/2017/04/04/american-with-personal-ties-to-chinas-xi-has-some-negotiating-tips-for-trump.html
643559752	20170405	201704	2017	2017.2603	GOV	PRESIDENT						GOV			CHNGOV	CHINESE	CHN					GOV			1	040	040	04	1	1.0	15	8	15	-1.09766753547006	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170405	http://pulse.com.gh/bi/politics/politics-north-korea-reportedly-launches-an-unidentified-projectile-ahead-of-trumps-meeting-with-china-id6479995.html
643559758	20170405	201704	2017	2017.2603	GOV	PRESIDENT						GOV			CRM	ILLEGAL IMMIGRANT						CRM			1	043	043	04	1	2.8	4	1	4	-4.39024390243903	1	Mexico	MX	MX	23	-102	MX	2	California, United States	US	USCA	36.17	-119.746	CA	1	Mexico	MX	MX	23	-102	MX	20170405	http://constitution.com/illegal-immigration-apprehensions-drop-lowest-number-17-years-california-looks-bring-illegals/
643559910	20170405	201704	2017	2017.2603	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	040	040	04	1	1.0	40	8	40	-1.09766753547006	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170405	http://pulse.com.gh/bi/politics/politics-north-korea-reportedly-launches-an-unidentified-projectile-ahead-of-trumps-meeting-with-china-id6479995.html
643559913	20170405	201704	2017	2017.2603	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	042	042	04	1	1.9	1	1	1	0.98280098280098	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170405	http://www.cnbc.com/2017/04/04/american-with-personal-ties-to-chinas-xi-has-some-negotiating-tips-for-trump.html
643560725	20170405	201704	2017	2017.2603	MED	MAGAZINE						MED			CHN	CHINA	CHN								1	050	050	05	1	3.5	14	7	14	-1.04775652632684	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170405	http://www.hawaiinewsnow.com/story/35066107/us-ratchets-up-urgency-on-n-korea-ahead-of-china-visit
643560785	20170405	201704	2017	2017.2603	MEX	MEXICO	MEX																		0	011	011	01	1	-0.1	168	42	168	-2.73224043715847	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	Mexico	MX	MX	23	-102	MX	20170405	http://fox45now.com/news/nation-world/decreased-border-crossing-trump-border-wall
643560803	20170405	201704	2017	2017.2603	MEX	MEXICO	MEX								LEG	SENATE						LEG			0	010	010	01	1	0.0	42	42	42	-2.73224043715847	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170405	http://fox45now.com/news/nation-world/decreased-border-crossing-trump-border-wall
643560805	20170405	201704	2017	2017.2603	MEX	MEXICO	MEX								USAGOV	UNITED STATES	USA					GOV			0	020	020	02	1	3.0	168	42	126	-2.73224043715847	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170405	http://fox45now.com/news/nation-world/decreased-border-crossing-trump-border-wall
643560806	20170405	201704	2017	2017.2603	MEX	MEXICO	MEX								USAGOV	UNITED STATES	USA					GOV			0	120	120	12	3	-4.0	84	42	84	-2.73224043715847	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170405	http://fox45now.com/news/nation-world/decreased-border-crossing-trump-border-wall
643561005	20170405	201704	2017	2017.2603	NMR	NORTH AMERICA	NMR								CAN	MONTREAL	CAN								1	057	057	05	1	8.0	6	1	6	5.06134969325154	2	Vermont, United States	US	USVT	44.0407	-72.7093	VT	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	20170405	http://www.pressrepublican.com/news/local_news/aerospace-collaboration-formalized/article_19b2fe81-928b-53e7-beb7-727d6faf84d0.html
643561019	20170405	201704	2017	2017.2603	OPP	ACTIVIST						OPP													0	020	020	02	1	3.0	4	1	4	-0.639042657114945	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	0							3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170405	http://links.org.au/i-am-not-your-negro-raoul-peck-james-baldwin
643561078	20170405	201704	2017	2017.2603	PRK	NORTH KOREA	PRK								CHN	CHINESE	CHN								1	044	044	04	1	2.5	2	1	2	-2.38095238095238	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	1	China	CH	CH	35	105	CH	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170405	http://regator.com/p/275123572/white_house_official_says_north_korea_is_test/
643561169	20170405	201704	2017	2017.2603	PTY	PARTY LEADER									CHN	CHINA	CHN								1	040	040	04	1	1.0	1	1	1	-2.55555555555555	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170405	http://www.todayonline.com/world/americas/brash-trump-cautious-xi-collision-course-first-summit
643561174	20170405	201704	2017	2017.2603	PTY	PARTY LEADER									USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	-2.55555555555555	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170405	http://www.todayonline.com/world/americas/brash-trump-cautious-xi-collision-course-first-summit
643561175	20170405	201704	2017	2017.2603	PTY	PARTY LEADER									USAGOV	THE WHITE HOUSE	USA					GOV			1	040	040	04	1	1.0	1	1	1	-2.55555555555555	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170405	http://www.todayonline.com/world/americas/brash-trump-cautious-xi-collision-course-first-summit
643561759	20170405	201704	2017	2017.2603	USA	UNITED STATES	USA																		0	030	030	03	1	4.0	3	1	3	2.02205882352942	1	China	CH	CH	35	105	CH	0							3	Eldorado, Oklahoma, United States	US	USOK	34.472	-99.6481	1092519	20170405	https://avn.com/business/articles/novelty/seminars-enhance-second-day-of-altitude-show-724519.html
643561789	20170405	201704	2017	2017.2603	USA	UNITED STATES	USA																		1	036	036	03	1	4.0	27	13	27	-1.33158192355253	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170405	http://www.hawaiinewsnow.com/story/35066107/us-ratchets-up-urgency-on-n-korea-ahead-of-china-visit
643562132	20170405	201704	2017	2017.2603	USA	HOUSTON	USA								BUS	COMPANY						BUS			1	042	042	04	1	1.9	14	1	14	1.49089922557096	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	1	Canada	CA	CA	60	-95	CA	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170405	http://m.chron.com/business/bizfeed/article/Target-Logistics-Management-to-move-headquarters-11050259.php
643562154	20170405	201704	2017	2017.2603	USA	MICHIGAN	USA								CAN	CANADA	CAN								0	043	043	04	1	2.8	7	1	7	0	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	1	Canada	CA	CA	60	-95	CA	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	20170405	http://windsorstar.com/news/local-news/canadian-auto-parts-makers-warn-u-s-on-nafta-jobs
643562155	20170405	201704	2017	2017.2603	USA	MICHIGAN	USA								CAN	CANADA	CAN								0	043	043	04	1	2.8	1	1	1	0	1	Mexico	MX	MX	23	-102	MX	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	20170405	http://windsorstar.com/news/local-news/canadian-auto-parts-makers-warn-u-s-on-nafta-jobs
643562156	20170405	201704	2017	2017.2603	USA	UNITED STATES	USA								CAN	CANADA	CAN								1	050	050	05	1	3.5	38	38	38	-5.35996283217045	4	Vimy, Alberta, Canada	CA	CA01	54.0667	-113.65	-575392	4	Vimy, Alberta, Canada	CA	CA01	54.0667	-113.65	-575392	1	United States	US	US	38	-97	US	20170405	https://www.tbnewswatch.com/national-news/trudeau-expected-to-visit-juno-beach-after-vimy-ridge-commemoration-580449
