616958988	20170114	201701	2017	2017.0384	CHN	CHINA	CHN								USA	WASHINGTON	USA								1	190	190	19	4	-10.0	2	1	2	-3.96039603960396	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170114	http://www.freemalaysiatoday.com/category/business/2017/01/14/trumps-war-on-offshoring-jobs-easier-said-than-done/
616958990	20170114	201701	2017	2017.0384	CHN	CHINA	CHN								USAGOV	OBAMA	USA					GOV			0	043	043	04	1	2.8	18	18	18	3.96232543033453	1	China	CH	CH	35	105	CH	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	1	China	CH	CH	35	105	CH	20170114	http://www.wmtw.com/article/designers-on-michelle-obama-impact-on-fashion/8596480
616958992	20170114	201701	2017	2017.0384	CHN	CHINA	CHN								USAMED	REUTERS	USA					MED			0	010	010	01	1	0.0	152	23	152	-5.21384593032687	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170114	https://www.yahoo.com/news/trump-team-struggles-cohesion-tougher-china-policy-232006436.html
616958993	20170114	201701	2017	2017.0384	CHN	CHINA	CHN								USAMED	REUTERS	USA					MED			0	010	010	01	1	0.0	10	4	10	-5.11675320518147	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170114	https://www.yahoo.com/news/trump-team-struggles-cohesion-tougher-china-policy-232006436.html
616958995	20170114	201701	2017	2017.0384	CHN	CHINA	CHN								USAMED	REUTERS	USA					MED			0	138	138	13	3	-7.0	132	23	132	-5.21384593032687	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170114	https://www.yahoo.com/news/trump-team-struggles-cohesion-tougher-china-policy-232006436.html
616958996	20170114	201701	2017	2017.0384	CHN	CHINA	CHN								USAMED	REUTERS	USA					MED			0	138	138	13	3	-7.0	8	3	8	-5.14462067069527	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170114	https://www.yahoo.com/news/trump-team-struggles-cohesion-tougher-china-policy-232006436.html
616959224	20170114	201701	2017	2017.0384	COP	POLICE						COP			USAHLH	FLORIDA	USA					HLH			1	173	173	17	4	-5.0	3	2	3	-3.01291248206599	1	Canada	CA	CA	60	-95	CA	3	Jacksonville, Florida, United States	US	USFL	30.3322	-81.6556	295003	1	Canada	CA	CA	60	-95	CA	20170114	http://www.cairnspost.com.au/news/world/baby-kidnapped-from-florida-hospital-18-years-ago-is-found-alive-and-well/news-story/6d91d49e18b61940c972c03f87edc905?nk=092d59160dcae45631adb3979cf32814-1484351234
616959291	20170114	201701	2017	2017.0384	CUB	CUBAN	CUB								MEX	MEXICO	MEX								0	036	036	03	1	4.0	3	1	3	-1.16350275566442	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	23.1319	-82.3642	-1628751	4	Nuevo Laredo, Tamaulipas, Mexico	MX	MX28	27.5	-99.5167	-1685540	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	20170114	http://www.miamiherald.com/news/nation-world/world/americas/cuba/article126498349.html
616959412	20170114	201701	2017	2017.0384	CVL	COMMUNITY						CVL			CAN	TORONTO	CAN								1	090	090	09	2	-2.0	6	1	6	-0.579710144927541	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170114	https://www.sciencedaily.com/releases/2017/01/170112085159.htm
616959413	20170114	201701	2017	2017.0384	CVL	COMMUNITY						CVL			CAN	CANADA	CAN								1	090	090	09	2	-2.0	2	1	2	-0.579710144927541	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170114	https://www.sciencedaily.com/releases/2017/01/170112085159.htm
616959458	20170114	201701	2017	2017.0384	CVL	COMMUNITY						CVL			USA	UNITED STATES	USA								1	010	010	01	1	0.0	2	1	2	-0.579710144927541	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170114	https://www.sciencedaily.com/releases/2017/01/170112085159.htm
616959459	20170114	201701	2017	2017.0384	CVL	COMMUNITY						CVL			USA	UNITED STATES	USA								1	010	010	01	1	0.0	2	1	2	-0.579710144927541	3	Depaul University, Illinois, United States	US	USIL	41.9228	-87.6531	407022	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170114	https://www.sciencedaily.com/releases/2017/01/170112085159.htm
616959619	20170114	201701	2017	2017.0384	EDU	UNIVERSITY						EDU			USA	UNITED STATES	USA								1	010	010	01	1	0.0	2	1	2	-0.579710144927541	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170114	https://www.sciencedaily.com/releases/2017/01/170112085159.htm
616959620	20170114	201701	2017	2017.0384	EDU	UNIVERSITY						EDU			USA	CHICAGO	USA								1	010	010	01	1	0.0	2	1	2	-0.579710144927541	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170114	https://www.sciencedaily.com/releases/2017/01/170112085159.htm
616959686	20170114	201701	2017	2017.0384	FRA	FRANCE	FRA																		0	051	051	05	1	3.4	6	1	6	7.35930735930736	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170114	http://www.londonandpartners.com/media-centre/press-releases/2017/20170113-three-of-londons-most-famous-cultural-institutions-shine-a-spotlight-on-american-art
616959706	20170114	201701	2017	2017.0384	FRA	FRANCE	FRA								GBR	UNITED KINGDOM	GBR								0	051	051	05	1	3.4	2	1	2	7.35930735930736	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170114	http://www.londonandpartners.com/media-centre/press-releases/2017/20170113-three-of-londons-most-famous-cultural-institutions-shine-a-spotlight-on-american-art
616959795	20170114	201701	2017	2017.0384	GBR	UNITED KINGDOM	GBR								IGOEUREEC	THE EU	EUR	EEC				IGO			0	061	061	06	2	6.4	10	5	10	-0.08565320311112	1	United States	US	US	38	-97	US	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170114	http://gazette.com/as-talks-loom-hard-brexit-option-raises-fear-of-tariffs/article/feed/438830
616959803	20170114	201701	2017	2017.0384	GBR	UNITED KINGDOM	GBR								MOSCVL	MUSLIM				MOS		CVL			1	020	020	02	1	3.0	2	1	2	0.24937655860349	1	United Kingdom	UK	UK	54	-2	UK	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	20170114	http://www.independentsentinel.com/minnesota-legislator-married-brother-oath-quran/
616959813	20170114	201701	2017	2017.0384	GBR	UNITED KINGDOM	GBR								USA	AMERICAN	USA								0	090	090	09	2	-2.0	1	1	1	7.35930735930736	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170114	http://www.londonandpartners.com/media-centre/press-releases/2017/20170113-three-of-londons-most-famous-cultural-institutions-shine-a-spotlight-on-american-art
616959814	20170114	201701	2017	2017.0384	GBR	UNITED KINGDOM	GBR								USA	AMERICAN	USA								0	090	090	09	2	-2.0	1	1	1	7.35930735930736	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170114	http://www.londonandpartners.com/media-centre/press-releases/2017/20170113-three-of-londons-most-famous-cultural-institutions-shine-a-spotlight-on-american-art
616959818	20170114	201701	2017	2017.0384	GBRBUS	UNITED KINGDOM	GBR					BUS			GOV	PRESIDENT						GOV			1	017	017	01	1	0.0	3	3	3	-0.183909445525707	2	Ohio, United States	US	USOH	40.3736	-82.7755	OH	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170114	http://saudigazette.com.sa/world/europe/fed-middle-class-backing-brexit/
616959947	20170114	201701	2017	2017.0384	GOV	PRESIDENT						GOV													1	0311	031	03	1	5.2	8	1	8	2.25563909774436	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170114	http://www.marinelink.com/news/modernization-presents420704
616960006	20170114	201701	2017	2017.0384	GOV	FOREIGN MINIST						GOV													1	112	112	11	3	-2.0	2	1	2	0	4	El Comandante, Coahuila de Zaragoza, Mexico	MX	MX07	28.4667	-101.833	-3809990	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170114	http://www.pri.org/stories/2017-01-13/welcome-san-escobar-dreamy-nation-accidentally-founded-poland
616960218	20170114	201701	2017	2017.0384	GOV	GOVERNMENT						GOV			USA	AMERICAN	USA								0	012	012	01	1	-0.4	4	1	4	1.77705977382876	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	2	Vermont, United States	US	USVT	44.0407	-72.7093	VT	2	Vermont, United States	US	USVT	44.0407	-72.7093	VT	20170114	http://www.globalpossibilities.org/thirteen-democrats-join-gop-to-kill-sanders-resolution-on-canadian-drug-imports/
616960269	20170114	201701	2017	2017.0384	GOV	PRESIDENT						GOV			USA	WASHINGTON	USA								1	190	190	19	4	-10.0	5	1	5	-3.96039603960396	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170114	http://www.freemalaysiatoday.com/category/business/2017/01/14/trumps-war-on-offshoring-jobs-easier-said-than-done/
616960311	20170114	201701	2017	2017.0384	GOVMIL	DEFENSE SECRETARY						GOV	MIL		CHN	CHINA	CHN								0	051	051	05	1	3.4	14	2	14	-5.18366311945005	4	South China Sea, Brunei (general), Brunei	BX	BX00	15	115	-1337919	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170114	https://www.yahoo.com/news/trump-team-struggles-cohesion-tougher-china-policy-232006436.html
616960313	20170114	201701	2017	2017.0384	GOVMIL	DEFENSE SECRETARY						GOV	MIL		CHN	CHINA	CHN								0	051	051	05	1	3.4	42	18	42	-5.24770680631622	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170114	http://news.trust.org/item/20170113232238-w3rkb
616960374	20170114	201701	2017	2017.0384	HLH	DOCTOR						HLH			USA	NEVADA	USA								1	043	043	04	1	2.8	12	2	12	-5.01137474374389	1	India	IN	IN	20	77	IN	2	Nevada, United States	US	USNV	38.4199	-117.122	NV	1	India	IN	IN	20	77	IN	20170114	http://www.cnbc.com/2017/01/13/nevada-woman-died-from-near-ultimate-superbug.html
616960375	20170114	201701	2017	2017.0384	HLH	DOCTOR						HLH			USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	2	2	-5.01137474374389	1	India	IN	IN	20	77	IN	2	Nevada, United States	US	USNV	38.4199	-117.122	NV	2	Nevada, United States	US	USNV	38.4199	-117.122	NV	20170114	http://www.cnbc.com/2017/01/13/nevada-woman-died-from-near-ultimate-superbug.html
616960658	20170114	201701	2017	2017.0384	JUDJUD	DISTRICT COURT						JUD	JUD		MEX	MEXICO	MEX								1	173	173	17	4	-5.0	18	3	18	-10	2	Wyoming, United States	US	USWY	42.7475	-107.209	WY	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170114	http://kingfm.com/wyoming-federal-judges-sentence-two-men/
616960769	20170114	201701	2017	2017.0384	LEG	CONGRESS						LEG			CAN	CANADA	CAN								1	090	090	09	2	-2.0	2	1	2	1.77705977382876	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170114	http://www.globalpossibilities.org/thirteen-democrats-join-gop-to-kill-sanders-resolution-on-canadian-drug-imports/
616960840	20170114	201701	2017	2017.0384	LVA	LATVIA	LVA								USA	UNITED STATES	USA								0	020	020	02	1	3.0	14	7	14	-4.57237122140359	1	Ukraine	UP	UP	49	32	UP	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170114	http://infotel.ca/newsitem/cp-news-briefing/cp1777039461
616961429	20170114	201701	2017	2017.0384	RUS	RUSSIA	RUS								USA	AMERICAN	USA								1	010	010	01	1	0.0	3	3	3	-1.72767576800382	4	Kremlin, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170114	http://www.independent.co.uk/news/world/americas/donald-trump-russia-dossier-file-investigation-hacking-christopher-steele-mi6-a7526901.html
616961689	20170114	201701	2017	2017.0384	UKRGOV	UKRAINE	UKR					GOV			USA	UNITED STATES	USA								0	020	020	02	1	3.0	14	7	14	-4.57237122140359	1	Ukraine	UP	UP	49	32	UP	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170114	http://infotel.ca/newsitem/cp-news-briefing/cp1777039461
616961846	20170114	201701	2017	2017.0384	USA	UNITED STATES	USA																		1	036	036	03	1	4.0	1	1	1	3.16455696202532	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170114	http://www.mexicostar.com/index.php/sid/250911067
616961930	20170114	201701	2017	2017.0384	USA	AMERICAN	USA																		0	051	051	05	1	3.4	2	1	2	7.35930735930736	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170114	http://www.londonandpartners.com/media-centre/press-releases/2017/20170113-three-of-londons-most-famous-cultural-institutions-shine-a-spotlight-on-american-art
616961939	20170114	201701	2017	2017.0384	USA	UNITED STATES	USA																		0	051	051	05	1	3.4	4	1	4	7.35930735930736	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170114	http://www.londonandpartners.com/media-centre/press-releases/2017/20170113-three-of-londons-most-famous-cultural-institutions-shine-a-spotlight-on-american-art
616961963	20170114	201701	2017	2017.0384	USA	UNITED STATES	USA																		1	060	060	06	2	6.0	2	1	2	0.24937655860349	1	United Kingdom	UK	UK	54	-2	UK	0							2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	20170114	http://www.independentsentinel.com/minnesota-legislator-married-brother-oath-quran/
616961988	20170114	201701	2017	2017.0384	USA	UNITED STATES	USA																		0	071	071	07	2	7.4	1	1	1	-1.60672169811321	1	United Kingdom	UK	UK	54	-2	UK	0							2	Indiana, United States	US	USIN	39.8647	-86.2604	IN	20170114	http://www.opednews.com/populum/authorspage.php/author29155.html
616961993	20170114	201701	2017	2017.0384	USA	UNITED STATES	USA																		1	080	080	08	2	5.0	1	1	1	-1.16350275566442	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	0							4	Nuevo Laredo, Tamaulipas, Mexico	MX	MX28	27.5	-99.5167	-1685540	20170114	http://www.miamiherald.com/news/nation-world/world/americas/cuba/article126498349.html
616962213	20170114	201701	2017	2017.0384	USA	THE US	USA								CAN	CANADA	CAN								1	051	051	05	1	3.4	8	1	8	1.77705977382876	2	Vermont, United States	US	USVT	44.0407	-72.7093	VT	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170114	http://www.globalpossibilities.org/thirteen-democrats-join-gop-to-kill-sanders-resolution-on-canadian-drug-imports/
616962215	20170114	201701	2017	2017.0384	USA	UNITED STATES	USA								CAN	CANADIAN	CAN								1	060	060	06	2	6.0	4	1	4	-3.91644908616188	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	1	Canada	CA	CA	60	-95	CA	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	20170114	http://www.esquire.com/style/mens-fashion/news/a52293/american-apparel-gildan-purchase-confirmed/
616962216	20170114	201701	2017	2017.0384	USA	LOS ANGELES	USA								CAN	CANADIAN	CAN								1	060	060	06	2	6.0	6	1	6	-3.91644908616188	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170114	http://www.esquire.com/style/mens-fashion/news/a52293/american-apparel-gildan-purchase-confirmed/
616962217	20170114	201701	2017	2017.0384	USA	UNITED STATES	USA								CAN	CANADA	CAN								0	061	061	06	2	6.4	2	1	2	1.77705977382876	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170114	http://www.globalpossibilities.org/thirteen-democrats-join-gop-to-kill-sanders-resolution-on-canadian-drug-imports/
616962218	20170114	201701	2017	2017.0384	USA	AMERICAN	USA								CAN	CANADA	CAN								0	061	061	06	2	6.4	6	1	6	1.77705977382876	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170114	http://www.globalpossibilities.org/thirteen-democrats-join-gop-to-kill-sanders-resolution-on-canadian-drug-imports/
616962220	20170114	201701	2017	2017.0384	USA	THE US	USA								CAN	CANADA	CAN								1	061	061	06	2	6.4	8	1	8	1.77705977382876	2	Vermont, United States	US	USVT	44.0407	-72.7093	VT	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170114	http://www.globalpossibilities.org/thirteen-democrats-join-gop-to-kill-sanders-resolution-on-canadian-drug-imports/
616962224	20170114	201701	2017	2017.0384	USA	AMERICAN	USA								CAN	CANADA	CAN								0	111	111	11	3	-2.0	8	1	8	1.77705977382876	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170114	http://www.globalpossibilities.org/thirteen-democrats-join-gop-to-kill-sanders-resolution-on-canadian-drug-imports/
616962230	20170114	201701	2017	2017.0384	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	112	112	11	3	-2.0	43	23	43	-2.211182629742	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170114	http://www.heraldonline.com/news/nation-world/world/article126490524.html
616962231	20170114	201701	2017	2017.0384	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	130	130	13	3	-4.4	10	1	10	-9.41176470588235	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	20170114	http://www.businesstimes.com.sg:80/government-economy/china-december-exports-down-as-trade-tensions-with-us-loom
616962261	20170114	201701	2017	2017.0384	USA	UNITED STATES	USA								CRM	CRIMINAL						CRM			0	192	192	19	4	-9.5	10	4	10	-1.96835832635461	3	Capitol Hill, District of Columbia, United States	US	USDC	38.889	-77.0003	529313	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170114	http://www.wandtv.com/story/34256910/trumps-team-of-rivals-discordant-notes-in-the-amen-chorus
616962285	20170114	201701	2017	2017.0384	USA	UNITED STATES	USA								CUB	CUBA	CUB								0	051	051	05	1	3.4	2	1	2	-1.35281385281386	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170114	http://www.atlanticcouncil.org/blogs/new-atlanticist/with-migration-policy-change-obama-leaves-cuba-relationship-to-trump
616962312	20170114	201701	2017	2017.0384	USA	AMERICAN	USA								CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	1	1	1	2.10526315789473	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170114	http://en.shafaqna.com/news/41580
616962331	20170114	201701	2017	2017.0384	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			0	070	070	07	2	7.0	2	1	2	0.82749840865691	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170114	http://bulawayo24.com/opinion/columnist/102328
616962345	20170114	201701	2017	2017.0384	USA	AMERICAN	USA								GBR	BRITAIN	GBR								0	036	036	03	1	4.0	5	1	5	7.35930735930736	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170114	http://www.londonandpartners.com/media-centre/press-releases/2017/20170113-three-of-londons-most-famous-cultural-institutions-shine-a-spotlight-on-american-art
