624489670	20170206	201702	2017	2017.0986	GBR	BRITISH	GBR								USA	UNITED STATES	USA								0	010	010	01	1	0.0	8	2	8	-0.728344434546483	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170206	http://www.inquisitr.com/3954601/kristen-stewart-calls-out-donald-trump-for-his-tweets-to-her-ex-robert-pattinson/
624489751	20170206	201702	2017	2017.0986	GOV	MINIST OF INTERNATIONAL TRADE						GOV			CANGOV	CANADA	CAN					GOV			1	036	036	03	1	4.0	1	1	1	1.03359173126615	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	1	United States	US	US	38	-97	US	20170206	http://www.theglobeandmail.com/opinion/editorials/globe-editorial-in-the-era-of-trump-canada-has-to-be-more-trade-focused-than-ever/article33905709/
624490051	20170206	201702	2017	2017.0986	JUD	LAWYER						JUD			GBR	BRITAIN	GBR								0	012	012	01	1	-0.4	8	4	8	-4.63582882417046	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	20170206	http://www.couriermail.com.au/business/breaking-news/us-tax-plan-would-break-wto-rules-lawyers/news-story/8e422301979f9d304706a84b42f20447?nk=4133024fa416643681150484fdcc10d2-1486339333
624490052	20170206	201702	2017	2017.0986	JUD	LAWYER						JUD			GBR	BRITAIN	GBR								0	012	012	01	1	-0.4	8	4	8	-4.63582882417046	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170206	http://www.couriermail.com.au/business/breaking-news/us-tax-plan-would-break-wto-rules-lawyers/news-story/8e422301979f9d304706a84b42f20447?nk=4133024fa416643681150484fdcc10d2-1486339333
624490192	20170206	201702	2017	2017.0986	MED	MEDIA						MED			CAN	CANADA	CAN								0	110	110	11	3	-2.0	1	1	1	-8.17051509769095	1	United States	US	US	38	-97	US	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	20170206	http://rinf.com/alt-news/newswire/a-lesson-media-missed-about-the-dangers-of-scapegoating-2/
624490205	20170206	201702	2017	2017.0986	MED	MEDIA						MED			MOS	MUSLIM				MOS					0	110	110	11	3	-2.0	4	2	4	-7.3975603879622	1	United States	US	US	38	-97	US	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	20170206	http://rinf.com/alt-news/newswire/a-lesson-media-missed-about-the-dangers-of-scapegoating-2/
624490206	20170206	201702	2017	2017.0986	MED	MEDIA						MED			MOS	MUSLIM				MOS					0	110	110	11	3	-2.0	2	2	2	-7.3975603879622	1	United States	US	US	38	-97	US	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	1	United States	US	US	38	-97	US	20170206	http://rinf.com/alt-news/newswire/a-lesson-media-missed-about-the-dangers-of-scapegoating-2/
624490215	20170206	201702	2017	2017.0986	MEX	MEXICAN	MEX																		0	100	100	10	3	-5.0	6	2	6	-6.35160558734086	1	Mexico	MX	MX	23	-102	MX	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170206	HTTP://en.ce.cn/main/latest/201702/06/t20170206_19976266.shtml
624490224	20170206	201702	2017	2017.0986	MEX	MEXICAN	MEX								USA	UNITED STATES	USA								0	100	100	10	3	-5.0	4	2	4	-6.35160558734086	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170206	HTTP://en.ce.cn/main/latest/201702/06/t20170206_19976266.shtml
624490314	20170206	201702	2017	2017.0986	OPP	PROTESTER						OPP													1	111	111	11	3	-2.0	4	1	4	-8.17051509769095	1	United States	US	US	38	-97	US	0							4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	20170206	http://rinf.com/alt-news/newswire/a-lesson-media-missed-about-the-dangers-of-scapegoating-2/
624490813	20170206	201702	2017	2017.0986	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	112	112	11	3	-2.0	2	1	2	-0.63131313131313	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Cranbrook, Kent, United Kingdom	UK	UKG5	51.0833	0.533333	-2593519	4	Cranbrook, Kent, United Kingdom	UK	UKG5	51.0833	0.533333	-2593519	20170206	http://www.princegeorgecitizen.com/news/world/two-of-three-people-found-guilty-in-child-bride-case-by-a-b-c-court-1.9713422
624490814	20170206	201702	2017	2017.0986	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	112	112	11	3	-2.0	1	1	1	-0.63131313131313	2	Utah, United States	US	USUT	40.1135	-111.854	UT	4	Cranbrook, Kent, United Kingdom	UK	UKG5	51.0833	0.533333	-2593519	2	Utah, United States	US	USUT	40.1135	-111.854	UT	20170206	http://www.princegeorgecitizen.com/news/world/two-of-three-people-found-guilty-in-child-bride-case-by-a-b-c-court-1.9713422
624490873	20170206	201702	2017	2017.0986	USA	UNITED STATES	USA								JUDGOV	JUDGE						JUD	GOV		1	112	112	11	3	-2.0	4	4	4	-5.11363636363636	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170206	http://www.yourbasin.com/news/politics/trump-if-something-happens-blame-the-judge/650057976
624493131	20170206	201702	2017	2017.0986											LEG	SENATE						LEG			0	110	110	11	3	-2.0	1	1	1	-2.46913580246913	0							1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170206	http://www.scotsman.com/news/world/appeals-court-rejects-trump-s-attempt-to-reinstate-travel-ban-1-4358732
624493143	20170206	201702	2017	2017.0986											MEX	MEXICO	MEX								1	190	190	19	4	-10.0	4	1	4	-2.15909090909091	0							1	Mexico	MX	MX	23	-102	MX	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170206	http://www.neworleanssun.com/index.php/nav/mreview/1193
624493218	20170206	201702	2017	2017.0986											USA	UNITED STATES	USA								0	043	043	04	1	2.8	1	1	1	-0.26143790849673	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	United Kingdom	UK	UK	54	-2	UK	20170206	http://www.montgomeryadvertiser.com/story/news/local/community/2017/02/05/wetumpka-event-dishes-up-mystery-suspense/97416908/
624493466	20170206	201702	2017	2017.0986	CHN	CHINA	CHN																		0	010	010	01	1	0.0	1	1	1	-0.11641443538999	2	Indiana, United States	US	USIN	39.8647	-86.2604	IN	0							1	China	CH	CH	35	105	CH	20170206	http://www.nola.com/business/index.ssf/2017/02/japans_abe_heads_to_dc_this_we.html
624493470	20170206	201702	2017	2017.0986	CHN	CHINESE	CHN																		0	030	030	03	1	4.0	1	1	1	-3.67597004765146	1	China	CH	CH	35	105	CH	0							2	North Carolina, United States	US	USNC	35.6411	-79.8431	NC	20170206	http://www.greensboro.com/business/local_business/trade-imbalance-with-china-has-cost-jobs-in-n-c/article_b84c574e-aadb-593c-9974-deb00a2cecfb.html
624493480	20170206	201702	2017	2017.0986	CHN	CHINA	CHN								JPN	JAPAN	JPN								0	010	010	01	1	0.0	1	1	1	-0.11641443538999	2	Indiana, United States	US	USIN	39.8647	-86.2604	IN	2	Indiana, United States	US	USIN	39.8647	-86.2604	IN	1	China	CH	CH	35	105	CH	20170206	http://www.nola.com/business/index.ssf/2017/02/japans_abe_heads_to_dc_this_we.html
624493488	20170206	201702	2017	2017.0986	CHN	CHINESE	CHN								USA	THE US	USA								1	050	050	05	1	3.5	4	1	4	-5.33664399582568	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170206	http://www.thetimes.co.uk/edition/world/mattis-backs-japan-on-disputed-islands-bvlr737b6
624493738	20170206	201702	2017	2017.0986	EUR	EUROPE	EUR								USA	THE US	USA								1	030	030	03	1	4.0	2	1	2	-3.96039603960396	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	20170206	http://www.thetimes.co.uk/edition/business/deal-or-no-deal-is-tough-choice-vf8rl8pmw
624493789	20170206	201702	2017	2017.0986	GBR	LONDON	GBR																		1	141	141	14	3	-6.5	10	1	10	-2.65486725663717	3	The White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	20170206	http://www.morningstar.co.uk/uk/news/AN_1486328554042558400/tens-of-thousands-march-in-london-against-may-trump-collusion.aspx
624493806	20170206	201702	2017	2017.0986	GBR	BRITISH	GBR								GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	2	1	2	0.581395348837201	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170206	http://www.thetimes.co.uk/edition/business/65-000-britons-working-in-us-face-crackdown-on-visas-lrv6w5kv2
624493819	20170206	201702	2017	2017.0986	GBR	UNITED KINGDOM	GBR								RUS	RUSSIA	RUS								0	1244	124	12	3	-4.0	8	1	8	-6.47058823529412	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	4	Kremlin, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	1	United States	US	US	38	-97	US	20170206	http://www.inquisitr.com/3954698/uks-war-ships-no-match-for-russian-subs-within-a-hundred-miles/
624493820	20170206	201702	2017	2017.0986	GBR	UNITED KINGDOM	GBR								RUS	RUSSIA	RUS								0	1244	124	12	3	-4.0	2	1	2	-6.47058823529412	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170206	http://www.inquisitr.com/3954698/uks-war-ships-no-match-for-russian-subs-within-a-hundred-miles/
624493823	20170206	201702	2017	2017.0986	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	036	036	03	1	4.0	4	1	4	-2.65486725663717	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	The White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170206	http://www.morningstar.co.uk/uk/news/AN_1486328554042558400/tens-of-thousands-march-in-london-against-may-trump-collusion.aspx
624493826	20170206	201702	2017	2017.0986	GBR	UNITED KINGDOM	GBR								USA	WASHINGTON	USA								1	040	040	04	1	1.0	2	1	2	-2.65486725663717	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	20170206	http://www.morningstar.co.uk/uk/news/AN_1486328554042558400/tens-of-thousands-march-in-london-against-may-trump-collusion.aspx
624493827	20170206	201702	2017	2017.0986	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	1	4	-2.65486725663717	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	The White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170206	http://www.morningstar.co.uk/uk/news/AN_1486328554042558400/tens-of-thousands-march-in-london-against-may-trump-collusion.aspx
624493829	20170206	201702	2017	2017.0986	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	100	100	10	3	-5.0	2	1	2	-6.47058823529412	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	1	United States	US	US	38	-97	US	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	20170206	http://www.inquisitr.com/3954698/uks-war-ships-no-match-for-russian-subs-within-a-hundred-miles/
624493830	20170206	201702	2017	2017.0986	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	100	100	10	3	-5.0	6	1	6	-6.47058823529412	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170206	http://www.inquisitr.com/3954698/uks-war-ships-no-match-for-russian-subs-within-a-hundred-miles/
624493831	20170206	201702	2017	2017.0986	GBR	BRITAIN	GBR								USAGOV	THE WHITE HOUSE	USA					GOV			0	036	036	03	1	4.0	4	1	4	-2.65486725663717	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	3	The White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	The White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170206	http://www.morningstar.co.uk/uk/news/AN_1486328554042558400/tens-of-thousands-march-in-london-against-may-trump-collusion.aspx
624493832	20170206	201702	2017	2017.0986	GBR	BRITAIN	GBR								USAGOV	THE WHITE HOUSE	USA					GOV			0	036	036	03	1	4.0	2	1	2	-2.65486725663717	3	The White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170206	http://www.morningstar.co.uk/uk/news/AN_1486328554042558400/tens-of-thousands-march-in-london-against-may-trump-collusion.aspx
624493833	20170206	201702	2017	2017.0986	GBR	BRITAIN	GBR								USAGOV	THE US	USA					GOV			0	043	043	04	1	2.8	8	1	8	-2.65486725663717	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	3	The White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	20170206	http://www.morningstar.co.uk/uk/news/AN_1486328554042558400/tens-of-thousands-march-in-london-against-may-trump-collusion.aspx
624493834	20170206	201702	2017	2017.0986	GBR	BRITAIN	GBR								USAGOV	THE WHITE HOUSE	USA					GOV			0	043	043	04	1	2.8	3	1	3	-2.65486725663717	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	3	The White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	The White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170206	http://www.morningstar.co.uk/uk/news/AN_1486328554042558400/tens-of-thousands-march-in-london-against-may-trump-collusion.aspx
624493835	20170206	201702	2017	2017.0986	GBR	BRITAIN	GBR								USAGOV	THE WHITE HOUSE	USA					GOV			0	043	043	04	1	2.8	1	1	1	-2.65486725663717	3	The White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170206	http://www.morningstar.co.uk/uk/news/AN_1486328554042558400/tens-of-thousands-march-in-london-against-may-trump-collusion.aspx
624493838	20170206	201702	2017	2017.0986	GBRCVL	BRITISH	GBR					CVL			GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	6	1	6	0.581395348837201	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170206	http://www.thetimes.co.uk/edition/business/65-000-britons-working-in-us-face-crackdown-on-visas-lrv6w5kv2
624493902	20170206	201702	2017	2017.0986	GOV	GOVERNMENT						GOV													1	073	073	07	2	7.4	2	1	2	-1.75438596491228	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20170206	https://thewire.in/76048/revealed-how-ford-foundation-got-the-modi-government/
624493954	20170206	201702	2017	2017.0986	GOV	PRESIDENT						GOV			CRM	ILLEGAL IMMIGRANT						CRM			0	1014	101	10	3	-5.0	2	1	2	-5.70613409415122	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170206	http://eaglenews.org/opinion/trump-kicks-off-presidency-with-authoritarian-zeal/
624493967	20170206	201702	2017	2017.0986	GOV	PRESIDENT						GOV			GBR	BRITAIN	GBR								1	020	020	02	1	3.0	15	4	15	1.46971329880916	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170206	http://www.todayonline.com/world/germanys-gabriel-reassured-us-policy-after-washington-trip
624494278	20170206	201702	2017	2017.0986	ITA	MARCHE	ITA								USA	UNITED STATES	USA								0	173	173	17	4	-5.0	1	1	1	-3.42541436464088	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170206	http://www.nbcnews.com/politics/donald-trump/global-demonstrations-over-trump-s-policies-heat-amid-anger-over-n716831?cid=public-rss_20170206
