639553881	20170323	201703	2017	2017.2274	EDU	COLLEGE						EDU			CAN	CANADA	CAN								0	043	043	04	1	2.8	4	2	4	0.86331908346936	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170323	http://nypost.com/2017/03/22/internet-stalking-reunited-these-high-school-sweethearts/
639553899	20170323	201703	2017	2017.2274	EDU	STUDENT						EDU			FRA	FRENCH	FRA								0	042	042	04	1	1.9	246	120	246	-6.44770906945905	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.chron.com/neighborhood/news/crime/article/The-Latest-Minister-says-man-shot-by-police-at-11019738.php
639553901	20170323	201703	2017	2017.2274	EDU	STUDENT						EDU			FRAGOV	FRANCE	FRA					GOV			0	042	042	04	1	1.9	248	122	248	-6.44756441470242	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.chron.com/neighborhood/news/crime/article/The-Latest-Minister-says-man-shot-by-police-at-11019738.php
639554078	20170323	201703	2017	2017.2274	FRA	FRENCH	FRA								EDU	STUDENT						EDU			0	043	043	04	1	2.8	246	120	246	-6.44770906945905	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.chron.com/neighborhood/news/crime/article/The-Latest-Minister-says-man-shot-by-police-at-11019738.php
639554133	20170323	201703	2017	2017.2274	FRAGOV	FRANCE	FRA					GOV			EDU	STUDENT						EDU			0	043	043	04	1	2.8	248	122	248	-6.44756441470242	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.chron.com/neighborhood/news/crime/article/The-Latest-Minister-says-man-shot-by-police-at-11019738.php
639554218	20170323	201703	2017	2017.2274	GBR	BRITISH	GBR								CAN	CANADIAN	CAN								0	190	190	19	4	-10.0	2	1	2	-10.6382978723404	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.onenewspage.com/topic/British_Parliament.htm
639554256	20170323	201703	2017	2017.2274	GBR	UNITED KINGDOM	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			0	051	051	05	1	3.4	104	27	104	-6.36611749962616	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.wect.com/story/34972209/the-latest-police-says-5-people-died-in-london-attack
639554304	20170323	201703	2017	2017.2274	GBR	UNITED KINGDOM	GBR								LEG	CHAMBER						LEG			0	190	190	19	4	-10.0	1	1	1	-6.28930817610063	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.reviewjournal.com/news/nation-and-world/5-people-dead-terrorist-attack-british-parliament
639554312	20170323	201703	2017	2017.2274	GBR	BRITISH	GBR								MOS	ISLAMIC				MOS					0	044	044	04	1	2.5	516	126	516	-6.4403438206716	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.chron.com/neighborhood/news/crime/article/The-Latest-Minister-says-man-shot-by-police-at-11019738.php
639554329	20170323	201703	2017	2017.2274	GBR	BRITISH	GBR								USA	UNITED STATES	USA								1	010	010	01	1	0.0	266	128	266	-6.42001631076865	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.chron.com/neighborhood/news/crime/article/The-Latest-Minister-says-man-shot-by-police-at-11019738.php
639554330	20170323	201703	2017	2017.2274	GBR	BRITISH	GBR								USA	UNITED STATES	USA								0	018	018	01	1	3.4	258	126	258	-6.4403438206716	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.chron.com/neighborhood/news/crime/article/The-Latest-Minister-says-man-shot-by-police-at-11019738.php
639554331	20170323	201703	2017	2017.2274	GBR	BRITISH	GBR								USACOP	UNITED STATES	USA					COP			1	154	154	15	4	-7.2	4	2	4	-6.32191161313393	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170323	http://www.reviewjournal.com/news/nation-and-world/5-people-dead-terrorist-attack-british-parliament
639554333	20170323	201703	2017	2017.2274	GBR	BRITISH	GBR								USAGOV	UNITED STATES	USA					GOV			0	010	010	01	1	0.0	201	95	201	-6.45549997061646	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.chron.com/neighborhood/news/crime/article/The-Latest-Minister-says-man-shot-by-police-at-11019738.php
639554335	20170323	201703	2017	2017.2274	GBR	BRITISH	GBR								USAGOV	UNITED STATES	USA					GOV			0	018	018	01	1	3.4	197	94	197	-6.46812863386663	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.chron.com/neighborhood/news/crime/article/The-Latest-Minister-says-man-shot-by-police-at-11019738.php
639554350	20170323	201703	2017	2017.2274	GBRCOP	UNITED KINGDOM	GBR					COP			LEG	PARLIAMENT						LEG			1	020	020	02	1	3.0	3	1	3	-1.95121951219513	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	Utah, United States	US	USUT	40.1135	-111.854	UT	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	50.8333	4.33333	-1955538	20170323	http://kutv.com/news/local/lds-church-says-all-missionaries-safe-after-london-attacks
639554373	20170323	201703	2017	2017.2274	GBRGOV	BRITISH	GBR					GOV			GOV	SECRETARY OF STATE						GOV			0	010	010	01	1	0.0	774	126	774	-6.4403438206716	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.chron.com/neighborhood/news/crime/article/The-Latest-Minister-says-man-shot-by-police-at-11019738.php
639554374	20170323	201703	2017	2017.2274	GBRGOV	BRITISH	GBR					GOV			GOV	SECRETARY OF STATE						GOV			0	018	018	01	1	3.4	774	126	774	-6.4403438206716	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.chron.com/neighborhood/news/crime/article/The-Latest-Minister-says-man-shot-by-police-at-11019738.php
639554375	20170323	201703	2017	2017.2274	GBRGOV	BRITISH	GBR					GOV			MOS	ISLAMIC				MOS					0	044	044	04	1	2.5	1538	126	1538	-6.4403438206716	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.chron.com/neighborhood/news/crime/article/The-Latest-Minister-says-man-shot-by-police-at-11019738.php
639554377	20170323	201703	2017	2017.2274	GBRGOV	UNITED KINGDOM	GBR					GOV			USAMED	UNITED STATES	USA					MED			0	041	041	04	1	1.0	136	60	136	-5.13706672710792	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170323	http://lacrossetribune.com/news/world/london-attack-three-killed-in-british-parliament-carnage/article_b7cb4513-f9da-5d5d-91a0-51dcf878bc50.html
639554408	20170323	201703	2017	2017.2274	GBRLEG	UNITED KINGDOM	GBR					LEG			CRM	ASSAILANT						CRM			1	190	190	19	4	-10.0	1	1	1	-5.77777777777777	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.starbeacon.com/news/at-least-killed-including-assailant-in-attack-outside-british-parliament/article_6f3e6d7a-0f3b-11e7-ab5a-8719f08e0dbf.html
639554418	20170323	201703	2017	2017.2274	GBRLEG	UNITED KINGDOM	GBR					LEG			USA	UNITED STATES	USA								0	182	182	18	4	-9.5	4	1	4	-10.6382978723404	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170323	http://www.onenewspage.com/topic/British_Parliament.htm
639554421	20170323	201703	2017	2017.2274	GBRMED	UNITED KINGDOM	GBR					MED													0	060	060	06	2	6.0	500	121	500	-6.43788233723644	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.chron.com/neighborhood/news/crime/article/The-Latest-Minister-says-man-shot-by-police-at-11019738.php
639554557	20170323	201703	2017	2017.2274	GOV	PRESIDENT						GOV													1	070	070	07	2	7.0	2	1	2	1.97628458498023	1	United States	US	US	38	-97	US	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20170323	http://mumbaimirror.indiatimes.com/others/sci-tech/samsung-launches-digital-payment-platform-in-india/articleshow/57782359.cms
639554718	20170323	201703	2017	2017.2274	GOV	MINISTRY						GOV			GBR	LONDON	GBR								0	042	042	04	1	1.9	106	29	106	-6.38291598997672	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170323	http://www.wect.com/story/34972209/the-latest-police-says-5-people-died-in-london-attack
639554741	20170323	201703	2017	2017.2274	GOV	SECRETARY OF STATE						GOV			GBRLEG	UNITED KINGDOM	GBR					LEG			1	010	010	01	1	0.0	10	5	10	-6.60184910176662	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170323	http://www.ndtv.com/world-news/donald-trump-speaks-to-british-pm-theresa-may-after-uk-terror-attack-offers-support-1672445
639554784	20170323	201703	2017	2017.2274	GOV	PRESIDENT						GOV			MED	SPOKESMAN						MED			0	041	041	04	1	1.0	68	60	68	-5.13706672710792	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170323	http://lacrossetribune.com/news/world/london-attack-three-killed-in-british-parliament-carnage/article_b7cb4513-f9da-5d5d-91a0-51dcf878bc50.html
639554903	20170323	201703	2017	2017.2274	GOV	PRESIDENT						GOV			USAMED	UNITED STATES	USA					MED			0	041	041	04	1	1.0	272	60	272	-5.13706672710792	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170323	http://lacrossetribune.com/news/world/london-attack-three-killed-in-british-parliament-carnage/article_b7cb4513-f9da-5d5d-91a0-51dcf878bc50.html
639555346	20170323	201703	2017	2017.2274	JUD	ATTORNEY						JUD			MEX	MEXICO	MEX								1	063	063	06	2	7.4	66	11	66	-5.17916036796184	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170323	http://news.trust.org/item/20170322225713-fd6v5/
639555703	20170323	201703	2017	2017.2274	MED	SPOKESMAN						MED													0	090	090	09	2	-2.0	1524	126	1524	-6.44667268574774	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170323	http://www.chron.com/neighborhood/news/crime/article/The-Latest-Minister-says-man-shot-by-police-at-11019738.php
639555731	20170323	201703	2017	2017.2274	MED	BLOG						MED			GOV	MINISTRY						GOV			1	010	010	01	1	0.0	6	1	6	4.20168067226891	3	Presbyterian Church, Texas, United States	US	USTX	33.8632	-95.5847	1889864	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170323	http://www.theblaze.com/news/2017/03/22/famed-pastor-was-slated-for-award-then-seminary-got-heat-over-his-objection-to-gay-ordinations/
639555735	20170323	201703	2017	2017.2274	MED	SPOKESMAN						MED			GOV	PRESIDENT						GOV			0	041	041	04	1	1.0	68	60	68	-5.13706672710792	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170323	http://lacrossetribune.com/news/world/london-attack-three-killed-in-british-parliament-carnage/article_b7cb4513-f9da-5d5d-91a0-51dcf878bc50.html
639555768	20170323	201703	2017	2017.2274	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	010	010	01	1	0.0	2	1	2	-5.02793296089386	1	Mexico	MX	MX	23	-102	MX	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	20170323	http://www.firstpost.com/world/immigrant-whose-daughter-appealed-to-pope-requests-asylum-in-u-s-reuters-3348154.html
639555770	20170323	201703	2017	2017.2274	MEX	MEXICAN	MEX								USA	PORTLAND	USA								0	036	036	03	1	4.0	5	1	5	-0.192719671575872	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	3	Portland, Oregon, United States	US	USOR	45.5235	-122.676	1136645	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170323	http://www.catholicsentinel.org/main.asp?SectionID=2&SubSectionID=35&TM=70808.6
639555775	20170323	201703	2017	2017.2274	MEX	MEXICO	MEX								USA	MIAMI	USA								1	043	043	04	1	2.8	8	1	8	-1.87793427230047	1	Mexico	MX	MX	23	-102	MX	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	20170323	http://www.travelpulse.com/news/impacting-travel/coast-guard-search-for-man-who-fell-overboard-near-cuba.html
639556468	20170323	201703	2017	2017.2274	SAU	RIYADH	SAU								USA	WASHINGTON	USA								0	036	036	03	1	4.0	1	1	1	0.21390374331551	1	China	CH	CH	35	105	CH	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.freemalaysiatoday.com/category/world/2017/03/23/saudis-spend-money-to-make-money-in-foreign-investment-drive/
639556479	20170323	201703	2017	2017.2274	SDN	SUDAN	SDN								USA	TEXAS	USA								0	042	042	04	1	1.9	3	2	3	-1.32659145948183	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	20170323	http://news.trust.org/item/20170322234949-4xml9
639556480	20170323	201703	2017	2017.2274	SDN	SUDAN	SDN								USA	TEXAS	USA								0	042	042	04	1	1.9	3	2	3	-1.32659145948183	3	Plattsburgh, New York, United States	US	USNY	44.6995	-73.4529	960698	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	3	Plattsburgh, New York, United States	US	USNY	44.6995	-73.4529	960698	20170323	http://news.trust.org/item/20170322234949-4xml9
639556705	20170323	201703	2017	2017.2274	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	88	43	88	-3.92265943354492	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170323	http://www.suttonguardian.co.uk/news/national/15174773.Donald_Trump_offers____full_co_operation_and_support____over_Westminster_attack/
639556779	20170323	201703	2017	2017.2274	USA	THE US	USA																		1	018	018	01	1	3.4	21	6	21	-6.84924981301755	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170323	http://www.ndtv.com/world-news/donald-trump-speaks-to-british-pm-theresa-may-after-uk-terror-attack-offers-support-1672445
639556780	20170323	201703	2017	2017.2274	USA	UNITED STATES	USA																		0	018	018	01	1	3.4	3	2	3	-9.66624522769264	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							1	United States	US	US	38	-97	US	20170323	http://www.ncregister.com/daily-news/the-world-prays-for-london-in-wake-of-westminster-attack
639556843	20170323	201703	2017	2017.2274	USA	UNITED STATES	USA																		0	036	036	03	1	4.0	2	2	2	0.86331908346936	3	Brooklyn, New York, United States	US	USNY	42.3442	-75.1704	944840	0							4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170323	http://nypost.com/2017/03/22/internet-stalking-reunited-these-high-school-sweethearts/
639557153	20170323	201703	2017	2017.2274	USA	UNITED STATES	USA								CAN	TORONTO	CAN								1	040	040	04	1	1.0	4	1	4	3.46534653465346	3	Laurel Hill, Washington, United States	US	USWA	46.6984	-121.538	1521939	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	Laurel Hill, Washington, United States	US	USWA	46.6984	-121.538	1521939	20170323	http://www.einnews.com/pr_news/372372852/lexam-shareholders-please-vote-your-shares-now
639557166	20170323	201703	2017	2017.2274	USA	UNITED STATES	USA								CHRCTH	THE POPE				CHR	CTH				0	020	020	02	1	3.0	2	1	2	-5.10752688172043	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	1	Mexico	MX	MX	23	-102	MX	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	20170323	http://www.dnaindia.com/world/report-immigrant-whose-daughter-appealed-to-pope-requests-asylum-in-us-2364506
639557201	20170323	201703	2017	2017.2274	USA	UNITED STATES	USA								COP	POLICEMAN						COP			0	182	182	18	4	-9.5	522	128	522	-6.44251860040707	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170323	http://www.chron.com/neighborhood/news/crime/article/The-Latest-Minister-says-man-shot-by-police-at-11019738.php
639557217	20170323	201703	2017	2017.2274	USA	UNITED STATES	USA								CRM	ILLEGAL IMMIGRANT						CRM			0	040	040	04	1	1.0	2	1	2	-5.10752688172043	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	1	Mexico	MX	MX	23	-102	MX	2	Louisiana, United States	US	USLA	31.1801	-91.8749	LA	20170323	http://www.dnaindia.com/world/report-immigrant-whose-daughter-appealed-to-pope-requests-asylum-in-us-2364506
639557218	20170323	201703	2017	2017.2274	USA	UNITED STATES	USA								CRM	ILLEGAL IMMIGRANT						CRM			0	040	040	04	1	1.0	2	1	2	-5.10752688172043	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170323	http://www.dnaindia.com/world/report-immigrant-whose-daughter-appealed-to-pope-requests-asylum-in-us-2364506
