644963118	20170409	201704	2017	2017.2712											AUS	VICTORIA	AUS								1	036	036	03	1	4.0	72	12	72	0.698389869982168	0							4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170409	http://www.oleantimesherald.com/news/world/jewel-in-the-crown-actor-tim-pigott-smith-dies-at/article_50c948b4-2b14-53fe-bbcd-b6394bd1ccae.html
644963145	20170409	201704	2017	2017.2712											CHNGOV	CHINA	CHN					GOV			0	040	040	04	1	1.0	30	5	30	-2.66766299271436	0							1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170409	http://fremonttribune.com/news/national/the-latest-tillerson-says-no-reason-for-russia-to-retaliate/article_44d4818c-5ac2-5475-8490-94644ea6f775.html
644963193	20170409	201704	2017	2017.2712											GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	1	1	1	0.67114093959732	0							4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	51.45	-2.58333	-2590919	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170409	http://www.oleantimesherald.com/news/world/jewel-in-the-crown-actor-tim-pigott-smith-dies-at/article_50c948b4-2b14-53fe-bbcd-b6394bd1ccae.html
644963349	20170409	201704	2017	2017.2712											USA	FLORIDA	USA								0	042	042	04	1	1.9	6	1	6	-2.01711491442542	0							2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Renmin, Liaoning, China	CH	CH19	40.7703	123.792	11215357	20170409	http://www.straitstimes.com/world/united-states/a-good-first-step
644963363	20170409	201704	2017	2017.2712											USA	UNITED STATES	USA								1	046	046	04	1	7.0	1	1	1	3.87596899224806	0							1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	20170409	https://www.bnamericas.com/en/news/oilandgas/chile-ministry-unveils-magallanes-2050-energy-policy
644963437	20170409	201704	2017	2017.2712	AFREDU	AFRICA	AFR					EDU			EDU	STUDENT						EDU			1	020	020	02	1	3.0	4	1	4	-2.75665399239544	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20170409	http://www.dailymail.co.uk/indiahome/indianews/article-4393750/How-India-invented-democratic-equal-racist-system.html
644963458	20170409	201704	2017	2017.2712	AUS	VICTORIA	AUS								GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	24	12	24	0.698389869982168	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	51.45	-2.58333	-2590919	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	51.45	-2.58333	-2590919	20170409	http://www.oleantimesherald.com/news/world/jewel-in-the-crown-actor-tim-pigott-smith-dies-at/article_50c948b4-2b14-53fe-bbcd-b6394bd1ccae.html
644963597	20170409	201704	2017	2017.2712	CHN	CHINA	CHN								CHNGOV	XI JINPING	CHN					GOV			1	051	051	05	1	3.4	3	2	3	1.96408385571884	1	China	CH	CH	35	105	CH	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	China	CH	CH	35	105	CH	20170409	http://www.ibtimes.co.uk/trump-claims-friendship-formed-after-meeting-xi-jinping-says-only-time-will-tell-trade-1616127
644963598	20170409	201704	2017	2017.2712	CHN	CHINA	CHN								CHNGOV	XI JINPING	CHN					GOV			1	051	051	05	1	3.4	3	2	3	1.96408385571884	1	China	CH	CH	35	105	CH	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170409	http://www.ibtimes.co.uk/trump-claims-friendship-formed-after-meeting-xi-jinping-says-only-time-will-tell-trade-1616127
644963603	20170409	201704	2017	2017.2712	CHN	CHINA	CHN								EDU	STUDENT						EDU			0	040	040	04	1	1.0	2	1	2	0.24038461538462	1	China	CH	CH	35	105	CH	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	1	China	CH	CH	35	105	CH	20170409	http://whotv.com/2017/04/08/isu-sees-20-decrease-in-international-student-applications-says-political-climate-is-responsible/
644963605	20170409	201704	2017	2017.2712	CHN	CHINA	CHN								EDU	STUDENT						EDU			0	042	042	04	1	1.9	2	1	2	0.24038461538462	1	China	CH	CH	35	105	CH	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	1	China	CH	CH	35	105	CH	20170409	http://whotv.com/2017/04/08/isu-sees-20-decrease-in-international-student-applications-says-political-climate-is-responsible/
644963625	20170409	201704	2017	2017.2712	CHN	CHINESE	CHN								USA	UNITED STATES	USA								1	040	040	04	1	1.0	1	1	1	0.490196078431371	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170409	http://www.jpost.com/American-Politics/And-end-to-the-White-House-power-struggle-between-Jared-Kushner-Steve-Bannon-486524
644963627	20170409	201704	2017	2017.2712	CHN	CHINA	CHN								USA	FLORIDA	USA								0	042	042	04	1	1.9	2	1	2	-2.01711491442542	4	Renmin, Liaoning, China	CH	CH19	40.7703	123.792	11215357	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Renmin, Liaoning, China	CH	CH19	40.7703	123.792	11215357	20170409	http://www.straitstimes.com/world/united-states/a-good-first-step
644963628	20170409	201704	2017	2017.2712	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	050	050	05	1	3.5	2	1	2	-2.01711491442542	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170409	http://www.straitstimes.com/world/united-states/a-good-first-step
644963629	20170409	201704	2017	2017.2712	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	050	050	05	1	3.5	2	1	2	-2.01711491442542	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170409	http://www.straitstimes.com/world/united-states/a-good-first-step
644963631	20170409	201704	2017	2017.2712	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	057	057	05	1	8.0	2	1	2	-2.01711491442542	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170409	http://www.straitstimes.com/world/united-states/a-good-first-step
644963632	20170409	201704	2017	2017.2712	CHN	CHINESE	CHN								USA	AMERICAN	USA								0	057	057	05	1	8.0	4	1	4	-2.01711491442542	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170409	http://www.straitstimes.com/world/united-states/a-good-first-step
644963637	20170409	201704	2017	2017.2712	CHNGOV	CHINA	CHN					GOV													1	040	040	04	1	1.0	294	26	294	-2.70878524289853	1	China	CH	CH	35	105	CH	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170409	http://fremonttribune.com/news/national/the-latest-tillerson-says-no-reason-for-russia-to-retaliate/article_44d4818c-5ac2-5475-8490-94644ea6f775.html
644963755	20170409	201704	2017	2017.2712	CRM	ILLEGAL IMMIGRANT						CRM													0	050	050	05	1	3.5	2	1	2	-6.27261761158021	4	Caborca, Sonora, Mexico	MX	MX26	30.7167	-112.15	-1670509	0							3	Kupk, Arizona, United States	US	USAZ	31.9237	-112.214	24488	20170409	http://tucson.com/news/local/border/costly-crossing-fees-turn-illegal-immigrants-into-marijuana-smugglers/article_1e95e570-080c-5dd7-a240-687cce94ca8f.html
644963804	20170409	201704	2017	2017.2712	CVL	MIGRANT						CVL			MEX	MEXICO	MEX								0	042	042	04	1	1.9	1	1	1	-6.27261761158021	4	Caborca, Sonora, Mexico	MX	MX26	30.7167	-112.15	-1670509	2	Texas, United States	US	USTX	31.106	-97.6475	TX	3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784	20170409	http://tucson.com/news/local/border/costly-crossing-fees-turn-illegal-immigrants-into-marijuana-smugglers/article_1e95e570-080c-5dd7-a240-687cce94ca8f.html
644963805	20170409	201704	2017	2017.2712	CVL	MIGRANT						CVL			MEX	MEXICO	MEX								0	042	042	04	1	1.9	3	1	3	-6.27261761158021	3	Lukeville, Arizona, United States	US	USAZ	31.8826	-112.816	7544	4	Sonoyta, Sonora, Mexico	MX	MX26	31.85	-112.833	-1703537	4	Sonoyta, Sonora, Mexico	MX	MX26	31.85	-112.833	-1703537	20170409	http://tucson.com/news/local/border/costly-crossing-fees-turn-illegal-immigrants-into-marijuana-smugglers/article_1e95e570-080c-5dd7-a240-687cce94ca8f.html
644963806	20170409	201704	2017	2017.2712	CVL	MIGRANT						CVL			MEX	MEXICAN	MEX								0	042	042	04	1	1.9	3	1	3	-6.27261761158021	3	Lukeville, Arizona, United States	US	USAZ	31.8826	-112.816	7544	4	Sonoyta, Sonora, Mexico	MX	MX26	31.85	-112.833	-1703537	3	Lukeville, Arizona, United States	US	USAZ	31.8826	-112.816	7544	20170409	http://tucson.com/news/local/border/costly-crossing-fees-turn-illegal-immigrants-into-marijuana-smugglers/article_1e95e570-080c-5dd7-a240-687cce94ca8f.html
644963886	20170409	201704	2017	2017.2712	EDU	STUDENT						EDU			CHN	CHINA	CHN								0	040	040	04	1	1.0	2	1	2	0.24038461538462	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170409	http://whotv.com/2017/04/08/isu-sees-20-decrease-in-international-student-applications-says-political-climate-is-responsible/
644963888	20170409	201704	2017	2017.2712	EDU	STUDENT						EDU			CHN	CHINA	CHN								0	043	043	04	1	2.8	2	1	2	0.24038461538462	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170409	http://whotv.com/2017/04/08/isu-sees-20-decrease-in-international-student-applications-says-political-climate-is-responsible/
644963891	20170409	201704	2017	2017.2712	EDU	STUDENT						EDU			CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	6	1	6	0.24038461538462	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170409	http://whotv.com/2017/04/08/isu-sees-20-decrease-in-international-student-applications-says-political-climate-is-responsible/
644963896	20170409	201704	2017	2017.2712	EDU	STUDENT						EDU			LEG	REPRESENTATIVES						LEG			0	040	040	04	1	1.0	6	1	6	0.24038461538462	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170409	http://whotv.com/2017/04/08/isu-sees-20-decrease-in-international-student-applications-says-political-climate-is-responsible/
644964000	20170409	201704	2017	2017.2712	GBR	UNITED KINGDOM	GBR																		1	036	036	03	1	4.0	23	12	23	0.699574606085857	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	51.45	-2.58333	-2590919	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170409	http://www.oleantimesherald.com/news/world/jewel-in-the-crown-actor-tim-pigott-smith-dies-at/article_50c948b4-2b14-53fe-bbcd-b6394bd1ccae.html
644964006	20170409	201704	2017	2017.2712	GBR	UNITED KINGDOM	GBR																		1	084	084	08	2	7.0	12	12	12	0.698389869982168	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	51.45	-2.58333	-2590919	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170409	http://www.oleantimesherald.com/news/world/jewel-in-the-crown-actor-tim-pigott-smith-dies-at/article_50c948b4-2b14-53fe-bbcd-b6394bd1ccae.html
