628345520	20170217	201702	2017	2017.1288	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	-1.21212121212122	3	Columbus, Ohio, United States	US	USOH	39.9612	-82.9988	1080996	3	Columbus, Ohio, United States	US	USOH	39.9612	-82.9988	1080996	1	Canada	CA	CA	60	-95	CA	20170217	http://www.morningjournal.com/general-news/20170216/funeral-procession-for-retired-elyria-firefighter-and-sheffield-township-trustee-mark-horton
628345521	20170217	201702	2017	2017.1288	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	043	043	04	1	2.8	6	1	6	-1.21212121212122	1	Canada	CA	CA	60	-95	CA	3	Columbus, Ohio, United States	US	USOH	39.9612	-82.9988	1080996	1	Canada	CA	CA	60	-95	CA	20170217	http://www.morningjournal.com/general-news/20170216/funeral-procession-for-retired-elyria-firefighter-and-sheffield-township-trustee-mark-horton
628345589	20170217	201702	2017	2017.1288	CHN	CHINESE	CHN								CHNCVL	CHINA	CHN					CVL			1	173	173	17	4	-5.0	4	2	4	-4.63258785942492	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	2	Arkansas, United States	US	USAR	34.9513	-92.3809	AR	20170217	http://www.agriculture.com/markets/newswire/update-1-chinese-scientist-convicted-in-us-of-theft-of-engineered-rice
628345606	20170217	201702	2017	2017.1288	CHN	GREAT WALL	CHN								UAF	MERCENARY						UAF			1	190	190	19	4	-10.0	5	1	5	2.40963855421687	4	Great Wall, China (general), China	CH	CH00	39.9667	119.8	-1930117	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170217	http://www.hollywood.com/movies/matt-damon-may-cameo-in-oceans-8-60676133/
628345608	20170217	201702	2017	2017.1288	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	030	030	03	1	4.0	2	1	2	2.97029702970298	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	4	Paris, France (general), France	FR	FR00	48.8667	2.33333	-1456928	20170217	http://www.chinafile.com/contributors/yu-zhou
628345610	20170217	201702	2017	2017.1288	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	042	042	04	1	1.9	5	5	5	-5.45790207508055	1	China	CH	CH	35	105	CH	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	1	China	CH	CH	35	105	CH	20170217	http://www.agriculture.com/markets/newswire/update-1-chinese-scientist-convicted-in-us-of-theft-of-engineered-rice
628345611	20170217	201702	2017	2017.1288	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	042	042	04	1	1.9	16	8	16	-4.76809669166219	1	China	CH	CH	35	105	CH	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	20170217	http://www.agriculture.com/markets/newswire/update-1-chinese-scientist-convicted-in-us-of-theft-of-engineered-rice
628345613	20170217	201702	2017	2017.1288	CHNCVL	CHINESE	CHN					CVL													1	173	173	17	4	-5.0	8	2	8	-4.63258785942492	1	China	CH	CH	35	105	CH	0							2	Arkansas, United States	US	USAR	34.9513	-92.3809	AR	20170217	http://www.agriculture.com/markets/newswire/update-1-chinese-scientist-convicted-in-us-of-theft-of-engineered-rice
628345615	20170217	201702	2017	2017.1288	CHNCVL	CHINA	CHN					CVL			CHN	CHINA	CHN								1	013	013	01	1	0.4	2	2	2	-4.63258785942492	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	2	Arkansas, United States	US	USAR	34.9513	-92.3809	AR	20170217	http://www.agriculture.com/markets/newswire/update-1-chinese-scientist-convicted-in-us-of-theft-of-engineered-rice
628345971	20170217	201702	2017	2017.1288	CVL	IMMIGRANT						CVL													0	163	163	16	4	-8.0	48	6	48	-1.78404460589626	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	0							3	Rosslyn, Virginia, United States	US	USVA	38.8968	-77.0725	1499990	20170217	http://www.og979.com/news/nationwide-day-without-immigrants-shuts-down-businesses/
628345972	20170217	201702	2017	2017.1288	CVL	IMMIGRANT						CVL													0	163	163	16	4	-8.0	192	25	192	-1.26853151286109	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	0							2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170217	http://www.wcvb.com/article/nationwide-day-without-immigrants-shuts-down-businesses/8943561
628346255	20170217	201702	2017	2017.1288	EDU	UNIVERSITY						EDU													0	020	020	02	1	3.0	40	17	38	-0.403291745635247	2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	0							1	China	CH	CH	35	105	CH	20170217	http://www.wiscnews.com/news/state-and-regional/article_962f1e7e-2a48-597c-8e78-736714b7bd1a.html
628346377	20170217	201702	2017	2017.1288	EDUEDU	COLLEGE						EDU	EDU		EDU	COLLEGE						EDU			0	010	010	01	1	0.0	62	31	62	-1.36830824054532	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170217	http://www.wcvb.com/article/nationwide-day-without-immigrants-shuts-down-businesses/8943561
628346584	20170217	201702	2017	2017.1288	FRAMED	AGENCE FRANCE PRESS	FRA					MED			USA	TEXAS	USA								1	042	042	04	1	1.9	2	1	2	0	1	Mexico	MX	MX	23	-102	MX	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170217	http://www.seattlepi.com/news/houston-texas/houston/article/There-s-already-a-border-wall-this-is-what-life-10935428.php
628346594	20170217	201702	2017	2017.1288	GBR	UNITED KINGDOM	GBR																		0	020	020	02	1	3.0	2	1	2	-3.99361022364217	3	Duke University, North Carolina, United States	US	USNC	36.0015	-78.94	984404	0							4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170217	https://www.newscientist.com/article/2121528-screening-soldiers-doesnt-protect-them-from-mental-illness/
628346603	20170217	201702	2017	2017.1288	GBR	UNITED KINGDOM	GBR																		1	051	051	05	1	3.4	9	2	9	-2.7205313123905	4	Surbiton, Kingston upon Thames, United Kingdom	UK	UKG7	51.3833	-0.3	-2609137	0							1	United States	US	US	38	-97	US	20170217	http://www.surreycomet.co.uk/youngreporter/15098495.display/
628346651	20170217	201702	2017	2017.1288	GBR	UNITED KINGDOM	GBR								GOV	PRESIDENT						GOV			0	043	043	04	1	2.8	2	1	2	-4.24942263279446	4	Manchester, Manchester, United Kingdom	UK	UKI2	53.5	-2.21667	-2602512	1	United States	US	US	38	-97	US	4	Manchester, Manchester, United Kingdom	UK	UKI2	53.5	-2.21667	-2602512	20170217	http://weeklyworker.co.uk/worker/1142/letters/
628346685	20170217	201702	2017	2017.1288	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	013	013	01	1	0.4	2	1	2	-2.04460966542751	1	United Kingdom	UK	UK	54	-2	UK	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	United Kingdom	UK	UK	54	-2	UK	20170217	https://personalliberty.com/even-piers-morgan-thinks-media-lost-mind/
628346691	20170217	201702	2017	2017.1288	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	057	057	05	1	8.0	2	1	2	4.08921933085502	1	United Kingdom	UK	UK	54	-2	UK	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170217	http://www.cosmopolitan.com.au/lifestyle/liam-neeson-and-the-love-actually-kid-reunite-20691
628346692	20170217	201702	2017	2017.1288	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	120	120	12	3	-4.0	8	1	8	-2.04460966542751	1	United Kingdom	UK	UK	54	-2	UK	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170217	https://personalliberty.com/even-piers-morgan-thinks-media-lost-mind/
628346844	20170217	201702	2017	2017.1288	GOV	KING						GOV													1	020	020	02	1	3.0	6	1	6	1.85528756957329	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							1	India	IN	IN	20	77	IN	20170217	http://www.yogajournal.com/slideshow/iyengar-yoga-101-king-pigeon-pose-3-ways/
628347056	20170217	201702	2017	2017.1288	GOV	PRESIDENT						GOV			GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	2	1	2	-4.24942263279446	1	United States	US	US	38	-97	US	4	Manchester, Manchester, United Kingdom	UK	UKI2	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	53.5	-2.21667	-2602512	20170217	http://weeklyworker.co.uk/worker/1142/letters/
628347112	20170217	201702	2017	2017.1288	GOV	PRESIDENT						GOV			LEG	CONGRESS						LEG			1	042	042	04	1	1.9	14	7	14	-2.2937840305733	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	2	California, United States	US	USCA	36.17	-119.746	CA	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170217	https://ricochet.com/411576/patriotism-not-nationalism/
628347114	20170217	201702	2017	2017.1288	GOV	PRESIDENT						GOV			LEG	CONGRESS						LEG			1	042	042	04	1	1.9	56	7	56	-2.2937840305733	2	California, United States	US	USCA	36.17	-119.746	CA	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	2	California, United States	US	USCA	36.17	-119.746	CA	20170217	https://ricochet.com/411576/patriotism-not-nationalism/
628347126	20170217	201702	2017	2017.1288	GOV	PRESIDENT						GOV			MED	MEDIA						MED			1	042	042	04	1	1.9	12	1	12	-2.04460966542751	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170217	https://personalliberty.com/even-piers-morgan-thinks-media-lost-mind/
628347224	20170217	201702	2017	2017.1288	GOV	KING						GOV			USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	1.85528756957329	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20170217	http://www.yogajournal.com/slideshow/iyengar-yoga-101-king-pigeon-pose-3-ways/
628347388	20170217	201702	2017	2017.1288	HINAST700	YOGA				HIN															0	043	043	04	1	2.8	2	1	2	1.85528756957329	1	India	IN	IN	20	77	IN	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170217	http://www.yogajournal.com/slideshow/iyengar-yoga-101-king-pigeon-pose-3-ways/
628347528	20170217	201702	2017	2017.1288	IGOWSTNAT	NATO	WST	NAT				IGO			CAN	CANADA	CAN								0	040	040	04	1	1.0	6	3	6	-3.96234364413776	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Calgary, Alberta, Canada	CA	CA01	51.0833	-114.083	-561990	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170217	http://www.capebretonpost.com/news/regional/2017/2/16/the-thursday-news-briefing-an-at-a-glance-survey-of-some-top-stories.html
628347533	20170217	201702	2017	2017.1288	IGOWSTNAT	NATO	WST	NAT				IGO			USA	UNITED STATES	USA								0	040	040	04	1	1.0	26	10	26	0	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	1	United States	US	US	38	-97	US	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170217	http://winnipeg.ctvnews.ca/canada-to-spend-more-on-defence-sajjan-says-but-non-committal-on-nato-1.3288837
628347939	20170217	201702	2017	2017.1288	JUD	JUDGE						JUD			JUDJUD	JUDGE						JUD	JUD		1	043	043	04	1	2.8	3	1	3	-0.64516129032258	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	1	United Kingdom	UK	UK	54	-2	UK	20170217	https://www.law360.com/articles/893173/pa-appeals-court-bars-claims-on-properties-not-in-dispute
628347948	20170217	201702	2017	2017.1288	JUD	ATTORNEY						JUD			MEX	MEXICO	MEX								0	112	112	11	3	-2.0	1	1	1	-3.78151260504201	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Mexico	MX	MX	23	-102	MX	20170217	http://www.speroforum.com/a/DEZFAACEQE54/80146-Trump-will-deal-with-illegal-alien-minors-with-heart
628347957	20170217	201702	2017	2017.1288	JUD	ATTORNEY						JUD			SAU	MEDINA	SAU								0	112	112	11	3	-2.0	1	1	1	-3.78151260504201	2	Washington, United States	US	USWA	47.3917	-121.571	WA	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170217	http://www.speroforum.com/a/DEZFAACEQE54/80146-Trump-will-deal-with-illegal-alien-minors-with-heart
628348023	20170217	201702	2017	2017.1288	JUDJUD	JUDGE						JUD	JUD		JUD	JUDGE						JUD			1	042	042	04	1	1.9	3	1	3	-0.64516129032258	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	1	United Kingdom	UK	UK	54	-2	UK	20170217	https://www.law360.com/articles/893173/pa-appeals-court-bars-claims-on-properties-not-in-dispute
628348208	20170217	201702	2017	2017.1288	LEG	CONGRESS						LEG			GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	56	7	56	-2.2937840305733	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170217	https://ricochet.com/411576/patriotism-not-nationalism/
628348210	20170217	201702	2017	2017.1288	LEG	CONGRESS						LEG			GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	14	7	14	-2.2937840305733	2	California, United States	US	USCA	36.17	-119.746	CA	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170217	https://ricochet.com/411576/patriotism-not-nationalism/
628348214	20170217	201702	2017	2017.1288	LEG	CONGRESS						LEG			GOV	PRESIDENT						GOV			1	112	112	11	3	-2.0	50	7	50	-2.2937840305733	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170217	https://ricochet.com/411576/patriotism-not-nationalism/
628348215	20170217	201702	2017	2017.1288	LEG	CONGRESS						LEG			GOV	PRESIDENT						GOV			1	112	112	11	3	-2.0	6	6	6	-2.3715746698548	2	California, United States	US	USCA	36.17	-119.746	CA	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170217	https://ricochet.com/411576/patriotism-not-nationalism/
628348365	20170217	201702	2017	2017.1288	MED	MEDIA						MED			GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	8	1	8	-2.04460966542751	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170217	https://personalliberty.com/even-piers-morgan-thinks-media-lost-mind/
628348366	20170217	201702	2017	2017.1288	MED	MEDIA						MED			GBR	BRITISH	GBR								1	120	120	12	3	-4.0	12	1	12	-2.04460966542751	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170217	https://personalliberty.com/even-piers-morgan-thinks-media-lost-mind/
628348438	20170217	201702	2017	2017.1288	MEX	MEXICO	MEX																		0	030	030	03	1	4.0	61	31	61	-1.36830824054532	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	0							3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	20170217	http://www.wcvb.com/article/nationwide-day-without-immigrants-shuts-down-businesses/8943561
628348444	20170217	201702	2017	2017.1288	MEX	MEXICO	MEX																		1	080	080	08	2	5.0	551	57	551	-0.784782788761123	1	Mexico	MX	MX	23	-102	MX	0							2	California, United States	US	USCA	36.17	-119.746	CA	20170217	http://wprl.org/post/why-ditching-nafta-could-hurt-americas-farmers-more-mexicos
628348458	20170217	201702	2017	2017.1288	MEX	MEXICAN	MEX								MEXJUD	MEXICO	MEX					JUD			1	173	173	17	4	-5.0	1	1	1	-5.68561872909699	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	1	Mexico	MX	MX	23	-102	MX	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	20170217	http://tucson.com/news/world/mexican-says-she-was-stolen-as-baby-in-spain-under/article_2d6787d2-ac51-5249-a316-a06f3430a5c3.html
628348464	20170217	201702	2017	2017.1288	MEX	MEXICO	MEX								USA	TEXAS	USA								1	036	036	03	1	4.0	18	3	18	1.88654483246303	1	Mexico	MX	MX	23	-102	MX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170217	http://www.msn.com/en-us/money/markets/mexico-to-the-rescue-of-us-gas-frackers-as-warm-weather-clobbers-demand/ar-AAn1Ul6
628348466	20170217	201702	2017	2017.1288	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	080	080	08	2	5.0	15	15	15	-0.797410804100317	1	Mexico	MX	MX	23	-102	MX	2	California, United States	US	USCA	36.17	-119.746	CA	1	Mexico	MX	MX	23	-102	MX	20170217	http://wprl.org/post/why-ditching-nafta-could-hurt-americas-farmers-more-mexicos
628348468	20170217	201702	2017	2017.1288	MEX	MEXICAN	MEX								USA	AMERICAN	USA								0	138	138	13	3	-7.0	60	53	60	-0.802871537739306	1	Mexico	MX	MX	23	-102	MX	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170217	https://knpr.org/npr/2017-02/why-ditching-nafta-could-hurt-americas-farmers-more-mexicos
628348469	20170217	201702	2017	2017.1288	MEX	MEXICAN	MEX								USA	AMERICAN	USA								0	138	138	13	3	-7.0	364	53	364	-0.802871537739306	1	Mexico	MX	MX	23	-102	MX	2	California, United States	US	USCA	36.17	-119.746	CA	1	Mexico	MX	MX	23	-102	MX	20170217	http://wprl.org/post/why-ditching-nafta-could-hurt-americas-farmers-more-mexicos
628348470	20170217	201702	2017	2017.1288	MEX	MEXICAN	MEX								USA	AMERICAN	USA								0	190	190	19	4	-10.0	272	53	272	-0.802871537739306	1	Mexico	MX	MX	23	-102	MX	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170217	http://wprl.org/post/why-ditching-nafta-could-hurt-americas-farmers-more-mexicos
