620000671	20170124	201701	2017	2017.0658	BUS	BUSINESS						BUS			GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	324	138	324	-5.25793410836874	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	20170124	http://www.bigstory.ap.org/article/60f92f98bf874848a7a0f819559de633/questions-and-answers-mexican-border-protests
620000676	20170124	201701	2017	2017.0658	BUS	COMPANIES						BUS			JUD	LAWYER						JUD			1	043	043	04	1	2.8	6	1	6	1.10974106041923	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170124	http://www.msn.com/en-us/money/companies/simpson-thachers-klein-balances-big-deals-and-great-films/ar-AAm8A2I
620000681	20170124	201701	2017	2017.0658	BUS	BUSINESS						BUS			JUD	FEDERAL JUDGE						JUD			1	120	120	12	3	-4.0	4	1	4	-1.21265731233185	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170124	http://www.rep-am.com/news/news-business/2017/01/23/survey-mixed-views-on-trump-impact-on-state-economy/
620000769	20170124	201701	2017	2017.0658	CAN	CANADA	CAN																		1	010	010	01	1	0.0	147	48	147	1.30000292957865	1	Canada	CA	CA	60	-95	CA	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://www.agassizharrisonobserver.com/national/411585505.html
620000779	20170124	201701	2017	2017.0658	CAN	CANADA	CAN																		0	020	020	02	1	3.0	3	2	3	1.19951040391677	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://www.chroniclejournal.com/news/national/canada-needn-t-be-enormously-worried-about-u-s-trade/article_b38f6219-7357-5e86-a794-2b88a1efc14b.html
620000826	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								GBR	UNITED KINGDOM	GBR								0	014	014	01	1	0.0	12	6	12	0	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170124	http://lethbridgeherald.com/news/national-news/2017/01/23/pm-to-meet-trump-in-the-next-30-days-or-so-to-talk-new-nafta-deal/
620000857	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								NMR	NORTH AMERICA	NMR								1	061	061	06	2	6.4	17	5	17	0.155396327810122	1	Canada	CA	CA	60	-95	CA	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	20170124	http://www.fbc.com.fj/world/47590/mexico-outlines-new-goals-for-trump-era
620000858	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								NMR	NORTH AMERICA	NMR								1	061	061	06	2	6.4	8	2	8	1.27368376879697	1	Canada	CA	CA	60	-95	CA	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170124	http://www.stuff.co.nz/national/politics/88712011/Trump-signals-one-on-one-trade-deals-with-NZ-TPP-countries
620000859	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								NMR	NORTH AMERICA	NMR								1	061	061	06	2	6.4	2	1	2	-1.81818181818182	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	20170124	http://www.fbc.com.fj/world/47590/mexico-outlines-new-goals-for-trump-era
620000860	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								NMR	NORTH AMERICA	NMR								1	0874	087	08	2	10.0	68	33	68	-2.36929661698644	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://kdhnews.com/news/politics/scorecard-bulk-of-trump-s-day-one-promises-unfulfilled/article_ba427aa9-5eff-58bb-aa6d-40198dd0a922.html
620000862	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	014	014	01	1	0.0	24	6	24	0	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170124	http://lethbridgeherald.com/news/national-news/2017/01/23/pm-to-meet-trump-in-the-next-30-days-or-so-to-talk-new-nafta-deal/
620000864	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	2	2	1.19951040391677	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://www.chroniclejournal.com/news/national/canada-needn-t-be-enormously-worried-about-u-s-trade/article_b38f6219-7357-5e86-a794-2b88a1efc14b.html
620000865	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	026	026	02	1	4.0	4	2	4	1.19951040391677	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170124	http://www.chroniclejournal.com/news/national/canada-needn-t-be-enormously-worried-about-u-s-trade/article_b38f6219-7357-5e86-a794-2b88a1efc14b.html
620000866	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	026	026	02	1	4.0	12	2	12	1.19951040391677	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://www.chroniclejournal.com/news/national/canada-needn-t-be-enormously-worried-about-u-s-trade/article_b38f6219-7357-5e86-a794-2b88a1efc14b.html
620000867	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	026	026	02	1	4.0	2	1	2	1.05263157894737	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170124	http://www.chroniclejournal.com/news/national/canada-needn-t-be-enormously-worried-about-u-s-trade/article_b38f6219-7357-5e86-a794-2b88a1efc14b.html
620000868	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	040	040	04	1	1.0	14	6	14	1.93402869614451	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170124	https://www.yahoo.com/news/mattis-speaks-nato-chief-highlighting-importance-alliance-233038864.html
620000869	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	040	040	04	1	1.0	43	12	43	0.080797277996878	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	https://www.yahoo.com/news/mattis-speaks-nato-chief-highlighting-importance-alliance-233038864.html
620000870	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								USA	WASHINGTON	USA								1	042	042	04	1	1.9	10	2	10	1.4020605048073	4	Burlington, Newfoundland, Canada	CA	CA05	49.75	-56.0333	-561858	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://wivb.com/2017/01/23/canadians-turned-away-crossing-border-to-head-to-womens-march/
620000872	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	046	046	04	1	7.0	26	11	26	0.838394486837246	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170124	http://www.chroniclejournal.com/news/national/canada-needn-t-be-enormously-worried-about-u-s-trade/article_b38f6219-7357-5e86-a794-2b88a1efc14b.html
620000873	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	046	046	04	1	7.0	56	10	56	0.808919487928903	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://www.chroniclejournal.com/news/national/canada-needn-t-be-enormously-worried-about-u-s-trade/article_b38f6219-7357-5e86-a794-2b88a1efc14b.html
620000875	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	046	046	04	1	7.0	106	55	106	0.0289670201489118	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://lethbridgeherald.com/news/national-news/2017/01/23/pm-to-meet-trump-in-the-next-30-days-or-so-to-talk-new-nafta-deal/
620000876	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	061	061	06	2	6.4	7	5	7	0.155396327810122	1	Canada	CA	CA	60	-95	CA	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	20170124	http://www.fbc.com.fj/world/47590/mexico-outlines-new-goals-for-trump-era
620000877	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	061	061	06	2	6.4	28	4	28	1.50509504494372	1	Canada	CA	CA	60	-95	CA	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170124	http://www.stuff.co.nz/national/politics/88712011/Trump-signals-one-on-one-trade-deals-with-NZ-TPP-countries
620000878	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	061	061	06	2	6.4	7	5	7	0.155396327810122	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	20170124	http://www.fbc.com.fj/world/47590/mexico-outlines-new-goals-for-trump-era
620000879	20170124	201701	2017	2017.0658	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	0874	087	08	2	10.0	136	33	136	-2.36929661698644	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://kdhnews.com/news/politics/scorecard-bulk-of-trump-s-day-one-promises-unfulfilled/article_ba427aa9-5eff-58bb-aa6d-40198dd0a922.html
620000880	20170124	201701	2017	2017.0658	CAN	CANADIAN	CAN								USAGOV	THE WHITE HOUSE	USA					GOV			1	040	040	04	1	1.0	3	2	3	-1.22185169248422	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://english.chosun.com/site/data/html_dir/2017/01/24/2017012400500.html
620000881	20170124	201701	2017	2017.0658	CAN	CANADIAN	CAN								USAGOV	THE WHITE HOUSE	USA					GOV			1	040	040	04	1	1.0	89	49	89	-0.449805466819436	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170124	http://english.chosun.com/site/data/html_dir/2017/01/24/2017012400500.html
620000888	20170124	201701	2017	2017.0658	CANCOP	CANADA	CAN					COP													1	020	020	02	1	3.0	8	4	8	-0.537634408602149	1	United States	US	US	38	-97	US	0							4	New Westminster, British Columbia, Canada	CA	CA02	49.2167	-122.917	-570133	20170124	http://kcby.com/news/local/amber-alert-search-on-for-9-year-old-girl-and-her-mother
620000897	20170124	201701	2017	2017.0658	CANGOV	CANADA	CAN					GOV			USA	UNITED STATES	USA								0	020	020	02	1	3.0	6	2	6	1.19951040391677	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://www.chroniclejournal.com/news/national/canada-needn-t-be-enormously-worried-about-u-s-trade/article_b38f6219-7357-5e86-a794-2b88a1efc14b.html
620000898	20170124	201701	2017	2017.0658	CANGOV	CANADA	CAN					GOV			USA	UNITED STATES	USA								1	040	040	04	1	1.0	315	50	315	-0.457152760283516	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170124	http://english.chosun.com/site/data/html_dir/2017/01/24/2017012400500.html
620000899	20170124	201701	2017	2017.0658	CANGOV	CANADIAN	CAN					GOV			USAGOV	THE WHITE HOUSE	USA					GOV			1	040	040	04	1	1.0	156	48	156	-0.470346162009462	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170124	http://english.chosun.com/site/data/html_dir/2017/01/24/2017012400500.html
620000922	20170124	201701	2017	2017.0658	CHN	BEIJING	CHN																		0	111	111	11	3	-2.0	262	100	262	-2.68976150898391	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://www.greensboro.com/ap/us_world/if-trump-ends-america-s-world-leadership-who-will-step/article_5a394b71-8c8b-56c6-9ca4-620abac6d210.html
620000937	20170124	201701	2017	2017.0658	CHN	CHINA	CHN								BUS	COMPANIES						BUS			0	010	010	01	1	0.0	46	11	46	-0.511381866569905	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://www.heraldsun.com.au/business/work/expert-predicts-terrorists-will-target-trumps-international-developments/news-story/5b43b97452c9633bc3b5ad814dfe5e41?nk=515327aea69e6602fc9d14eb2ded7d9e-1485215237
620000943	20170124	201701	2017	2017.0658	CHN	BEIJING	CHN								CHNGOV	CHINA	CHN					GOV			0	013	013	01	1	0.4	8	4	8	0.224618007621037	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://usa.chinadaily.com.cn/us/2017-01/24/content_28038618.htm
620000944	20170124	201701	2017	2017.0658	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			0	014	014	01	1	0.0	50	23	50	-2.66092068937971	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170124	http://www.theedgemarkets.com/en/article/trump-white-house-vows-stop-china-taking-south-china-sea-islands
620000948	20170124	201701	2017	2017.0658	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			1	046	046	04	1	7.0	2	1	2	-0.37842951750237	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	20170124	http://www.businessinsider.com/why-canada-is-the-country-to-watch-on-trumps-trade-policy-2017-1
620000974	20170124	201701	2017	2017.0658	CHN	CHINA	CHN								NGOBUSWEF	WORLD ECONOMIC FORUM		WEF				NGO	BUS		1	020	020	02	1	3.0	4	1	4	3.45596432552954	1	China	CH	CH	35	105	CH	2	West Virginia, United States	US	USWV	38.468	-80.9696	WV	1	China	CH	CH	35	105	CH	20170124	http://www.globalpossibilities.org/leading-climate-experts-have-some-advice-for-donald-trump/
620000993	20170124	201701	2017	2017.0658	CHN	CHINA	CHN								USA	WASHINGTON	USA								1	010	010	01	1	0.0	389	49	389	-1.39024107306598	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://www.theedgemarkets.com/en/article/trump-white-house-vows-stop-china-taking-south-china-sea-islands
620000994	20170124	201701	2017	2017.0658	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	010	010	01	1	0.0	6	2	6	-0.70721357850071	1	China	CH	CH	35	105	CH	1	Japan	JA	JA	36	138	JA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://www.heraldsun.com.au/business/work/expert-predicts-terrorists-will-target-trumps-international-developments/news-story/5b43b97452c9633bc3b5ad814dfe5e41?nk=515327aea69e6602fc9d14eb2ded7d9e-1485215237
620000995	20170124	201701	2017	2017.0658	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	011	011	01	1	-0.1	24	4	24	-2.49579888379907	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://www.freemalaysiatoday.com/category/world/2017/01/24/trump-white-house-vows-to-stop-china-taking-south-china-sea-islands/
620000996	20170124	201701	2017	2017.0658	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	042	042	04	1	1.9	8	1	8	-3.33333333333334	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	20170124	http://www.aei.org/publication/trade-reciprocity-with-china/
620000997	20170124	201701	2017	2017.0658	CHN	CHINA	CHN								USA	AMERICAN	USA								1	042	042	04	1	1.9	12	1	12	-3.33333333333334	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170124	http://www.aei.org/publication/trade-reciprocity-with-china/
620001001	20170124	201701	2017	2017.0658	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	111	111	11	3	-2.0	777	103	777	-2.71498996710749	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://www.greensboro.com/ap/us_world/if-trump-ends-america-s-world-leadership-who-will-step/article_5a394b71-8c8b-56c6-9ca4-620abac6d210.html
620001002	20170124	201701	2017	2017.0658	CHN	BEIJING	CHN								USA	UNITED STATES	USA								0	111	111	11	3	-2.0	206	86	206	-2.70203312227075	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170124	http://www.greensboro.com/ap/us_world/if-trump-ends-america-s-world-leadership-who-will-step/article_5a394b71-8c8b-56c6-9ca4-620abac6d210.html
